Name,BSE Code,NSE Code,Industry,Current Price,Return over 3months,Return over 6months,Volume 1month average,Volume 1week average,Volume,High price,Low price,High price all time,Low price all time,Return over 1day,Return over 1week,Return over 1month,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,RSI,MACD,MACD Previous Day,MACD Signal,MACD Signal Previous Day,Return over 1year,Return over 3years,Return over 5years,Volume 1year average,Return over 7years,Return over 10years,Market Capitalization
G-Tech Info.,532139,,Computers - Software - Medium / Small,1.68,10.53,15.86,1492,3855,3855,1.68,1.16,11.48,0.02,0.00,0.00,5.00,1.46,1.51,1.45,1.51,85.22,0.07,0.07,0.06,0.06,25.37,36.54,14.87,2430,-3.53,,0.59
Gabriel India,505714,GABRIEL,Auto Ancillaries,497.20,32.53,29.80,362021,316384,344155,521.35,216.10,521.35,3.03,0.95,-0.36,-0.02,455.67,380.73,453.97,379.56,59.94,12.63,13.26,15.03,15.63,125.95,54.13,39.45,717001,16.75,25.52,7141.98
Gabriel Pet,544108,,Textiles - Manmade,144.30,-1.84,,4933,5600,2400,170.15,111.20,170.15,111.20,3.44,-0.14,-9.81,143.64,133.07,143.61,132.96,48.19,-0.02,0.14,1.35,1.70,,,,22606,,,38.19
GACM Tech,531723,GATECH,Finance & Investments,1.23,13.89,-37.88,3649656,7337573,12029321,2.51,0.81,55.19,0.17,-5.38,-0.81,14.95,1.15,1.14,1.15,1.14,55.73,0.05,0.05,0.04,0.04,19.42,27.03,15.44,926632,-21.03,-18.48,110.66
GACM Tech-DVR,570005,GATECHDVR,Finance & Investments,2.28,15.74,-41.69,118994,67959,48174,8.14,1.87,13.43,0.10,-2.15,-7.32,15.15,2.22,3.68,2.21,3.69,53.09,0.09,0.10,0.10,0.10,-67.24,6.27,44.65,318841,,,26.95
Gagan Gases,524624,,Chemicals,23.50,6.82,-6.00,3709,3575,2785,32.00,12.02,32.00,1.41,2.17,3.52,-12.35,22.28,20.71,22.23,20.68,54.86,0.07,-0.02,0.03,0.02,88.60,15.00,18.64,5736,22.99,17.51,10.62
GAIL (India),532155,GAIL,Miscellaneous,237.01,19.82,30.55,24166490,32818005,15403568,246.35,111.50,246.35,22.50,-0.83,2.76,6.30,220.40,184.82,219.72,184.30,60.86,4.84,4.75,4.16,3.99,105.56,35.50,23.58,23819910,14.05,11.67,155836.44
Gajanan Sec.Serv,538609,,Finance & Investments,80.75,33.05,58.46,116,296,6,90.00,30.37,90.00,9.75,2.00,8.29,-1.52,74.60,58.33,74.35,58.11,60.33,0.36,0.08,0.36,0.36,97.43,,,1203,,,25.05
Gala Global,539228,,Printing & Stationery,3.45,-9.21,-9.21,168074,146965,112411,6.55,2.80,189.05,2.80,-0.58,-3.90,-4.70,3.60,4.85,3.61,4.86,41.20,-0.04,-0.04,-0.04,-0.04,-46.68,-54.00,-44.50,357832,-33.53,,18.83
Galactico Corpo.,542802,,Finance & Investments,3.90,-7.36,-28.18,383946,352488,368660,6.37,3.25,88.15,0.88,-0.51,-0.26,-2.26,4.00,5.06,4.01,5.07,43.22,-0.02,-0.02,-0.03,-0.03,-35.22,3.48,,1178144,,,58.11
Galada Finance,538881,,Finance & Investments,18.86,10.29,27.60,504,258,408,19.75,9.76,35.90,8.10,-0.16,15.49,20.05,16.56,15.03,16.47,15.00,61.26,0.35,0.21,0.14,0.09,74.63,8.59,12.53,1442,-2.30,,5.66
Galaxy Agrico,531911,,Castings & Forgings,44.80,-8.35,26.20,21190,1066,18,59.89,20.65,59.89,6.75,4.19,-5.60,2.94,46.60,41.76,46.68,41.73,45.14,0.00,0.25,1.11,1.39,88.24,62.45,35.94,8793,5.55,9.31,12.23
Galaxy Bearings,526073,,Bearings,1510.35,6.88,-6.17,1724,1143,471,1800.00,1290.50,1800.00,3.78,-0.70,-0.56,5.03,1500.69,1464.06,1500.30,1463.60,49.17,14.31,17.59,20.02,21.45,-6.03,75.15,54.24,1570,88.90,,480.29
Galaxy Cloud,506186,,Food - Processing - Indian,41.98,171.54,155.98,23385,5402,7935,51.30,10.00,420.40,4.57,-1.98,-9.23,-1.48,38.93,24.78,38.80,24.61,45.38,1.20,1.56,2.15,2.38,262.83,35.30,14.48,21200,14.77,-0.83,188.65
Galaxy Surfact.,540935,GALAXYSURF,Chemicals,2942.90,17.20,10.06,16093,19776,20017,3208.05,2241.10,3600.00,871.80,1.88,2.86,-3.05,2780.46,2665.89,2773.83,2663.11,58.03,41.72,40.32,43.98,44.54,12.16,-2.45,19.91,28642,,,10433.98
Gallantt Ispat L,532726,GALLANTT,Steel - Medium / Small,311.70,0.73,43.74,53132,37931,22586,384.00,78.75,384.00,8.00,0.19,-3.63,-10.15,314.74,233.14,314.86,232.35,42.68,-4.96,-4.72,-2.13,-1.43,257.45,56.74,60.74,320572,34.60,30.36,7520.73
Gallops Enterp.,531902,,Construction,22.50,-3.14,-5.26,1835,2585,3246,29.90,16.80,112.65,3.80,-5.74,-1.49,0.31,22.80,23.00,22.81,23.01,49.65,-0.09,-0.10,-0.19,-0.22,17.62,75.68,11.42,2175,,,11.28
Gandhar Oil Ref.,544029,GANDHAR,Refineries,210.67,-4.82,-13.89,288093,244867,273797,344.60,182.45,344.60,182.45,0.46,-0.88,-2.53,212.06,238.20,212.12,238.48,50.40,-0.17,-0.23,-0.61,-0.72,,,,1256070,,,2061.82
Gandhi Spl. Tube,513108,GANDHITUBE,Steel - Medium / Small,854.75,1.33,10.53,8060,13696,22982,935.00,612.00,935.00,28.00,3.29,4.72,2.85,806.72,758.08,804.76,757.11,66.14,8.61,6.00,4.47,3.43,34.64,18.54,19.80,25353,15.35,17.74,1038.69
Ganesh Benzopl.,500153,GANESHBE,Miscellaneous,172.29,6.48,-18.52,506258,572539,359757,217.05,126.95,217.05,1.05,-0.29,0.36,13.53,161.10,162.80,160.64,162.71,60.22,4.69,4.62,3.90,3.70,13.24,26.53,44.71,447527,14.79,40.25,1240.31
Ganesh Green,,GGBL,Engineering - Turnkey Services,461.60,,,700360,617160,623400,587.95,361.00,587.95,361.00,0.35,-8.53,,421.87,391.72,420.25,391.02,54.05,29.20,33.01,28.45,28.27,,,,700360,,,1144.81
Ganesh Holdings,504397,,Finance & Investments,133.20,-3.83,102.34,224,279,312,199.55,0.00,199.55,0.00,-4.89,-12.80,-20.24,151.73,111.00,152.49,110.78,36.67,-6.49,-5.76,-4.37,-3.84,300.60,105.14,,826,,,5.39
Ganesh Housing,526367,GANESHHOUC,Construction,888.70,12.12,24.14,170023,84316,67392,1110.00,361.80,1110.00,8.41,-1.17,-4.37,-14.61,920.12,735.36,921.40,733.82,40.89,-11.52,-8.51,-2.89,-0.73,102.76,97.88,91.62,156484,30.40,23.72,7410.61
Ganesha Ecosphe.,514167,GANECOS,Textiles - Processing,1568.00,48.79,45.97,65175,37644,43999,1621.00,811.15,1621.00,4.00,-1.50,-0.83,10.57,1394.10,1154.69,1387.00,1150.53,63.55,63.56,67.33,66.65,67.43,58.09,43.59,43.96,78113,23.89,32.15,3974.41
Ganesha Ecoverse,539041,,Textiles - Products,71.00,1.28,4.75,73750,60000,16250,105.00,60.05,131.80,3.59,-1.36,-5.41,-4.04,72.23,72.26,72.28,72.27,45.64,0.71,1.02,1.21,1.34,1.68,149.89,29.23,82673,5.14,,79.37
Ganga Forging,,GANGAFORGE,Castings & Forgings,7.17,-12.56,-58.19,652889,567811,407923,17.50,5.80,25.00,0.65,4.98,-0.97,-8.89,7.83,8.35,7.86,8.37,39.44,-0.23,-0.24,-0.19,-0.17,17.54,-14.89,38.84,586569,,,96.65
Ganga Papers,531813,,Paper,95.57,0.46,-36.85,703,1826,219,191.26,68.11,191.26,9.53,-3.46,-2.48,-10.77,100.96,99.02,101.18,99.06,41.82,-1.29,-1.04,-0.64,-0.47,37.89,3.64,2.19,1106,24.64,,103.12
Ganga Pharma.,539680,,Pharmaceuticals - Indian - Formulations,24.67,4.98,-4.19,8000,8000,8000,28.49,7.50,28.49,5.00,0.00,0.00,0.00,18.32,13.08,18.06,12.97,61.39,2.59,2.73,2.91,3.00,175.64,60.20,,13073,18.05,,11.93
Ganges Securitie,540647,GANGESSECU,Finance & Investments,173.01,-1.36,29.30,19123,38308,28297,189.00,107.05,189.00,19.45,-3.91,3.38,-4.74,164.76,143.26,164.42,142.96,53.41,0.71,0.47,0.94,0.99,50.18,25.09,35.06,38205,13.76,,173.07
Gangotri Textile,521176,GANGOTRI,Textiles - Cotton/Blended,1.38,2.22,20.00,30692,23570,23570,1.50,0.70,71.05,0.05,4.55,4.55,3.76,1.18,1.04,1.17,1.04,62.09,0.06,0.06,0.08,0.08,45.26,6.27,22.51,16257,12.64,0.22,4.50
Ganon Products,512443,,Trading,6.31,-17.62,-54.54,6495,7112,17738,18.00,5.17,18.00,1.61,1.94,9.93,-12.72,6.61,9.32,6.62,9.35,51.33,-0.15,-0.18,-0.17,-0.17,-53.22,-14.51,-10.44,77851,,9.27,5.89
Garbi Finvest,539492,,Finance & Investments,16.12,-17.46,-47.23,8470,5455,2306,36.99,14.97,70.20,0.00,-0.37,-2.72,-10.14,17.53,22.80,17.58,22.87,43.40,-0.41,-0.42,-0.39,-0.38,-40.25,,,36899,-4.09,,18.91
Garden Reach Sh.,542011,GRSE,Miscellaneous,2326.60,143.71,167.29,2118356,1233384,851457,2834.60,575.00,2834.60,77.00,-1.01,5.15,-14.17,2038.88,1301.52,2027.14,1291.22,52.04,82.96,94.86,135.91,149.15,287.67,126.68,77.21,2215441,,,26651.67
Garg Furnace,530615,,Steel - Medium / Small,294.80,-7.40,15.22,1864,1434,975,392.55,123.85,392.55,6.65,-0.51,-4.04,1.06,294.75,262.15,294.75,261.82,50.15,1.66,1.94,1.60,1.58,128.26,131.05,88.01,3165,55.35,39.70,135.86
Garment Mantra,539216,,Textiles - Products,6.08,-1.78,-27.27,1083218,471288,377550,9.22,3.78,22.70,1.06,-0.16,-5.88,-0.65,6.38,6.05,6.39,6.05,40.65,-0.07,-0.05,0.04,0.06,31.32,-28.24,19.74,554046,21.01,,61.03
Garnet Construct,526727,,Construction,26.01,-0.61,5.39,12693,17142,14391,29.00,11.70,126.80,5.56,-5.93,-3.67,-3.02,26.23,23.61,26.24,23.58,47.18,0.08,0.13,0.05,0.05,89.99,-5.58,25.13,17200,0.34,7.94,36.15
Garnet Intl.,512493,,Finance & Investments,110.45,103.15,84.79,70538,71219,22552,111.25,39.00,665.67,1.59,0.55,8.77,33.57,81.13,63.60,79.94,63.13,87.93,10.36,10.51,10.86,10.99,143.77,71.23,31.40,39999,-8.31,7.78,216.87
Garodia Chemical,530161,,Trading,6.12,-21.54,-12.32,540,467,200,9.60,6.12,48.49,3.98,-4.82,-13.92,-22.24,7.65,13.92,7.72,14.00,31.28,-0.33,-0.24,-0.09,-0.02,-35.58,3.31,,888,-18.51,-18.20,4.41
Garware Hi Tech,500655,GRWRHITECH,Packaging,2514.55,51.34,58.57,92171,83108,98194,2640.70,887.05,2640.70,15.50,0.26,2.52,-1.06,2221.54,1782.48,2209.58,1775.12,63.57,81.87,80.82,79.87,79.37,163.14,29.82,64.51,62888,48.87,35.60,5841.90
Garware Marine,509563,,Miscellaneous,31.58,143.67,217.39,17556,15689,14181,31.58,6.98,67.85,1.63,1.97,10.30,111.52,19.05,13.33,18.54,13.14,95.83,4.51,4.45,3.90,3.75,339.22,39.63,65.94,5201,26.63,-2.25,18.21
Garware Synth,514400,,Textiles - Products,29.93,106.56,74.01,6481,13760,13840,29.93,10.91,43.00,0.80,4.98,27.20,51.93,20.20,16.95,19.81,16.82,85.10,2.51,2.17,1.53,1.29,128.82,17.29,55.90,2393,20.21,6.87,17.39
Garware Tech.,509557,GARFIBRES,Textiles - Products,3728.25,16.72,8.01,9664,10710,5332,4288.80,3026.55,4288.80,27.10,-0.51,-3.16,-6.54,3772.64,3502.88,3774.46,3500.62,41.59,-14.67,-7.05,-1.50,1.79,12.97,2.48,27.97,17131,22.75,38.05,7401.76
Gateway Distri,543489,GATEWAY,Miscellaneous,108.64,4.06,-4.03,1808081,1186954,574890,121.55,64.01,121.55,58.50,-0.16,-2.84,2.49,106.94,101.17,106.87,101.10,50.81,1.25,1.47,1.63,1.72,38.84,,,1238778,,,5428.13
Gautam Exim,540613,,Trading,68.75,8.17,-6.34,2250,1500,1500,77.00,63.56,93.54,17.55,-4.91,-4.91,0.03,56.35,44.89,55.85,44.65,55.33,4.18,4.50,5.29,5.56,-1.79,32.51,8.85,2143,7.29,,21.18
Gautam Gems,540936,,Trading,8.14,-15.47,-24.98,64098,60098,30982,14.35,7.96,58.12,6.84,-2.05,-1.33,-5.02,8.61,9.99,8.63,10.01,40.05,-0.14,-0.14,-0.15,-0.15,-30.37,-6.44,-29.55,111509,,,33.25
Gayatri BioOrga.,524564,,Miscellaneous,5.67,5.59,-28.59,65568,100274,119938,11.79,4.75,30.00,1.27,-2.24,-7.05,-8.99,6.05,7.04,6.07,7.05,32.48,-0.08,-0.06,-0.02,-0.01,-50.61,-22.20,30.82,56369,-9.88,-4.06,44.67
Gayatri Highways,541546,GAYAHWS,Construction,1.32,10.00,-12.00,340778,579057,579057,1.66,0.70,10.90,0.15,-0.75,-0.75,-15.38,1.28,1.06,1.27,1.06,48.82,0.06,0.07,0.06,0.06,55.29,7.93,15.22,385220,,,31.63
Gayatri Projects,532767,GAYAPROJ,Construction,8.97,44.68,29.06,343894,808831,1702239,10.85,5.20,228.22,4.54,4.91,15.44,20.89,7.31,7.64,7.25,7.63,71.72,0.34,0.24,0.16,0.12,27.23,-41.54,-41.64,419368,-33.91,-10.78,167.92
Gayatri Rubbers,,GRCL,Miscellaneous,385.00,26.13,92.98,1625,2200,1500,420.00,52.55,420.00,32.00,0.00,-1.28,11.59,345.60,223.37,343.99,221.74,59.95,13.94,14.65,12.18,11.74,564.37,,,5617,,,220.91
Gayatri Sugars,532183,,Sugar,24.32,28.27,-0.37,164374,238315,90843,29.41,11.26,30.45,0.41,-1.70,6.67,7.61,22.29,20.20,22.20,20.16,57.75,0.69,0.70,0.55,0.51,120.29,83.75,71.48,118003,14.08,22.87,157.59
GCM Capital,538319,,Finance & Investments,6.76,4.00,1.81,9471,17200,2000,11.55,0.00,141.60,0.00,4.97,5.62,-1.31,6.47,6.15,6.46,6.15,54.06,-0.08,-0.12,-0.05,-0.05,104.23,21.27,30.30,21786,10.84,-17.54,11.45
GCM Commodity,535917,,Finance & Investments,5.95,6.82,-21.50,9600,0,0,9.88,0.00,21.25,0.00,-4.80,0.00,-13.77,6.31,5.94,6.33,5.94,44.28,0.07,0.13,0.10,0.10,58.67,,-1.66,17081,4.07,-10.28,4.42
GCM Securit.,535431,,Finance & Investments,0.91,0.00,-15.74,429430,279967,260576,3.00,0.75,90.25,0.75,0.00,-3.19,-9.00,0.96,1.13,0.97,1.13,34.56,-0.02,-0.02,-0.01,-0.01,-57.87,-22.70,,802877,-32.76,-34.44,17.29
Gconnect Logitec,544156,,Miscellaneous,84.00,136.95,,18474,4800,6000,90.00,32.20,90.00,32.20,-2.33,1.20,16.67,67.45,51.05,66.77,50.72,62.69,6.38,6.86,7.37,7.62,,,,62341,,,31.24
GE Power,532309,GEPIL,Engineering - Turnkey Services,491.35,51.42,76.40,1040137,142837,80320,646.55,156.50,1109.00,97.45,-1.45,-4.37,2.39,440.83,323.82,438.77,322.14,53.14,18.02,19.96,24.41,26.01,158.06,15.64,-8.53,839105,-5.15,-0.67,3303.35
GE Shipping Co,500620,GESHIP,Shipping,1333.35,32.68,31.41,3130935,1328280,896042,1543.70,725.00,1543.70,130.80,-2.14,-0.87,5.17,1250.27,1042.46,1246.88,1039.53,52.86,35.08,39.78,44.03,46.26,66.56,60.05,42.40,884453,19.36,14.07,19035.86
GE T&D India,522275,GET&D,Electric Equipment,1747.50,58.86,137.40,146335,197266,511896,1762.00,260.00,1762.00,11.61,5.00,11.43,3.15,1491.15,1022.22,1480.68,1014.93,66.54,31.63,19.93,23.16,21.04,564.20,134.22,64.02,142577,24.75,18.29,44744.74
GEE,504028,,Electrodes - Welding Equipment,121.00,-0.41,-21.35,6379,4750,1893,172.90,64.60,172.90,1.10,-0.41,-5.65,-12.95,126.44,117.64,126.66,117.60,40.77,-1.03,-0.70,-0.06,0.18,74.70,10.11,41.63,50025,15.39,15.50,314.46
GeeCee Vent.,532764,GEECEE,Construction,379.65,18.83,41.32,47690,19607,9683,424.00,162.25,424.00,22.25,-1.34,-0.80,-2.68,363.39,294.02,362.73,293.16,52.83,3.51,3.84,4.46,4.70,107.69,33.05,35.87,69599,16.63,25.24,793.91
Geekay Wires,,GEEKAYWIRE,Steel - Medium / Small,99.20,-2.41,-17.81,254315,429671,524142,126.50,45.19,126.50,6.20,0.84,6.60,8.90,94.38,88.60,94.19,88.50,63.51,1.23,0.95,0.50,0.32,86.71,73.60,71.95,122888,,,518.42
Geetanjali Cred.,539486,,Finance & Investments,4.00,-27.54,34.23,1376,2010,2010,5.86,1.59,24.00,0.75,0.00,0.00,-13.04,3.63,2.48,3.62,2.46,44.97,0.24,0.31,0.47,0.53,131.21,48.97,24.08,14904,2.35,,1.77
Gem Enviro,544199,,Miscellaneous,232.85,,,750400,522880,184000,324.40,142.50,324.40,142.50,4.98,-12.36,10.70,211.32,170.64,210.44,170.01,49.94,10.58,12.63,19.55,21.79,,,,680059,,,525.09
Gem Spinners,521133,,Textiles - Cotton/Blended,3.40,3.03,-14.79,633,1400,1400,7.35,3.26,18.76,1.20,0.00,0.00,-3.41,3.89,4.75,3.91,4.77,33.14,-0.12,-0.13,-0.16,-0.17,-41.68,21.62,,830,,1.64,20.87
Gemstone Invest.,531137,,Finance & Investments,2.04,4.08,70.00,273168,533513,746302,2.31,0.77,20.65,0.17,-4.23,13.97,7.94,1.80,1.46,1.79,1.46,64.87,0.06,0.05,0.03,0.03,151.85,-0.32,21.83,210074,14.72,7.72,15.25
General Insuranc,540755,GICRE,Finance & Investments,409.85,23.49,0.45,4874550,5855196,2618103,467.80,191.25,467.80,81.50,-0.51,-0.16,1.80,387.70,335.59,386.80,334.85,54.57,6.60,6.62,5.48,5.21,98.72,33.80,16.38,2770678,,,71904.08
Generic Engineer,539407,GENCON,Construction,53.36,33.57,-13.02,537276,81325,70118,71.00,32.55,194.40,6.25,-1.26,-5.92,3.79,51.19,47.30,51.10,47.24,48.60,1.08,1.36,2.00,2.23,8.46,4.51,-7.72,164676,-2.73,,283.00
Genesis IBRC,514336,,Miscellaneous,15.10,15.62,40.86,5,0,0,15.10,9.73,17.00,2.01,4.93,0.00,4.93,10.66,8.77,10.48,8.71,89.51,1.04,0.87,0.60,0.49,40.99,26.50,13.21,177,20.14,,19.63
Genesys Intl.,506109,GENESYS,Computers - Software - Medium / Small,721.20,30.15,40.71,476454,296157,225388,769.25,266.00,769.25,6.42,3.15,-1.35,15.32,629.62,535.22,625.88,533.35,62.05,33.55,33.90,33.46,33.43,139.28,68.56,53.82,300854,16.51,27.53,2855.85
Gennex Lab.,531739,,Pharmaceuticals - Indian - Bulk Drugs,14.24,-4.94,-32.03,842232,503620,516137,21.89,7.50,21.89,0.41,-1.18,1.14,-5.63,15.21,15.01,15.25,15.02,43.06,-0.31,-0.32,-0.40,-0.43,62.00,17.90,34.88,1096330,18.42,27.04,323.89
Genomic Valley,539206,,Miscellaneous,54.43,78.46,43.96,6622,15699,15796,64.20,20.65,64.20,8.25,1.93,2.62,14.42,47.65,36.87,47.37,36.70,60.12,1.73,1.68,1.75,1.76,163.58,34.24,,5158,,,16.63
Genpharmasec,531592,,Trading,2.25,6.13,-54.08,1066679,1144786,821876,7.31,1.82,10.81,0.15,-1.75,-4.26,-5.46,2.27,2.65,2.28,2.66,48.26,0.03,0.04,0.05,0.05,14.21,-27.85,-22.25,1341767,-1.44,20.80,124.59
Gensol Engineer.,542851,GENSOL,Engineering - Turnkey Services,1002.90,9.31,-3.84,257054,519138,463753,1377.10,548.10,1377.10,15.00,0.03,3.76,-0.86,985.03,890.79,984.30,889.67,53.39,1.71,0.74,-2.47,-3.51,78.21,280.19,,215305,,,3798.27
Genus Paper & Bo,538961,GENUSPAPER,Paper,22.79,4.30,-15.59,2720592,846011,937195,28.50,15.45,28.50,1.60,-1.98,-3.88,5.36,22.35,20.86,22.33,20.85,49.15,0.43,0.52,0.57,0.60,43.33,25.61,36.27,1999825,21.74,,585.99
Genus Power,530343,GENUSPOWER,Electronics - Components,380.25,27.15,22.58,2191455,4410703,14247372,389.00,175.95,389.00,5.34,4.75,4.01,9.84,338.73,279.19,337.03,278.17,61.98,11.42,10.97,11.55,11.59,109.91,81.59,77.88,1125188,34.14,30.52,11550.27
Genus Prime,532425,,Construction,30.08,65.64,66.74,29012,19378,17260,32.89,12.46,76.06,1.10,1.28,0.80,69.27,21.88,18.30,21.54,18.18,72.66,3.14,3.12,2.57,2.42,129.97,64.16,73.56,9100,39.40,18.14,44.90
Geojit Fin. Ser.,532285,GEOJITFSL,Finance & Investments,110.80,7.21,36.96,2783402,1084751,861619,125.60,45.00,147.05,7.20,2.20,-2.47,12.75,105.04,86.22,104.81,85.98,53.14,2.13,2.32,2.64,2.77,135.74,7.92,35.85,1869242,0.12,10.99,2649.72
Getalong Enterp.,543372,,Miscellaneous,191.00,-1.44,-11.57,1000,0,0,242.00,150.15,242.00,53.00,0.76,0.00,-0.26,204.52,155.63,205.07,155.27,39.16,-7.14,-7.01,-5.18,-4.69,20.13,,,2667,,,38.20
GFL,500173,GFLLIMITED,Finance & Investments,77.64,-4.62,-14.92,113848,112405,49966,118.45,59.75,164.70,6.65,-1.68,1.93,-2.49,77.52,79.66,77.51,79.68,49.96,0.24,0.29,0.13,0.11,31.37,3.49,-2.72,249170,-5.25,0.70,852.88
GHCL,500171,GHCL,Chemicals,628.45,26.44,16.69,860079,2361045,9483338,662.00,434.95,673.04,19.51,11.59,15.89,10.23,542.37,532.97,538.86,532.01,72.55,10.19,4.42,4.78,3.43,15.39,21.99,26.60,408439,15.95,26.23,6017.71
GHCL Textiles,543918,GHCLTEXTIL,Textiles - Spinning - Synthetic / Blended,104.62,26.97,11.24,1366799,1898483,4131244,110.63,68.00,110.63,58.70,1.65,-2.20,9.89,91.31,83.11,90.77,82.89,66.19,4.35,4.19,3.25,2.98,36.58,,,657286,,,1000.02
Gian Lifecare,542918,,Healthcare,24.28,22.13,3.10,96029,111899,34610,29.00,18.28,65.91,5.48,-1.22,0.83,8.78,22.63,22.05,22.56,22.02,55.67,0.68,0.71,0.67,0.67,20.08,24.01,,69235,,,25.11
GIC Housing Fin,511676,GICHSGFIN,Finance - Housing,251.20,16.62,-0.93,778277,479948,446359,292.45,174.45,623.40,28.00,-2.75,-2.51,-4.44,246.25,224.23,246.04,223.96,47.86,3.28,4.17,4.71,5.07,20.28,9.56,0.89,664059,-9.48,4.63,1352.71
Gilada Finance,538788,,Finance & Investments,10.49,0.29,-23.43,14799,6683,6242,16.81,8.61,35.50,1.82,0.10,3.76,5.75,10.14,11.21,10.13,11.21,60.07,0.08,0.06,0.05,0.04,-3.85,-0.32,23.92,25493,5.67,,14.74
Gillanders Arbut,532716,GILLANDERS,Diversified - Medium / Small,87.48,1.72,-33.75,15003,18161,25443,159.80,67.05,159.80,15.15,0.45,-5.07,-6.92,89.23,90.73,89.31,90.76,44.08,-0.23,0.00,0.58,0.78,22.26,17.37,20.45,80732,4.54,2.69,186.68
Gillette India,507815,GILLETTE,Personal Care - Multinational,7981.90,20.60,17.43,23575,20529,58523,8195.00,5402.50,8200.00,520.00,0.50,2.49,10.81,7471.02,6759.47,7450.17,6747.18,66.10,140.66,133.64,122.88,118.43,40.22,10.56,2.24,28609,5.95,13.03,26013.01
Gini Silk Mills,531744,,Textiles - Processing,124.50,40.65,57.61,1185,733,552,163.95,41.00,505.00,12.00,-1.97,-5.68,-19.99,122.84,90.46,122.77,90.12,38.80,0.20,1.07,4.41,5.46,176.05,30.91,17.52,6120,-12.38,10.00,69.60
Ginni Filaments,590025,GINNIFILA,Textiles - Cotton/Blended,30.78,-20.98,-24.93,137816,151001,123560,45.28,23.91,65.40,3.00,0.79,-3.39,-7.48,32.04,32.45,32.09,32.46,44.67,-0.24,-0.22,-0.28,-0.29,3.46,-3.54,30.60,195678,-7.66,8.24,263.63
Giriraj Civil,,GIRIRAJ,Construction,379.00,-22.65,-48.53,1500,1438,2000,1001.70,80.60,1001.70,4.09,0.00,5.22,-14.74,420.01,391.03,421.68,391.15,44.89,-16.46,-17.70,-15.30,-15.00,369.06,183.80,143.80,2661,,,906.59
Gita Renewable,539013,,Power Generation And Supply,176.60,-4.85,-23.08,7941,7448,2960,310.30,98.35,328.35,4.65,0.23,-0.06,-1.59,173.77,162.43,173.66,162.29,50.94,1.14,1.28,1.17,1.18,77.84,-10.66,102.86,10358,48.58,,72.62
GKB Ophthalmics,533212,,Personal Care - Indian,114.65,4.99,21.92,14316,24494,23596,136.40,74.10,209.20,12.25,-0.04,3.43,3.29,105.28,100.31,104.90,100.16,60.67,3.07,2.98,2.52,2.39,39.82,6.26,20.04,10569,-1.99,11.13,57.79
GKW,,GKWLIMITED,Finance & Investments,3375.15,43.32,91.78,2173,517,413,3775.00,870.00,3775.00,55.35,-1.48,0.54,9.18,2956.18,2118.79,2939.07,2106.17,57.83,155.57,167.94,185.05,192.42,283.37,66.16,36.42,3117,34.68,22.42,2014.96
Glance Finance,531199,,Finance & Investments,111.50,19.89,14.30,2190,3521,633,141.61,51.12,141.61,2.25,-4.99,-13.20,19.57,101.63,87.72,101.23,87.48,53.83,7.46,8.38,6.01,5.65,115.63,28.70,24.45,890,28.62,17.89,25.15
Gland Pharma,543245,GLAND,Pharmaceuticals - Indian - Formulations,2126.65,24.85,-0.64,377717,458662,197466,2195.75,1301.05,4350.00,861.00,0.14,5.46,15.59,1933.49,1810.69,1925.60,1807.51,69.23,60.94,58.46,52.01,49.77,59.25,-19.34,,527019,,,35036.93
Glaxosmi. Pharma,500660,GLAXO,Pharmaceuticals - Multinational,2820.25,35.42,14.33,188362,152200,261955,2860.00,1385.05,2860.00,346.05,2.25,4.17,11.09,2551.77,2156.01,2540.81,2149.34,68.21,59.46,52.37,45.94,42.56,101.22,19.26,18.48,186677,12.82,8.45,47776.74
Gleam Fabmat,542477,,Trading,5.41,,,10000,10000,10000,5.41,2.71,6.35,1.65,9.96,59.12,90.49,4.12,5.50,4.07,5.51,69.45,0.10,-0.07,-0.36,-0.47,,,10.73,10000,,,5.42
Glenmark Life,543322,GLS,Pharmaceuticals - Indian - Bulk Drugs & Formln,884.00,6.38,-0.05,340870,210053,203860,972.00,596.00,972.00,369.00,-2.07,3.91,-2.68,857.40,777.34,856.32,776.26,55.11,7.40,7.11,4.28,3.50,39.32,,,196862,,,10831.40
Glenmark Pharma.,532296,GLENMARK,Pharmaceuticals - Indian - Bulk Drugs & Formln,1443.05,38.67,63.09,915727,658707,508425,1479.95,702.05,1479.95,109.25,0.37,0.32,7.84,1297.47,1036.23,1291.53,1032.14,70.14,49.71,51.99,54.65,55.88,79.58,34.06,28.30,1185713,11.13,7.99,40721.16
Glittek Granites,513528,,Miscellaneous,4.88,43.53,17.59,22638,11402,2872,5.44,2.59,11.75,0.73,4.95,9.17,7.96,3.98,3.62,3.94,3.61,62.39,0.27,0.26,0.27,0.27,70.63,21.51,23.33,11170,10.03,6.71,12.67
Global Cap.Mkt.,530263,,Finance & Investments,0.92,-2.13,-10.68,895204,560680,720071,1.23,0.74,9.10,0.01,1.10,2.22,-1.08,0.94,0.95,0.94,0.95,47.10,-0.02,-0.02,-0.02,-0.02,1.10,91.99,79.05,1007166,26.25,3.22,36.64
