Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back
Avenue Super.,540376,DMART,Trading,4909.70,120.54,319490.41,0.00,773.68,17.45,14069.14,18.57,19.41,592.16,650.73,0.00,18047.09,0.00,592.16,21172.48,16571.16,0.00,3156.16,13415.00,935.22,106.67,6095.37,1979.14,0.00,0.00,174.44,21172.48,4309.15,592.16,3927.31,166.37,10.00,638.18,0.00,984.81,64.83,642.98,3945.51,11340.48,13816.34,829.16,3033.11,1143.28,2168.94,316.83,392.71,700.15,1497.32,640.82,7008.80,4400.37,2577.75
AVG Logistics,543910,AVG,Miscellaneous,490.15,30.65,669.43,0.20,23.25,28.57,136.82,21.22,14.62,220.48,13.66,0.00,186.43,109.13,156.47,448.70,261.57,0.00,45.40,229.04,0.49,10.19,197.00,113.92,0.00,0.00,9.91,448.70,170.71,131.58,0.42,161.60,10.00,8.76,2.66,13.19,1.18,265.60,111.61,216.17,261.57,2.10,95.48,65.44,42.14,16.70,106.54,72.60,42.63,25.02,63.53,37.47,21.14
AVI Polymers,539288,,Trading,12.20,249.50,4.99,0.00,0.00,-100.00,0.02,-60.00,0.57,0.81,4.48,0.00,0.37,0.00,0.00,5.68,0.12,0.00,0.02,0.09,0.00,0.00,3.40,0.02,0.00,0.00,2.00,5.68,3.38,0.00,1.12,1.00,10.00,0.02,0.00,0.02,0.41,0.00,3.57,0.10,0.12,0.00,3.93,3.30,3.02,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AVI Products,523896,,Trading,21.11,26.85,6.98,0.00,0.10,66.67,1.07,32.10,5.74,0.26,3.31,0.00,3.74,0.01,0.00,8.11,0.97,0.00,0.38,1.44,0.00,0.00,6.60,1.07,0.00,0.00,0.00,8.11,5.79,0.00,2.18,0.80,10.00,3.33,0.00,0.62,0.26,0.01,3.92,0.58,0.97,0.00,1.68,1.24,0.62,0.54,0.52,0.33,0.00,0.00,0.37,0.33,0.42
Avonmore Capital,511589,AVONMORE,Finance & Investments,15.56,18.10,363.38,0.00,5.89,-64.73,48.21,73.35,6.28,26.07,24.00,0.00,277.59,8.80,17.66,524.02,72.58,0.00,8.76,72.83,0.00,141.46,157.35,97.24,65.12,0.00,13.15,524.02,60.11,8.45,11.80,68.64,1.00,13.87,0.00,15.32,23.35,26.46,123.37,63.81,72.58,0.06,74.94,62.21,99.37,2.28,20.03,22.67,32.01,7.56,62.19,62.13,46.11
AVP Infracon,,AVPINFRA,Construction,142.95,19.52,357.08,0.00,11.02,,87.85,,38.33,59.37,4.80,0.00,68.09,39.10,15.75,197.09,25.20,0.00,5.96,21.99,0.00,5.42,164.02,68.69,0.00,0.00,0.00,197.09,119.96,0.00,68.29,62.10,10.00,14.66,0.89,33.48,0.48,54.85,55.05,19.24,25.20,0.00,18.31,,,,27.00,,,,13.25,,
Avro India,543512,AVROIND,Plastics Products,120.42,30.07,121.47,0.00,0.88,1.15,22.52,31.62,17.35,15.62,10.09,0.00,18.78,11.58,0.00,54.45,24.27,6.19,9.65,20.32,0.77,0.97,33.07,20.90,0.00,0.00,0.13,54.45,23.34,0.00,6.86,20.63,10.00,0.36,0.00,7.06,1.01,11.58,20.14,14.62,24.27,0.44,10.41,6.90,2.71,2.33,4.15,3.42,3.92,1.65,10.45,8.35,3.92
AVSL Industries,,AVSL,Plastics Products,174.05,38.82,92.79,0.00,1.78,,76.29,,9.24,34.83,5.33,0.00,29.97,23.38,10.99,90.97,34.92,0.00,6.27,30.68,0.00,0.00,59.26,55.02,0.00,0.00,0.00,90.97,39.07,0.00,18.10,37.54,10.00,0.64,0.20,14.61,0.53,34.37,38.09,28.64,34.92,0.00,24.40,17.44,19.18,0.87,20.35,7.39,11.88,0.39,21.89,6.27,4.31
AVT Natural Prod,519105,AVTNPL,Food - Processing - Indian,86.09,24.60,1311.15,0.93,10.96,-22.49,125.02,-6.90,15.93,42.59,15.23,0.00,454.29,36.92,5.67,598.09,170.40,0.00,88.68,81.73,0.00,126.66,383.95,112.84,0.00,0.00,20.90,598.09,303.59,5.68,221.15,109.97,1.00,27.86,1.96,58.69,15.23,37.00,330.36,78.28,153.08,0.00,269.61,227.74,129.75,111.39,53.58,81.41,15.32,5.46,89.00,98.27,57.45
AWFIS Space,544181,AWFIS,Miscellaneous,670.00,,4651.12,0.00,1.38,109.96,232.32,45.23,9.12,733.56,19.33,0.00,232.10,2.99,496.89,1398.08,977.99,0.00,325.11,916.38,8.23,0.00,297.00,456.80,0.00,0.00,0.00,1398.08,-20.05,701.38,0.16,74.77,10.00,4.88,11.35,130.95,,692.84,-22.92,652.88,977.99,0.77,59.34,-32.71,,,401.15,139.44,,,299.86,65.95,
Axel Polymers,513642,,Plastics Products,65.35,35.68,55.66,0.00,-0.07,-117.07,37.28,37.16,12.93,25.67,8.52,0.00,6.47,22.13,3.06,64.48,18.63,0.00,9.78,9.77,0.00,0.00,51.77,42.07,0.00,0.00,0.00,64.48,28.28,0.00,39.59,10.93,10.00,1.03,0.00,22.51,0.85,25.19,26.76,8.84,18.63,0.00,26.16,7.90,6.18,2.14,25.90,7.55,5.69,5.00,7.83,3.86,3.50
Axis Bank,532215,AXISBANK,Banks - Private Sector,1160.85,13.42,358814.50,0.09,6467.13,5.67,31158.52,18.72,7.06,1295301.95,617.31,0.00,156406.21,228199.55,1067102.40,1518238.53,26505.10,0.00,20645.20,5859.90,266.90,332353.74,174989.54,65413.62,7016.61,0.00,1985668.43,1518238.53,109575.92,0.00,0.00,0.00,2.00,116493.18,0.00,6713.89,307.69,1152038.29,114183.44,4999.68,24606.39,142.14,90998.31,87353.46,64813.98,22026.26,850551.35,711995.77,527437.44,333280.29,4500.59,3842.12,3518.14
AXISCADES Tech.,532395,AXISCADES,Computers - Software - Medium / Small,553.75,70.80,2322.88,0.00,8.99,-45.25,255.82,13.20,13.67,318.93,20.99,0.00,564.37,208.75,137.21,1139.11,472.89,0.00,160.69,413.76,0.00,36.62,662.88,344.66,2.01,6.92,79.86,1139.11,466.96,80.46,69.33,234.12,5.00,152.86,0.00,63.73,3.82,345.96,305.61,312.20,472.89,0.00,45.77,76.05,167.93,61.55,104.11,151.73,81.18,33.04,288.15,339.12,159.40
Axita Cotton,542285,AXITA,Textiles - Products,26.43,33.90,689.50,0.28,4.95,-11.61,221.03,80.98,37.90,25.32,26.09,0.00,38.48,0.00,6.02,98.38,13.85,0.00,4.03,8.89,0.00,0.00,88.32,28.53,0.00,0.00,0.00,98.38,79.96,5.60,19.16,38.22,1.00,5.77,5.70,3.29,26.21,6.02,48.69,9.82,13.85,0.00,32.15,28.68,,,13.95,15.43,,,3.21,3.81,
Axtel Industries,523850,,Engineering,620.35,32.55,1002.16,0.97,5.31,-52.12,52.16,-22.53,40.73,0.00,16.15,0.00,96.85,0.00,0.00,195.99,46.52,0.00,21.21,25.31,0.43,35.22,129.05,79.92,0.00,0.00,22.11,195.99,49.13,0.00,52.13,49.76,10.00,24.61,36.79,32.71,1.62,0.00,42.16,12.85,31.30,4.74,22.43,21.10,20.84,22.07,0.63,1.16,4.96,16.74,15.82,15.84,16.56
AYM Syntex,508933,AYMSYNTEX,Textiles - Processing,141.54,85.18,718.05,0.00,19.36,1221.11,373.89,13.44,6.92,324.03,50.63,0.00,373.20,240.95,34.79,1024.76,714.71,0.00,266.69,480.12,20.25,0.01,490.70,465.35,0.00,0.00,0.00,1024.76,221.53,18.04,214.62,122.83,10.00,19.58,0.00,237.93,5.04,275.74,195.84,448.02,714.71,30.96,112.09,51.67,42.75,49.99,226.19,311.38,236.25,209.67,418.77,449.17,328.97
Azad Engineering,544061,AZAD,Engineering,1609.80,162.44,9516.01,0.00,14.93,0.67,92.80,9.29,21.54,39.44,11.82,0.00,633.24,300.02,0.58,797.08,255.42,0.00,38.77,257.28,45.43,0.00,421.71,98.22,0.00,0.00,9.36,797.08,333.81,2.28,132.96,169.95,2.00,58.92,1.65,49.95,0.17,300.60,215.16,216.65,255.42,37.99,59.71,,,,87.71,,,,121.08,,
Aztec Fluids,544177,,Computers - Hardware,87.50,19.41,119.00,0.00,2.71,,31.95,,41.37,7.17,2.00,0.00,11.40,0.52,5.10,44.35,4.97,0.00,2.20,3.32,3.72,7.43,26.94,19.95,0.00,0.00,0.00,44.35,11.16,0.26,4.88,9.49,10.00,1.27,0.14,11.74,0.20,5.62,10.73,2.77,4.97,1.24,7.17,,,,5.14,,,,2.08,,
B & A,508136,,Tea,590.00,25.95,182.90,0.08,-15.74,-10.06,37.71,-1.85,8.52,49.05,3.10,0.00,129.02,49.05,0.00,252.19,181.79,0.00,64.38,117.41,10.04,0.11,116.03,63.78,0.00,0.05,5.63,252.19,86.85,0.00,32.18,23.89,10.00,31.55,0.00,12.87,0.31,30.23,83.91,88.65,148.20,5.66,56.01,33.36,23.72,8.91,40.71,45.40,46.50,44.39,84.47,82.05,64.70
B & A Packaging,523186,,Packaging,285.60,12.37,141.66,0.70,3.51,735.71,28.83,7.90,20.38,2.76,4.98,0.00,68.95,2.76,0.00,92.16,47.33,0.00,22.45,24.88,1.35,0.00,65.41,15.09,0.00,0.00,0.51,92.16,53.08,0.00,26.36,22.60,10.00,11.80,0.30,8.38,0.50,11.06,52.61,24.75,45.53,0.18,42.97,25.33,16.04,11.95,13.22,12.29,11.90,15.95,18.81,17.17,16.09
B C C Fuba India,517246,,Electronics - Components,91.20,37.14,139.63,0.00,1.12,10.89,7.70,-15.20,15.92,8.90,15.31,0.00,4.16,4.86,1.96,34.19,22.51,0.00,15.60,10.12,0.25,6.41,22.34,13.80,0.00,0.00,6.76,34.19,17.15,0.00,6.11,8.91,10.00,0.63,0.00,3.96,1.53,6.82,12.47,6.91,22.51,0.14,12.82,9.21,4.37,4.03,5.73,0.41,11.04,7.57,5.56,4.45,1.87
B H E L,500103,BHEL,Electric Equipment,301.65,1045.97,105036.44,0.08,-211.40,-3.27,5484.92,9.62,3.37,8856.46,696.41,0.00,23742.24,8808.00,48.46,59787.66,7236.23,0.00,4662.19,2574.04,308.36,255.67,35327.85,25332.80,0.00,0.00,9727.21,59787.66,18827.96,48.46,8002.73,4785.38,2.00,6157.47,0.00,8696.24,348.21,5453.51,11778.50,2475.98,6948.85,353.85,13603.15,18325.82,23117.63,29147.59,4950.89,2598.47,155.89,4693.07,2491.14,2970.46,3601.19
B J Duplex Board,531647,,Trading,8.25,,4.27,0.00,-0.33,-1000.00,0.00,,,1.12,0.52,0.00,-2.03,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52,0.00,0.00,0.01,0.00,-0.40,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.52,0.59,-0.19,0.00,0.00,0.00,-0.17,-0.15,-0.62,-0.70,0.56,0.54,0.00,0.00,0.00,0.00,0.00
B N Rathi Sec.,523019,,Finance & Investments,162.70,15.79,166.77,0.92,2.30,29.94,13.55,32.97,28.54,0.00,10.25,0.00,52.74,0.00,0.00,204.78,4.70,0.00,1.18,3.52,0.00,10.64,188.18,141.02,0.00,0.00,52.50,204.78,47.16,0.00,0.00,12.13,10.00,134.86,0.00,140.21,0.84,0.00,33.84,3.29,5.61,0.00,25.94,18.63,14.95,6.92,6.85,0.00,0.16,0.09,3.11,0.27,0.34
B P C L,500547,BPCL,Refineries,347.10,7.73,150589.53,6.05,2841.55,-72.40,113094.92,0.10,32.09,54599.05,2136.29,0.00,73498.82,4685.35,64690.68,202417.75,114274.24,0.00,27599.12,98322.49,8679.72,26630.59,65694.11,80883.38,0.00,4950.32,11712.90,202417.75,3932.49,9114.12,42836.13,8342.03,10.00,6286.36,1106.00,28305.81,433.85,69376.03,-3364.42,86675.12,114274.24,16248.93,-1244.03,-1541.99,-6845.06,9438.30,54531.86,44839.10,35725.44,33152.27,64098.31,49314.84,33683.86
B P Capital,536965,,Finance & Investments,5.73,,3.44,0.00,-0.04,0.00,0.00,,-2.69,0.93,6.01,0.00,-1.35,0.00,0.00,8.50,0.00,0.00,0.00,0.00,0.00,2.67,5.82,3.84,0.00,0.00,0.00,8.50,2.91,0.00,0.00,0.00,10.00,0.01,0.00,0.00,0.60,0.00,2.12,0.00,0.00,0.00,-0.52,-0.21,0.19,-0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B-Right Real,543543,,Construction,165.00,70.15,170.46,0.00,2.81,,22.11,,5.55,154.09,10.33,0.00,129.22,7.05,32.20,444.96,25.76,0.00,1.28,31.94,0.00,25.64,348.97,257.93,23.55,0.00,0.00,444.96,202.17,0.00,201.74,0.00,10.00,4.19,0.00,0.52,1.03,39.25,61.68,24.49,25.76,0.00,80.28,,,,25.69,,,,26.42,,
B.C. Power,537766,BCP,Trading,4.50,43.62,31.41,0.00,-0.96,-500.00,14.08,80.74,4.88,0.93,13.96,0.00,26.70,0.00,0.00,41.81,0.00,0.00,0.00,0.18,0.00,0.00,41.63,1.15,0.00,0.00,66.10,41.81,41.41,0.00,0.02,1.90,2.00,0.14,73.02,0.00,6.98,0.00,39.76,0.00,0.00,0.00,36.42,51.69,46.06,46.06,8.02,25.40,27.53,30.65,2.84,3.43,3.87
B.L.Kashyap,532719,BLKASHYAP,Construction,103.10,44.25,2324.29,0.00,23.66,16800.00,341.18,23.65,14.28,309.58,22.54,0.00,473.80,274.90,44.88,1411.73,305.80,0.00,173.14,154.06,1.71,0.06,1039.79,758.70,0.00,0.00,279.06,1411.73,555.82,0.72,495.91,375.72,1.00,32.79,92.58,228.83,22.54,319.78,539.59,132.67,305.80,0.00,512.77,295.51,390.87,502.62,519.14,552.32,744.81,681.56,236.06,412.27,430.78
B&B Triplewall,543668,BBTCL,Paper,244.77,26.15,502.05,0.41,4.54,-18.49,101.42,25.86,12.05,180.07,20.51,0.00,100.74,42.28,80.06,355.12,118.64,0.00,59.41,58.36,149.86,0.70,137.01,118.56,0.00,0.00,0.85,355.12,83.50,0.33,50.75,76.71,10.00,0.55,0.14,41.01,2.05,122.82,89.34,59.23,118.64,53.72,54.66,29.33,4.61,,48.84,54.38,51.00,,57.44,44.62,47.84
B2B Soft.Tech.,531268,,Computers - Software - Medium / Small,40.08,16.30,46.45,0.00,1.12,918.18,5.03,17.25,12.57,0.00,11.59,0.00,8.43,0.00,0.00,22.83,1.57,0.00,1.20,0.31,0.00,13.88,21.84,2.64,0.00,0.00,0.00,22.83,19.20,0.00,0.15,1.86,10.00,5.17,0.00,0.26,1.16,0.00,3.93,0.37,1.57,0.00,2.31,1.68,3.51,3.02,0.00,0.00,0.00,0.00,0.14,0.22,0.25
Baba Arts,532380,,Entertainment / Electronic Media Software,12.87,34.30,67.57,0.00,-0.02,-104.88,0.67,-9.46,11.20,0.00,5.25,0.00,20.11,0.00,0.00,28.03,1.81,0.00,0.41,1.36,0.00,0.01,24.31,2.47,0.00,0.00,0.00,28.03,21.84,0.00,4.84,0.66,1.00,17.55,0.00,0.54,5.25,0.00,20.70,1.40,1.81,0.00,17.01,14.03,18.68,31.91,0.00,0.00,0.00,1.31,1.49,1.50,1.67
Baba Food,,BABAFP,Food - Processing - Indian,53.90,14.31,88.00,0.00,2.86,,99.61,,18.26,0.00,4.80,0.00,42.65,6.41,26.26,92.01,29.13,0.00,7.94,31.96,9.03,20.05,47.84,21.58,3.01,0.00,1.05,92.01,26.26,0.00,13.81,9.92,10.00,0.12,0.18,1.75,0.48,32.67,34.38,21.18,29.13,0.88,11.52,,,,23.26,,,,21.02,,
Bacil Pharma,524516,,Pharmaceuticals - Indian - Bulk Drugs,19.82,,11.67,0.00,-0.04,50.00,0.00,,-4.94,0.10,6.53,0.00,-5.31,0.02,0.00,1.33,0.06,0.00,0.05,0.01,0.00,0.61,0.05,0.11,0.00,0.00,0.00,1.33,0.04,0.00,0.00,0.00,10.00,0.04,0.00,0.00,0.59,0.02,0.02,0.01,0.06,0.00,-2.36,-2.39,0.07,0.51,0.18,0.10,0.31,0.08,2.51,2.53,5.94
Bafna Pharma.,532989,BAFNAPH,Pharmaceuticals - Indian - Formulations,86.45,27.82,204.51,0.00,1.46,-72.81,41.40,-1.99,9.55,24.39,23.66,0.00,57.18,21.42,1.51,147.68,94.66,0.00,54.43,41.98,10.50,0.00,94.47,54.08,0.00,0.00,10.93,147.68,54.03,0.00,29.64,45.39,10.00,1.40,0.00,35.42,2.37,22.93,55.32,40.23,94.66,1.50,35.36,0.83,39.58,101.42,15.29,46.23,82.38,99.34,35.97,37.02,43.32
BAG Films,532507,BAGFILMS,Entertainment / Electronic Media Software,8.79,43.71,173.97,0.00,-0.49,-122.90,40.35,8.44,6.99,0.00,39.57,0.00,111.48,15.17,110.18,379.12,267.80,0.00,238.31,28.50,0.88,125.12,222.33,130.72,0.00,0.00,0.00,379.12,91.61,0.00,49.87,71.19,2.00,10.11,0.00,22.66,19.79,125.35,160.12,29.50,267.80,0.88,124.73,135.44,92.95,91.75,138.55,140.98,157.72,156.16,38.55,54.87,76.54
Baheti Recycling,,BAHETI,Aluminium and Aluminium Products,300.00,43.20,311.06,0.00,4.25,,222.61,,18.40,99.02,10.37,0.00,31.26,65.09,5.99,164.73,15.91,0.00,6.72,10.29,7.65,0.00,146.26,112.11,0.00,0.00,0.00,164.73,122.67,0.00,88.67,48.39,10.00,0.31,0.00,17.82,1.04,71.08,96.86,9.19,15.91,0.00,41.89,33.18,22.11,,37.89,28.42,17.64,,7.21,5.80,3.17
Baid Finserv,511724,BAIDFIN,Finance & Investments,15.92,14.79,191.15,0.63,1.08,-59.55,15.15,-0.20,11.21,241.86,24.01,0.00,142.77,238.69,3.17,426.12,6.79,0.00,2.58,4.20,0.00,4.67,55.31,17.08,3.67,0.00,0.00,426.12,38.23,0.00,0.45,0.28,2.00,36.32,0.00,1.78,12.01,170.72,18.56,1.40,3.50,0.00,24.38,4.42,15.36,30.55,163.90,269.18,103.39,23.38,1.36,1.69,1.01
Bajaj Auto,532977,BAJAJ-AUTO,Automobiles - Scooters And 3 - Wheelers,9616.20,33.53,268464.84,0.83,1941.79,18.10,11932.07,15.71,33.53,1911.74,279.18,0.00,28683.23,951.85,959.89,39343.69,6255.08,0.00,3037.71,3217.37,35.10,28086.68,6366.78,9091.23,1736.89,0.00,1622.93,39343.69,-1571.88,0.00,1688.75,2075.53,10.00,955.32,326.07,5597.39,28.30,124.23,-201.70,2842.24,5634.79,85.27,516.01,622.90,205.61,-1396.12,121.46,124.52,119.90,59.19,1667.55,1763.94,2001.79
Bajaj Consumer,533229,BAJAJCON,Personal Care - Indian,263.40,24.64,3761.19,1.90,35.58,-12.06,239.96,-3.79,22.79,8.75,14.28,0.00,816.30,0.00,8.75,983.58,277.27,0.00,118.85,158.42,27.80,585.63,206.35,144.19,0.00,585.63,9.36,983.58,66.92,8.75,56.22,43.99,1.00,44.35,4.82,40.18,14.46,9.28,34.64,160.49,269.51,27.66,0.59,61.67,7.64,125.55,5.00,25.00,15.00,0.00,148.58,154.42,161.55
Bajaj Electrical,500031,BAJAJELEC,Domestic Appliances,995.90,88.54,11476.05,0.30,29.31,-44.70,1188.08,-8.04,12.73,214.90,23.04,0.00,1418.18,0.00,214.90,3833.16,1242.23,0.00,326.39,915.83,63.46,34.98,2582.07,2157.56,0.00,0.00,106.01,3833.16,466.79,214.89,756.64,1163.18,2.00,274.69,0.00,1841.72,11.51,100.68,927.81,769.55,1057.80,41.90,896.36,1559.64,543.92,269.98,540.60,1582.20,646.56,348.44,460.83,322.29,310.06
Bajaj Finance,500034,BAJFINANCE,Finance & Investments,6725.00,27.89,416275.03,0.54,3911.98,13.82,16098.67,28.81,11.93,293345.83,123.60,0.00,76274.54,196513.75,96832.08,375741.62,5233.53,0.00,1983.63,3249.90,43.46,30880.65,14256.86,5700.44,30402.65,0.00,3092.79,375741.62,8556.42,0.00,0.00,1733.49,2.00,10624.01,0.00,2064.04,60.54,216690.49,2717.15,2307.62,3797.36,79.84,1155.51,-1190.85,16316.49,,131633.54,101587.85,49249.54,,1315.70,694.84,366.01
Bajaj Finserv,532978,BAJAJFINSV,Finance & Investments,1623.45,31.07,259210.11,0.06,4209.28,10.04,31479.93,35.22,11.72,288932.62,159.41,0.00,60169.23,190766.75,98165.87,537415.14,8836.55,0.00,3381.21,5455.34,220.08,168384.60,36099.28,144706.67,168386.14,0.00,3647.14,537415.14,-108607.39,0.00,0.00,5973.86,1.00,12386.66,0.00,6277.42,159.28,212264.97,-94505.05,4336.01,7047.80,191.27,-77936.73,-61072.42,-9827.02,-20008.56,128460.85,99754.35,48282.04,19506.85,3182.10,2096.83,1645.40
Bajaj Healthcare,539872,BAJAJHCARE,Pharmaceuticals - Indian - Bulk Drugs & Formln,370.95,35.73,1023.76,0.27,-29.92,10.58,133.90,-13.11,8.22,332.82,13.80,0.00,264.56,413.68,1.56,765.13,525.01,0.00,159.32,254.57,4.80,0.00,480.05,415.02,0.00,0.00,7.24,765.13,332.25,0.75,144.04,180.24,5.00,2.93,1.42,89.43,2.76,415.24,394.51,365.69,525.01,21.73,176.93,74.72,37.69,35.75,180.89,80.73,74.97,71.94,208.13,128.50,127.93
Bajaj Hindusthan,500032,BAJAJHIND,Sugar,42.63,,5445.39,0.00,90.56,-30.82,1870.27,-8.94,0.80,3839.83,124.45,12.09,4350.69,3759.13,68.61,15906.11,11901.21,0.00,4319.52,7581.69,8.05,4595.88,3621.05,6460.12,0.00,0.00,1477.66,15906.11,-2552.45,0.03,2720.54,155.91,1.00,52.21,0.00,3629.61,127.74,4303.29,-2295.33,7800.35,11912.63,5.25,-23.58,4.23,534.83,441.24,5409.40,6026.48,7010.10,6274.67,6993.46,7396.83,7735.98
Bajaj Holdings,500490,BAJAJHLDNG,Finance & Investments,9434.60,14.07,104997.66,1.39,1614.51,13.77,133.76,28.53,13.07,62.57,111.29,0.00,54136.22,0.00,62.57,65161.08,462.77,0.00,218.81,243.96,0.00,64714.58,202.54,98.86,64714.58,0.00,0.00,65161.08,103.68,0.00,3.66,1.77,10.00,53.96,0.00,2.78,11.13,92.79,285.98,277.51,462.49,0.00,167.53,363.55,83.71,-105.75,136.18,0.00,0.00,0.00,341.87,193.49,221.98
Bajaj Steel Inds,507944,,Engineering,1936.60,15.52,1007.03,0.15,35.13,60.17,141.01,43.87,23.66,63.52,2.60,0.00,329.54,34.90,8.02,563.14,153.50,0.00,42.36,147.97,9.77,22.18,357.58,201.82,0.00,0.00,3.82,563.14,197.51,7.29,142.44,49.70,5.00,89.11,38.26,84.36,0.52,42.92,162.72,111.15,153.50,23.85,144.08,96.74,71.41,72.49,58.14,75.42,81.03,66.73,79.79,51.82,45.16
Bajel Projects,544042,BAJEL,Engineering - Turnkey Services,284.55,643.53,3282.00,0.00,7.07,1766.67,489.16,147.34,6.19,14.91,23.06,0.00,543.11,0.00,14.91,1342.87,124.89,0.00,55.45,69.44,0.00,2.72,1098.27,747.36,0.00,0.00,150.97,1342.87,353.51,14.91,101.05,607.12,2.00,153.38,0.00,477.74,,0.72,424.96,47.63,101.81,0.81,,,,,,,,,,,
Bal Pharma,524824,BALPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,120.28,25.72,190.09,0.83,5.53,241.88,94.63,14.77,12.05,139.65,15.80,0.00,53.49,124.68,6.32,320.39,127.10,0.00,50.64,76.82,0.47,6.76,235.01,203.91,0.00,0.00,16.44,320.39,134.37,0.00,87.81,99.62,10.00,13.29,-0.02,78.33,1.57,131.00,119.30,76.46,127.10,0.00,92.44,106.89,92.38,51.10,110.02,123.50,93.11,50.72,68.59,70.39,59.98
Balaji Amines,530999,BALAMINES,Chemicals,2439.65,38.65,7904.71,0.45,72.48,43.49,413.94,-12.19,16.76,19.70,6.48,0.00,1715.38,19.70,0.00,2146.15,1262.32,0.00,366.24,896.08,204.51,0.00,996.98,148.70,0.00,0.00,10.66,2146.15,857.37,0.00,286.90,319.40,2.00,339.79,2.95,77.79,3.24,57.57,837.70,780.50,1103.61,113.23,345.22,248.39,146.67,121.26,127.07,227.40,104.93,261.62,542.92,319.75,325.48
Balaji Telefilms,532382,BALAJITELE,Entertainment / Electronic Media Software,72.64,38.06,737.51,0.00,-2.61,-136.25,135.11,-6.52,8.58,79.23,20.31,0.00,410.85,100.50,4.11,708.79,101.44,0.00,79.66,22.32,0.00,30.50,498.22,276.28,0.00,0.00,37.37,708.79,300.64,2.82,192.45,132.90,2.00,38.87,36.42,107.88,10.11,104.61,313.76,21.78,101.44,0.00,356.92,326.53,181.22,94.69,4.64,0.11,0.06,0.00,27.17,37.64,36.31
Balaxi Pharma,,BALAXI,Pharmaceuticals - Indian - Bulk Drugs & Formln,117.34,17.21,647.80,0.00,6.48,90.59,65.62,-0.52,20.65,19.40,10.90,0.00,190.47,0.07,13.23,258.34,43.00,0.00,1.60,40.88,2.31,0.00,210.17,54.20,0.00,0.00,0.00,258.34,173.63,1.74,82.17,55.71,2.00,62.29,0.00,29.04,5.09,13.30,151.13,41.41,43.00,2.83,62.74,3.19,,,3.66,0.00,,,2.45,0.01,
Balgopal Commer.,539834,,Trading,43.11,5.40,71.17,0.00,3.74,198.94,1.09,0.93,64.33,0.00,16.51,0.00,12.07,0.00,0.00,34.74,0.00,0.00,0.00,0.00,0.00,21.10,13.65,6.11,1.05,6.24,0.00,34.74,7.54,0.00,0.57,0.00,10.00,0.05,0.00,4.88,1.65,0.00,8.44,0.00,0.00,0.00,4.23,11.39,10.70,10.57,0.25,0.00,0.00,0.00,0.00,0.00,0.00
Balkrishna Inds,502355,BALKRISIND,Tyres,3292.35,44.19,63646.79,0.49,486.75,87.36,2681.92,15.75,17.62,3099.44,38.66,0.00,8815.16,599.85,2499.59,13684.54,9981.09,0.00,3663.61,6317.48,944.43,2685.65,3295.07,3660.44,54.77,1388.74,711.89,13684.54,2038.62,4.01,1331.53,1445.43,2.00,80.00,0.00,910.23,19.33,3346.53,2107.78,5384.05,8402.31,1391.60,1185.11,1120.89,215.42,941.76,1001.12,871.14,1390.87,2438.52,3370.32,2786.25,2848.73
Balkrishna Paper,539251,BALKRISHNA,Paper,24.94,8036.00,80.36,0.00,-28.90,49.38,1.57,-69.16,-27.00,215.20,10.74,0.00,-232.62,29.05,65.98,45.32,163.32,0.00,42.44,26.81,0.00,0.00,11.07,97.88,0.00,0.00,12.41,45.32,-5.70,0.05,6.41,1.77,10.00,0.90,0.00,7.45,3.22,228.99,-7.70,120.88,163.32,0.00,-12.21,-29.11,-26.41,0.05,192.29,145.14,81.00,0.00,139.33,149.39,156.05
Balmer Law. Inv.,532485,,Finance & Investments,1056.50,13.96,2345.43,3.12,75.15,67.79,579.28,-5.09,17.83,113.09,22.20,0.00,1198.59,0.00,121.07,3021.73,1021.17,0.00,260.86,750.69,52.11,564.87,1631.57,713.77,0.00,0.00,234.09,3021.73,943.21,36.13,193.22,426.96,10.00,672.93,9.15,314.72,2.22,121.07,850.15,760.31,1021.17,27.59,813.38,795.46,,,125.17,80.76,,,767.24,568.22,
