Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Price to Earning,Dividend yield,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Earnings yield,Pledged percentage,Industry PE,Enterprise Value,Number of equity shares,Book value,Inventory turnover ratio,Quick ratio,Exports percentage,Piotroski score,G Factor,Asset Turnover Ratio,Financial leverage,Number of Shareholders,Unpledged promoter holding,Return on invested capital,Debtor days,Industry PBV,Credit rating,Working Capital Days,Earning Power,Graham Number,Cash Conversion Cycle,Days Payable Outstanding,Days Receivable Outstanding,Days Inventory Outstanding,Public holding,FII holding,Change in FII holding,DII holding,Change in DII holding,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter
Dixon Technolog.,540699,DIXON,Electronics - Consumer,11654.55,69735.11,161.20,0.03,41.14,6.42,0.29,24.68,33.24,0.96,0.00,47.77,70015.44,5.98,283.32,12.09,0.66,8.34,5.00,6.00,3.03,3.44,267314.00,33.24,19.90,47.82,9.71,,-0.82,9.63,679.32,-5.99,92.39,47.82,38.57,21.34,19.33,1.48,26.08,-0.93,215.73,24.18,5.74,22.52,252843.00
DJ Mediaprint,543193,DJML,Miscellaneous,315.35,341.46,67.75,0.02,10.18,9.41,0.53,16.22,56.36,2.44,0.00,40.29,358.81,1.08,30.99,0.98,1.64,0.00,6.00,6.00,1.07,1.60,2356.00,56.36,14.03,114.99,3.26,,177.00,14.57,56.97,126.96,233.68,114.99,245.65,43.10,0.54,0.54,0.00,0.00,26.42,16.05,7.64,12.36,1438.00
DLF,532868,DLF,Construction,844.45,209027.70,73.55,0.59,5.30,4.80,0.12,6.95,74.08,1.24,0.00,29.62,209477.21,247.53,159.30,0.00,0.74,0.00,6.00,4.00,0.12,1.42,466987.00,74.08,7.88,30.56,2.84,,867.98,4.41,202.99,30.56,,30.56,,4.95,16.17,-0.36,4.81,0.04,152.25,4.61,3.90,5.47,426253.00
DMCC Speciality,506405,DMCC,Chemicals,289.35,721.64,62.37,0.00,3.45,2.98,0.31,5.68,53.84,3.95,0.00,42.78,783.54,2.49,83.87,4.44,0.66,0.00,8.00,2.00,0.84,1.86,20732.00,53.84,8.21,50.72,3.90,,13.35,8.22,93.56,13.00,118.06,50.72,80.34,44.85,0.06,0.06,1.24,0.00,79.35,6.79,1.55,3.11,20579.00
DMR Hydroengg.,543410,,Miscellaneous,167.05,63.37,41.15,0.07,8.19,22.22,0.03,26.60,72.12,3.37,0.00,33.53,63.14,0.38,20.40,,3.21,0.00,5.00,3.00,1.01,1.20,288.00,72.12,31.65,128.43,3.44,,130.51,22.52,43.17,128.43,,128.43,,27.88,0.00,0.00,0.00,0.00,15.54,18.08,11.84,14.21,118.00
Docmode Health,,DHTL,Miscellaneous,90.80,28.54,150.21,0.00,2.75,1.12,0.89,5.48,47.44,5.78,0.00,88.66,34.62,0.31,33.00,1.15,1.18,0.00,4.00,2.00,2.35,4.90,238.00,47.44,10.13,75.63,5.47,,78.18,7.58,21.19,15.21,378.84,75.63,318.43,52.56,0.00,,0.00,,,42.02,14.40,80.25,
Dodla Dairy,543306,DODLA,Food - Processing - Indian,1215.65,7232.23,36.75,0.00,6.35,11.97,0.04,15.48,60.53,4.03,0.00,41.69,7174.58,5.95,191.43,9.21,0.52,6.98,6.00,4.00,2.29,1.20,32163.00,60.53,16.84,1.23,3.84,,19.27,19.55,377.45,39.74,23.73,1.23,62.24,9.57,11.27,-0.09,18.64,1.02,163.42,16.21,10.26,13.22,29700.00
Dolat Algotech,505526,DOLATALGO,Finance & Investments,148.47,2613.07,16.61,0.17,3.30,18.41,0.11,21.98,74.49,8.34,0.00,23.21,2690.08,17.60,45.01,,3.45,0.00,4.00,5.00,0.25,1.08,50440.00,74.49,48.45,0.00,1.89,,605.37,24.71,95.14,0.00,,0.00,,25.44,0.08,0.06,0.00,0.00,36.32,23.15,14.86,19.88,43983.00
Dolfin Rubbers,542013,,Tyres,210.50,211.13,44.45,0.57,7.47,7.87,0.52,17.94,36.22,3.42,0.00,29.61,224.95,1.00,28.20,4.41,0.84,0.00,7.00,4.00,2.09,2.13,2398.00,36.22,10.27,44.55,2.86,,80.54,12.24,54.81,113.58,21.38,44.55,90.42,63.78,0.00,0.00,0.00,0.00,24.60,15.53,6.35,14.36,1578.00
Dollar Industrie,541403,DOLLAR,Textiles - Products,501.65,2845.16,31.84,0.60,3.60,7.43,0.38,11.85,72.21,4.37,0.00,31.84,3145.64,5.67,139.42,1.79,1.16,4.59,4.00,3.00,1.29,1.52,26278.00,72.21,10.03,113.22,5.07,,189.06,10.37,222.35,260.47,90.48,113.22,237.73,25.00,2.02,-0.06,0.79,0.24,126.54,9.72,5.29,8.33,23227.00
Dollex Agrotech,,DOLLEX,Sugar,37.25,93.01,13.25,0.00,1.61,4.18,1.74,14.04,71.69,6.16,0.00,15.92,183.91,2.50,23.17,1.10,0.23,0.00,3.00,2.00,0.81,3.36,668.00,71.69,11.83,51.32,1.28,,126.99,4.18,38.28,163.38,219.80,51.32,331.86,28.31,0.00,0.00,0.00,0.00,20.02,12.66,4.33,15.95,657.00
Dolphin Medical,526504,,Healthcare,1.88,2.84,,0.00,0.28,-0.82,0.08,-0.99,26.44,-2.49,0.00,47.90,3.62,1.51,6.67,22.00,2.93,0.00,4.00,6.00,0.06,1.21,9349.00,26.44,-1.02,0.00,7.10,,687.06,-0.74,,33.18,0.00,0.00,33.18,73.57,0.00,0.00,0.00,0.00,6.74,-0.91,-0.98,-1.17,9360.00
Dolphin Offshore,522261,DOLPHIN,Oil Drilling / Allied Services,696.30,2785.52,224.28,0.00,12.59,1.86,0.01,2.00,74.99,0.29,0.00,23.26,2786.45,4.00,55.33,,34.74,,6.00,1.00,0.03,0.97,13613.00,74.99,-0.23,7971.89,2.41,,9446.00,3.55,65.84,7971.89,,7971.89,0.00,10.62,12.82,0.00,1.58,0.00,56.12,-4.42,-3.18,-7.82,11254.00
Doms Industries,544045,DOMS,Printing & Stationery,2308.55,14009.95,91.48,0.00,17.20,17.45,0.21,26.59,74.96,1.67,0.00,27.68,13875.95,6.07,134.20,4.36,1.90,0.00,6.00,6.00,1.68,1.12,37585.00,74.96,18.08,15.35,3.37,,35.53,19.46,276.03,70.41,36.98,15.35,92.03,3.38,6.55,0.69,15.11,-1.52,,34.36,18.08,32.75,34841.00
Donear Inds.,512519,DONEAR,Textiles - Processing,149.88,779.38,22.45,0.13,3.81,5.09,1.65,18.48,74.56,7.05,0.00,22.45,1101.55,5.20,39.34,1.28,0.57,0.00,8.00,5.00,1.17,3.33,18238.00,74.56,10.51,79.42,2.59,,200.25,10.94,76.86,306.94,61.47,79.42,289.00,25.34,0.03,0.03,0.07,0.07,32.90,16.95,5.62,23.15,17290.00
Dr Agarwal's Eye,526783,,Healthcare,4000.65,1880.31,38.43,0.07,11.97,10.47,1.71,34.28,71.90,3.51,0.00,47.90,2114.59,0.47,334.36,4.28,0.62,0.00,6.00,5.00,0.72,2.82,3808.00,71.90,16.43,14.78,7.10,,-39.68,14.97,884.99,-224.47,344.85,14.78,105.60,27.46,0.65,0.01,0.00,0.00,241.15,18.60,10.48,38.54,3572.00
Dr Lal Pathlabs,539524,LALPATHLAB,Healthcare,3096.60,25850.53,72.23,0.78,13.98,14.99,0.13,20.36,54.60,2.12,0.00,47.90,25267.15,8.35,221.53,13.43,2.10,0.00,8.00,4.00,0.92,1.31,131189.00,54.60,19.98,12.69,7.10,,-22.73,21.81,462.17,-107.99,150.84,12.69,30.17,6.95,25.43,-0.72,12.42,3.02,199.87,18.17,10.18,15.04,146741.00
Dr Lalchand. Lab,541299,,Healthcare,23.88,10.35,16.69,0.00,1.08,3.50,0.36,6.95,60.78,8.67,0.00,47.90,11.54,0.43,22.02,1.35,1.60,0.00,4.00,1.00,0.27,1.99,165.00,60.78,8.03,377.14,7.10,,301.26,6.67,26.62,409.19,238.59,377.14,270.63,39.22,0.00,0.00,0.00,0.00,20.59,-3.68,-8.71,-16.08,159.00
Dr Reddy's Labs,500124,DRREDDY,Pharmaceuticals - Indian - Bulk Drugs & Formln,6964.15,116182.71,20.88,0.57,4.11,15.53,0.07,21.39,26.65,6.38,0.00,37.69,116457.01,16.68,1693.75,1.56,1.46,0.00,6.00,5.00,0.79,1.26,267694.00,26.65,24.91,104.63,4.03,,136.66,19.15,3565.73,270.97,116.25,104.63,282.58,24.78,27.68,-1.45,20.72,2.41,1398.33,26.73,14.84,21.64,255500.00
DRA Consultants,540144,,Miscellaneous,49.00,53.75,22.58,0.00,1.78,7.58,0.00,8.58,73.02,6.37,0.00,33.53,51.49,1.10,27.47,,3.96,0.00,7.00,2.00,0.63,1.13,369.00,73.02,15.53,174.23,3.44,,150.98,9.66,36.62,174.23,,174.23,,26.98,0.00,0.00,0.00,0.00,25.30,9.08,5.30,6.29,359.00
DRC Systems,543268,DRCSYSTEMS,Computers - Software - Medium / Small,26.78,354.74,24.65,0.00,7.42,19.81,0.00,28.38,22.44,4.37,0.00,36.72,350.60,13.25,3.61,,1.03,0.00,5.00,3.00,0.81,1.23,25825.00,22.44,40.93,150.73,3.82,,-25.26,19.51,9.40,150.73,,150.73,,77.18,0.38,-0.29,0.00,0.00,2.60,31.31,20.90,32.59,17669.00
Dreamfolks Servi,543591,DREAMFOLKS,Miscellaneous,460.50,2406.11,35.06,0.11,10.18,18.51,0.03,34.92,66.02,3.98,0.00,33.53,2354.59,5.22,45.24,,2.30,0.00,6.00,4.00,3.06,1.57,101741.00,66.02,29.25,85.22,3.44,,54.07,22.37,115.94,85.22,,85.22,,20.79,3.88,-1.47,9.30,1.28,29.99,76.77,29.24,60.16,98143.00
Dredging Corpn.,523618,DREDGECORP,Miscellaneous,1127.10,3155.88,86.60,0.00,2.50,1.51,0.34,2.71,73.47,1.89,0.00,33.53,3531.97,2.80,451.29,0.00,0.63,0.00,6.00,3.00,0.39,1.90,45346.00,73.47,4.62,67.60,3.44,,-44.05,2.78,359.71,67.60,,67.60,,21.02,0.34,0.04,5.09,-0.05,508.06,2.51,0.53,0.89,45571.00
Drone Destinatio,,DRONE,Miscellaneous,322.35,783.31,110.64,0.00,12.71,30.00,0.06,40.30,61.30,1.29,0.00,88.66,765.87,2.43,25.36,6.07,4.79,0.00,4.00,3.00,1.35,1.34,2176.00,61.30,38.39,76.51,5.47,,40.84,12.97,40.78,-170.28,306.93,76.51,60.14,35.72,2.98,-0.97,0.00,-1.55,,33.21,18.50,27.42,1646.00
Droneacharya Aer,543713,,Miscellaneous,139.00,333.44,54.84,0.00,,,,,28.21,,0.00,88.66,,2.40,,,,,2.00,0.00,,,4817.00,28.21,,,5.47,,,,,,,,,69.78,2.02,0.71,0.00,0.00,,,,,2653.00
DRS Dilip Road,,DRSDILIP,Miscellaneous,108.00,162.67,54.22,0.00,5.84,3.08,0.23,5.43,72.12,2.72,0.00,40.29,167.12,1.51,18.48,0.00,0.43,0.00,4.00,2.00,1.86,1.76,168.00,72.12,9.32,25.79,3.26,,-20.95,6.51,28.74,25.79,,25.79,,27.88,0.00,0.00,0.00,0.00,36.61,9.99,4.03,6.85,168.00
DSJ Keep Learn,526677,KEEPLEARN,Miscellaneous,4.62,71.94,224.81,0.00,299.72,6.45,13.54,220.69,57.16,1.00,0.00,88.66,75.17,15.57,0.02,,1.58,0.00,6.00,5.00,1.27,20.69,22218.00,57.16,13.16,125.90,5.47,,74.50,13.61,0.08,125.90,,125.90,,42.04,0.00,0.00,0.80,-0.62,0.00,20.21,1.30,,21702.00
DU Digital,,DUGLOBAL,Miscellaneous,80.50,561.41,693.10,0.00,7.21,2.60,0.14,3.52,55.50,0.63,0.00,33.53,537.17,6.97,11.16,,5.97,0.00,2.00,4.00,0.94,1.35,560.00,55.50,4.39,44.30,3.44,,32.69,3.62,5.97,44.30,,44.30,,30.34,14.16,-0.29,0.00,0.00,3.31,8.99,2.82,4.08,397.00
Ducol Organics,,DUCOL,Dyes And Pigments,131.55,191.27,43.18,0.57,3.05,4.88,0.32,7.46,57.38,4.26,0.00,37.39,184.22,1.45,43.15,2.31,1.54,0.00,4.00,4.00,0.83,1.53,1031.00,57.38,14.13,48.26,2.21,,75.07,8.00,54.39,106.80,99.41,48.26,157.95,42.62,0.00,0.00,0.00,0.00,40.85,20.32,7.88,14.97,762.00
Ducon Tech,534674,DUCON,Engineering - Turnkey Services,8.05,209.25,27.42,0.00,1.74,2.69,0.86,6.29,51.97,6.88,0.00,43.55,301.40,25.99,4.63,,1.74,0.00,7.00,2.00,1.48,2.36,53317.00,51.97,6.73,224.43,4.65,,176.42,7.11,5.53,224.43,,224.43,0.00,48.03,0.01,-0.01,0.00,0.00,4.71,7.15,1.42,3.19,52603.00
Duke Offshore,531471,,Oil Drilling / Allied Services,21.60,21.29,17.17,0.00,3.01,16.68,0.02,19.20,70.61,1.86,0.00,23.26,20.94,0.99,7.18,,4.54,0.00,8.00,4.00,0.56,1.05,4180.00,70.61,6.99,95.22,2.41,,96.98,5.15,14.26,95.22,,95.22,,29.39,0.00,0.00,0.00,0.00,5.92,-19.33,-6.23,-7.42,4313.00
Duncan Engg.,504908,,Engineering,621.50,229.96,40.70,0.56,4.34,10.48,0.02,13.89,74.56,3.45,0.00,36.88,222.51,0.37,143.18,2.98,1.27,0.60,5.00,3.00,0.99,1.24,3780.00,74.56,21.69,43.45,6.49,,41.04,11.21,221.92,102.48,69.27,43.45,128.30,25.38,0.00,0.00,0.06,0.00,125.57,30.11,17.10,23.52,3996.00
Durlax Top,,DURLAX,Miscellaneous,69.90,116.23,23.02,0.00,,5.54,2.78,26.19,60.36,5.12,0.00,33.53,175.71,1.66,,1.62,0.55,0.00,5.00,1.00,1.00,4.17,,60.36,10.67,121.02,3.44,,241.89,8.53,,264.04,109.79,121.02,252.80,,,,,,,10.62,2.81,14.37,
Duropack,526355,,Packaging,80.50,42.42,19.64,0.00,2.30,10.85,0.00,12.88,69.88,6.92,0.00,28.68,40.87,0.53,34.98,14.45,1.52,0.00,7.00,4.00,1.59,1.08,5816.00,69.88,26.25,23.51,2.13,,16.60,12.93,56.78,18.26,30.35,23.51,25.09,30.11,0.00,0.00,0.00,0.00,28.66,15.40,9.56,11.48,5909.00
Duroply Indust.,516003,,Miscellaneous,291.10,287.11,284.27,0.00,2.36,0.42,0.39,0.98,55.02,2.77,36.46,35.44,330.66,0.99,123.14,2.76,0.50,0.00,4.00,3.00,1.34,1.99,7046.00,34.96,5.30,38.94,3.24,,73.57,3.52,53.26,79.07,108.94,38.94,149.07,44.88,0.00,0.00,0.11,0.00,110.06,11.54,2.34,6.72,7240.00
Dutron Polymers,517437,,Plastics Products,171.40,102.84,41.98,0.88,3.89,6.45,0.24,9.55,74.88,4.09,0.00,35.04,108.43,0.60,44.05,8.78,6.36,0.00,7.00,2.00,3.14,1.44,1636.00,74.88,10.70,36.49,3.92,,63.06,12.24,63.62,74.99,0.04,36.49,38.54,25.13,0.00,0.00,0.00,0.00,41.47,13.65,6.29,10.77,1470.00
Dwarikesh Sugar,532610,DWARKESH,Sugar,72.67,1346.59,40.52,2.75,1.66,6.20,0.55,10.70,42.09,5.09,0.00,15.92,1768.80,18.53,43.66,1.88,0.22,0.00,4.00,4.00,1.27,1.64,200036.00,42.09,7.16,7.61,1.28,,152.23,6.37,41.54,216.41,12.92,7.61,221.71,53.92,3.85,-0.51,0.00,0.00,39.28,15.46,7.78,14.86,202645.00
Dynacons Sys.,532365,DSSL,Computers - Software - Medium / Small,1325.60,1685.25,31.23,0.04,10.70,10.91,0.23,41.17,61.01,4.96,0.00,36.72,1633.13,1.27,123.94,16.28,1.22,3.16,6.00,4.00,2.07,3.14,32774.00,61.01,31.40,143.06,3.82,,35.42,13.80,344.03,17.35,155.62,143.06,29.90,38.80,0.01,-0.05,0.18,-0.05,82.38,36.51,9.52,38.94,27723.00
Dynamatic Tech.,505242,DYNAMATECH,Engineering,7005.55,4757.78,72.25,0.14,6.65,4.06,0.88,10.89,41.87,2.57,0.00,47.31,5281.46,0.63,1052.99,2.21,0.78,0.00,7.00,1.00,0.88,2.43,18318.00,41.87,9.69,76.31,6.08,,103.70,8.64,2133.30,142.13,101.14,76.31,166.97,29.77,17.13,0.62,11.23,-0.18,854.65,10.39,2.79,9.22,15845.00
Dynamic Cables,540795,DYCL,Cables - Power,558.35,1352.84,35.62,0.09,5.75,8.36,0.56,19.27,68.17,5.04,0.00,38.33,1442.17,2.42,97.19,5.87,1.08,0.00,6.00,5.00,1.70,2.11,38043.00,68.17,16.36,121.32,5.56,,110.31,14.59,191.50,105.95,89.48,121.32,74.11,29.09,0.39,0.36,2.34,2.27,80.60,23.89,8.21,19.01,36635.00
Dynamic Industri,524818,,Dyes And Pigments,70.56,21.38,,1.42,0.46,-0.46,0.32,-0.64,47.87,-0.14,0.00,37.39,36.19,0.30,154.20,2.00,0.94,51.41,3.00,4.00,0.55,1.41,3025.00,47.87,-0.08,93.72,2.21,,179.87,-0.07,,152.42,147.61,93.72,206.31,52.12,0.00,0.00,0.00,0.00,156.08,3.27,1.76,2.26,3049.00
Dynamic Portfol,530779,,Finance & Investments,39.99,46.75,,0.00,3.93,0.06,0.07,0.08,0.00,0.08,0.00,23.21,47.49,1.17,10.17,0.00,0.04,0.00,5.00,4.00,0.06,1.45,1544.00,0.00,1.34,0.00,1.89,,-306.46,0.29,,0.00,,0.00,,100.00,0.00,0.00,0.00,0.00,10.11,2.21,0.98,1.40,1527.00
Dynamic Services,,DYNAMIC,Miscellaneous,261.45,359.39,41.98,0.00,4.50,9.85,0.32,15.50,63.93,3.98,0.00,33.53,384.36,1.37,58.06,29.21,2.05,0.00,3.00,2.00,1.20,1.57,926.00,63.93,18.66,105.40,3.44,,165.31,13.12,90.19,68.58,49.32,105.40,12.50,36.07,0.00,0.00,0.00,-0.01,40.85,21.01,10.53,19.21,608.00
Dynavision,517238,,Miscellaneous,306.00,117.50,18.19,0.00,6.50,12.63,1.34,43.59,55.38,7.92,0.00,64.87,121.98,0.38,47.08,0.00,6.70,0.00,6.00,5.00,0.20,2.83,19171.00,55.38,12.68,0.00,4.24,,1.76,14.18,134.12,0.00,,0.00,,44.59,0.00,0.00,0.00,0.00,30.10,,,,19166.00
Dynemic Products,532707,DYNPRO,Dyes And Pigments,372.35,447.88,123.72,0.00,2.21,0.89,0.57,1.88,29.42,2.85,0.00,37.39,561.82,1.20,168.47,2.18,0.44,0.00,8.00,1.00,0.70,2.00,15041.00,29.42,5.21,72.06,2.21,,78.13,4.00,106.81,69.07,171.19,72.06,168.20,70.44,0.15,0.08,0.00,0.00,156.61,3.67,-0.71,-1.66,15535.00
E Factor Experie,,EFACTOR,Miscellaneous,222.35,291.01,18.95,0.45,5.77,19.86,0.07,49.60,73.59,8.18,0.00,33.53,268.59,1.31,38.51,,1.88,0.00,7.00,4.00,1.92,1.53,993.00,73.59,31.74,123.12,3.44,,41.33,22.59,100.84,123.12,,123.12,,23.13,0.01,-4.33,3.26,-6.26,,72.96,13.65,96.74,968.00
E-Land Apparel,532820,,Textiles - Processing,8.20,39.35,,0.00,,-23.97,,,65.84,16.53,0.00,22.45,85.25,4.80,-103.88,6.21,1.33,0.00,5.00,4.00,1.30,-0.33,11850.00,65.84,10.56,43.04,2.59,,31.23,7.94,,11.62,93.15,43.04,61.72,32.92,0.00,0.00,1.24,0.00,-95.54,,-25.26,,11859.00
E2E Networks,,E2E,Computers - Software - Medium / Small,1739.00,2519.26,100.61,0.00,35.52,13.52,2.03,36.37,59.66,1.58,0.00,36.72,2654.28,1.45,48.95,,0.67,3.75,5.00,5.00,0.58,2.28,14907.00,59.66,11.23,9.89,3.82,,-5.87,16.46,138.01,9.89,,9.89,0.00,34.60,1.28,-0.39,4.31,-1.44,34.13,28.63,17.05,22.58,8153.00
Earthstahl &All.,543765,,Steel - Medium / Small,43.07,52.72,27.89,1.16,1.43,3.27,0.35,5.30,73.53,6.25,0.00,27.97,64.66,1.22,30.16,6.46,0.33,0.00,4.00,4.00,1.52,1.62,531.00,73.53,6.30,14.49,2.86,,31.92,6.70,32.37,65.53,57.70,14.49,108.74,25.58,0.88,0.88,0.00,0.00,29.12,27.57,16.04,29.56,510.00
East WestFreight,540006,,Miscellaneous,6.89,87.90,15.50,0.00,1.36,5.71,0.90,9.06,60.29,13.03,0.00,40.29,138.95,12.76,5.07,,2.63,0.00,5.00,5.00,1.99,1.53,21506.00,60.29,12.05,128.66,3.26,,136.37,13.31,7.12,128.66,,128.66,0.00,39.65,0.06,0.00,0.00,0.00,4.91,-1.13,-1.07,-1.13,19550.00
Eastern Treads,531346,,Miscellaneous,45.94,24.04,,0.00,,-8.09,,,66.26,-0.28,0.00,55.63,53.72,0.52,-18.46,5.34,0.42,0.00,7.00,2.00,1.63,-3.78,2047.00,66.26,-0.63,74.13,3.12,,54.57,-0.42,,51.77,90.09,74.13,67.73,33.73,0.00,0.00,0.00,0.00,-13.11,-14.85,-17.08,,1969.00
Easun Capital Ma,542906,,Finance & Investments,43.16,22.57,31.79,0.00,1.07,3.42,0.00,3.43,49.27,2.97,0.00,23.21,22.57,0.52,40.27,,3.33,0.00,5.00,1.00,0.03,0.99,367.00,49.27,957.14,0.00,1.89,,35.99,3.18,35.08,0.00,,0.00,,50.72,0.00,0.00,0.00,0.00,38.94,2.22,1.23,1.24,368.00
Easy Trip Plann.,543272,EASEMYTRIP,Travel Agencies,40.89,7245.87,47.65,0.24,11.99,19.19,0.03,31.21,64.30,3.09,0.00,69.42,7163.80,177.20,3.41,2.97,2.29,0.00,4.00,5.00,0.74,1.32,744165.00,64.30,35.11,143.72,4.47,,138.74,24.74,6.68,143.72,,143.72,,30.54,2.57,-0.21,2.60,0.15,2.13,51.31,22.73,44.27,747766.00
eClerx Services,532927,ECLERX,Computers - Software - Medium / Small,2439.95,11961.94,23.33,0.04,5.32,19.72,0.12,25.88,53.81,6.20,0.00,36.72,11535.59,4.90,458.44,0.00,5.17,0.00,6.00,4.00,1.12,1.16,62184.00,53.81,21.60,61.88,3.82,,114.98,24.40,1037.35,61.88,,61.88,,10.47,11.42,-0.77,22.86,0.11,349.79,36.47,22.22,29.29,49157.00
Eco Friendly,534839,,Food - Processing - Indian,9.06,224.37,1869.75,0.00,5.12,0.18,0.00,0.27,20.37,0.08,0.00,41.69,224.24,24.77,1.77,0.80,57.14,0.00,2.00,1.00,0.01,1.54,849.00,20.37,0.20,349.47,3.84,,42759.36,0.25,0.44,805.72,0.00,349.47,456.25,79.64,0.00,0.00,0.00,0.00,1.77,1.81,1.68,2.59,849.00
Eco Hotels,514402,,Hotels,43.63,224.73,,0.00,6.59,,0.00,,38.08,-2.49,0.00,44.74,203.62,5.15,6.62,,11.66,,1.00,4.00,,,2356.00,38.08,-12.04,40.56,4.62,,-3041.67,-13.16,,40.56,,40.56,,61.92,0.00,0.00,0.00,0.00,,,,,2135.00
Eco Recyc.,530643,,Miscellaneous,782.75,1510.45,82.90,0.00,22.95,25.39,0.09,32.64,73.35,1.51,0.00,33.53,1515.03,1.93,34.11,1.11,4.07,0.00,6.00,4.00,0.39,1.09,15438.00,73.35,29.25,57.99,3.44,,304.80,28.41,85.13,438.17,17.08,57.99,397.26,25.49,1.17,-0.01,0.00,0.00,23.75,7.63,6.29,8.57,12311.00
Ecoboard Inds.,523732,,Miscellaneous,30.67,54.68,,0.00,4.15,-8.13,1.16,-28.61,56.78,-3.24,0.00,35.44,69.80,1.78,7.40,1.37,0.75,0.00,6.00,4.00,0.50,4.49,11969.00,56.78,-14.17,109.03,3.24,,111.85,-4.02,,234.24,138.08,109.03,263.28,43.22,0.00,0.00,0.00,0.00,11.46,-6.49,-8.28,-27.45,11917.00
Ecofinity Ato,539455,,Trading,42.54,16.38,60.67,0.00,4.98,6.17,0.00,8.56,1.49,1.75,0.00,38.53,16.04,0.39,8.54,12.06,1.93,0.00,5.00,3.00,1.49,1.33,501.00,1.49,8.21,117.38,3.35,,164.89,4.90,11.61,41.12,136.80,117.38,60.54,98.52,0.00,0.00,0.00,0.00,7.84,-7.72,-7.58,-8.25,505.00
Econo Trade Indi,538708,,Finance & Investments,10.27,19.17,7.58,0.00,0.44,3.66,0.67,5.98,26.19,13.73,0.00,23.21,48.36,1.87,23.35,,2.48,0.00,4.00,8.00,0.10,1.58,4387.00,26.19,6.85,0.00,1.89,,3715.53,9.06,26.68,0.00,,0.00,,73.81,0.00,0.00,0.00,0.00,21.99,7.20,3.33,4.69,4197.00
Ecoplast,526703,,Packaging,575.80,172.74,18.96,0.52,4.12,18.47,0.03,24.21,68.70,7.58,0.00,28.68,163.81,0.30,139.87,6.73,2.25,0.00,9.00,4.00,2.29,1.18,2866.00,68.70,22.39,34.38,2.13,,51.39,22.72,310.15,54.18,43.89,34.38,63.69,31.30,0.00,0.00,0.00,0.00,111.03,12.73,5.87,9.35,2721.00
ECS Biztech,540063,,Computers - Software - Medium / Small,12.39,25.47,9.06,0.00,,94.61,,,66.22,0.32,0.00,36.72,31.05,2.06,-1.04,1.37,0.02,0.00,8.00,4.00,0.73,-1.39,10064.00,66.22,16.13,3.38,3.82,,79.42,2.79,,271.76,10.74,3.38,279.12,33.78,0.00,0.00,0.00,0.00,-2.41,0.62,3.96,,10015.00
Edelweiss.Fin.,532922,EDELWEISS,Finance & Investments,65.98,6228.25,14.52,2.27,1.31,1.22,4.27,7.31,32.76,14.30,0.00,23.21,23255.35,94.40,50.46,,0.39,0.00,7.00,5.00,0.22,9.11,239237.00,32.76,11.50,13.74,1.89,,-490.76,7.75,71.84,13.74,,13.74,,31.47,28.32,-0.57,2.69,-0.01,71.49,9.86,0.93,5.18,231290.00
Educomp Sol.,532696,EDUCOMP,Computers - Education,2.56,31.35,,0.00,,-14.81,,,44.77,-1.05,94.41,38.16,2676.67,12.25,-249.93,0.00,0.04,0.00,5.00,0.00,0.02,-0.07,94321.00,2.50,,9460.02,1.85,,-44449.77,-12.95,,9460.02,,9460.02,,55.12,0.00,0.00,0.10,0.00,-247.17,,-32.88,,95437.00
Edvenswa Enter,517170,,Computers - Software - Medium / Small,95.89,181.52,24.60,0.00,3.45,12.97,0.00,15.44,62.73,6.81,0.00,36.72,167.63,1.89,27.83,,6.06,0.00,4.00,6.00,1.48,1.08,6804.00,62.73,13.68,66.17,3.82,,125.71,17.80,49.41,66.17,,66.17,,36.91,0.36,-0.12,0.00,0.00,23.63,21.11,15.49,18.88,5594.00
eDynamics Solut.,535694,,Trading,3.38,8.64,,0.00,0.24,-0.05,0.03,-0.06,17.61,-0.11,0.00,38.53,9.50,2.56,13.86,,3.42,,4.00,3.00,0.00,1.11,2778.00,17.61,-0.30,,3.35,,,-0.03,,,,,,82.40,0.00,0.00,0.00,0.00,13.86,-0.11,-0.10,-0.11,2443.00
EFC (I),512008,,Miscellaneous,527.00,2623.23,45.24,0.00,6.15,8.83,0.96,23.33,45.57,4.07,0.00,33.53,2858.18,4.98,85.74,,3.27,0.00,6.00,3.00,0.59,1.68,4961.00,45.57,11.06,104.03,3.44,,168.30,12.14,149.90,104.03,,104.03,0.00,47.20,5.45,-1.02,1.78,0.17,20.63,10.93,1.62,10.72,3889.00
Effwa Infra,,EFFWA,Construction,323.05,747.77,54.19,0.00,,18.67,0.38,45.46,72.99,2.73,0.00,25.97,761.73,2.31,,0.05,1.64,0.00,6.00,1.00,1.96,1.99,,72.99,34.41,168.27,3.06,,109.68,25.05,,168.27,,168.27,,,,,,,,26.22,9.22,24.43,
