Name,BSE Code,NSE Code,Industry,Current Price,Average return on equity 5Years,Average return on equity 3Years,Number of equity shares 10years back,Book value 3years back,Book value 5years back,Book value 10years back,Inventory turnover ratio 3Years back,Inventory turnover ratio 5Years back,Inventory turnover ratio 7Years back,Inventory turnover ratio 10Years back,Exports percentage 3Years back,Exports percentage 5Years back,Average 5years dividend,Average return on capital employed 3Years,Average return on capital employed 5Years,Average return on capital employed 7Years,Average return on capital employed 10Years,Average return on equity 10Years,Average return on equity 7Years,Return on equity 5years growth,OPM 5Year,OPM 10Year,Number of Shareholders 1year back,Average dividend payout 3years,Average debtor days 3years,Debtor days 3years back,Debtor days 5years back,Return on assets 5years,Return on assets 3years,Historical PE 3Years,Historical PE 10Years,Historical PE 7Years,Historical PE 5Years,Market Capitalization 3years back,Market Capitalization 5years back,Market Capitalization 7years back,Market Capitalization 10years back,Average Working Capital Days 3years,Change in FII holding 3Years,Change in DII holding 3Years,Market Capitalization
Burnpur Cement,532931,BURNPUR,Cement - North India,8.33,,,8.26,-25.90,-16.70,13.59,4.24,3.01,2.26,2.86,0.00,0.00,0.00,-14.46,-10.12,-10.07,-7.49,,,,-6.69,-8.20,50784.00,0.00,0.04,6.11,4.75,-37.76,-48.92,,50.36,,,18.09,26.27,94.74,65.47,-38.35,0.00,0.00,71.74
Butterfly Gan Ap,517421,BUTTERFLY,Domestic Appliances,875.85,10.20,10.27,1.79,125.28,107.77,126.22,2.95,2.50,2.70,1.84,0.00,0.00,2.15,17.27,16.23,13.90,11.04,4.46,8.73,-11.48,6.78,6.19,19331.00,11.08,43.23,31.49,65.71,4.78,5.23,53.59,43.15,43.75,48.98,993.30,348.56,317.72,522.80,28.64,-0.06,-3.56,1566.02
C D S L,,CDSL,Miscellaneous,2453.20,26.36,28.89,10.45,83.94,69.28,,,,,,0.00,0.00,138.98,36.74,31.90,29.45,26.45,23.00,24.74,11.82,59.49,58.16,832125.00,55.27,28.38,39.80,35.60,21.03,23.84,48.70,38.02,37.84,41.04,6855.72,2534.65,,,24.78,14.00,-16.43,25635.94
C J Gelatine,507515,,Chemicals,21.86,5.05,6.37,0.48,16.16,17.66,26.07,1.49,1.10,1.00,1.12,0.00,0.00,0.00,6.54,7.13,7.60,6.80,0.77,4.40,17.83,4.96,5.21,4868.00,0.00,27.94,23.94,53.88,1.14,1.30,32.24,27.12,28.32,28.90,6.86,4.00,4.76,8.18,171.61,0.00,0.00,10.51
C P C L,500110,CHENNPETRO,Refineries,1002.65,32.58,53.89,14.89,95.67,80.07,111.14,5.52,10.47,7.30,7.75,0.00,0.00,250.17,33.61,18.16,16.12,14.49,26.10,25.99,52.03,5.24,4.48,98284.00,14.60,2.04,3.28,2.91,6.39,15.25,3.24,4.82,4.44,3.43,1491.35,4069.75,5406.23,1019.30,21.52,13.55,-6.39,14930.60
C P S Shapers,,CPS,Textiles - Products,270.00,,,,,,,,,,,0.00,,,30.25,30.25,30.25,30.25,,,,,,,0.00,29.68,57.47,,,11.23,8.56,8.56,8.56,8.56,,,,,83.13,,,56.70
C.E. Info System,543425,MAPMYINDIA,Computers - Software - Medium / Small,2276.35,19.73,19.93,,,,,4.37,3.41,,,0.00,0.00,11.28,24.05,20.13,20.13,20.13,,,,37.79,,147248.00,17.12,85.17,67.70,64.49,12.99,15.64,70.83,70.83,70.83,70.83,,,,,49.80,,,12308.68
Cadsys (India),,CADSYS,Computers - Software - Medium / Small,197.00,-0.97,3.65,0.11,68.22,75.24,,0.27,0.21,0.27,,0.00,0.00,0.00,5.67,1.61,7.81,19.08,9.49,4.86,-5.57,6.79,13.82,,0.00,125.97,177.57,79.12,-1.47,1.16,18.72,5.48,5.48,13.12,14.25,36.39,,,118.82,0.00,0.00,147.80
Calcom Vision,517236,,Electronics - Components,137.50,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,7010.00,,0.00,,,,,146.32,146.32,146.32,146.32,33.58,32.05,3.18,1.61,0.00,7.56,3.10,185.03
California Soft.,532386,CALSOFT,Computers - Software - Medium / Small,16.98,10.85,14.52,1.24,6.42,5.35,-16.63,,,,,0.00,0.00,0.00,15.60,10.13,9.91,13.89,,,15.10,52.00,,13645.00,0.00,1334.02,902.50,349.90,5.25,8.01,13.53,16.67,31.31,17.05,13.06,27.82,10.62,5.60,1259.56,0.00,0.00,26.25
Cambridge Tech.,532801,CTE,Computers - Software - Medium / Small,113.91,8.69,8.54,1.96,36.71,36.07,14.73,,,,,96.47,0.00,0.00,9.96,9.92,14.37,17.14,14.63,12.43,-30.19,11.37,14.34,11313.00,0.00,102.54,104.40,226.47,5.43,5.22,11.76,12.39,8.89,9.15,50.16,86.67,182.27,6.87,116.50,0.00,0.00,223.61
Camex,524440,,Dyes And Pigments,58.60,5.12,5.34,1.02,31.92,29.93,21.28,10.53,10.04,9.33,13.39,13.79,0.00,0.00,7.36,6.93,8.15,8.47,5.96,6.23,-4.81,1.87,2.97,3658.00,0.00,70.78,97.80,81.94,2.87,3.17,16.40,16.08,14.37,14.45,20.32,32.51,27.61,21.03,86.91,0.00,0.00,59.82
Camlin Fine,532834,CAMLINFINE,Chemicals,116.35,3.98,1.98,9.59,46.87,33.25,14.07,2.16,2.09,2.22,2.68,0.00,0.00,0.00,7.29,9.30,7.65,11.15,4.48,2.69,,11.19,10.59,52278.00,0.00,69.37,83.24,85.64,2.02,0.89,42.04,36.71,41.56,40.67,1790.72,603.24,928.20,180.59,116.16,-4.27,-14.84,1948.81
Campus Activewe.,543523,CAMPUS,Leather / Leather Products,310.35,20.06,21.56,,,,,2.19,3.25,,,0.00,0.00,0.00,23.86,21.83,22.19,22.19,,,-7.58,16.35,,191736.00,0.00,38.03,50.39,86.39,9.38,10.64,95.04,95.04,95.04,95.04,,,,,107.51,,,9475.14
Cams Services,543232,CAMS,Miscellaneous,4368.50,38.46,41.31,,105.73,,,,,,,0.00,0.00,193.88,50.43,47.31,45.70,45.70,,,6.17,43.70,,460465.00,65.16,14.49,15.00,13.85,25.23,28.04,43.00,43.97,43.97,43.97,9008.77,,,,22.12,31.40,-2.40,21502.01
Can Fin Homes,511196,CANFINHOME,Finance - Housing,836.60,18.40,18.08,13.31,196.00,161.47,58.00,,,,,0.00,0.00,43.94,8.28,8.56,8.91,9.47,18.80,18.67,0.69,91.41,92.04,89487.00,8.87,0.15,0.13,0.03,2.02,2.02,15.21,16.23,15.45,15.29,8172.33,4645.08,5647.30,466.25,-40.23,11.53,10.47,11139.67
Canara Bank,532483,CANBK,Banks - Public Sector,110.49,10.51,14.35,261.36,75.80,79.99,124.32,,,,,0.00,0.00,1255.38,5.48,5.34,5.05,5.47,6.50,7.70,61.74,48.22,50.97,635556.00,19.24,0.00,0.00,0.00,0.49,0.80,6.02,7.03,7.31,6.79,25063.38,21941.88,18083.26,13044.74,-102.83,7.99,-1.16,100221.63
Canarys,,CANARYS,Computers - Software - Medium / Small,50.35,,48.39,,,,,4.05,,,,0.00,50.63,0.09,36.95,36.53,36.53,36.53,,,,15.12,,,1.79,199.97,147.74,,,14.30,33.29,33.29,33.29,33.29,,,,,133.99,,,282.89
Candour Techtex,522292,,Trading,41.95,1.96,2.88,1.61,12.81,12.13,13.66,25.47,2.23,14.00,6.15,0.00,0.00,0.00,5.18,4.20,4.39,2.73,1.19,2.33,,1.50,1.09,4107.00,0.00,7.47,169.01,208.38,1.09,1.75,52.80,59.44,60.20,72.40,95.55,57.96,23.89,9.02,-0.53,0.01,0.00,71.05
Cantabil Retail,533267,CANTABIL,Textiles - Products,278.35,22.81,27.43,8.16,15.20,14.47,8.87,0.74,1.12,0.95,0.97,0.00,0.00,3.07,21.59,18.29,16.72,14.30,18.57,21.40,13.97,27.12,22.16,8876.00,7.58,6.88,5.64,23.34,7.26,9.74,33.96,29.01,32.32,35.65,617.06,469.69,124.68,28.23,97.86,4.45,0.00,2328.06
Capacit'e Infra.,540710,CAPACITE,Construction,328.45,7.11,8.22,0.49,136.79,136.38,,3.56,6.86,2.99,3.44,0.00,0.00,0.00,14.48,12.74,14.88,22.29,10.14,8.40,-5.26,17.37,16.20,44252.00,0.00,93.87,118.57,108.35,2.88,3.40,16.71,17.59,17.59,15.89,1369.71,1539.78,,,145.05,2.08,-10.77,2778.82
Capfin India,539198,,Finance & Investments,423.85,-1.12,-2.75,0.29,10.47,11.55,,,,,129.60,0.00,0.00,0.00,-4.87,-2.37,-1.51,-2.15,-1.73,-0.69,,-33.98,-13.42,308.00,0.00,0.00,0.00,0.00,-1.33,-2.93,1027.71,35.00,35.71,45.40,1.36,0.86,0.60,,345.60,0.00,0.00,121.42
Capital India,530879,,Finance & Investments,110.10,-1.15,-2.92,,72.41,67.09,,5.69,10.00,,,0.00,0.00,0.62,2.95,4.04,4.25,4.25,,,,12.69,,1342.00,-9.98,9.06,7.53,0.00,-0.87,-2.34,496.67,61.49,61.49,67.74,1125.59,1049.41,7.02,13.74,-79.02,0.00,0.00,855.85
Capital Small,544120,CAPITALSFB,Banks - Private Sector,328.15,13.83,16.15,,,,,,,,,0.00,0.00,3.13,6.69,6.62,6.62,6.62,,,,65.53,,,4.89,0.00,0.00,0.00,0.96,1.19,13.84,13.84,13.84,13.84,,,,,-7.27,,,1478.07
Capital Trade Lk,538476,,Finance & Investments,48.98,12.28,14.87,5.00,4.09,3.83,1.05,-0.56,0.46,2.97,14.40,0.00,0.00,0.00,11.76,10.34,10.11,8.91,10.43,11.48,20.21,51.98,29.71,5408.00,0.00,0.00,0.00,0.77,4.19,4.28,39.82,29.79,23.52,26.92,35.95,20.65,161.35,,-49.71,0.00,0.00,298.68
Capital Trust,511505,CAPTRUST,Finance & Investments,138.25,-13.09,-18.21,0.75,79.57,94.17,25.29,,,,,0.00,0.00,0.00,-0.91,2.41,5.94,12.46,2.53,-3.40,-32.15,12.90,37.68,8613.00,0.00,0.00,0.00,0.00,-4.76,-6.14,34.92,18.21,22.55,20.35,154.70,357.50,728.65,14.48,12.20,17.27,-17.27,226.20
Caplin Point Lab,524742,CAPLIPOINT,Pharmaceuticals - Indian - Formulations,1639.35,25.37,24.73,7.56,128.14,115.45,8.17,2.34,3.10,9.82,10.46,0.00,0.00,25.01,27.02,28.30,35.74,44.45,28.19,27.11,-8.83,31.12,31.48,78956.00,7.78,102.05,96.08,89.92,20.06,19.29,20.03,21.45,19.00,18.03,3051.81,3038.07,2935.03,71.06,180.71,2.23,0.01,12460.75
Capri Global,531595,CGCL,Finance & Investments,214.03,9.05,8.34,82.15,20.90,18.75,12.97,,,,0.00,0.00,0.00,8.75,9.45,10.17,10.12,9.96,8.31,8.84,-5.89,61.08,61.21,7432.00,4.58,11.03,0.75,5.35,2.91,2.47,68.67,28.22,44.93,60.10,7375.58,3387.45,1081.26,489.02,-111.83,0.98,9.30,17656.19
Capricorn System,512169,,Computers - Software - Medium / Small,10.11,-2.44,-0.45,0.40,8.76,9.91,13.74,,,,,0.00,0.00,0.00,0.02,-2.10,-0.94,-0.08,-0.47,-1.55,,-6.05,1.11,749.00,0.00,13.83,2.77,3.94,-2.30,-0.45,120.30,158.75,108.00,110.10,3.16,2.07,7.47,11.91,71.75,0.00,0.00,4.04
Caprihans India,509486,,Plastics Products,144.80,,,1.31,121.02,105.47,86.08,3.92,4.69,5.11,6.11,0.00,0.00,0.00,6.46,9.11,7.79,9.08,,,,6.51,5.84,7315.00,0.00,81.57,94.29,99.55,0.43,-4.30,8.49,14.00,13.63,8.38,106.12,78.87,129.37,51.62,29.14,0.00,-3.70,190.12
Caprolactam Chem,507486,,Chemicals,53.42,15.53,11.35,0.46,8.87,7.61,3.17,13.89,14.00,4.81,5.95,0.00,0.00,0.00,9.50,14.78,14.90,14.36,14.73,15.59,-30.02,34.59,29.71,7924.00,0.00,21.36,27.19,2.81,6.53,3.49,39.86,25.68,35.90,35.90,15.09,4.37,6.15,6.95,-151.64,0.00,0.00,24.57
Captain Pipes,538817,,Plastics Products,17.49,9.82,11.88,12.50,0.73,0.71,0.70,3.61,3.55,2.78,5.35,0.00,0.00,0.00,18.37,16.98,13.93,14.53,6.33,6.45,38.91,5.88,5.82,909.00,0.00,49.38,52.52,42.27,3.84,5.60,71.50,74.06,69.75,70.13,8.38,12.50,41.50,,50.82,0.00,0.00,258.34
Captain Polyplas,536974,,Plastics Products,55.38,14.64,11.70,5.04,12.37,10.60,4.20,3.49,3.78,3.85,4.94,0.00,0.00,0.08,13.14,15.87,17.57,19.85,15.39,15.31,1.29,11.04,11.58,20235.00,0.00,208.18,229.93,220.79,4.27,3.53,20.98,22.66,21.12,18.89,209.83,131.74,140.06,32.10,217.11,0.00,0.00,306.69
Captain Techno.,540652,,Castings & Forgings,276.00,16.63,17.02,0.41,14.73,12.45,,6.30,5.12,3.84,5.23,0.00,0.00,0.12,19.16,18.44,17.46,16.84,16.06,15.66,15.98,9.57,10.07,295.00,4.79,130.96,155.94,153.14,7.55,7.63,41.53,21.01,21.43,39.65,26.55,20.91,,,100.65,0.00,0.00,281.80
Carborundum Uni.,513375,CARBORUNIV,Abrasives And Grinding Wheels,1665.95,15.17,15.33,18.82,112.42,98.11,57.86,2.60,2.42,2.75,2.48,0.00,0.00,63.60,19.83,19.45,19.67,18.25,14.39,15.10,0.67,15.65,15.54,57158.00,17.50,51.71,66.24,69.76,11.98,11.89,49.94,33.83,37.22,43.79,9659.65,7761.94,5480.52,2752.51,81.70,5.02,0.33,31695.97
CARE Ratings,534804,CARERATING,Miscellaneous,979.55,14.02,13.14,2.90,199.86,181.01,123.78,,,,,0.00,0.00,57.18,18.32,19.05,24.50,30.06,20.16,17.34,-9.55,34.67,48.40,59504.00,69.82,25.31,31.38,54.08,12.57,11.72,22.47,24.21,20.98,20.21,1210.86,2915.48,4985.20,2260.33,624.78,-0.15,7.68,2928.34
Career Point,533260,CAREERP,Miscellaneous,527.60,4.88,6.01,1.81,246.15,247.16,186.86,0.81,5.37,0.20,6.00,0.00,0.00,2.54,7.32,6.36,6.60,6.31,4.71,5.03,14.73,40.82,34.95,14216.00,8.81,83.91,312.77,186.29,4.03,5.05,13.07,10.75,9.22,10.10,237.33,126.60,193.30,137.99,718.77,0.16,0.00,959.86
Cargosol Logist.,543621,,Miscellaneous,34.99,12.12,10.04,,,,,,,,,0.00,0.00,0.00,11.82,12.87,12.87,12.87,,,,4.36,,451.00,0.00,71.85,94.68,102.30,4.55,4.26,8.43,8.43,8.43,8.43,,,,,44.05,,,35.69
Cargotrans Marit,543618,,Miscellaneous,63.00,24.97,23.58,,,,,,,,,0.00,0.00,0.00,30.76,29.35,29.90,29.90,,,-11.44,4.41,,213.00,0.00,37.78,48.69,38.99,13.00,14.65,4.95,4.95,4.95,4.95,,,,,28.55,,,25.70
Carnation Inds.,530609,,Castings & Forgings,6.95,,,0.35,-1.30,21.38,47.06,0.07,0.05,5.32,6.31,,0.00,0.00,-81.63,-34.70,-23.95,-9.58,,,,,,2268.00,0.00,0.00,-22995.00,1980.12,-26.68,-41.49,0.60,6.08,0.58,0.58,1.39,3.28,16.21,4.67,0.00,0.00,0.00,2.40
Cartrade Tech,543333,CARTRADE,Miscellaneous,892.85,0.91,-0.50,,,,,3.65,40.42,,,0.00,0.00,0.00,0.76,1.52,1.52,0.49,,,,3.50,,343391.00,0.00,51.59,69.15,54.07,1.37,-0.23,56.36,56.36,56.36,56.36,,,,,121.61,,,4217.56
Carysil,524091,CARYSIL,Ceramics - Tiles / Sanitaryware,795.10,20.51,21.04,2.33,71.71,59.12,17.88,2.28,2.25,1.96,1.90,76.37,0.00,5.13,20.66,20.10,18.40,18.47,18.42,19.06,5.11,19.48,18.57,61770.00,9.79,70.87,97.84,78.80,9.60,9.85,35.49,29.96,26.13,27.92,821.94,287.73,281.53,82.73,119.05,2.14,4.21,2259.32
Caspian Corporat,534732,,Miscellaneous,70.81,,,,,,,,,,,,,,10.93,10.93,10.93,10.93,,,,,,1825.00,15.98,7327.00,,,,,76.94,76.94,76.94,76.94,21.58,38.66,46.61,14.41,3611.20,0.00,0.00,298.82
Castrol India,500870,CASTROLIND,Chemicals,260.10,48.17,45.69,98.91,14.30,13.82,5.02,3.79,4.61,5.04,5.25,0.00,0.00,603.36,61.61,66.47,76.89,96.63,58.22,51.95,-8.07,25.55,26.17,289776.00,78.83,28.11,21.98,36.63,29.51,28.04,16.17,21.58,18.22,16.88,12171.15,14960.48,18825.54,15319.18,-6.61,-2.05,-0.41,25727.07
Catvision Ltd,531158,,Trading,23.60,-0.67,-0.94,0.55,33.23,32.57,23.43,1.21,1.61,4.64,2.96,0.00,0.00,0.00,0.35,1.07,3.95,6.44,2.98,1.25,9.96,2.43,5.14,3711.00,0.00,73.56,99.87,91.35,-0.45,-0.71,18.41,12.36,16.66,87.50,3.05,6.71,11.04,5.40,171.40,0.00,0.00,12.86
CCL Internationa,531900,,Construction,31.15,-0.66,-0.26,1.92,23.92,23.67,19.21,3.31,2.43,2.13,5.98,0.00,0.00,0.00,1.12,1.32,2.57,2.87,0.20,0.26,-4.13,10.71,7.05,2408.00,0.00,206.06,112.97,109.27,-0.46,-0.23,50.69,20.57,18.97,20.00,32.92,18.62,40.30,1708.32,554.68,-0.01,0.00,59.78
CCL Products,519600,CCL,Tea,649.70,17.84,17.58,13.30,81.73,69.79,31.69,2.23,2.70,4.01,3.76,0.00,0.00,63.86,14.61,15.74,17.22,19.61,19.38,18.38,-4.18,20.54,21.01,60918.00,27.90,75.30,87.70,79.38,10.53,10.09,30.08,26.76,26.99,27.61,3112.19,3791.30,4574.83,676.45,195.89,-0.56,3.98,8675.31
CDG Petchem,534796,,Trading,28.06,-16.27,-51.04,,14.10,14.59,,0.37,0.37,14.67,,0.00,0.00,0.00,2.54,7.16,13.66,13.66,,-5.60,,0.79,,1620.00,0.00,84.30,159.81,84.75,-1.94,-4.21,32.14,16.44,16.44,15.42,7.08,14.62,7.03,5.97,79.35,0.00,0.00,8.64
CEAT,500878,CEATLTD,Tyres,2675.50,10.32,9.33,4.05,819.85,718.89,415.88,4.37,4.25,4.63,5.17,0.00,0.00,60.68,12.02,12.16,12.68,16.07,12.46,10.33,11.42,10.78,11.01,91364.00,20.67,42.13,44.20,36.91,3.95,3.36,22.24,15.20,16.81,16.34,6296.26,4530.01,5359.03,1588.34,-26.18,-5.25,3.43,10822.42
Ceejay Finance,530789,,Finance & Investments,236.35,9.99,10.14,0.34,151.01,138.67,77.30,,,,,0.00,0.00,0.37,13.03,12.42,13.08,14.23,11.39,10.71,-3.16,56.10,60.01,2830.00,6.43,0.00,0.00,0.00,6.58,6.89,7.53,7.04,7.55,7.42,26.58,34.33,21.44,6.55,-27.88,0.00,0.00,81.54
Ceenik Exports,531119,,Textiles - Products,1016.75,-7.11,-3.07,0.34,31.49,33.28,58.90,,2.08,1.26,0.68,0.00,0.00,0.00,5.34,3.58,1.92,1.58,-8.77,-10.80,18.43,,,1170.00,0.00,0.00,,240.28,-2.51,-1.18,412.75,74.97,409.03,409.03,2.16,2.65,2.86,1.88,821.25,0.00,0.00,340.61
Ceeta Industries,514171,,Food - Processing - Indian,35.00,-2.14,-4.07,1.45,17.69,17.36,13.09,4.04,2.93,1.37,1.65,0.00,0.00,0.00,-2.17,-0.79,0.94,3.37,1.44,-0.50,,-34.56,-9.51,20223.00,0.00,29.20,153.95,6.47,-1.45,-2.97,52.38,9.98,15.93,21.18,14.05,6.38,15.55,4.06,735.93,0.00,0.00,50.75
Ceinsys Tech,538734,,Computers - Software - Medium / Small,596.30,14.32,14.35,1.00,80.18,80.92,36.81,3.18,3.69,1.90,1.32,0.00,0.00,3.18,16.53,16.72,15.22,16.06,13.02,12.77,27.74,15.98,15.87,5069.00,19.81,150.10,247.08,233.48,6.82,8.15,18.53,18.73,18.92,17.10,137.74,117.84,127.62,,199.99,0.00,0.00,974.32
Celebrity Fash.,532695,CELEBRITY,Textiles - Products,18.03,17.95,27.66,3.90,0.76,2.02,-6.18,2.41,2.32,2.85,4.42,91.33,0.00,0.00,13.04,9.94,9.86,8.26,,,,5.80,5.51,17915.00,0.00,55.82,85.49,53.76,1.38,3.23,11.35,11.08,10.46,10.47,26.75,40.60,66.47,27.77,69.32,6.12,0.00,101.96
Cell Point,,CELLPOINT,Trading,34.50,,20.41,,,,,8.28,,,,0.00,0.00,0.00,18.50,17.82,17.82,17.82,,,,4.03,,3256.00,0.00,0.32,0.42,,,3.87,9.15,9.15,9.15,9.15,,,,,36.94,,,64.47
Cella Space,532701,,Miscellaneous,12.35,,,1.64,-12.65,-12.82,19.19,,,0.73,7.66,0.00,0.00,0.00,10.18,9.03,2.41,-8.04,,,,58.79,-8.61,7337.00,0.00,23.08,36.72,,0.01,2.08,27.02,20.24,20.24,28.35,10.38,10.28,11.37,24.28,-49.92,0.00,0.00,24.89
Cellecor Gadgets,,CELLECOR,Trading,305.65,,114.09,,,,,,,,,,,,107.17,107.17,107.17,107.17,,,,,,,0.00,5.95,,,,19.33,0.69,0.69,0.69,0.69,,,,,25.95,,,640.88
Cello World,544012,CELLO,Trading,951.25,,,,,,,,,,,0.00,,,45.86,45.86,45.86,45.86,,,,,,,3.21,104.85,129.18,,,19.21,59.63,59.63,59.63,59.63,,,,,129.56,,,21011.69
Cenlub Industrie,522251,,Engineering,390.00,14.86,17.06,0.41,71.95,63.12,36.53,7.00,4.89,3.94,3.24,0.00,0.00,0.00,20.76,17.78,17.99,16.53,14.01,15.12,-0.09,15.57,14.95,6611.00,0.00,83.70,152.74,97.97,9.38,11.92,10.33,9.15,8.87,9.68,26.28,29.73,24.27,7.79,50.36,0.00,0.00,181.85
Centenial Surgic,531380,,Healthcare,106.20,3.28,2.88,0.36,81.05,78.39,58.14,0.31,0.80,0.80,1.14,0.00,0.00,0.00,8.50,9.00,9.49,10.35,5.11,4.20,-13.72,10.35,9.82,900.00,0.00,145.74,221.39,134.80,1.47,1.30,30.57,21.55,24.34,25.63,15.60,18.02,26.89,17.20,272.08,0.00,0.00,38.76
Central Bank,532885,CENTRALBK,Banks - Public Sector,62.62,2.47,6.30,165.83,45.10,37.72,106.95,,,,,0.00,0.00,0.00,4.55,4.37,4.13,4.58,-4.89,-4.48,18.04,51.63,51.05,434384.00,0.00,0.00,0.00,0.00,0.14,0.45,15.67,17.26,15.67,15.67,9577.17,14428.27,20096.44,6731.94,39.66,0.15,0.07,54360.04
Centrum Capital,501150,CENTRUM,Finance & Investments,41.36,-16.39,-22.56,41.60,13.93,14.94,6.17,,,0.09,0.35,0.00,0.00,0.00,5.99,6.29,5.51,7.92,-13.21,-18.22,11.20,37.92,9.69,41110.00,0.00,11.22,24.82,29.11,-1.49,-1.48,,56.69,80.60,239.00,1171.13,1325.06,1454.03,1017.95,-1350.60,-0.08,0.00,1720.71
Centum Electron,517544,CENTUM,Electronics - Components,1691.95,3.83,1.02,1.26,173.14,159.21,133.77,1.63,1.53,1.50,2.68,0.00,0.00,4.90,7.96,8.74,7.91,12.10,7.74,3.61,,9.28,9.38,12647.00,158.82,108.04,96.50,107.60,0.90,0.44,154.32,27.75,57.74,52.68,486.85,567.09,747.44,231.74,59.47,0.37,1.61,2182.08
Century Enka,500280,CENTENKA,Textiles - Manmade,574.85,7.90,8.06,2.19,498.33,468.98,327.74,4.07,4.77,4.82,4.48,0.00,0.00,20.10,10.98,9.80,10.01,10.71,7.79,7.66,-15.63,8.21,9.13,46494.00,27.88,40.37,69.36,41.75,6.54,6.81,6.89,7.76,7.08,6.88,553.91,551.18,934.55,310.82,91.59,0.19,4.27,1256.05
Century Extrus.,500083,CENTEXT,Aluminium and Aluminium Products,27.06,9.12,10.86,8.00,6.61,6.31,4.62,4.42,5.16,7.32,7.86,0.00,0.00,0.00,17.11,15.02,14.66,13.64,7.82,9.10,2.97,6.35,5.93,39426.00,0.00,40.02,47.46,40.17,4.00,4.99,13.54,14.67,13.51,14.13,34.00,47.20,43.20,10.24,68.87,0.15,-0.01,216.48
Century Plyboard,532548,CENTURYPLY,Miscellaneous,713.20,18.24,19.84,22.22,57.04,49.08,17.52,2.91,2.91,3.09,2.76,0.00,0.00,20.02,24.96,21.88,20.60,21.84,20.63,18.28,-0.84,15.00,15.38,60141.00,5.49,40.24,51.86,47.33,12.07,13.96,39.32,35.01,36.86,39.32,7071.51,4628.43,5766.09,606.61,62.53,-0.75,4.73,15845.38
Century Textiles,500040,CENTURYTEX,Paper,2251.50,3.99,3.48,,313.73,311.50,,1.03,1.73,1.52,,0.00,0.00,40.21,7.04,5.90,21.64,21.64,,29.95,-63.56,12.99,,73789.00,52.63,15.82,22.02,18.87,2.05,1.71,75.02,46.64,46.64,58.00,5194.61,4734.07,5343.17,153.46,110.51,-0.99,2.02,25148.28
Cera Sanitary.,532443,CERA,Ceramics - Tiles / Sanitaryware,8938.90,16.96,18.42,1.30,672.31,594.26,270.42,3.55,3.20,4.06,3.63,0.00,0.00,44.46,24.10,21.49,23.01,25.47,17.86,17.08,1.61,14.91,14.94,43816.00,31.36,39.64,62.78,80.69,11.53,12.94,42.43,37.01,39.25,40.84,5081.80,4012.84,3922.90,1118.88,46.68,6.11,-3.82,11625.82
Cerebra Integr.,532413,CEREBRAINT,Computers - Hardware,9.67,1.46,-0.72,8.43,24.13,24.29,15.76,2.36,16.21,28.70,16.35,0.00,0.00,0.00,1.82,4.01,8.21,7.32,3.42,3.33,,9.05,7.82,40562.00,0.00,581.54,889.02,321.08,0.77,-0.69,31.39,28.38,22.39,23.25,628.35,309.03,420.39,28.62,454.77,0.00,-17.41,117.19
CESC,500084,CESC,Power Generation And Supply,179.57,12.93,12.55,132.56,74.48,71.00,45.48,8.97,9.06,6.84,5.29,0.00,0.00,532.88,11.85,12.37,12.43,11.57,10.88,12.56,-2.38,21.46,23.84,310987.00,44.11,56.99,72.64,59.52,3.75,3.74,7.90,9.93,8.25,7.63,7868.76,9686.16,8794.03,4940.13,22.56,0.19,-0.95,23803.27
CFF Fluid,543920,,Engineering,786.45,,62.69,,,,,0.53,,,,0.00,0.00,0.19,36.70,29.50,29.50,29.50,,,,25.69,,,1.90,57.28,165.91,,,16.38,55.95,55.95,55.95,55.95,,,,,171.34,,,1531.54
CG Power & Ind,500093,CGPOWER,Electric Equipment,731.65,,71.03,62.67,-0.91,-31.21,68.58,4.92,4.29,5.04,2.53,0.00,0.00,85.53,50.47,31.09,22.35,16.24,,,42.84,10.29,5.93,176210.00,12.57,66.77,72.28,77.39,11.10,21.25,69.59,65.87,68.38,68.38,8951.21,2676.01,4866.33,3048.90,-15.46,3.94,4.65,111821.00
CG-VAK Software,531489,,Computers - Software - Medium / Small,378.50,21.08,21.19,0.51,62.65,50.41,27.77,,,,,0.00,0.00,0.48,27.62,27.25,24.99,21.28,18.07,19.95,-3.10,20.22,15.52,6440.00,5.10,52.66,60.19,62.21,17.50,18.10,17.94,12.93,15.84,14.88,50.48,21.41,16.11,2.23,54.11,0.00,0.00,191.15
Chalet Hotels,542399,CHALET,Hotels,822.70,4.32,7.91,15.21,69.07,75.82,,0.13,0.36,0.36,0.15,0.00,0.00,0.00,6.44,4.91,5.46,4.70,1.06,3.77,110.59,34.25,29.97,36784.00,0.00,21.54,39.12,17.63,1.20,2.23,63.42,67.29,67.29,64.21,2999.50,6920.58,,,43.54,2.28,3.60,17943.11
Challani Capital,530747,,Finance & Investments,19.55,4.85,13.50,0.90,14.41,8.48,16.07,,,,,0.00,0.00,0.00,12.02,6.67,2.22,0.62,,-2.15,20.20,23.46,-334.27,2014.00,0.00,0.00,0.00,0.00,6.14,11.96,21.76,18.42,19.94,19.94,2.91,3.12,3.15,,439.68,0.00,0.00,29.33
