Name,BSE Code,NSE Code,Industry,Current Price,Sales,OPM,Profit after tax,Return on capital employed,EPS,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Tax last year,Profit after tax last year,Extraordinary items last year,Net Profit last year,Dividend last year,Material cost last year,Employee cost last year,OPM last year,NPM last year,Operating profit,Interest,Depreciation,EPS last year,EBIT,Net profit,Current Tax,Tax,Other income,Last annual result date,Sales preceding year,Operating profit preceding year,Other income preceding year,EBIDT preceding year,Depreciation preceding year,EBIT preceding year,Interest preceding year,Profit before tax preceding year,Tax preceding year,Profit after tax preceding year,Extraordinary items preceding year,Net Profit preceding year,Dividend preceding year,OPM preceding year,NPM preceding year,EPS preceding year,Sales preceding 12months,Net profit preceding 12months,Market Capitalization
National Standar,504882,,Construction,4630.40,20.96,13.93,14.58,7.92,7.29,0.00,21.37,3.43,16.52,19.95,0.00,19.95,0.00,19.95,5.21,14.74,0.00,14.74,0.00,0.00,0.10,16.05,68.98,2.92,0.00,0.00,7.37,19.92,14.58,5.32,5.32,17.00,202403.00,17.35,1.49,10.58,12.07,0.00,12.07,0.05,12.02,3.77,8.25,0.00,8.25,0.00,8.59,47.55,4.12,21.38,14.74,9260.80
Natl. Aluminium,532234,NATIONALUM,Aluminium and Aluminium Products,185.21,13149.15,21.85,1761.89,16.95,11.22,0.00,13149.15,2872.91,677.52,3123.62,749.65,2373.97,17.21,2783.57,723.62,1761.89,426.81,2059.95,1193.82,20.12,2034.06,21.85,13.40,2872.91,17.21,749.65,11.22,2373.97,2059.95,839.71,723.62,677.52,202403.00,14254.86,2448.08,235.63,2681.15,715.80,1965.35,12.92,1954.99,410.50,1542.70,2.56,1544.49,826.49,17.17,10.82,8.41,13240.73,1566.00,34016.26
Natl. Gen. Inds.,531651,,Steel - Medium / Small,72.03,12.81,-3.67,1.46,4.98,5.42,0.00,12.81,-0.47,4.12,2.01,0.33,1.68,0.13,3.19,0.20,1.46,1.64,3.00,0.00,73.38,1.84,-3.67,11.40,-0.47,0.13,0.33,5.42,1.68,3.00,0.15,0.20,4.12,202403.00,13.39,-0.43,1.11,0.57,0.32,0.25,0.14,0.22,0.00,0.11,0.11,0.22,0.00,-3.21,0.82,0.40,11.98,2.55,39.83
Natl. Oxygen,507813,,Chemicals,134.15,45.26,2.74,-3.23,-5.70,-6.41,1.43,45.26,1.24,0.50,1.74,3.33,-1.59,1.64,-3.23,0.00,-3.23,0.00,-3.23,0.00,0.18,3.33,2.74,-7.14,1.24,1.64,3.33,-6.41,-1.59,-3.23,0.00,0.00,0.50,202403.00,47.11,3.68,0.59,4.27,3.27,1.00,1.79,-0.79,0.00,-0.79,0.00,-0.79,0.00,7.81,-1.68,-1.65,46.33,-1.55,67.64
Natl. Plastic,526616,,Plastics Products,68.32,98.38,10.20,1.77,10.37,1.77,0.00,98.38,10.03,0.31,10.75,2.69,8.06,2.04,5.61,4.00,1.77,-0.41,1.62,0.00,61.25,7.03,10.20,1.80,10.03,2.04,2.69,1.77,8.06,1.62,2.01,4.00,0.31,202403.00,112.00,11.68,0.34,11.98,2.61,9.37,3.18,6.23,1.89,4.32,0.04,4.34,0.00,10.43,3.86,4.75,100.57,4.56,62.38
Natl. Plywood,516062,,Miscellaneous,4.55,40.47,-8.85,-1.90,,-0.77,,39.79,0.15,1.32,0.97,0.33,0.64,0.20,0.94,0.22,0.34,0.50,0.72,0.00,78.31,1.71,0.38,0.85,-3.58,0.22,0.17,0.29,-1.46,-1.90,0.19,0.22,2.29,201903.00,41.66,-0.93,2.20,1.27,0.57,0.70,0.26,0.44,0.00,0.44,0.00,0.44,0.00,-2.23,1.06,,48.59,-0.70,11.21
Natl.Fertilizer,523630,NFL,Fertilizers,142.23,23560.31,2.62,150.05,6.69,3.06,0.00,23560.31,618.06,184.75,802.81,361.68,441.13,267.30,173.83,23.78,150.05,0.00,150.05,0.00,67.81,635.29,2.62,0.64,618.06,267.30,361.68,3.06,441.13,150.05,16.54,23.78,184.75,202403.00,29616.52,1077.52,194.85,1272.13,352.84,919.29,307.53,612.00,153.67,458.15,0.24,458.33,136.87,3.64,1.55,9.34,24549.56,-293.58,6977.52
Natraj Proteins,530119,,Solvent Extraction,49.36,193.73,-4.83,-12.52,3.63,-33.41,-0.81,143.57,3.10,0.10,3.20,0.43,2.77,1.76,1.01,0.30,0.71,0.00,0.71,0.00,92.60,1.19,2.16,0.49,-9.36,2.95,0.44,1.89,-9.50,-12.52,0.00,0.06,0.30,202303.00,144.64,14.16,0.26,14.40,0.40,14.00,1.07,12.95,3.60,9.35,0.02,9.36,0.00,9.79,6.46,24.98,204.91,-13.25,18.51
Natura Hue Chem,531834,,Miscellaneous,8.38,0.07,-42.86,0.05,1.12,0.12,0.00,0.07,-0.03,0.15,0.12,0.00,0.12,0.00,0.12,0.00,0.12,0.00,0.12,0.00,0.00,0.03,-42.86,171.43,-0.03,0.00,0.00,0.29,0.05,0.05,0.00,0.00,0.08,202403.00,0.05,-0.16,0.00,-0.16,0.00,-0.16,0.00,-0.16,0.00,-0.17,0.00,-0.17,0.00,-320.00,-340.00,-0.41,0.07,0.13,3.48
Natural Biocon,543207,,Trading,12.53,13.53,1.70,0.15,1.85,0.13,-11.86,13.53,0.23,0.00,0.23,0.00,0.23,0.00,0.23,0.07,0.15,0.00,0.15,0.00,93.57,0.26,1.70,1.11,0.23,0.00,0.00,0.13,0.23,0.15,0.07,0.07,0.00,202403.00,1.25,0.25,0.00,0.25,0.00,0.25,0.00,0.25,0.07,0.18,0.00,0.18,0.00,20.00,14.40,0.16,6.53,0.41,14.25
Natural Capsules,524654,,Pharmaceuticals - Indian - Bulk Drugs & Formln,315.10,155.05,12.93,5.55,4.57,5.95,0.00,155.05,20.05,1.94,21.99,8.67,13.32,5.27,8.05,2.50,5.55,0.00,5.55,0.00,50.73,12.44,12.93,3.58,20.05,5.27,8.67,5.95,13.32,5.55,1.97,2.50,1.94,202403.00,170.39,35.36,0.57,35.88,7.21,28.67,3.73,24.99,6.55,18.42,0.05,18.45,0.93,20.75,10.81,20.14,152.82,6.38,294.17
Naturite Agro,538926,,Food - Processing - Indian,94.81,9.53,5.46,0.35,2.14,0.66,0.00,9.53,0.52,0.00,0.52,0.12,0.40,0.04,0.36,0.02,0.35,0.00,0.35,0.00,77.54,0.59,5.46,3.67,0.52,0.04,0.12,0.66,0.40,0.35,0.00,0.02,0.00,202403.00,7.79,-0.06,0.01,-0.05,0.12,-0.17,0.40,-0.57,0.02,-0.59,0.00,-0.59,0.00,-0.77,-7.57,-1.11,8.99,-2.80,50.21
Naturo Indiabull,543579,,Trading,13.76,41.88,3.49,0.99,4.39,0.52,0.00,41.88,1.46,0.24,1.70,0.48,1.22,0.07,1.15,0.15,0.99,0.00,0.99,0.00,94.79,0.35,3.49,2.36,1.46,0.07,0.48,0.52,1.22,0.99,0.36,0.15,0.24,202403.00,16.16,1.60,0.10,1.70,0.25,1.45,0.06,1.39,0.35,1.04,0.00,1.04,0.00,9.90,6.44,1.02,,,25.96
Nava,513023,NAVA,Diversified - Large,923.15,3818.12,45.33,1154.57,16.27,86.57,0.01,3818.12,1730.70,241.72,1857.64,318.71,1538.93,274.60,1379.11,123.03,1154.57,114.78,1256.08,58.06,33.00,225.07,45.33,30.24,1730.70,274.60,318.71,86.57,1538.93,1256.08,151.26,123.03,241.72,202403.00,3528.15,1568.67,400.44,1942.45,306.21,1636.24,397.18,1265.72,44.03,1199.14,26.66,1221.69,87.09,44.46,33.99,84.20,3775.66,1342.49,13394.97
Navigant Corp.,539521,,Finance & Investments,37.50,7.44,21.51,1.24,18.97,3.74,4.60,7.44,1.60,0.14,1.83,0.06,1.77,0.00,1.68,0.50,1.24,-0.09,1.18,0.00,0.00,1.90,21.51,16.67,1.60,0.00,0.06,3.74,1.77,1.18,0.50,0.50,0.14,202403.00,6.22,1.20,0.10,1.33,0.07,1.26,0.00,1.23,0.36,0.88,-0.03,0.86,0.00,19.29,14.15,2.73,,,11.82
Navin Fluo.Intl.,532504,NAVINFLUOR,Chemicals,3606.20,2097.54,18.33,218.31,10.43,52.47,-0.01,2065.01,399.17,107.09,450.63,96.16,354.47,74.56,335.54,65.03,229.98,55.63,270.50,74.32,43.71,286.79,19.33,11.14,384.41,70.73,101.55,54.56,340.67,260.17,61.89,61.89,109.94,202403.00,2077.40,550.34,35.70,575.03,62.64,512.39,27.52,495.88,120.69,366.85,11.01,375.18,59.46,26.49,17.66,75.68,2065.01,270.50,17882.80
Navkar Corporat.,539332,NAVKARCORP,Miscellaneous,142.01,434.87,14.20,5.60,1.24,-0.11,0.00,434.87,61.77,-1.34,67.74,41.71,26.03,14.02,4.70,6.42,5.60,-7.31,-1.71,0.00,0.00,39.90,14.20,1.29,61.77,14.02,41.71,-0.11,26.03,-1.71,4.21,6.42,-1.34,202403.00,441.52,87.89,45.58,96.05,26.79,69.26,18.96,87.72,-4.77,78.37,37.42,92.49,0.00,19.91,17.75,6.14,420.50,-5.61,2137.52
Navkar Urban.,531494,,Construction,11.90,18.72,8.07,1.03,1.04,0.05,0.00,18.72,1.51,1.21,2.73,1.02,1.71,0.26,1.44,0.42,1.03,-0.01,1.02,0.22,85.26,0.36,8.07,5.50,1.51,0.26,1.02,0.05,1.71,1.02,0.52,0.42,1.21,202403.00,11.91,0.91,0.88,1.80,0.26,1.54,0.12,1.41,0.13,1.30,-0.01,1.29,0.22,7.64,10.92,0.06,23.83,3.00,267.06
Navneet Educat.,508989,NAVNETEDUL,Printing & Stationery,166.62,1747.84,16.92,191.69,16.24,11.12,0.00,1747.84,295.79,81.54,308.16,65.43,242.73,21.32,290.58,38.84,191.69,69.17,251.74,58.81,50.25,257.81,16.92,10.97,295.79,21.32,65.43,11.12,242.73,251.74,37.50,38.84,81.54,202403.00,1693.68,290.54,78.83,302.46,58.07,244.39,13.33,297.97,94.21,157.88,66.91,203.76,58.81,17.15,9.32,9.04,1725.01,190.37,3769.16
Navoday Enterpri,543305,,Miscellaneous,7.10,11.41,4.91,0.33,5.33,0.43,0.00,11.41,0.56,0.00,0.56,0.11,0.45,0.00,0.45,0.12,0.33,0.00,0.33,0.00,90.71,0.20,4.91,2.89,0.56,0.00,0.11,0.43,0.45,0.33,0.13,0.12,0.00,202403.00,12.47,0.33,0.03,0.36,0.14,0.22,0.00,0.22,0.05,0.16,0.00,0.16,0.00,2.65,1.28,0.21,,,5.47
Nazara Technolo.,543280,NAZARA,Telecommunications - Service Provider,981.40,1138.28,8.57,67.70,5.93,7.39,-6.38,1138.28,97.60,64.92,177.23,66.99,110.24,6.80,88.73,13.98,67.70,-14.71,74.75,0.00,7.05,186.00,8.57,7.86,97.60,6.80,66.99,7.39,110.24,74.75,40.23,13.98,64.92,202403.00,1091.00,102.40,47.40,148.80,57.10,91.70,5.90,86.80,25.40,38.18,1.00,61.40,0.00,9.39,5.45,5.95,1161.39,83.93,7511.80
NB Footwear,523242,,Leather / Leather Products,9.86,0.00,,-0.18,,-0.13,-32.48,0.00,-0.19,0.00,-0.19,0.00,-0.19,0.00,-0.19,0.00,-0.19,0.00,-0.19,0.00,,0.04,,,-0.18,0.00,0.00,-0.14,-0.18,-0.18,0.00,0.00,0.00,202403.00,0.00,-0.23,0.00,-0.23,0.00,-0.23,0.00,-0.23,0.00,-0.23,0.00,-0.23,0.00,,,-0.17,0.00,-0.19,13.31
NBCC,534309,NBCC,Miscellaneous,181.80,10432.64,4.92,533.54,32.71,2.23,0.00,10432.64,513.32,50.58,747.47,5.30,742.17,0.05,558.55,144.16,533.54,-183.57,414.38,113.40,90.50,328.70,4.92,5.28,513.32,0.05,5.30,2.23,742.17,414.38,123.04,144.16,50.58,202403.00,8754.44,344.67,38.36,552.71,5.22,547.49,5.91,371.90,93.90,386.17,-169.68,278.01,97.20,3.94,4.60,1.48,9207.99,386.52,32724.00
NBI Indl. Fin.,,NBIFIN,Finance & Investments,2446.35,12.95,82.63,7.87,0.46,32.03,0.35,12.95,10.70,0.01,10.71,0.00,10.71,0.00,10.71,2.84,7.87,0.00,7.87,0.12,0.00,1.64,82.63,60.77,10.70,0.00,0.00,32.03,10.71,7.87,2.83,2.84,0.01,202403.00,10.16,7.88,0.00,7.88,0.00,7.88,0.00,7.88,2.61,5.27,0.00,5.27,0.00,77.56,51.87,21.45,11.91,6.99,601.02
NCC,500294,NCC,Construction,344.15,20844.96,8.49,732.48,22.14,11.32,0.00,20844.96,1768.88,98.70,1900.11,211.92,1688.19,594.75,1060.91,320.50,732.48,-32.53,740.41,138.13,43.70,667.23,8.49,3.66,1768.88,594.75,211.92,11.32,1688.19,740.41,318.84,320.50,98.70,202403.00,15553.41,1458.99,143.69,1569.55,202.61,1366.94,515.22,884.85,238.64,586.40,33.13,646.21,138.13,9.38,4.00,9.70,19309.11,704.64,21607.34
NCC Blue Water,519506,,Aquaculture,9.87,0.00,,0.44,7.34,0.57,0.00,0.00,-0.18,0.77,0.59,0.00,0.59,0.00,0.59,0.15,0.44,0.00,0.44,0.00,,0.05,,,-0.18,0.00,0.00,0.57,0.59,0.44,0.09,0.15,0.77,202403.00,0.00,-0.18,0.63,0.45,0.00,0.45,0.00,0.45,0.12,0.34,0.00,0.34,0.00,,,0.44,0.00,0.39,7.65
NCL Industries,502168,NCLIND,Cement - South India,230.20,1871.35,11.12,94.20,15.94,20.83,-1.40,1871.35,208.12,18.21,226.33,55.72,170.61,22.96,147.65,53.44,94.20,0.00,94.20,18.09,27.08,66.05,11.12,5.03,208.12,22.96,55.72,20.83,170.61,94.20,41.68,53.44,18.21,202403.00,2044.47,149.12,19.23,167.46,48.49,118.97,26.92,92.94,46.95,45.48,0.89,46.00,13.57,7.29,2.22,10.17,1811.30,80.85,1041.26
NCL Res. & Finl.,530557,,Finance & Investments,0.93,10.69,10.29,1.61,1.69,0.02,0.00,10.69,1.10,0.94,2.04,0.05,1.99,0.00,1.99,0.37,1.61,0.00,1.61,0.00,63.05,0.75,10.29,15.06,1.10,0.00,0.05,0.02,1.99,1.61,0.38,0.37,0.94,202403.00,3.96,0.96,0.01,0.97,0.05,0.92,0.12,0.80,0.20,0.60,0.00,0.60,0.00,24.24,15.15,0.01,4.50,1.78,99.54
NDA Securities,511535,,Finance & Investments,39.40,6.57,18.42,0.63,11.61,1.06,0.00,6.57,1.21,0.00,1.21,0.13,1.08,0.16,0.92,0.28,0.63,0.00,0.63,0.00,0.00,1.86,18.42,9.59,1.21,0.16,0.13,1.06,1.08,0.63,0.28,0.28,0.00,202403.00,5.74,0.57,-0.12,0.57,0.12,0.45,0.10,0.23,-0.57,0.85,-0.12,0.79,0.00,9.93,14.81,1.55,5.74,1.07,23.44
NDL Ventures,500189,NDLVENTURE,Entertainment / Electronic Media Software,107.38,0.00,,1.62,2.76,0.48,1.53,0.00,-4.10,5.90,1.80,0.00,1.80,0.00,1.80,0.19,1.62,0.00,1.62,3.37,,2.04,,,-4.10,0.00,0.00,0.48,1.80,1.62,0.32,0.19,5.90,202403.00,0.00,-2.25,2.52,0.27,0.00,0.27,0.00,0.27,0.00,0.27,0.00,0.27,6.73,,62.37,0.08,0.00,1.55,361.57
NDR Auto Compon.,543214,NDRAUTO,Auto Ancillaries,1061.30,601.57,9.35,38.46,19.39,32.55,0.00,601.57,56.23,10.87,66.78,14.79,51.99,2.86,49.45,10.74,38.46,0.32,38.71,4.46,77.40,17.27,9.35,6.39,56.23,2.86,14.79,32.55,51.99,38.71,10.23,10.74,10.87,202403.00,392.78,32.66,13.01,46.55,8.68,37.87,1.79,35.20,7.09,28.81,-0.88,28.11,2.98,8.32,7.33,23.62,555.78,37.06,1262.17
NDR INVIT Trust,,NDRINVIT,Construction,105.00,42.72,71.82,18.41,,0.48,,42.72,30.68,5.47,36.15,8.12,28.03,5.97,22.06,3.67,18.41,0.00,18.41,0.00,0.00,0.01,71.82,43.09,30.68,5.97,8.12,0.48,28.03,18.41,1.07,3.67,5.47,202403.00,,,,,,,,,,,,,,,,,,,4042.50
NDTV,532529,NDTV,Entertainment / Electronic Media Software,218.18,393.94,-16.48,-59.21,-4.17,-9.13,-5.00,370.01,-28.35,22.36,-5.44,9.48,-14.92,4.59,-20.06,1.31,-19.76,-0.55,-21.37,0.00,0.00,135.12,-7.66,-5.64,-64.92,7.39,9.58,-3.14,-52.61,-60.40,0.51,0.40,21.89,202403.00,385.86,57.85,25.37,72.25,17.12,55.13,2.86,63.24,10.30,40.29,10.97,52.93,0.00,14.99,11.34,7.56,370.01,-21.37,1406.72
Nectar Lifesci.,532649,NECLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln,31.64,1685.64,9.08,4.99,5.98,0.22,0.00,1685.64,153.10,13.03,166.13,60.72,105.41,87.14,18.27,13.27,4.99,0.00,4.99,0.00,71.32,84.67,9.08,0.30,153.10,87.14,60.72,0.22,105.41,4.99,0.00,13.27,13.03,202403.00,1520.12,53.01,43.18,55.68,59.12,-3.44,79.49,-42.42,-18.24,-64.69,40.51,-24.18,0.00,3.49,-4.26,-1.08,1633.08,8.09,709.56
Neelamalai Agro,508670,,Tea,4910.30,25.34,-15.11,22.16,8.92,627.39,0.00,25.34,-3.83,45.76,24.18,0.87,23.31,0.01,41.05,2.03,22.16,17.75,39.03,3.10,11.52,17.09,-15.11,87.45,-3.83,0.01,0.87,627.39,23.31,39.03,0.80,2.03,45.76,202403.00,24.93,-3.53,33.60,29.65,0.77,28.88,0.12,29.18,1.05,27.72,0.42,28.12,1.86,-14.16,111.19,452.02,25.68,33.60,305.45
Neelkanth,512565,,Trading,35.98,5.72,7.34,0.30,3.62,0.68,0.00,5.72,0.42,0.04,0.46,0.10,0.36,0.05,0.31,0.00,0.30,0.00,0.30,0.00,106.12,0.17,7.34,5.24,0.42,0.05,0.10,0.68,0.36,0.30,0.00,0.00,0.04,202403.00,3.17,0.31,0.02,0.33,0.10,0.23,0.14,0.09,0.00,0.09,0.00,0.09,0.00,9.78,2.84,0.20,4.69,-0.09,15.69
Neelkanth Rock,531049,,Miscellaneous,15.09,0.00,,0.24,5.91,0.48,0.00,0.00,-0.20,0.66,0.46,0.00,0.46,0.13,0.33,0.09,0.24,0.00,0.24,0.00,,0.10,,,-0.20,0.13,0.00,0.48,0.46,0.24,0.09,0.09,0.66,202403.00,0.00,-0.20,0.64,0.44,0.00,0.44,0.13,0.31,0.08,0.22,0.00,0.22,0.00,,,0.44,0.00,0.26,7.61
Neeraj Paper Mkt,539409,,Trading,20.50,158.39,2.23,0.57,6.04,0.52,0.00,158.39,3.54,0.05,3.59,0.36,3.23,2.43,0.80,0.23,0.57,0.00,0.57,0.00,96.41,1.21,2.23,0.36,3.54,2.43,0.36,0.52,3.23,0.57,0.23,0.23,0.05,202403.00,219.92,3.17,0.03,3.19,0.39,2.80,2.09,0.72,0.22,0.51,0.01,0.52,0.00,1.44,0.23,0.47,166.81,0.50,22.55
Neil Industries,539016,,Finance & Investments,16.05,3.16,88.29,2.51,5.01,1.28,0.00,3.16,2.79,0.03,2.82,0.01,2.81,0.00,2.81,0.29,2.51,0.00,2.51,0.00,0.00,0.25,88.29,79.43,2.79,0.00,0.01,1.28,2.81,2.51,0.29,0.29,0.03,202403.00,3.00,2.45,0.00,2.45,0.01,2.44,0.00,2.44,0.58,1.85,0.00,1.85,0.00,81.67,61.67,0.95,3.14,2.01,31.38
Nelcast,532864,NELCAST,Castings & Forgings,144.70,1274.27,7.31,39.00,10.06,6.34,0.00,1266.94,92.26,32.07,105.87,24.14,81.73,31.58,68.61,14.21,39.77,18.46,54.41,3.48,44.15,74.41,7.28,3.14,93.14,32.10,24.17,6.25,81.85,55.20,12.58,14.40,32.73,202403.00,1263.97,79.75,15.76,95.89,24.01,71.88,31.18,40.32,10.58,30.02,-0.38,29.74,3.48,6.31,2.38,3.42,1266.94,54.42,1258.91
NELCO,504112,NELCO,Telecommunications - Equipment,872.70,315.58,18.15,22.50,23.37,9.86,0.00,320.30,60.07,2.83,62.82,22.14,40.68,7.25,33.51,9.84,23.62,0.08,23.67,5.02,11.02,43.43,18.75,7.37,57.27,6.11,22.21,10.37,37.35,22.50,15.82,9.06,2.29,202403.00,313.33,61.72,2.56,64.29,27.78,36.51,8.68,27.82,7.97,19.86,-0.01,19.85,4.56,19.70,6.34,8.70,320.30,23.67,1991.50
Neo Infracon,514332,,Construction,16.02,3.83,-7.31,-0.13,2.44,-0.24,3.09,3.83,-0.28,1.02,0.74,0.23,0.51,0.57,-0.06,0.06,-0.13,0.00,-0.13,0.00,63.97,0.68,-7.31,-3.39,-0.28,0.57,0.23,-0.24,0.51,-0.13,0.06,0.06,1.02,202403.00,6.43,-0.70,1.52,0.82,0.21,0.61,0.73,-0.12,0.04,-0.17,0.00,-0.17,0.00,-10.89,-2.64,-0.32,7.23,0.41,8.51
Neogem India,526195,,Diamond Cutting / Jewellery,2.80,0.00,,-0.80,-3.38,-0.98,0.00,0.00,-0.80,0.00,-0.80,0.00,-0.80,0.00,-0.80,0.00,-0.80,0.00,-0.80,0.00,,0.00,,,-0.80,0.00,0.00,-0.98,-0.80,-0.80,0.00,0.00,0.00,202403.00,0.00,-0.08,0.01,-0.07,0.00,-0.07,0.00,-0.07,0.00,-0.07,0.00,-0.07,0.00,,,-0.09,0.00,-0.76,2.29
Neogen Chemicals,542665,NEOGEN,Chemicals,1631.30,690.67,15.93,35.65,9.38,13.51,0.00,690.67,110.05,7.65,117.70,22.87,94.83,42.06,52.77,17.12,35.65,0.00,35.65,5.28,55.38,62.00,15.93,5.16,110.05,42.06,22.87,13.51,94.83,35.65,12.24,17.12,7.65,202403.00,686.18,111.62,4.55,116.17,16.20,99.97,28.94,71.03,21.06,49.97,0.00,49.97,7.48,16.27,7.28,20.04,694.95,33.04,4303.64
Nephro Care,,NEPHROCARE,Healthcare,316.55,17.09,21.36,1.94,72.04,38.80,,17.09,3.65,0.00,3.65,0.79,2.86,0.15,2.71,0.76,1.94,0.00,1.94,0.00,28.61,1.13,21.36,11.35,3.65,0.15,0.79,38.80,2.86,1.94,0.86,0.76,0.00,202303.00,3.42,0.14,-0.01,0.14,0.11,0.03,0.02,0.00,0.01,-0.40,-0.01,-0.01,0.00,4.09,-11.70,-0.20,,,521.88
NESCO,505355,NESCO,Construction,883.70,682.93,62.41,356.48,22.39,50.59,0.00,678.18,426.26,104.94,531.20,54.17,477.03,14.05,462.98,100.20,362.78,0.00,362.78,42.27,8.76,49.21,62.85,53.49,426.24,14.31,52.01,51.49,484.20,356.48,107.38,113.43,109.97,202403.00,546.00,367.51,44.44,430.63,32.77,397.86,12.21,366.97,76.33,305.12,-18.68,290.64,31.70,67.31,55.88,41.25,678.17,362.79,6226.55
Nestle India,500790,NESTLEIND,Food - Processing - MNC,2495.10,19718.78,24.26,3237.21,169.08,33.65,0.00,24393.89,5813.15,158.99,5961.11,537.78,5423.33,145.49,5288.87,1356.03,3924.64,11.03,3932.84,3104.72,37.53,2336.06,23.83,16.09,4783.14,112.21,441.43,40.79,4471.15,3244.46,1076.99,1123.68,138.64,202403.00,16896.96,3706.29,107.26,3807.29,403.01,3404.28,154.57,3255.97,865.45,2385.93,6.26,2390.52,2121.24,21.93,14.12,24.79,19563.36,3196.20,240566.85
Net Avenue,,CBAZAAR,Trading,15.00,26.19,-9.51,-2.09,-37.72,-0.74,0.00,26.19,-2.49,1.22,-1.78,0.14,-1.92,0.17,-1.58,0.00,-2.09,0.51,-1.58,0.00,22.03,5.39,-9.51,-7.98,-2.49,0.17,0.14,-0.74,-1.92,-1.58,0.00,0.00,1.22,202403.00,33.44,1.68,1.08,2.76,0.17,2.59,0.84,1.75,-0.01,1.76,0.00,1.76,0.00,5.02,5.26,14.21,,,32.18
Netlink Solns(I),509040,,Computers - Software - Medium / Small,141.90,1.97,18.27,8.84,53.48,34.95,-6.58,1.96,0.54,10.55,11.09,0.18,10.91,0.00,10.91,1.71,9.20,0.00,9.20,0.00,9.18,0.80,27.55,469.39,0.36,0.00,0.19,36.38,10.54,8.84,1.71,1.71,10.37,202403.00,2.09,0.73,5.10,5.72,0.18,5.54,0.00,5.65,0.88,4.68,0.11,4.77,0.00,34.93,223.92,18.86,1.97,9.20,35.89
Nettlinx,511658,,Telecommunications - Service Provider,99.92,32.90,37.78,7.45,18.64,3.08,-1.60,32.75,13.16,0.14,13.30,0.99,12.31,1.01,11.30,3.14,8.15,0.00,8.15,0.97,0.00,8.50,40.18,24.89,12.43,1.10,0.99,3.38,11.57,7.45,3.02,3.02,0.13,202403.00,21.64,0.97,1.37,2.31,0.99,1.32,1.04,0.31,0.53,-0.03,0.03,-0.22,0.47,4.48,-0.92,-0.01,32.75,8.15,241.57
Netweb Technol.,543945,NETWEB,Computers - Hardware,2346.05,813.59,14.00,86.25,38.43,15.34,0.00,724.08,102.64,11.78,114.17,6.25,107.92,6.21,101.96,26.06,75.72,0.25,75.90,11.27,75.20,50.31,14.18,10.46,113.90,6.03,7.40,13.47,121.86,86.25,29.36,29.59,15.36,202403.00,444.97,70.01,0.68,70.69,3.66,67.03,4.07,62.96,16.03,46.94,0.00,46.94,2.55,15.73,10.55,9.22,724.07,75.90,13223.71
Network People,,NPST,Computers - Software - Medium / Small,2691.95,161.93,33.56,37.18,122.89,19.17,0.00,127.55,41.09,2.64,43.73,8.30,35.43,0.03,35.40,8.69,26.72,0.00,26.72,0.00,3.79,31.30,32.21,20.95,54.35,0.03,7.71,13.78,50.28,37.18,13.35,13.07,3.64,202403.00,40.82,12.08,0.30,12.42,3.63,8.79,0.01,8.74,2.22,6.55,-0.04,6.52,0.00,29.59,16.05,3.36,127.55,26.72,5218.61
Netwrk.18 Media,532798,NETWORK18,Entertainment / Electronic Media Software,93.28,9199.43,-7.92,-317.43,-0.28,-3.03,0.00,9297.45,-664.17,807.63,143.46,210.06,-66.60,322.39,-388.99,7.80,-253.75,0.00,-396.79,0.00,0.00,1315.48,-7.14,-4.27,-728.18,404.47,239.13,-2.42,-206.11,-623.57,1.95,12.99,761.20,202403.00,6222.99,137.30,183.33,320.61,127.74,192.87,208.87,-15.98,-0.23,-15.77,0.02,-15.75,0.00,2.21,-0.25,-0.80,9297.45,-396.79,9765.94
Neueon Towers,532887,,Transmisson Line Towers / Equipment,2.80,0.09,-1244.44,-93.70,,-16.57,,0.09,-1.12,1.44,0.32,94.02,-93.70,0.00,-93.70,0.00,-93.70,0.00,-93.70,0.00,0.00,0.00,-1244.44,-104111.11,-1.12,0.00,94.02,-16.57,-93.70,-93.70,0.00,0.00,1.44,202403.00,0.08,-0.91,1.44,0.53,93.78,-93.25,0.00,-93.25,0.00,-93.25,0.00,-93.25,0.00,-1137.50,-116562.50,-16.49,0.06,-93.74,15.83
Neuland Labs.,524558,NEULANDLAB,Pharmaceuticals - Indian - Bulk Drugs,11077.75,1635.19,29.91,320.52,33.26,261.94,-0.02,1558.58,463.00,12.14,475.54,59.70,415.84,14.00,401.44,101.36,300.38,-0.40,300.08,18.06,37.30,259.46,29.71,19.27,489.01,14.45,62.39,233.89,441.93,336.07,109.30,112.04,35.94,202403.00,1191.20,272.71,8.88,282.46,52.78,229.68,13.07,215.74,52.23,164.18,-0.87,163.52,12.90,22.89,13.78,127.45,1558.58,300.08,14212.63
New India Assura,540769,NIACL,Finance & Investments,278.95,43518.48,3.21,1116.48,5.20,6.77,0.00,43518.48,1397.00,15.11,1412.11,0.00,1412.11,0.00,1412.11,320.99,1116.48,0.00,1120.43,318.06,0.00,3740.91,3.21,2.57,1397.00,0.00,0.00,6.77,1412.11,1120.43,320.99,320.99,15.11,202403.00,41007.35,1278.90,59.74,1344.06,82.18,1261.88,0.00,1256.46,195.17,1051.53,-5.42,1049.96,318.06,3.12,2.57,6.36,42014.96,931.25,45970.96
