Name,BSE Code,NSE Code,Industry,Current Price,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Market Capitalization
SBFC Finance,543959,SBFC,Finance & Investments,82.60,8.17,-8.19,17.01,1.79,2.00,0.57,20.27,7.20,6.70,2778.26,8.17,2.00,17.34,-0.62,16.86,521.63,-17.71,1.44,2.31,0.00,67.06,-39.80,0.05,40.24,15.71,14.36,0.84,-0.91,0.00,38.23,-7.68,9.46,105.30,2.05,-7.68,3.09,112.72,8873.02
SBI Cards,543066,SBICARD,Finance & Investments,714.55,3.90,-12.15,16.89,0.75,2.16,1.24,-8.85,-10.25,0.25,12084.03,3.90,2.16,17.45,-0.68,16.57,-977.58,-12.04,3.31,4.29,9.87,427.79,-54.80,0.03,27.19,19.97,10.28,0.80,-1.37,9.87,269.27,-12.47,12.42,158.54,-16.21,-12.47,2.77,114.32,67957.46
SBI Life Insuran,540719,SBILIFE,Finance & Investments,1744.90,1.26,6.61,76.47,1.70,,9.95,2.95,-35.93,-4.42,15571.01,1.26,,76.47,2.82,0.00,4645.33,189.49,0.07,23.91,14.28,231.05,2.10,0.03,91.23,2.58,38.05,0.97,0.57,14.28,266.44,6.00,15.22,964.92,40.82,6.00,1.07,336.40,174765.15
SBL Infratech,543366,,Construction,37.10,8.85,-111.30,26.64,8.25,,,170.59,283.33,,3.63,8.85,,29.30,0.01,0.00,0.60,-0.76,0.00,1.09,0.00,65.83,1.66,0.02,17.47,58.78,43.24,0.41,-24.08,0.00,35.23,-12.37,-3.51,24.98,7.25,-12.54,2.90,,3.01
SC Agrotech,526081,,Miscellaneous,20.39,17.99,-16.61,44.44,5.36,,1.38,179.41,0.00,,2.66,17.99,,46.15,-0.05,0.00,1.68,-29.12,0.00,1.09,0.00,3.77,1.88,0.01,77.12,11.15,73.38,0.89,-3.65,0.00,6.32,-21.46,-20.71,234.42,2.03,-21.46,8.45,111.18,12.23
Scan Projects,531797,,Trading,70.43,2.53,52.82,19.42,5.73,49.00,0.49,57.07,837.50,130.83,4.84,2.53,49.00,20.21,0.04,2.00,4.99,7.88,0.02,1.22,0.00,5.30,1.98,0.02,73.33,24.52,836.57,0.75,14.97,0.00,8.90,53.75,10.48,96.01,15.72,53.18,9.07,26.95,20.21
Scan Steels,511672,,Steel - Medium / Small,69.96,0.38,8.29,7.23,1.56,5.02,0.61,21.21,79.65,-9.12,399.59,0.38,5.02,9.60,0.25,6.71,486.38,8.88,0.35,1.46,0.00,85.23,-29.72,0.06,59.22,26.28,107.29,0.74,0.60,0.00,95.13,4.68,10.80,12.22,39.34,4.68,4.17,25.14,366.26
Scanpoint Geoma,526544,,Computers - Software - Medium / Small,9.61,3.68,-9.95,40.84,1.65,2.39,-142.38,99.29,-58.41,-7.94,86.17,3.68,2.39,52.72,-0.31,39.62,143.43,-11.23,1.51,2.05,0.00,1.19,-34.08,0.03,94.51,3.42,155.59,0.97,23.41,0.00,2.00,26.31,2.97,325.69,2.59,26.31,2.55,343.72,161.55
Scarnose Inter.,543537,,Trading,101.35,2.30,-17.13,1589.00,199.25,,,57.22,225.00,-96.95,9.55,2.30,,3178.00,-0.11,0.00,7.98,-19.34,0.00,1.29,0.00,6.29,0.47,0.01,36.43,49.20,124.72,0.51,-2.02,0.00,4.65,-54.05,4.87,10664.62,24.78,-53.22,9.16,,31.93
Schaeffler India,505790,SCHAEFFLER,Bearings,4044.40,8.29,202.85,41.35,2.49,274.71,4.41,33.19,11.36,12.04,4892.13,8.29,274.71,49.08,0.06,0.05,4522.19,6.77,0.03,1.25,44.70,647.40,2.30,0.02,61.24,18.31,54.83,0.82,7.72,44.70,648.56,70.24,26.74,871.58,161.92,70.24,18.53,249.33,63215.46
Schneider Elect.,534139,SCHNEIDER,Electric Equipment,804.75,8.72,201.17,64.71,1.44,4.11,0.80,17.74,-96.39,-36.58,296.17,8.72,4.11,69.76,-0.01,3.18,824.60,13.02,2.72,4.96,0.00,71.81,-3.94,0.00,74.89,17.88,185.37,0.82,18.38,0.00,44.78,100.26,26.87,7138.90,16.38,100.26,22.01,6012.99,19241.57
Scintilla Comm,538857,,Finance & Investments,5.24,8.90,-10.99,-45.31,,-2.60,,81.36,-5850.00,5.88,9.92,8.90,-2.60,-45.31,0.25,-0.37,0.48,-4.03,0.08,1.19,0.00,,-12.19,0.08,64.57,16.96,59.27,0.83,-1.96,0.00,,-11.64,0.14,,0.48,-11.67,2.14,-20.19,5.25
Scoobee Garments,531234,,Textiles - Products,75.65,2.54,14.79,16.47,0.20,2.42,4.83,15.94,-154.35,-35.39,3.22,2.54,2.42,22.36,-0.41,14.03,55.25,11.90,17.05,18.83,0.00,22.10,-53.78,0.01,20.08,39.96,20.08,0.60,2.47,0.00,12.19,9.62,13.84,866.27,4.75,9.62,4.11,-136.17,102.13
SDC Techmedia,535647,,Entertainment / Electronic Media Software,11.14,0.70,1.70,140.00,4.33,-1.76,,70.11,24.56,12.07,1.84,0.70,-1.76,-7.34,-0.56,-3.78,21.64,22.26,6.16,5.97,0.00,,-143.98,0.13,63.48,18.45,64.79,0.82,0.28,0.00,,1.94,-2.32,,11.18,1.94,1.04,,7.23
Sea TV Network,533268,,Entertainment / Electronic Media Software,8.63,0.87,0.76,-14.17,0.13,-5.21,,-188.53,-100.09,1.72,-40.03,0.87,-5.21,-11.06,0.13,0.84,-14.31,-149.48,-0.71,-0.42,0.00,,-270.49,0.03,63.54,28.62,231.92,0.71,0.10,0.00,,0.25,-977.78,,-18.76,0.25,-4.18,-345.67,10.37
Seacoast Ship.,542753,,Shipping,6.44,0.93,-21.41,10.74,1.78,17.56,0.05,42.04,10614.29,346.66,127.19,0.93,17.56,10.74,-0.26,1.49,157.34,-13.08,0.24,1.88,0.00,16.57,-8.73,0.00,79.33,14.02,167.22,0.86,-1.41,0.00,4.47,-7.75,25.47,46.68,2.92,-7.75,4.35,46.25,346.91
Sealmatic India,543782,,Engineering,664.00,8.46,-72.92,36.48,4.04,27.00,,87.09,-50.53,-8.13,87.76,8.46,27.00,41.86,,0.34,86.02,-9.49,0.04,1.18,10.11,356.11,2.16,0.05,51.31,23.59,48.21,0.76,,10.11,154.10,-78.78,27.99,418.74,67.97,-78.35,11.55,,600.92
SEAMEC Ltd,526807,SEAMECLTD,Miscellaneous,1492.25,5.20,-23.80,14.76,1.61,7.94,4.23,40.88,-6.52,10.82,911.43,5.20,7.94,29.49,0.09,2.71,1016.26,-14.68,0.38,1.36,0.00,958.32,-5.52,0.04,87.39,7.89,145.84,0.92,2.38,0.00,616.25,25.27,8.65,133.95,117.37,25.30,6.31,72.03,3794.05
Seasons Textiles,514264,,Textiles - Products,15.97,0.45,11.82,8.71,1.86,0.87,,89.69,-500.00,21.51,35.02,0.45,0.87,15.36,-1.49,-115.76,60.29,1.71,0.79,1.82,0.00,,-221.07,0.09,40.57,31.31,45.18,0.69,0.55,0.00,,13.93,3.49,,31.68,13.91,2.05,-299.00,11.96
Secmark Consult.,543234,SECMARK,Computers - Software - Medium / Small,97.95,4.14,-17.79,52.83,0.89,-2.07,,38.06,1050.00,12.67,16.04,4.14,-2.07,-47.43,0.02,-4.69,23.56,-20.63,0.69,1.94,0.00,,-0.28,0.12,36.45,32.62,38.45,0.67,13.70,0.00,,24.61,-5.72,,9.00,24.56,6.82,55.27,101.69
SecUR Credential,543625,SECURCRED,Miscellaneous,6.69,0.72,6.25,5.32,3.18,1.98,0.66,138.80,-87.38,0.43,49.36,0.72,1.98,8.69,-0.37,2.93,66.89,6.93,0.47,2.11,0.00,13.48,-75.43,0.10,0.48,73.69,1.36,0.26,0.68,0.00,17.80,3.11,13.31,3.20,12.92,3.11,2.52,67.00,27.47
SecureKloud Tech,512161,SECURKLOUD,Computers - Software - Medium / Small,36.87,0.36,-3.16,-34.98,0.26,-1.57,,-12.91,-266.57,-31.92,-6.01,0.36,-1.57,-9.91,-1.14,-1.26,104.93,-27.58,-20.07,-40.13,0.00,,-95.08,0.03,6.41,49.46,7.18,0.51,-1.30,0.00,,27.24,-36.71,,-13.15,27.25,2.03,-9.80,123.18
Sejal Glass,532993,SEJALLTD,Glass & Glass Products,353.35,2.18,-38.03,24.05,1.56,1.27,5.96,34.79,-68.63,5.78,29.12,2.18,1.27,32.51,-0.45,48.51,176.93,-7.93,5.75,4.83,0.00,103.90,-46.18,0.01,70.26,14.65,68.18,0.85,-17.89,0.00,46.11,-38.83,9.14,1325.80,56.43,-38.83,3.89,1115.25,356.88
SEL Mfg. Co,532886,SELMC,Textiles - Cotton/Blended,56.92,0.50,4.18,-21.06,0.10,-2.49,,-37.91,-48.69,137.17,-56.39,0.50,-2.49,-7.57,-6.63,-4.87,877.97,4.59,-16.68,-20.21,0.00,,-496.57,0.02,6.18,57.09,9.61,0.43,-0.15,0.00,,5.07,-12.47,,-42.86,5.07,-0.06,-4.19,188.60
Selan Expl. Tech,530075,SELAN,Oil Drilling / Allied Services,977.45,7.39,69.71,21.44,5.80,163.00,-5.04,71.75,48.49,15.97,393.77,7.39,163.00,22.63,0.16,0.11,444.68,5.60,0.04,1.16,0.00,688.54,2.44,0.03,90.55,6.46,196.15,0.94,2.98,0.00,419.50,20.73,9.29,122.07,94.85,20.73,7.25,81.68,1485.72
Sellwin Traders,538875,,Miscellaneous,24.50,1.22,-10.25,32.02,6.45,,0.72,55.18,113.79,-30.65,27.34,1.22,,32.69,-0.10,0.00,22.49,-22.84,0.00,1.02,0.00,15.94,5.18,0.03,75.00,16.95,157.89,0.83,-1.37,0.00,26.73,-22.71,8.15,31.51,11.06,-22.67,6.02,80.06,49.64
Semac Consul,505368,SEMAC,Engineering - Turnkey Services,571.70,1.38,-196.92,-5.23,1.47,-16.98,,52.34,-10.70,-9.16,79.37,1.38,-16.98,-4.94,0.16,-0.60,90.06,-0.80,0.56,2.59,0.00,,-1.32,0.23,1.54,77.05,5.54,0.23,10.02,0.00,,-9.51,-0.46,,215.26,-9.41,2.52,-10.95,175.34
Senco Gold,543936,SENCO,Diamond Cutting / Jewellery,987.30,1.47,-43.95,20.94,1.56,3.39,1.99,51.65,-66.95,-31.57,1377.00,1.47,3.39,24.32,-0.17,9.30,3055.05,-6.38,1.29,2.40,4.12,435.94,-16.06,0.06,76.20,16.12,159.82,0.84,-14.87,4.12,311.21,-26.47,15.29,226.36,347.64,-26.47,6.43,208.30,7671.73
Senthil Infotek,531980,,Computers - Software - Medium / Small,24.19,111.09,-62.73,1210.00,17.00,,,290.91,,50.00,4.78,111.09,,1210.00,0.12,,4.78,-4.11,0.00,1.00,,,0.98,0.01,95.88,4.12,,0.96,2.15,,,29.37,0.21,,0.63,29.10,5.58,,12.22
SEPC,532945,SEPC,Engineering - Turnkey Services,20.36,5.68,-56.47,49.35,2.43,1.51,-16.92,181.78,20.61,5.06,1210.26,5.68,1.51,53.26,-0.17,19.97,1050.72,-3.56,0.77,1.74,0.00,3.00,-27.26,0.02,57.07,23.86,71.38,0.76,-5.56,0.00,5.04,-26.35,-0.04,367.54,6.52,-26.35,3.98,477.30,3183.61
Sequent Scien.,512529,SEQUENT,Pharmaceuticals - Indian - Bulk Drugs & Formln,139.32,2.54,-264.47,53.80,1.31,0.23,,37.36,-88.01,9.67,656.56,2.54,0.23,359.52,-0.06,-16.47,1119.63,-1.10,0.74,2.33,0.00,,-12.05,0.02,76.71,10.41,61.94,0.90,4.51,0.00,,113.60,1.27,,20.51,113.59,5.52,1363.05,3475.77
Sera Investments,512399,,Finance & Investments,26.02,7.40,-26.41,9.64,11.59,21.35,0.05,7.87,-53.31,-42.28,25.85,7.40,21.35,9.76,-0.08,1.66,1.80,-11.54,0.88,2.15,0.00,10.66,-17.05,0.00,100.00,0.00,155.85,1.00,-3.89,0.00,17.88,-29.06,5.72,47.58,0.28,-29.06,7.17,48.88,169.13
Service Care Ltd,,SERVICE,Miscellaneous,66.75,0.40,38.77,15.14,1.50,110.50,,5.53,56.47,16.25,30.61,0.40,110.50,16.14,0.20,0.00,13.32,12.44,0.00,2.63,0.00,105.09,10.35,0.10,70.71,9.80,35.53,0.90,2.54,0.00,50.00,13.47,30.50,40.13,9.28,13.46,7.03,,76.75
Servoteach Inds.,531944,,Engineering - Turnkey Services,21.00,,-136.50,-34.38,3.50,,,,-333.33,,-0.37,,,-34.38,-0.03,0.00,0.05,46.15,0.00,-0.39,0.00,,0.00,0.00,43.52,37.48,85.84,0.63,-9.43,0.00,,-31.50,43.94,,0.13,-31.73,74.69,-63.46,8.25
Servotech Power,,SERVOTECH,Electric Equipment,125.98,8.38,-159.19,120.53,1.79,5.42,7.55,45.90,48.13,-19.27,128.58,8.38,5.42,140.18,-0.01,7.13,199.85,-10.63,0.79,1.60,0.00,12.41,-1.57,0.01,93.65,2.95,81.27,0.97,-107.90,0.00,8.59,-2808.09,13.54,4956.35,6.90,-2808.15,20.38,592.44,2808.15
Seshasayee Paper,502450,SESHAPAPER,Paper,350.10,1.23,10.45,4.66,3.34,114.24,1.52,42.00,-27.88,-21.73,1837.53,1.23,114.24,5.34,0.62,0.08,1565.96,12.31,0.06,1.18,11.61,466.69,22.79,0.25,56.54,17.01,36.36,0.83,0.92,11.61,485.04,10.93,23.24,11.71,119.64,10.92,4.23,57.59,2208.02
Setco Automotive,505075,SETCO,Auto Ancillaries,13.26,0.28,-6.00,15.31,1.07,0.23,,12.58,3.68,5.29,-566.45,0.28,0.23,28.40,-4.64,-7.31,336.73,-6.85,-3.08,-1.00,0.00,,-975.39,0.09,72.35,17.13,117.73,0.83,0.66,0.00,,2.56,0.56,,5.92,2.56,0.63,-8.19,177.38
Setubandhan Inf.,533605,SETUINFRA,Construction,0.75,2.14,-7.44,5649.00,0.44,-90.00,,936.96,2.08,,-60.46,2.14,-90.00,-188.30,-17.77,5340.00,69.06,-1.06,-2.65,3.52,0.00,,-1697.24,0.07,47.62,22.68,36.36,0.77,-0.29,0.00,,-20.06,-7.86,,3.29,-20.06,-0.11,-20.06,9.43
Seven Hill Inds.,511760,,Finance & Investments,1.08,,5.46,6.35,0.01,,0.18,,,,8.86,,,6.35,-0.10,1.96,-9.69,19.09,0.71,2.64,0.00,1.16,-44.66,0.00,66.67,22.30,134.78,0.78,0.96,0.00,1.94,4.98,8.45,6.98,-0.75,4.98,1.36,4.51,14.04
Seya Industries,524324,SEYAIND,Chemicals,38.76,12.78,89.14,68.17,0.32,,,189.45,80.63,28.33,827.62,12.78,,-168.77,-7.50,-222.18,1481.82,0.07,0.93,1.95,0.00,,-747.20,0.01,99.90,0.05,118.37,1.00,-7.89,0.00,,-9.83,-0.67,,5.74,-9.82,0.83,-278.35,102.99
SG Finserve,539199,,Finance & Investments,425.45,11.79,-4.66,18.26,1.84,2.68,0.14,888.58,-18.53,-25.64,806.39,11.79,2.68,18.28,-0.78,12.18,1765.04,-36.22,1.19,1.77,0.00,487.39,-37.60,0.04,35.88,29.68,30.91,0.70,-0.62,0.00,222.33,-4.14,11.00,82.39,320.57,-4.14,4.36,120.63,2339.08
SG Mart,512329,,Trading,389.55,1.62,-608.62,36.36,3.47,8.00,0.31,43.49,95.75,70.73,1087.09,1.62,8.00,36.56,0.22,2.99,1223.04,-1.11,0.17,0.69,0.00,230.95,21.71,0.13,49.94,38.99,175.87,0.61,54.01,0.00,109.55,135.82,6.24,284.72,104.66,135.87,8.65,129.12,4345.04
SGN Telecoms,531812,,Cables - Power,0.91,,-52.52,-11.98,19.64,-61.00,,,33.33,,0.51,,-61.00,-11.98,-0.03,0.00,3.08,-17.07,0.00,6.62,0.00,,0.54,0.00,72.73,14.15,78.43,0.86,-6.68,0.00,,-61.27,-33.50,,0.25,-61.25,4.05,-367.50,7.35
Sh. Ajit Pulp,538795,,Paper,232.90,0.42,-2.76,12.56,1.25,2.53,-0.79,30.47,79.25,149.52,227.26,0.42,2.53,18.70,-1.35,27.43,427.17,-18.09,1.00,2.08,0.00,181.26,-180.93,0.02,47.75,21.65,33.77,0.78,0.55,0.00,230.78,10.65,10.65,13.76,100.82,6.41,1.90,43.78,124.76
Sh. Bajrang All.,526981,,Steel - Medium / Small,272.45,0.43,71.70,34.18,1.03,6.13,0.38,10.95,99.59,82.41,299.69,0.43,6.13,52.09,0.89,1.45,104.09,1.02,7.22,1.32,0.00,504.41,-881.41,0.00,44.49,22.82,31.05,0.77,3.50,0.00,583.22,943.10,2.84,4.92,69.34,943.12,3.56,16.69,245.21
Sh. Digvijay Cem,502180,SHREDIGCEM,Cement - North India,103.01,1.96,36.67,10.29,1.99,51.88,0.16,17.58,-64.48,-21.16,381.21,1.96,51.88,13.36,0.19,0.00,346.01,11.73,0.15,1.31,50.39,84.48,-2.75,0.04,48.92,16.86,24.11,0.83,1.42,50.39,56.88,15.89,28.52,73.91,9.25,15.89,8.00,134.73,1518.44
Sh. Dinesh Mills,503804,,Textiles - Products,518.80,2.93,12.30,17.59,1.22,6.37,0.52,16.97,-95.24,8.54,201.46,2.93,6.37,25.22,0.56,0.52,71.40,11.36,0.14,1.22,33.23,660.94,-7.95,0.01,51.70,9.43,12.54,0.91,3.82,33.23,854.70,-77.89,7.77,52.17,30.07,-77.90,3.35,162.32,290.56
Sh. Ganesh Elas.,530797,,Finance & Investments,28.52,0.67,11.42,5.85,4.33,25.13,,24.06,-168.31,22.59,5.51,0.67,25.13,6.17,0.35,0.50,6.21,26.38,0.15,1.10,0.00,85.39,20.97,0.16,67.01,23.33,161.89,0.77,1.83,0.00,25.84,5.18,25.17,27.45,10.31,5.18,8.88,-16.18,15.69
Sh. Hari Chem.,524336,,Dyes And Pigments,86.79,0.28,82.42,7.55,0.78,2.20,0.79,9.19,-73.08,-12.14,20.29,0.28,2.20,10.47,-0.32,11.72,30.94,0.98,1.41,3.97,0.00,109.77,-63.28,0.06,61.58,23.92,101.60,0.76,0.95,0.00,72.72,3.83,-9.43,32.03,28.89,3.88,3.68,137.93,38.62
Sh. Jagdamba Pol,512453,,Packaging,870.85,2.11,57.29,12.57,3.98,6.15,2.95,45.27,-6.00,55.77,245.06,2.11,6.15,14.42,0.12,0.74,234.93,5.34,0.13,1.13,0.00,785.85,-1.24,0.04,78.99,10.41,77.54,0.90,3.79,0.00,481.64,-65.39,25.54,73.49,186.20,-65.08,7.53,97.28,762.69
Sh. Karthik Pap.,516106,,Paper,10.31,0.30,9.47,19.04,0.47,1.48,3.82,8.07,-200.00,-0.27,2.45,0.30,1.48,32.08,-0.77,67.56,21.12,7.72,9.62,16.00,0.00,1.35,-119.34,0.00,41.06,35.48,62.11,0.65,0.63,0.00,2.27,9.03,4.69,465.84,2.74,9.04,3.01,-53.24,19.70
Sh. Krish. Infr.,542146,,Construction,76.90,97.23,-35.39,934.78,39.50,,-504.41,88.51,-66.67,20.51,11.37,97.23,,2103.25,-0.03,0.00,1.06,-20.94,0.00,1.00,0.00,2.64,0.54,0.01,50.26,25.00,50.78,0.75,-5.17,0.00,2.64,-156.65,0.38,20019.66,0.70,-156.65,13.31,8459.00,84.59
Sh. Krishna Pap.,500388,,Paper,51.30,0.48,21.16,11.21,1.07,1.19,-4.60,12.77,87.89,35.58,32.70,0.48,1.19,22.42,-0.09,68.03,51.22,5.48,1.05,2.74,0.00,7.37,-45.21,0.04,77.15,15.26,155.22,0.85,1.13,0.00,12.37,8.21,10.17,377.04,13.66,8.22,3.90,-301.57,69.36
Sh. Rajas. Synt.,503837,,Textiles - Spinning - Synthetic / Blended,13.77,1.53,1.77,15.30,0.17,0.93,,-61.49,2378.06,-66.74,13.22,1.53,0.93,34.03,0.39,0.14,3.89,480.76,1.20,5.64,0.00,38.88,-38.94,0.01,100.00,0.00,236.67,1.00,0.32,0.00,65.20,0.70,5.24,,-5.55,0.70,1.87,2.68,38.57
Sh. Rama Multi.,532310,SHREERAMA,Packaging,27.00,2.03,-487.46,22.36,2.89,13.16,0.92,30.58,58.77,7.22,102.72,2.03,13.16,34.28,0.02,1.21,103.26,-0.65,2.12,1.32,0.00,9.59,-59.60,0.01,53.78,23.97,57.89,0.76,5.09,0.00,11.36,17.31,4.41,127.06,4.07,17.30,7.22,107.64,360.60
Sh. Steel Wire,513488,,Steel - Medium / Small,38.15,1.27,19.98,49.89,7.28,-3.75,,75.00,150.00,61.27,13.44,1.27,-3.75,-59.87,0.47,0.00,11.70,4.67,0.00,1.15,0.00,,28.90,0.29,40.61,24.90,29.32,0.75,1.40,0.00,,22.48,3.04,,22.64,22.55,3.79,631.50,12.63
Sh.Pushkar Chem.,539334,SHREEPUSHK,Dyes And Pigments,264.95,1.15,-111.38,13.23,1.80,31.92,-11.65,36.37,71.56,9.24,473.61,1.15,31.92,18.98,0.18,2.91,601.69,-1.38,0.45,1.44,12.80,154.32,-25.58,0.00,95.86,1.76,70.94,0.98,1.49,12.80,198.71,51.81,12.29,40.02,83.58,51.85,4.53,64.01,837.93
Sh.Renuka Sugar,532670,RENUKA,Sugar,48.64,0.86,35.79,23.45,0.68,0.45,,-0.20,-49.73,-12.47,-1437.90,0.86,0.45,38.78,-0.51,-9.24,4586.90,6.40,-4.49,-6.18,0.00,,-61.83,0.01,58.41,15.04,33.08,0.85,5.89,0.00,,11.33,8.58,,-0.12,11.33,2.75,-62.56,10352.97
Shah Alloys,513436,SHAHALLOYS,Steel - Medium / Small,59.92,0.19,3.24,58.59,0.38,-1.37,,-11.65,118.29,-11.25,11.26,0.19,-1.37,-36.05,1.37,-4.30,4.61,37.49,59.35,24.79,0.00,,-563.41,0.00,23.34,36.42,21.12,0.64,0.13,0.00,,-18.20,24.21,,-36.08,-18.20,2.78,219.70,118.64
Shah Foods,519031,,Food - Processing - Indian,209.85,,-157.39,-57.18,4.33,,,,-350.00,,-0.67,,,-57.18,-0.12,0.00,0.40,61.54,0.00,-0.84,0.00,,0.08,0.00,52.89,21.62,44.87,0.78,-2.12,0.00,,-57.23,-37.72,,6.67,-57.23,36.46,-139.89,12.59
Shah Metacorp,533275,SHAH,Steel - Medium / Small,6.09,2.09,-12.50,31.94,2.09,571.00,1.70,39.21,1543.66,11.84,57.42,2.09,571.00,51.06,-0.29,1.59,69.25,-22.81,3.49,2.25,0.00,8.74,-78.40,0.06,99.17,0.49,142.63,1.00,-1.67,0.00,4.40,-7.88,0.97,218.98,1.14,-7.88,4.98,114.01,255.38
Shahi Shipping,526508,,Shipping,27.38,3.19,22.56,14.10,0.48,10.42,0.90,-18.50,179.31,37.87,5.87,3.19,10.42,16.49,-0.01,2.08,4.52,14.96,1.04,3.24,0.00,12.39,-14.49,0.01,100.00,0.00,551.90,1.00,2.42,0.00,12.76,10.00,8.27,103.56,-1.59,9.99,4.85,24.49,39.67
Shahlon Silk,542862,,Textiles - Products,24.41,0.70,16.28,12.32,1.44,1.39,275.33,48.37,74.63,345.37,102.75,0.70,1.39,17.01,-0.44,33.40,225.93,5.75,1.34,2.95,13.46,6.40,-62.71,0.00,65.48,20.72,98.29,0.79,1.59,13.46,10.74,20.98,7.58,122.58,16.84,20.98,3.29,189.56,217.99
Shaily Engineer.,501423,SHAILY,Plastics Products,846.30,5.83,-129.41,30.81,1.17,5.13,,26.55,-9.98,5.18,459.17,5.83,5.13,43.12,,3.65,670.59,-4.78,0.46,1.61,8.00,139.68,-4.78,0.01,87.54,8.90,219.12,0.91,,8.00,174.62,42.10,12.67,528.21,38.52,42.07,10.28,222.96,3881.77
Shakti Press,526841,,Printing & Stationery,31.65,0.96,-22.92,9.97,2.23,1.50,-0.54,182.64,-339.13,44.98,18.72,0.96,1.50,15.85,-1.14,24.60,29.39,-1.59,0.63,1.84,0.00,36.26,-104.85,0.02,61.85,28.38,179.59,0.72,-2.17,0.00,40.39,10.97,4.44,13.93,60.43,11.03,2.43,-20.25,11.14
Shakti Pumps,531431,SHAKTIPUMP,Pumps,4686.75,5.14,1931.35,25.84,1.82,13.67,1.56,35.25,3.37,-6.85,755.70,5.14,13.67,27.30,0.03,0.59,831.14,0.73,0.23,1.44,5.66,2034.03,0.31,0.01,98.70,1.13,667.63,0.99,12.45,5.66,1003.95,172.37,21.04,500.18,321.69,172.67,13.65,101.34,9389.95
Shalby,540797,SHALBY,Healthcare,283.00,3.13,-1878.93,16.73,1.71,6.87,1.84,38.89,-8.10,14.19,1000.37,3.13,6.87,23.17,-0.04,4.53,1361.56,-0.13,0.40,1.44,15.33,132.46,-12.23,0.01,63.60,16.64,53.55,0.83,5.08,15.33,122.67,155.94,10.60,120.84,35.18,155.95,5.11,207.37,3056.68
Shalibhadra Fin.,511754,,Finance & Investments,749.10,16.00,-2621.85,24.94,5.53,3.48,3.28,44.05,4.75,16.38,96.81,16.00,3.48,25.02,-0.07,4.84,17.05,-0.14,0.60,1.52,7.02,227.15,-7.81,0.02,97.85,1.43,192.62,0.99,27.42,7.02,230.67,206.44,15.20,237.45,20.63,206.44,6.95,158.42,524.37
Shalimar Agencie,539895,,Finance & Investments,44.76,,4028.40,-188.00,3.16,,,,,,2.81,,,-188.00,0.30,0.00,2.81,0.12,0.00,1.46,0.00,,30.01,0.17,79.11,20.89,,0.79,,0.00,,,-2.62,,9.30,,6.98,-268.60,13.43
Shalimar Paints,509874,SHALPAINTS,Paints / Varnishes,150.18,2.35,-23.32,-28.38,1.41,-4.70,,34.53,-128.94,-1.11,393.18,2.35,-4.70,-21.46,-0.08,-1.43,494.39,-10.87,0.38,1.64,0.00,,-7.44,0.03,17.92,33.45,12.33,0.67,-5.88,0.00,,71.10,-7.82,,22.07,71.11,4.66,-47.58,1257.17
Shalimar Prod.,512499,,Entertainment / Electronic Media Software,0.59,27.79,76.75,309.05,31.01,,17.44,1577.03,470.00,372.00,102.06,27.79,,587.20,0.10,12.14,97.24,0.74,0.01,1.02,0.00,0.08,-1.10,0.00,37.04,22.37,20.41,0.78,8.87,0.00,0.13,100.13,0.09,472.93,0.33,100.14,2.69,101.89,58.08
Shalimar Wires,532455,,Textiles - Products,24.07,0.80,6.20,7.54,1.26,0.96,,22.96,90.91,16.56,34.59,0.80,0.96,15.62,-0.12,60.97,119.38,13.40,3.66,4.97,0.00,5.16,-119.07,0.04,52.52,20.56,40.10,0.79,0.35,0.00,7.91,4.12,8.27,,6.89,4.12,2.38,-49.48,102.91
Shamrock Indl.,531240,,Trading,9.24,45.64,-35.64,-102.25,54.67,,,1463.64,60.00,,1.73,45.64,,-102.25,0.03,0.00,1.61,-8.00,0.00,1.03,0.00,,18.53,0.19,52.30,36.80,176.65,0.63,-1.56,0.00,,-124.74,-6.61,,2.98,-125.50,7.02,-251.00,5.02
Shangar Decor,540259,,Miscellaneous,8.20,0.77,-11.54,6.80,1.31,22.40,0.42,26.64,2000.00,586.13,7.37,0.77,22.40,14.87,-0.33,11.29,15.96,-5.37,1.15,3.38,0.00,13.81,-65.84,0.10,92.63,4.87,180.82,0.95,0.76,0.00,9.11,1.98,3.57,18.21,2.84,1.98,1.74,15.94,10.04
Shankar Lal Ram.,542232,,Trading,129.85,2.89,923.38,86.08,14.84,14.75,3.77,36.01,-26.47,-10.32,98.52,2.89,14.75,86.89,0.00,0.96,104.75,0.85,0.06,1.09,0.00,20.48,-0.32,0.01,80.04,7.45,47.64,0.93,41.27,0.00,18.74,141.57,25.79,1080.56,16.19,141.50,18.09,474.63,830.61
