Name,BSE Code,NSE Code,Industry,Current Price,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Market Capitalization
Kuber Udyog,539408,,Finance & Investments,13.36,10.20,-26.21,23.09,,1.43,1.55,46.67,50.00,0.00,3.72,10.20,1.43,23.09,-0.74,32.10,0.21,-2.56,0.87,1.83,0.00,5.03,-66.01,0.04,75.17,20.05,314.91,0.80,-2.00,0.00,8.43,-64.89,3.27,56.46,0.62,-65.57,2.06,153.00,4.59
Kuberan Global,543289,,Miscellaneous,15.25,3.34,-10.01,10.03,,,,79.17,,-15.38,2.70,3.34,,-150.50,0.20,0.00,2.70,-11.76,0.00,1.00,0.00,,3.43,0.03,40.29,30.52,42.12,0.69,1.46,0.00,,6.81,-0.52,,3.62,6.83,3.97,,3.21
Kumbhat Fin.,526869,,Finance & Investments,17.99,25.15,12.43,-4.92,2.75,,,20.59,-2942.86,0.00,2.63,25.15,,-4.92,-0.07,0.00,0.08,19.26,0.00,1.36,0.00,,0.94,0.03,77.45,9.82,59.77,0.90,-1.76,0.00,,-4.94,-14.78,,0.15,-5.00,4.50,-4.30,8.55
Kundan Edifice,,KEL,Electric Equipment,142.00,1.73,-18.09,20.12,2.33,2.89,0.52,42.12,-109.37,3.45,29.71,1.73,2.89,24.03,-0.17,6.03,50.23,-35.77,0.56,3.66,0.00,169.03,-12.28,0.00,36.09,48.99,118.46,0.51,-5.38,0.00,45.58,-14.80,33.06,218.30,34.45,-14.76,7.30,,145.86
Kunststoff Inds.,523594,,Plastics Products,36.27,1.87,29.79,9.59,3.25,,1.40,48.54,-23.33,-5.93,10.64,1.87,,10.30,0.43,0.00,10.81,8.32,0.00,1.26,0.00,19.63,27.49,0.25,74.02,12.50,68.62,0.88,1.63,0.00,23.45,24.30,19.58,53.89,9.41,24.26,5.98,108.65,24.99
Kush Industries,514240,,Textiles - Processing,9.68,22.36,8.41,-2317.00,0.37,,,650.00,50.00,,-7.27,22.36,,-2317.00,-0.59,5.18,4.39,52.71,-1.62,-0.52,0.00,,-56.98,0.15,41.13,43.23,113.69,0.57,-10.01,0.00,,-50.74,-0.26,,2.82,-50.90,4.18,-1476.00,14.76
Kuwer Industries,530421,,Packaging,12.91,0.20,-6.86,8.28,1.33,1.00,6.30,56.41,181.33,-6.24,14.97,0.20,1.00,14.88,-2.75,294.27,48.18,-3.94,2.19,3.82,0.00,4.03,-278.67,0.01,54.39,26.35,74.46,0.74,-468.80,0.00,6.71,-11.52,5.64,83.11,36.52,-11.49,1.90,5.55,11.72
Kwality Pharma,539997,,Pharmaceuticals - Indian - Bulk Drugs & Formln,512.25,1.73,87.48,9.15,1.60,4.68,0.60,55.15,-44.92,17.77,224.22,1.73,4.68,12.84,0.03,4.15,308.45,2.00,0.44,1.68,0.00,859.25,-17.44,0.01,72.36,13.18,65.94,0.87,1.20,0.00,333.95,12.40,44.26,43.58,162.88,12.37,4.66,55.48,531.52
L G Balakrishnan,500250,LGBBROSLTD,Auto Ancillaries,1361.45,1.80,29.63,8.93,2.10,43.20,0.67,28.12,-3.85,-5.88,1641.18,1.80,43.20,10.88,0.26,0.38,1288.43,8.96,0.12,1.25,20.82,1006.32,3.72,0.08,70.65,10.82,41.24,0.89,1.52,20.82,1026.36,12.47,25.25,41.37,212.99,12.47,6.05,71.35,4273.92
L T Foods,532783,LTFOODS,Food - Processing - Indian,307.85,1.33,30.96,10.84,2.08,11.38,0.49,35.32,3.35,-0.21,3371.63,1.33,11.38,12.74,0.08,1.54,4049.19,8.26,0.29,1.69,0.00,270.78,-8.79,0.00,95.41,2.46,109.99,0.98,1.74,0.00,195.75,14.13,17.47,55.63,82.01,14.12,6.01,69.79,10690.18
L&T Finance Ltd,533519,LTF,Finance & Investments,177.13,3.11,10.05,13.32,2.56,1.60,23.50,28.15,23.91,3.07,23438.44,3.11,1.60,13.49,-1.05,33.06,4553.88,4.29,3.29,4.46,268.19,88.16,-164.12,0.20,77.98,8.81,52.04,0.91,0.84,268.19,145.19,65.56,6.73,33.58,16.04,65.56,1.47,64.43,44153.07
L&T Technology,540115,LTTS,Computers - Software - Large,5100.60,6.08,54.13,25.87,1.91,36.45,3.77,25.79,-5.07,-4.46,5051.10,6.08,36.45,29.61,0.10,0.50,3693.20,19.35,0.15,1.56,42.11,1912.41,0.77,0.02,55.88,13.33,24.19,0.87,3.97,42.11,1136.59,40.23,33.14,453.47,216.50,40.24,13.87,172.68,53979.30
La Opala RG,526947,LAOPALA,Glass & Glass Products,317.60,9.66,51.41,19.64,20.27,24.46,2.20,158.40,-46.42,-22.98,851.53,9.66,24.46,22.33,0.24,0.07,780.99,8.32,0.02,1.07,0.00,124.64,-0.40,0.00,15.15,32.41,9.37,0.68,3.25,0.00,140.93,51.69,19.56,114.26,52.11,51.69,9.07,149.00,3525.36
La Tim Metal & I,505693,,Trading,17.50,0.65,-38.04,16.28,2.89,2.15,0.44,22.90,74.86,-24.88,53.28,0.65,2.15,19.29,-0.23,6.43,100.11,-6.60,1.09,2.21,0.00,20.28,-24.60,0.01,78.55,10.71,78.39,0.89,-8.52,0.00,7.23,-25.00,13.01,132.72,6.13,-25.01,7.43,71.12,227.59
Labelkraft Tech.,543830,,Computers - Hardware,70.00,1.23,,11.64,3.31,7.38,,24.80,19.61,-4.14,10.78,1.23,7.38,12.82,,2.21,11.71,,0.23,1.26,0.00,103.91,0.09,0.14,43.75,20.45,25.00,0.80,,0.00,50.81,13.74,13.52,42.79,14.28,13.93,5.90,,22.71
Lactose (India),524202,,Pharmaceuticals - Indian - Bulk Drugs,169.95,1.88,30.30,12.49,1.40,2.84,0.54,21.52,-8.75,-9.82,47.10,1.88,2.84,16.87,-0.07,5.78,79.17,8.52,0.97,2.15,0.00,107.04,-20.56,0.01,79.05,15.03,200.64,0.85,2.41,0.00,67.38,22.73,12.51,143.06,19.45,22.71,5.96,89.15,213.95
Ladam Affordab.,540026,,Construction,7.86,17.55,17.26,-785.00,0.92,,,1070.73,,,29.48,17.55,,-294.38,0.60,-109.22,30.02,1.90,0.33,1.57,0.00,,-63.66,0.05,58.16,23.47,74.28,0.77,0.26,0.00,,159.82,0.51,,4.80,159.89,1.62,-239.83,14.39
Ladderup Finance,530577,,Finance & Investments,43.59,4.29,5623.11,11.57,1.38,4.95,,15.33,124.19,16.15,77.21,4.29,4.95,13.40,1.23,-3.12,8.10,0.01,0.16,1.16,0.00,,-14.93,0.06,75.24,15.36,122.97,0.85,7.59,0.00,,-6.91,3.25,,1.55,-6.88,2.30,155.58,56.01
Laffans Petroch,524522,,Trading,40.88,5.40,-34.67,21.06,1.29,17.67,2.29,12.71,-215.14,-41.05,61.62,5.40,17.67,31.20,1.47,0.15,7.73,-1.55,0.01,1.04,0.00,107.19,-1.13,0.01,21.50,30.36,13.56,0.70,-4.46,0.00,75.05,-18.27,-2.31,25.49,0.96,-18.27,2.27,-13.03,32.70
Lagnam Spintex,,LAGNAM,Textiles - Products,167.51,0.56,-5.21,12.97,1.09,2.10,0.80,30.14,-78.36,6.90,108.95,0.56,2.10,16.72,-1.16,25.93,512.22,-14.88,3.96,3.88,6.06,212.75,-145.84,0.00,92.70,4.69,166.95,0.95,2.07,6.06,107.76,13.59,13.35,54.43,89.53,13.57,2.76,187.32,295.97
Lahoti Overseas,531842,,Trading,45.74,0.27,6.22,5.92,6.14,11.01,-2.51,28.74,-123.98,-14.98,189.37,0.27,11.01,6.73,0.43,0.86,168.22,11.15,0.09,1.12,4.85,101.88,-2.77,0.12,60.30,20.80,66.33,0.79,1.56,4.85,77.71,-3.69,13.62,7.74,47.99,-3.69,5.42,-151.63,133.43
Lak. Auto. Looms,505302,,Miscellaneous,2500.00,11.30,57.82,35.45,1.32,4.60,6.94,46.18,-19.64,-19.85,21.67,11.30,4.60,47.07,0.05,2.19,26.44,11.49,0.23,1.49,34.75,820.23,0.28,0.04,64.70,25.27,163.16,0.75,5.12,34.75,501.80,72.92,15.87,614.59,97.57,69.66,10.13,371.53,167.19
Lak. Electrical,504258,,Electric Equipment,1537.20,1.12,203.33,17.63,2.51,34.15,5.95,20.47,8.33,-23.74,281.52,1.12,34.15,20.68,0.53,0.48,115.51,0.72,0.04,1.15,26.43,1280.69,-0.17,0.02,36.82,29.32,31.89,0.71,4.68,26.43,1209.78,24.59,9.78,39.07,276.72,24.19,4.39,181.80,378.15
Lak. Fin. & Indl,,LFIC,Finance & Investments,235.91,4.76,-89.21,4.96,3.29,1282.00,0.09,31.56,-48.66,-30.53,56.51,4.76,1282.00,5.02,0.79,0.00,5.36,-1.54,0.00,0.96,11.56,259.85,9.04,0.06,88.91,5.64,91.95,0.94,-6.45,11.56,382.94,-21.64,13.13,8.53,15.63,-21.64,4.27,37.05,70.77
Lak. Mach. Works,500252,LAXMIMACH,Textile Machinery,15240.55,3.90,95.33,32.20,1.82,37604.00,4.74,20.70,-83.30,-30.67,2703.64,3.90,37604.00,40.76,0.14,0.00,1846.35,6.79,0.04,1.50,21.44,3923.47,5.26,0.05,49.65,14.35,19.79,0.86,5.34,21.44,3937.58,116.00,17.94,336.94,808.32,115.82,9.00,1477.45,16281.48
Lak. Prec. Screw,506079,LAKPRE,Fasteners,6.00,0.03,0.38,18.01,0.84,0.13,,44.35,-11.94,-8.81,23.36,0.03,0.13,54.15,-20.13,-6.36,271.09,5.78,11.62,20.27,0.00,,-4044.21,1.20,64.97,17.13,62.16,0.83,0.01,0.00,,0.22,4.52,,94.50,0.22,0.90,-0.52,6.56
Lakhotia Poly.,535387,,Textiles - Spinning - Synthetic / Blended,36.11,1.36,-49.46,48.59,1.98,1.82,18.98,50.56,-170.97,-69.01,8.84,1.36,1.82,49.13,-0.17,86.43,14.43,-4.88,0.68,2.33,0.00,2.12,-15.63,0.00,21.38,34.70,16.90,0.65,-17.39,0.00,3.56,105.32,-0.75,2312.44,13.36,105.06,6.97,-171.91,37.82
Lakshmi Mills,502958,,Textiles - Composite,6210.10,1.71,-50.12,74.21,0.58,-0.97,,7.82,33.82,-3.31,868.71,1.71,-0.97,-52.78,1.71,-10.16,258.59,-0.99,0.18,1.12,0.00,,-35.44,0.01,76.89,12.16,85.38,0.88,1.46,0.00,,27.51,1.96,,282.57,27.36,1.92,-130.98,432.22
Lambodhara Text.,590075,LAMBODHARA,Textiles - Cotton/Blended,196.05,1.04,214.62,11.74,2.70,3.43,-4.68,31.34,70.24,-17.04,110.79,1.04,3.43,23.12,0.25,12.34,173.40,0.57,0.52,1.72,11.26,82.67,-26.58,0.02,83.11,6.58,52.98,0.93,0.71,11.26,103.30,12.55,14.50,81.20,58.66,12.52,4.08,142.27,203.45
Lancer Containe.,539841,,Miscellaneous,54.75,2.03,-15.58,13.44,2.46,7.07,,18.09,13.81,1.14,400.31,2.03,7.07,16.82,-0.09,1.92,256.69,-16.90,0.27,1.36,0.00,64.55,-5.94,0.03,16.28,50.23,24.40,0.50,-6.06,0.00,31.73,29.83,29.34,69.05,4.87,29.83,6.51,80.54,1287.86
Lancor Holdings,509048,LANCORHOL,Construction,43.67,2.19,4.18,13.84,1.62,2.00,1.88,101.65,-3.33,-19.44,133.16,2.19,2.00,14.81,0.20,13.70,199.29,31.67,0.97,2.34,0.00,20.73,-38.60,0.02,39.25,30.68,40.06,0.69,0.52,0.00,24.08,3.61,6.29,84.01,20.31,3.61,3.65,109.92,318.77
Landmarc Leisur.,532275,,Entertainment / Electronic Media Software,0.91,145.60,-84.98,-116.34,1.85,,,1772.00,-157.14,45.45,25.26,145.60,,-114.77,-0.21,-16.41,10.00,-2.27,0.52,1.69,0.00,,-18.17,0.01,46.67,26.02,44.44,0.74,-5.06,0.00,,-142.75,-4.84,,0.11,-142.75,3.77,-202.22,72.80
Landmark Cars,543714,LANDMARK,Trading,625.05,0.79,1387.88,13.99,1.26,2.35,1.27,16.77,-40.64,-9.93,538.95,0.79,2.35,25.24,-0.11,10.96,1146.80,0.18,1.23,2.61,11.06,154.82,-24.41,0.01,2.46,30.93,1.14,0.69,2.18,11.06,199.58,63.26,17.09,212.34,133.51,63.30,5.96,244.15,2583.14
Landmark Prop.,533012,LPDC,Construction,13.15,132.63,394.79,-14.91,13.46,,,1048.87,-40133.33,63.64,43.68,132.63,,-14.91,0.02,0.00,13.95,0.90,0.02,1.16,0.00,,1.50,0.02,67.65,22.65,157.84,0.77,53.86,0.00,,178.12,-12.06,,1.04,178.18,7.21,-14.69,176.40
Larsen & Toubro,500510,LT,Engineering - Turnkey Services,3665.70,2.21,30.75,17.86,1.03,3.24,4.65,14.84,-31.29,-17.83,86359.24,2.21,3.24,20.15,0.00,7.48,79906.92,7.40,1.57,3.87,35.79,1414.28,-23.80,0.04,78.79,7.16,40.19,0.93,2.24,35.79,1171.73,27.59,11.82,221.45,246.57,27.59,3.82,180.91,503978.07
Lasa Supergeneri,540702,LASA,Pharmaceuticals - Indian - Bulk Drugs & Formln,23.91,1.15,-1796.84,62.11,0.78,-4.36,,10.64,-947.95,-14.40,96.68,1.15,-4.36,-16.69,0.08,-1.02,123.37,-0.05,0.23,1.63,0.00,,-17.18,0.02,22.12,41.97,25.84,0.58,0.98,0.00,,55.98,-5.80,,2.22,55.98,2.76,-18.34,119.79
Last Mile Enter.,526961,,Construction,793.00,14.07,,,,2.76,,,1039.13,,,14.07,2.76,,,,,,,,0.00,,,,76.54,19.08,333.45,0.81,,0.00,,-59.54,0.00,,,-59.64,,492.75,1842.87
Latent View,543398,LATENTVIEW,Computers - Software - Medium / Small,509.35,15.62,110.00,46.03,20.04,72.15,2.76,150.99,-13.22,4.22,1374.41,15.62,72.15,48.27,0.10,0.15,1042.01,7.26,0.02,0.99,0.00,196.34,3.73,0.05,67.63,11.42,36.85,0.89,9.26,0.00,109.77,90.95,16.47,485.04,49.25,90.95,14.62,267.26,10492.50
Latteys Industri,,LATTEYS,Engineering,22.32,2.02,267.38,27.54,1.35,2.31,5.19,40.75,76.47,38.13,18.44,2.02,2.31,37.90,-0.09,11.26,34.90,1.49,0.92,2.52,0.00,5.64,-13.11,0.00,28.68,50.95,71.69,0.49,5.61,0.00,4.34,229.18,10.61,558.26,4.51,229.16,6.94,427.77,128.33
Laurus Labs,540222,LAURUSLABS,Pharmaceuticals - Indian - Bulk Drugs & Formln,447.10,4.77,2373.58,32.88,1.23,2.11,14.36,48.27,-83.10,-17.00,4110.95,4.77,2.11,65.19,0.00,15.88,6752.55,0.16,0.66,1.95,26.86,138.40,-10.74,0.00,72.08,7.80,27.96,0.92,2.64,26.86,68.70,36.21,18.37,956.94,45.25,36.21,6.40,1926.92,24105.81
Laxmi Cotspin,,LAXMICOT,Textiles - Cotton/Blended,33.52,0.40,-11.88,15.80,1.57,1.16,-3.21,50.06,436.28,18.37,62.95,0.40,1.16,28.72,-0.75,-209.13,110.52,-4.75,0.80,1.74,0.00,,-85.86,0.01,73.33,13.61,76.42,0.86,2.41,0.00,,-6.84,3.48,90.18,42.16,-6.86,3.52,7.99,57.48
Laxmi Goldorna,,LGHL,Construction,298.05,3.08,-94.48,38.63,4.97,4.08,0.93,44.69,409.35,372.28,45.44,3.08,4.08,39.04,-0.08,5.57,91.06,-8.15,1.16,2.75,0.00,28.13,-8.37,0.00,72.81,24.86,776.62,0.75,-9.57,0.00,47.17,-72.18,9.71,895.46,43.18,-72.08,13.22,113.31,622.09
Laxmi Organic,543277,LXCHEM,Chemicals,252.40,2.44,-112.68,23.81,1.52,33.08,5.78,17.58,-22.48,-9.33,1797.63,2.44,33.08,39.04,0.14,1.18,1825.07,-3.30,0.48,1.46,13.73,65.96,-7.95,0.03,32.10,21.36,14.73,0.79,2.48,13.73,78.86,12.43,15.58,231.77,18.16,12.43,6.27,203.22,6980.48
Laxmipati Engg,537669,,Miscellaneous,77.55,1.11,-21.76,14.08,1.74,1.25,-11.34,28.30,441.67,30.66,2.07,1.11,1.25,17.52,-0.87,51.42,43.23,-5.30,19.21,33.60,0.00,18.99,-89.89,0.00,100.00,0.00,169.27,1.00,8.26,0.00,10.48,14.89,6.22,1232.01,19.67,14.76,3.12,,44.59
LCC Infotech,532019,LCCINFOTEC,Computers - Education,6.10,43.88,179.60,-170.47,0.90,-17.00,,125.57,-71540.00,-98.26,2.47,43.88,-17.00,-157.10,-0.04,-0.05,2.59,1.34,1.16,13.93,0.00,,-3.76,0.00,98.25,1.29,281.25,0.99,-35.10,0.00,,-514.84,-1.26,,0.17,-514.80,17.25,-179.58,77.22
Le Lavoir,539814,,Miscellaneous,230.00,37.45,-361.97,39.55,2.46,,2.03,141.71,32.14,53.33,5.92,37.45,,51.36,0.03,0.00,5.90,-3.57,0.00,1.17,0.00,28.14,0.75,0.01,74.52,19.21,228.48,0.81,12.47,0.00,36.33,57.50,15.94,902.07,8.81,58.22,17.53,201.41,74.52
Le Merite Export,,LEMERITE,Trading,193.10,0.97,-37.99,49.08,1.80,1.31,33.03,35.57,-87.82,-4.54,96.06,0.97,1.31,51.47,-0.17,50.95,176.95,-6.69,0.92,2.11,26.99,44.25,-10.30,0.09,97.20,2.23,376.20,0.98,-3.62,26.99,26.12,3781.54,13.72,1229.98,70.86,3778.50,7.89,,453.42
Le Travenues,544192,IXIGO,Travel Agencies,176.66,10.44,822.24,144.41,1.51,11.85,7.07,20.58,102.18,10.33,446.00,10.44,11.85,198.90,0.02,0.63,405.98,1.87,,1.36,0.00,,0.49,0.01,66.66,10.55,30.86,0.89,46.91,0.00,,158.35,2.68,,3.48,158.36,19.78,582.49,6844.22
Lead Financial S,531288,,Finance & Investments,13.25,7.16,69.04,13.12,23.00,,0.37,108.20,-57.14,-6.25,5.92,7.16,,13.12,0.02,0.00,2.77,1.09,0.35,1.75,0.00,36.87,-47.14,0.20,22.15,47.42,34.52,0.53,-87.40,0.00,17.49,-2.68,3.73,12.94,2.00,-2.68,1.70,145.67,4.37
Lead Reclaim,,LRRPL,Miscellaneous,40.00,1.99,-16.69,18.45,1.85,2.88,,59.58,64.29,94.22,11.18,1.99,2.88,28.08,-0.04,11.24,14.40,-12.98,0.37,1.41,0.00,30.96,-7.87,0.06,45.13,25.65,39.62,0.74,15.88,0.00,13.14,74.87,12.41,208.77,12.05,75.31,4.86,,29.37
Leading Lea. Fin,540360,,Finance & Investments,3.80,8.16,-3.23,30.98,38.46,2.93,1.37,2298.59,-4.44,76.19,13.86,8.16,2.93,31.32,-2.93,51.42,114.35,-13.23,7.75,7.08,0.00,5.04,-252.95,0.06,74.82,15.56,120.93,0.84,-0.43,0.00,2.39,-1.08,3.81,56.84,10.71,-1.08,1.94,94.30,40.55
Lee & Nee Soft.,517415,,Computers - Software - Medium / Small,10.97,7.17,69.04,83.07,7.03,,1.35,111.49,-221.43,12.74,56.56,7.17,,90.74,0.18,0.20,34.24,1.58,0.00,1.02,0.00,4.19,3.60,0.03,50.24,27.35,61.32,0.73,23.99,0.00,4.52,-95.64,0.79,132.15,1.70,-95.59,3.41,-359.88,61.18
Lehar Footwears,532829,,Leather / Leather Products,241.85,2.20,-31.95,25.77,1.40,2.52,3.09,49.44,18.45,6.46,102.30,2.20,2.52,33.34,-0.14,10.29,177.04,-8.33,0.71,2.17,13.48,41.45,-16.12,0.01,91.80,4.41,106.62,0.96,29.04,13.48,69.51,232.65,8.22,272.45,54.26,232.37,5.38,350.46,427.56
Lemon Tree Hotel,541233,LEMONTREE,Hotels,146.74,10.85,81.84,26.26,0.57,2.07,3.41,5.89,91.82,13.38,966.89,10.85,2.07,33.32,-0.13,12.85,3729.67,3.80,2.44,4.01,0.00,27.74,-19.80,0.00,82.75,7.16,58.64,0.93,3.95,0.00,22.69,25.00,7.43,941.05,0.80,25.00,5.57,173.57,11625.42
Lerthai Finance,502250,,Finance & Investments,391.00,,-38.19,21.18,61.75,,1.31,,-105.19,,10.14,,,21.18,0.28,0.00,7.30,-7.34,0.00,0.99,0.00,110.68,26.49,0.30,57.41,26.50,94.62,0.73,-2.53,0.00,185.62,-42.11,0.60,99.87,104.14,-42.11,6.62,-684.25,27.37
Lesha Industries,533602,,Trading,3.65,9.03,8.49,17.12,0.06,,0.09,-14.88,50.00,293.61,25.44,9.03,,17.17,-0.03,2.90,-1.17,38.00,0.82,1.42,0.00,4.73,-19.91,0.00,54.55,22.34,52.72,0.78,1.83,0.00,2.24,4.67,8.77,59.61,-0.06,4.67,4.75,204.69,104.39
Lex Nimble Solu.,541196,,Computers - Software - Medium / Small,67.00,7.27,-444.32,17.29,22.52,,1.30,245.34,9.52,-31.44,15.38,7.27,,17.44,0.49,0.00,9.49,-0.44,0.00,1.05,0.00,24.83,48.06,0.48,55.81,12.42,21.82,0.88,26.73,0.00,41.65,140.70,7.10,59.73,22.55,140.35,5.29,,28.07
Lexus Granito,,LEXUS,Ceramics - Tiles / Sanitaryware,43.97,0.85,13.48,126.50,1.11,-2.14,,32.26,53.87,-35.97,9.32,0.85,-2.14,-13.36,-0.18,-3.50,77.51,8.41,6.22,14.84,0.00,,-65.28,0.00,49.38,22.45,39.37,0.78,0.53,0.00,,7.94,-2.77,,16.60,7.93,2.18,-23.61,88.78
LGB Forge,533007,LGBFORGE,Castings & Forgings,11.26,3.00,-113.81,450.73,1.39,-0.60,,37.69,-44.39,-13.83,20.17,3.00,-0.60,-140.99,-0.10,-3.01,45.77,-4.40,1.59,4.07,0.00,,-11.80,0.00,44.74,24.07,34.53,0.76,17.97,0.00,,76.63,-1.20,,1.41,76.63,7.35,-109.03,268.22
Libas Consumer,,LIBAS,Food - Processing - Indian,17.64,0.63,-15.85,8.14,4.31,6.05,-4.90,104.21,188.03,23.84,78.45,0.63,6.05,8.39,-0.24,2.83,78.57,-3.33,0.19,1.23,0.00,28.09,-13.62,0.17,40.43,35.50,59.64,0.64,-2.19,0.00,36.40,-15.26,14.04,5.26,29.44,-15.29,3.77,11.36,46.47
Liberty Shoes,526596,LIBERTSHOE,Leather / Leather Products,538.55,1.44,12.48,15.67,1.85,2.49,3.85,31.98,2666.67,11.55,209.07,1.44,2.49,31.33,0.12,13.20,368.20,20.53,0.81,2.23,0.00,88.51,-17.73,0.01,99.41,0.34,139.41,1.00,0.90,0.00,134.46,10.38,7.99,273.50,119.79,10.41,5.94,108.22,917.69
Libord Finance,511593,,Finance & Investments,28.22,58.30,166.15,94.02,33.60,9.67,0.15,214.47,-86.42,-79.55,17.84,58.30,9.67,152.38,0.25,0.00,1.63,1.59,0.00,0.96,0.00,14.76,0.27,0.00,95.94,3.42,516.16,0.97,-24.62,0.00,17.96,130.31,1.22,55.50,1.04,130.32,5.39,402.82,44.31
Libord Securitie,531027,,Finance & Investments,29.34,733.50,-78.59,29.34,30.44,,1.00,13250.00,-53.33,-100.00,4.49,733.50,,29.34,0.07,0.00,2.65,-4.41,0.01,0.97,0.00,7.29,-0.41,0.00,94.75,3.93,282.03,0.96,-5.99,0.00,12.23,-40.75,4.96,129.66,5.30,-40.75,7.57,209.57,14.67
LIC Housing Fin.,500253,LICHSGFIN,Finance - Housing,748.60,1.51,-2.83,11.79,0.32,1.32,0.60,-16.67,20.75,-2.18,31476.66,1.51,1.32,11.83,-7.08,53.03,-4163.08,-5.23,,9.05,10.40,1007.42,,0.03,81.20,9.48,82.59,0.91,-0.22,10.40,1054.31,-5.76,7.82,11.36,-82.75,-5.76,0.73,31.52,41177.72
Life Insurance,543526,LICI,Finance & Investments,1179.55,0.88,29.64,14.79,3.09,368.64,0.25,15.76,46.11,11.64,82746.87,0.88,368.64,14.94,6.90,0.00,154374.12,38.95,0.00,59.79,15.46,985.06,5.61,0.06,93.20,3.47,97.46,0.97,1.41,15.46,436.37,28.56,116.09,164.43,210.76,28.56,0.46,54.13,746065.10
Likhami Consult.,539927,,Miscellaneous,151.00,238.49,5605.88,625.13,44.76,,16.43,1180.95,-89.47,-61.76,34.69,238.49,,625.13,0.09,0.00,7.45,0.08,0.00,1.00,0.00,8.03,0.15,0.00,77.70,4.88,21.77,0.95,333.89,0.00,13.47,7474.50,0.54,2828.62,7.52,7512.50,8.59,7512.50,150.25
Likhitha Infra.,543240,LIKHITHA,Construction,434.75,4.06,216.92,16.44,7.97,67.53,0.87,64.49,16.64,21.57,310.17,4.06,67.53,17.82,0.08,0.00,300.12,2.82,0.29,1.04,8.96,427.72,-0.02,0.04,76.54,12.60,88.90,0.87,9.11,8.96,172.07,254.52,34.67,143.61,69.09,254.84,12.09,91.62,1715.09
Lime Chemicals,507759,,Chemicals,27.99,1.74,-6.11,-63.75,0.48,-15.00,,4.88,-83.33,-8.88,1.74,1.74,-15.00,-51.00,-0.33,-10.24,6.22,-40.63,4.53,6.84,0.00,,-41.63,0.02,39.50,30.03,38.91,0.70,-3.07,0.00,,34.33,-7.84,,0.78,34.36,3.86,-165.55,18.21
Linaks Microelec,517463,,Electronics - Components,1.26,,-326.97,,1.89,,,,-50.00,,-20.89,,,-15.50,-0.21,0.00,2.99,0.03,-0.02,-0.15,0.00,,-16.06,0.00,73.08,5.26,17.76,0.95,-1.13,0.00,,217.98,0.00,,0.09,218.00,-8.21,-72.67,2.18
Linc,531241,LINC,Printing & Stationery,605.25,1.79,73.88,14.57,2.41,22.69,0.56,19.31,51.25,15.06,202.78,1.79,22.69,19.11,0.12,0.56,217.09,6.10,0.12,1.32,21.80,273.81,-1.25,0.01,32.52,32.75,30.67,0.67,1.92,21.80,265.26,23.52,21.08,118.19,65.05,23.47,8.43,78.62,900.15
Lincoln Pharma.,531633,LINCOLN,Pharmaceuticals - Indian - Formulations,656.40,2.26,49.19,9.69,4.84,84.73,1.02,61.24,-33.67,-2.70,592.84,2.26,84.73,10.52,0.27,0.01,538.34,4.86,0.00,1.09,3.86,763.20,0.95,0.02,71.70,13.08,61.58,0.87,1.63,3.86,556.96,20.77,22.78,31.28,177.77,20.80,6.21,70.69,1314.75
Linde India,523457,LINDEINDIA,Chemicals,8066.10,24.85,340.43,87.76,1.87,78.68,2.46,32.41,-10.94,-10.79,3434.53,24.85,78.68,118.58,0.04,0.05,3202.29,6.13,0.03,1.33,24.00,553.91,1.28,0.02,63.10,18.81,65.61,0.81,11.86,24.00,673.03,157.46,18.42,3266.69,105.19,157.42,25.23,659.33,68787.70
Link Pharma Chem,524748,,Chemicals,43.35,0.64,-10.46,-2838.00,1.05,-1.20,,29.03,18.18,1.13,13.71,0.64,-1.20,-27.29,-0.17,-6.78,18.62,-7.80,0.70,2.13,0.00,,-48.62,0.01,25.59,22.19,10.87,0.78,1.61,0.00,,-635.80,5.14,,19.73,-641.67,3.35,74.04,19.25
Lippi Systems,526604,,Engineering,18.05,,8.03,-44.60,3.30,,,,10.71,,21.87,,,-11.53,0.00,-0.94,9.82,6.90,0.04,1.11,0.00,,-5.85,0.01,55.57,20.41,47.23,0.80,4.14,0.00,,-9.29,-6.78,,4.64,-9.29,2.13,-50.56,12.64
LKP Finance,507912,,Finance & Investments,204.35,2.88,16.12,3.77,12.15,17.66,0.18,61.38,35.10,-9.67,357.02,2.88,17.66,3.78,1.21,1.42,56.29,3.72,0.33,1.23,6.34,957.59,-28.78,0.17,64.20,24.03,131.09,0.76,4.92,6.34,545.04,5.08,12.14,3.17,43.44,5.07,2.90,19.01,256.84
