Name,BSE Code,NSE Code,Industry,Current Price,Sales latest quarter,Profit after tax latest quarter,YOY Quarterly sales growth,YOY Quarterly profit growth,Sales growth,Profit growth,Operating profit latest quarter,Other income latest quarter,EBIDT latest quarter,Depreciation latest quarter,EBIT latest quarter,Interest latest quarter,Profit before tax latest quarter,Tax latest quarter,Extraordinary items latest quarter,Net Profit latest quarter,GPM latest quarter,OPM latest quarter,NPM latest quarter,Equity Capital latest quarter,EPS latest quarter,Operating profit 2quarters back,Operating profit 3quarters back,Sales 2quarters back,Sales 3quarters back,Net profit 2quarters back,Net profit 3quarters back,Operating profit growth,Last result date,Expected quarterly sales growth,Expected quarterly sales,Expected quarterly operating profit,Expected quarterly net profit,Expected quarterly EPS,Sales preceding quarter,Operating profit preceding quarter,Other income preceding quarter,EBIDT preceding quarter,Depreciation preceding quarter,EBIT preceding quarter,Interest preceding quarter,Profit before tax preceding quarter,Tax preceding quarter,Profit after tax preceding quarter,Extraordinary items preceding quarter,Net Profit preceding quarter,OPM preceding quarter,NPM preceding quarter,Equity Capital preceding quarter,EPS preceding quarter,Market Capitalization
Gandhi Spl. Tube,513108,GANDHITUBE,Steel - Medium / Small,854.75,39.45,13.36,13.69,27.72,2.04,8.47,15.79,2.78,18.57,0.78,17.79,0.01,17.78,4.42,0.00,13.36,58.35,40.03,33.87,6.08,10.99,15.71,17.11,43.96,46.23,13.25,15.77,5.69,202403.00,3.50,47.85,17.89,16.97,13.96,41.25,15.51,2.93,18.44,0.80,17.64,0.03,17.61,4.41,13.21,0.00,13.21,37.60,32.02,6.08,10.87,1038.69
Ganesh Benzopl.,500153,GANESHBE,Miscellaneous,172.29,60.25,16.19,16.36,29.73,17.66,18.60,21.56,6.91,28.47,4.94,23.53,1.48,22.05,5.86,0.00,16.19,95.34,35.78,26.87,7.20,2.25,21.83,21.52,56.24,51.20,14.85,13.79,14.71,202403.00,17.76,60.29,24.34,18.16,2.52,59.03,24.50,2.39,26.89,4.43,22.46,1.58,20.88,5.09,15.79,0.00,15.79,41.50,26.75,6.81,2.32,1240.31
Ganesh Green,,GGBL,Engineering - Turnkey Services,461.60,58.73,,,,88.66,143.75,12.49,,,,,,,,,6.77,,,,,3.04,,,,,,,153.19,202403.00,,,,,,,,,,,,,,,,,,,,,,1144.81
Ganesh Holdings,504397,,Finance & Investments,133.20,0.03,-0.02,0.00,0.00,-30.00,-233.33,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,0.00,-0.02,100.00,-66.67,-66.67,0.41,-0.49,-0.02,-0.01,0.03,0.03,-0.02,-0.01,-225.00,202403.00,80.00,0.05,-0.02,,,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.41,0.00,5.39
Ganesh Housing,526367,GANESHHOUC,Construction,888.70,214.14,113.84,-20.82,-29.44,-1.02,71.32,149.12,6.49,155.61,1.84,153.77,1.04,152.73,38.89,0.00,113.84,74.18,69.64,53.16,83.39,13.65,136.67,121.44,181.43,163.35,100.56,86.01,25.63,202406.00,40.08,228.82,160.88,157.32,18.87,276.78,149.07,3.31,152.38,2.02,150.36,0.89,149.47,36.67,112.80,0.00,112.80,53.86,40.75,83.39,13.53,7410.61
Ganesha Ecosphe.,514167,GANECOS,Textiles - Processing,1568.00,305.53,21.60,1.32,40.44,-4.81,-40.61,47.06,4.46,51.52,11.80,39.72,9.12,30.60,9.00,0.00,21.60,31.14,15.40,7.07,25.35,8.52,25.32,25.50,278.45,254.12,2.80,3.45,7.97,202403.00,-4.21,243.43,27.85,6.28,2.48,284.83,39.97,4.00,43.97,12.23,31.74,12.76,18.98,6.25,12.73,0.00,12.73,14.03,4.47,21.83,5.83,3974.41
Ganesha Ecoverse,539041,,Textiles - Products,71.00,4.83,,,,5830.00,279.24,-0.07,,,,,,,,,3.86,,,,,3.45,,,,,,,96.31,202403.00,,,,,,1.09,-0.01,,,,,,,,,,0.37,,,,0.33,79.37
Ganga Forging,,GANGAFORGE,Castings & Forgings,7.17,8.51,0.20,-13.69,66.67,0.65,-51.54,0.59,0.19,0.78,0.25,0.53,0.29,0.24,0.05,0.00,0.20,37.37,6.93,2.35,13.48,0.01,0.64,0.54,8.55,8.57,0.23,0.22,18.43,202406.00,2.41,8.78,0.60,0.06,0.00,10.24,0.80,0.07,0.86,0.34,0.52,0.29,0.24,0.26,-0.02,0.01,-0.02,7.81,-0.20,10.60,0.00,96.65
Ganga Papers,531813,,Paper,95.57,62.39,0.59,-14.42,156.52,-17.47,-54.46,1.84,0.14,1.98,0.56,1.42,0.63,0.79,0.20,0.00,0.59,24.83,2.95,0.95,10.79,0.55,1.56,1.68,56.94,62.16,0.27,0.31,-27.07,202403.00,-16.76,51.74,1.41,0.31,0.28,64.01,1.63,0.04,1.67,0.56,1.11,0.69,0.42,0.11,0.31,0.00,0.31,2.55,0.48,10.79,0.29,103.12
Ganga Pharma.,539680,,Pharmaceuticals - Indian - Formulations,24.67,1.42,,,,10.93,25.00,0.01,,,,,,,,,0.03,,,,,0.06,,,,,,,,202403.00,,,,,,1.32,0.05,,,,,,,,,,0.02,,,,0.05,11.93
Ganges Securitie,540647,GANGESSECU,Finance & Investments,173.01,2.64,-4.01,-40.94,-46.35,-14.91,-64.33,-4.40,0.29,-4.11,0.19,-4.30,0.01,-4.31,-0.30,0.00,-4.01,87.50,-166.67,-151.89,10.00,-4.01,8.84,-0.32,13.33,5.89,6.67,-0.52,-48.40,202403.00,-4.91,5.60,-0.99,-1.19,-1.19,12.97,1.31,0.65,1.96,0.20,1.76,0.01,1.75,0.41,1.34,0.00,1.34,10.10,10.33,10.00,1.34,173.07
Gangotri Textile,521176,GANGOTRI,Textiles - Cotton/Blended,1.38,0.00,-0.03,,-50.00,,-50.00,-0.03,0.00,-0.03,0.00,-0.03,0.00,-0.03,0.00,0.00,-0.03,,,,16.31,-0.01,-0.01,-0.03,0.00,0.00,-0.01,-0.03,-50.00,202406.00,,,,,,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,,,106.73,-0.01,4.50
Ganon Products,512443,,Trading,6.31,9.85,-0.28,27.10,-600.00,119.00,1200.00,-0.43,0.44,0.01,0.00,0.01,0.25,-0.24,0.04,0.00,-0.28,-2.64,-4.37,-2.84,9.33,-0.30,0.33,-0.43,9.74,8.31,0.55,-0.17,15.48,202403.00,,,,,,0.00,-0.15,0.37,0.22,0.00,0.22,0.12,0.10,0.00,0.10,0.00,0.10,,,9.33,0.11,5.89
Garbi Finvest,539492,,Finance & Investments,16.12,1.17,-2.08,-63.78,-169.33,-36.20,-120.74,-1.63,0.00,-1.63,0.00,-1.63,0.00,-1.63,0.45,0.00,-2.08,100.00,-139.32,-177.78,11.73,-1.77,0.80,0.27,0.94,0.44,1.12,0.54,-99.32,202403.00,-30.54,0.31,-0.03,-0.03,-0.03,0.39,-0.75,0.45,-0.30,0.00,-0.30,0.00,-0.30,0.17,-0.47,0.00,-0.47,-192.31,-120.51,11.73,-0.40,18.91
Garden Reach Sh.,542011,GRSE,Miscellaneous,2326.60,1015.73,111.60,68.96,101.81,40.27,62.82,90.56,75.92,166.48,10.41,156.07,3.26,152.81,41.22,0.00,111.60,40.17,8.92,10.99,112.29,9.74,48.77,46.06,897.91,755.90,80.74,76.68,53.08,202403.00,42.06,1073.81,67.84,51.97,4.54,923.10,48.73,81.51,130.24,10.44,119.80,1.13,118.67,30.42,88.25,0.00,88.25,5.28,9.56,114.55,7.70,26651.67
Garg Furnace,530615,,Steel - Medium / Small,294.80,62.33,1.56,0.94,205.88,8.56,8.73,1.86,0.13,1.99,0.39,1.60,0.03,1.57,0.00,0.00,1.56,14.20,2.98,2.50,4.61,3.38,2.06,0.91,65.40,59.86,1.70,0.51,-7.97,202406.00,9.41,65.49,1.49,1.05,2.29,71.02,2.10,1.17,3.27,0.40,2.87,0.04,2.83,0.00,2.83,0.00,2.83,2.96,3.98,4.01,6.14,135.86
Garment Mantra,539216,,Textiles - Products,6.08,70.33,0.36,1.38,227.27,-4.56,167.39,2.27,0.05,2.31,0.21,2.10,1.40,0.71,0.34,0.01,0.37,7.34,3.23,0.51,10.04,0.04,1.64,1.51,33.10,27.34,0.41,0.29,34.99,202403.00,-1.95,26.81,1.47,-0.08,-0.01,33.36,2.71,0.09,2.80,0.22,2.58,0.90,1.68,0.28,1.30,0.00,1.40,8.12,4.20,10.04,0.13,61.03
Garnet Construct,526727,,Construction,26.01,6.86,-0.60,1224.59,-166.67,442.93,913.79,-2.72,2.35,-0.37,0.07,-0.44,0.16,-0.60,-0.01,0.00,-0.60,-17.20,-39.65,-8.75,13.90,-0.43,-0.20,-0.43,1.15,0.34,3.34,-0.67,-46.27,202403.00,780.08,,,,,2.79,1.40,0.04,1.44,0.07,1.37,0.21,1.16,0.29,0.87,0.00,0.87,50.18,31.18,13.90,0.63,36.15
Garnet Intl.,512493,,Finance & Investments,110.45,19.67,0.39,92.84,1.91,-65.73,-119.72,-0.36,-4.62,0.46,0.00,0.46,0.01,-4.99,0.03,-5.44,-5.02,30.40,-1.83,2.03,19.64,-2.48,-1.59,0.89,12.63,8.72,-3.15,0.43,-122.39,202403.00,15.60,10.08,0.65,0.10,0.05,12.26,2.76,0.00,2.76,0.25,2.51,0.76,1.75,0.00,1.75,0.00,1.75,22.51,14.27,19.64,0.95,216.87
Garodia Chemical,530161,,Trading,6.12,0.00,-0.03,,-50.00,,-116.67,-0.03,0.00,-0.03,0.00,-0.03,0.00,-0.03,0.00,0.00,-0.03,,,,7.20,-0.04,-0.01,-0.05,0.00,0.00,-0.01,-0.05,-116.67,202403.00,,,,,,0.00,-0.04,0.00,-0.04,0.00,-0.04,0.00,-0.04,0.00,-0.04,0.00,-0.04,,,7.20,-0.06,4.41
Garware Hi Tech,500655,GRWRHITECH,Packaging,2514.55,446.58,57.81,27.96,34.22,16.62,25.94,78.19,11.51,89.70,9.71,79.99,1.92,78.07,20.26,0.00,57.81,46.58,17.51,12.95,23.23,24.88,64.87,63.83,397.11,379.71,45.91,43.69,24.12,202403.00,18.97,451.73,75.91,63.26,27.23,453.62,75.10,9.49,84.59,9.75,74.84,1.88,72.96,17.08,55.88,0.00,55.88,16.56,12.32,23.23,24.05,5841.90
Garware Marine,509563,,Miscellaneous,31.58,0.15,-0.07,-21.05,-16.67,-45.90,-158.33,-0.07,0.00,-0.07,0.00,-0.07,0.00,-0.07,0.00,0.00,-0.07,100.00,-46.67,-46.67,5.77,-0.12,-0.02,0.00,0.16,0.20,-0.02,0.00,-200.00,202403.00,-42.89,0.11,-0.02,,,0.15,-0.03,0.05,0.02,0.00,0.02,0.00,0.02,0.00,0.02,0.00,0.02,-20.00,13.33,5.77,0.03,18.21
Garware Synth,514400,,Textiles - Products,29.93,2.67,-0.12,-7.61,-300.00,-7.92,-220.00,0.04,0.19,0.04,0.11,-0.07,0.05,0.07,0.00,0.19,0.07,43.82,1.50,-4.49,5.81,0.12,0.18,0.08,2.72,2.47,0.03,-0.20,-72.13,202406.00,-7.50,2.28,0.05,-0.10,-0.17,2.61,-0.13,0.28,-0.13,0.11,-0.24,0.05,-0.01,-0.16,-0.13,0.28,0.14,-4.98,-4.98,5.81,0.24,17.39
Garware Tech.,509557,GARFIBRES,Textiles - Products,3728.25,382.27,69.56,3.18,16.57,1.54,21.81,91.35,12.53,103.88,6.75,97.13,5.65,91.48,22.00,0.00,69.56,73.63,23.90,18.20,20.38,34.13,68.56,58.22,328.30,325.67,52.39,42.96,18.18,202403.00,1.88,331.78,64.64,52.33,26.36,289.37,53.49,11.22,64.71,6.74,57.97,2.95,55.02,11.75,43.27,0.00,43.27,18.48,14.95,20.38,21.23,7401.76
Gateway Distri,543489,GATEWAY,Miscellaneous,108.64,366.08,51.55,-0.43,-22.05,7.23,4.36,77.55,5.05,82.60,21.55,61.05,10.92,50.13,-1.42,0.00,51.55,100.00,21.18,14.08,499.64,1.03,96.76,87.70,389.29,358.29,74.02,59.82,-0.41,202403.00,7.49,385.14,92.01,58.36,1.17,383.27,91.47,1.94,93.41,21.99,71.42,10.86,60.56,0.58,59.98,0.00,59.98,23.87,15.65,499.64,1.20,5428.13
Gautam Exim,540613,,Trading,68.75,63.95,0.17,,,-39.70,-59.46,0.44,-1.05,-0.22,0.00,-0.22,-0.51,0.29,0.11,0.00,-0.02,1.70,1.04,0.21,0.25,-0.06,,,,,,,1733.33,202403.00,,,,,,104.61,0.66,1.05,1.92,0.02,1.90,1.53,0.37,0.12,0.25,0.00,0.16,0.82,0.24,,0.52,21.18
Gautam Gems,540936,,Trading,8.14,25.91,0.06,-4.46,-84.62,71.41,18.18,0.08,0.00,0.08,0.00,0.08,0.00,0.08,0.02,0.00,0.06,1.62,0.31,0.23,42.85,0.01,1.07,0.14,73.23,23.80,0.62,0.02,20.51,202406.00,157.66,61.32,0.23,0.17,0.04,28.11,-0.35,0.16,-0.19,0.02,-0.21,0.06,-0.27,-0.09,-0.18,0.00,-0.18,-1.25,-0.64,19.08,-0.04,33.25
Gayatri BioOrga.,524564,,Miscellaneous,5.67,0.00,-0.21,,-5.00,-100.00,52.08,-0.15,0.00,-0.15,0.00,-0.15,0.06,-0.21,0.00,0.00,-0.21,,,,78.79,-0.03,-0.10,-0.07,0.00,0.00,-0.14,-0.11,57.63,202406.00,,,,,,0.00,-0.18,0.00,-0.18,0.00,-0.18,0.05,-0.23,0.00,-0.23,0.00,-0.23,,,78.79,-0.03,44.67
Gayatri Highways,541546,GAYAHWS,Construction,1.32,1.68,-6.02,833.33,-27.27,-49.69,28.42,1.09,-68.32,1.68,0.02,1.66,3.77,-71.02,0.03,-68.91,-74.93,100.00,64.88,-358.33,47.93,-3.13,-1.21,-0.05,0.18,0.18,-76.22,-98.96,-30900.00,202406.00,417.06,0.93,-1.86,-5.69,-0.24,1.18,-6.03,-156.78,12.51,0.02,12.49,-0.55,-162.28,0.00,7.06,-175.32,-168.26,-511.02,598.31,47.93,-7.02,31.63
Gayatri Projects,532767,GAYAPROJ,Construction,8.97,232.89,-291.56,-70.97,-1.19,-65.12,-201.58,-232.33,29.77,-202.56,12.33,-214.89,76.67,-291.56,0.00,0.00,-291.56,-86.95,-99.76,-125.19,37.44,-15.57,-273.37,-249.47,282.56,537.36,-391.90,-503.59,-1524.36,202212.00,-64.61,190.15,-120.80,-226.07,-12.08,316.25,-143.59,5.74,-137.85,14.38,-152.23,116.10,-268.33,0.00,-268.33,0.00,-268.33,-45.40,-84.85,37.44,-14.33,167.92
Gayatri Rubbers,,GRCL,Miscellaneous,385.00,13.63,,,,9.91,71.43,1.71,,,,,,,,,0.95,,,,,1.66,,,,,,,57.80,202403.00,,,,,,10.78,1.02,,,,,,,,,,0.61,,,,1.06,220.91
Gayatri Sugars,532183,,Sugar,24.32,224.63,33.62,-0.90,-18.85,-2.88,-16.78,40.18,0.36,40.54,1.68,38.86,5.24,33.62,0.00,0.00,33.62,29.71,17.89,14.97,64.80,5.19,-9.76,-3.62,18.93,57.82,-17.05,-10.85,-5.68,202403.00,-0.15,57.73,-3.69,-12.31,-1.90,75.74,10.72,0.12,10.84,1.71,9.13,7.82,1.31,0.00,1.32,0.00,1.32,14.15,1.74,68.30,0.20,157.59
GCM Capital,538319,,Finance & Investments,6.76,0.72,-0.52,-12.80,-100.00,-62.20,107.20,0.51,0.00,-0.47,0.04,-0.51,0.01,-0.52,0.01,0.00,0.37,-19.27,-43.12,-47.71,16.94,0.22,,,,,,,112.66,202403.00,,,,,,0.69,0.36,,,,,,,,,,0.15,,,,0.09,11.45
GCM Commodity,535917,,Finance & Investments,5.95,2.14,,,,1000.00,-197.14,0.09,,,,,,,,,0.05,,,,,0.07,,,,,,,-335.21,202403.00,,,,,,0.83,-1.76,,,,,,,,,,-0.73,,,,-0.98,4.42
GCM Securit.,535431,,Finance & Investments,0.91,0.00,-0.05,,94.95,-100.00,66.37,-0.12,0.04,-0.08,0.00,-0.08,0.00,-0.08,-0.04,0.00,-0.05,,,,19.00,0.00,-0.26,-0.35,0.00,0.00,-0.11,-0.35,25.69,202403.00,,,,,,0.00,-0.09,0.25,0.16,0.00,0.16,0.00,0.16,0.04,0.12,0.00,0.12,,,19.00,0.01,17.29
Gconnect Logitec,544156,,Miscellaneous,84.00,1.89,,,,297.03,118.18,0.13,,,,,,,,,0.01,,,,,0.04,,,,,,,228.57,202403.00,,,,,,2.13,0.33,,,,,,,,,,0.23,,,,0.99,31.24
GE Power,532309,GEPIL,Engineering - Turnkey Services,491.35,390.76,25.94,13.43,120.00,-9.52,60.47,-35.59,81.98,46.39,5.12,41.27,15.33,25.94,0.00,0.00,25.94,34.36,-9.11,6.64,67.23,3.86,-48.84,-132.09,354.21,423.57,-61.85,-135.79,35.29,202403.00,-8.12,389.16,-77.60,-97.80,-14.55,456.22,-14.57,37.25,22.68,5.03,17.65,17.28,0.37,0.00,0.37,0.00,0.37,-3.19,0.08,67.23,0.06,3303.35
GE Shipping Co,500620,GESHIP,Shipping,1333.35,1508.23,811.94,17.49,41.01,-2.29,10.54,910.75,194.88,1105.63,197.05,908.58,60.61,847.97,36.03,0.00,811.94,93.61,60.39,53.83,142.77,56.87,649.74,643.37,1245.13,1229.02,538.17,594.66,-2.71,202406.00,-0.61,1221.56,676.29,447.89,31.37,1497.33,936.77,229.25,1166.02,165.59,1000.43,58.51,941.92,36.84,905.08,0.00,905.08,62.56,60.45,142.77,63.40,19035.86
GE T&D India,522275,GET&D,Electric Equipment,1747.50,958.34,134.54,33.55,376.42,17.63,1901.04,182.21,11.80,194.01,12.07,181.94,2.03,179.91,45.37,0.00,134.54,40.29,19.01,14.04,51.21,5.25,96.55,60.64,838.98,697.76,49.35,37.17,246.40,202406.00,19.36,832.81,95.41,80.31,3.14,913.60,110.96,5.71,116.67,12.32,104.35,3.17,101.18,34.89,66.29,0.00,66.29,12.15,7.26,51.21,2.59,44744.74
GEE,504028,,Electrodes - Welding Equipment,121.00,91.91,0.84,-7.67,135.29,-6.31,15.34,4.30,0.47,4.77,0.96,3.81,1.80,2.01,1.17,0.00,0.84,22.78,4.68,0.91,5.20,0.32,9.76,6.63,97.49,95.13,5.40,2.97,8.41,202403.00,-5.79,89.62,6.88,3.49,1.34,84.61,8.84,0.05,8.89,1.02,7.87,3.00,4.87,1.23,3.64,0.00,3.64,10.45,4.30,5.20,1.40,314.46
GeeCee Vent.,532764,GEECEE,Construction,379.65,63.14,17.90,1358.20,261.55,141.46,221.14,22.22,0.23,22.45,0.53,21.92,0.02,21.90,4.00,0.00,17.90,40.64,35.19,28.35,20.91,8.56,5.18,7.29,8.63,11.19,4.44,5.68,200.53,202403.00,889.04,,,,,13.72,10.29,0.06,10.35,0.52,9.83,0.01,9.82,0.62,9.19,0.00,9.19,75.00,66.98,20.91,4.40,793.91
Geekay Wires,,GEEKAYWIRE,Steel - Medium / Small,99.20,97.16,10.03,-0.65,20.55,0.34,24.60,8.53,8.52,17.05,1.61,15.44,1.95,13.49,3.47,0.00,10.03,23.60,8.78,10.32,10.45,1.92,9.59,8.76,105.95,109.09,10.46,9.87,-14.86,202406.00,0.45,109.58,9.00,5.48,1.05,98.71,7.26,9.91,17.17,1.51,15.66,1.37,14.29,4.43,9.86,0.00,9.86,7.35,9.99,10.45,1.89,518.42
Geetanjali Cred.,539486,,Finance & Investments,4.00,0.01,0.01,,200.00,,100.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.00,0.01,100.00,100.00,100.00,4.42,0.02,0.00,-0.02,0.00,0.00,0.00,-0.02,100.00,202403.00,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,4.42,0.00,1.77
Gem Enviro,544199,,Miscellaneous,232.85,,,,,29.65,34.50,,,,,,,,,,,,,,,,,,,,,,33.47,202303.00,,,,,,,,,,,,,,,,,,,,,,525.09
Gem Spinners,521133,,Textiles - Cotton/Blended,3.40,0.00,-0.16,,-14.29,,17.14,-0.12,0.00,-0.12,0.04,-0.16,0.00,-0.16,0.00,0.00,-0.16,,,,30.69,-0.03,-0.10,-0.09,0.00,0.00,-0.14,-0.13,20.37,202403.00,,,,,,0.00,-0.12,0.00,-0.12,0.04,-0.16,0.00,-0.16,0.00,-0.16,0.00,-0.16,,,30.69,-0.03,20.87
Gemstone Invest.,531137,,Finance & Investments,2.04,0.58,-0.64,65.71,-68.42,77.31,52.17,-0.73,0.00,-0.73,0.00,-0.73,0.00,-0.73,-0.09,0.00,-0.64,100.00,-125.86,-110.34,7.48,-0.09,0.48,0.32,0.51,0.50,0.44,0.25,78.57,202403.00,83.81,0.92,0.37,0.37,0.05,0.51,0.43,0.00,0.43,0.00,0.43,0.01,0.42,0.11,0.30,0.00,0.30,84.31,58.82,7.48,0.04,15.25
General Insuranc,540755,GICRE,Finance & Investments,409.85,10254.16,2580.42,-3.77,-5.45,-2.71,-3.21,2964.31,131.42,3095.73,0.00,3095.73,0.00,3095.73,541.60,0.00,2580.42,100.00,28.91,25.16,877.20,14.71,1464.60,966.17,13075.11,11165.84,1688.95,977.66,-2.68,202403.00,-2.15,10925.68,1428.67,1426.11,8.13,10879.84,1347.92,472.30,1820.22,0.00,1820.22,0.00,1820.22,427.98,1438.84,0.00,1438.84,12.39,13.22,877.20,8.20,71904.08
Generic Engineer,539407,GENCON,Construction,53.36,140.40,4.33,61.73,-26.61,6.17,-27.24,7.46,0.74,8.20,3.12,5.08,1.30,3.78,-0.55,0.00,4.33,10.18,5.31,3.08,26.52,0.82,5.80,7.89,37.20,52.79,3.22,2.06,-32.40,202403.00,20.49,63.61,8.20,3.62,0.68,58.97,6.85,0.79,7.64,2.61,5.03,2.09,2.94,0.45,2.50,0.00,2.50,11.62,4.24,26.52,0.47,283.00
Genesis IBRC,514336,,Miscellaneous,15.10,0.00,-3.69,,-7280.00,,-2614.29,-3.69,0.00,-3.69,0.00,-3.69,0.00,-3.69,0.00,0.00,-3.69,,,,13.00,-2.84,-0.02,-0.06,0.00,0.00,-0.02,-0.06,-2614.29,202403.00,,,,,,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,,,13.00,-0.02,19.63
Genesys Intl.,506109,GENESYS,Computers - Software - Medium / Small,721.20,71.17,14.79,52.66,639.50,9.45,57.28,36.25,0.46,36.71,11.18,25.53,1.43,24.10,9.31,0.00,14.79,100.00,50.93,20.78,19.77,3.76,7.70,5.80,33.19,34.55,-3.43,-5.46,37.35,202403.00,16.40,40.22,11.82,0.34,0.08,59.34,30.78,2.53,33.31,11.06,22.25,1.09,21.16,5.44,15.73,0.00,15.73,51.87,26.51,18.90,4.19,2855.85
Gennex Lab.,531739,,Pharmaceuticals - Indian - Bulk Drugs,14.24,35.52,4.50,70.77,120.59,39.64,170.08,6.26,0.00,6.26,0.23,6.03,0.73,5.30,0.81,0.00,4.50,30.57,17.62,12.67,22.74,0.20,5.77,5.10,18.18,16.52,3.07,2.85,367.80,202403.00,39.27,23.01,6.30,4.85,0.21,21.39,4.80,0.00,4.80,0.45,4.35,0.83,3.52,0.75,2.76,0.00,2.76,22.44,12.90,17.98,0.16,323.89
Genomic Valley,539206,,Miscellaneous,54.43,0.16,0.13,166.67,333.33,-84.57,-87.00,0.13,0.00,0.13,0.00,0.13,0.00,0.13,0.00,0.00,0.13,100.00,81.25,81.25,3.05,0.43,0.02,0.02,0.04,0.07,0.02,0.02,-86.60,202406.00,149.65,0.17,,,,0.00,-0.04,0.00,-0.04,0.00,-0.04,0.00,-0.04,0.00,-0.04,0.00,-0.04,,,3.05,-0.13,16.63
Genpharmasec,531592,,Trading,2.25,10.20,-0.13,63.99,-112.38,19.16,-111.61,-0.01,0.31,0.30,0.03,0.27,0.16,0.11,0.38,0.00,-0.27,19.71,-0.10,-2.65,55.37,0.00,,,,,,,-84.62,202403.00,,,,,,6.38,0.01,0.14,0.15,0.12,0.03,0.00,0.03,-0.03,0.06,0.00,0.06,0.16,0.94,,0.00,124.59
Gensol Engineer.,542851,GENSOL,Engineering - Turnkey Services,1002.90,398.82,19.84,143.29,171.41,145.28,113.91,78.76,12.83,91.68,23.96,67.72,38.80,28.83,9.05,-0.09,19.78,24.35,19.75,4.97,37.87,6.41,49.22,36.62,199.43,144.60,11.33,10.04,289.33,202403.00,172.16,393.55,97.74,26.71,7.05,220.25,63.00,6.88,69.88,20.48,49.40,31.98,17.42,5.47,11.95,0.00,11.95,28.60,5.43,12.62,3.37,3798.27
Genus Paper & Bo,538961,GENUSPAPER,Paper,22.79,184.42,0.47,-17.43,376.47,-1.36,129.42,13.50,0.62,14.12,6.50,7.62,8.08,-0.46,-0.93,0.00,0.47,28.91,7.32,0.25,40.71,0.02,18.77,12.50,193.98,178.18,4.14,-1.06,82.06,202403.00,-0.03,178.13,13.97,-0.68,-0.03,155.26,14.01,0.41,14.42,6.60,7.82,7.99,-0.17,-0.08,-0.09,0.00,-0.09,9.02,-0.06,40.71,0.00,585.99
Genus Power,530343,GENUSPOWER,Electronics - Components,380.25,414.16,42.38,58.62,120.16,53.32,83.48,63.17,19.85,83.02,6.00,77.02,20.56,56.46,14.08,0.00,42.38,44.39,15.25,10.23,30.38,1.40,28.71,23.85,259.78,258.96,13.52,11.02,83.82,202406.00,60.59,415.86,46.52,18.66,0.61,420.12,55.37,16.65,72.02,5.84,66.18,18.59,47.59,16.21,31.37,0.00,31.37,13.18,7.47,25.76,1.03,11550.27
Genus Prime,532425,,Construction,30.08,0.03,0.00,-40.00,-100.00,4.55,-19900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,2.99,0.00,-2.00,-0.01,0.06,0.08,-2.00,-0.01,-19900.00,202403.00,6.67,0.09,-0.48,,,0.05,0.01,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,20.00,20.00,3.99,0.01,44.90
Geojit Fin. Ser.,532285,GEOJITFSL,Finance & Investments,110.80,181.07,44.51,64.83,111.65,53.23,73.69,75.66,0.11,75.77,7.45,68.32,8.58,59.74,15.19,0.00,45.81,100.00,41.78,25.30,23.91,1.86,58.20,56.76,152.22,143.94,37.91,37.48,89.89,202406.00,57.08,226.10,89.35,70.78,2.88,208.13,80.73,0.44,81.17,7.52,73.65,7.27,66.38,16.66,50.58,0.00,51.91,38.79,24.94,23.91,2.12,2649.72
Getalong Enterp.,543372,,Miscellaneous,191.00,1.37,,,,150.75,250.00,1.16,,,,,,,,,-2.25,,,,,-11.25,,,,,,,4620.00,202403.00,,,,,,0.33,0.11,,,,,,,,,,0.35,,,,1.91,38.20
GFL,500173,GFLLIMITED,Finance & Investments,77.64,0.80,-20.49,0.00,62.74,-99.87,75.18,-23.37,0.30,-23.07,0.00,-23.07,0.00,-23.07,-2.58,0.00,-20.49,100.00,-2921.25,-2561.25,10.99,-1.86,0.49,-13.77,0.82,0.84,23.69,-12.21,-100.36,202403.00,0.58,0.84,-10.88,-10.88,-0.99,0.74,0.39,1.34,1.73,0.01,1.72,0.00,1.72,0.28,1.44,0.00,1.44,52.70,194.59,10.99,0.13,852.88
GHCL,500171,GHCL,Chemicals,628.45,830.49,150.63,-18.47,-36.80,-29.50,-50.35,216.80,18.27,235.07,27.47,207.60,4.30,203.30,52.67,0.00,150.63,45.24,26.11,18.14,95.75,15.73,150.10,213.13,798.45,805.42,99.85,142.84,-47.23,202406.00,-28.45,576.29,140.89,117.69,12.29,823.38,184.44,16.62,201.06,25.97,175.09,5.35,169.74,44.88,124.86,0.00,124.86,22.40,15.16,95.59,13.04,6017.71
