Name,BSE Code,NSE Code,Industry,Current Price,Number of equity shares 10years back,Average return on equity 5Years,Average return on equity 3Years,Book value 3years back,Book value 5years back,Book value 10years back,Inventory turnover ratio 3Years back,Inventory turnover ratio 5Years back,Inventory turnover ratio 7Years back,Inventory turnover ratio 10Years back,Exports percentage 3Years back,Exports percentage 5Years back,Average 5years dividend,Average return on capital employed 3Years,Average return on capital employed 5Years,Average return on capital employed 7Years,Average return on capital employed 10Years,Average return on equity 10Years,Average return on equity 7Years,Return on equity 5years growth,OPM 5Year,OPM 10Year,Number of Shareholders 1year back,Average dividend payout 3years,Average debtor days 3years,Debtor days 3years back,Debtor days 5years back,Return on assets 5years,Return on assets 3years,Historical PE 3Years,Historical PE 10Years,Historical PE 7Years,Historical PE 5Years,Market Capitalization 3years back,Market Capitalization 5years back,Market Capitalization 7years back,Market Capitalization 10years back,Average Working Capital Days 3years,Change in FII holding 3Years,Change in DII holding 3Years,Market Capitalization
Acme Resources,539391,,Finance & Investments,33.10,2.57,0.52,4.69,42.92,48.38,,0.05,0.06,0.10,0.08,0.00,0.00,0.00,6.47,1.53,0.80,3.73,1.38,-1.08,16.69,14.28,32.84,3189.00,0.00,0.00,0.00,0.43,0.45,4.27,9.38,6.51,6.00,7.57,50.84,30.89,31.95,,730.09,0.00,0.00,85.21
Acrow India,513149,,Diversified - Medium / Small,760.00,0.06,-0.65,-0.21,333.91,336.09,151.41,0.00,0.00,0.00,0.18,,,0.00,-0.98,-1.24,-0.99,-1.85,-0.44,-0.52,32.30,,,1367.00,0.00,0.00,,,-0.70,-0.28,80.08,48.93,77.40,77.84,7.65,8.00,10.50,2.44,0.00,0.00,0.00,48.64
Action Const.Eq.,532762,ACE,Engineering,1461.85,9.89,20.66,23.14,46.11,39.00,29.47,3.21,3.31,6.00,2.88,0.00,0.00,8.46,29.97,25.36,23.71,18.28,16.56,19.45,17.57,10.85,9.36,85319.00,5.79,30.49,66.83,39.18,10.11,12.45,28.34,42.59,27.53,26.69,1751.61,1344.52,701.00,141.98,17.87,5.12,0.20,17408.22
Active Clothing,541144,,Textiles - Products,100.89,0.02,2.72,3.98,39.69,39.65,,0.76,1.57,1.73,,0.00,0.00,0.00,7.57,7.12,7.67,8.04,,3.36,6.98,8.98,9.93,448.00,0.00,112.93,148.52,93.32,0.96,1.40,43.05,34.51,34.51,40.46,24.82,48.09,,,191.71,0.00,0.00,156.50
AD Manum Finance,511359,,Finance & Investments,79.40,0.75,8.05,8.23,72.44,65.87,59.27,,,,,0.00,0.00,0.00,10.44,9.44,9.07,8.65,4.87,6.05,41.55,69.37,56.55,1182.00,0.00,57.16,32.19,2235.76,6.00,6.95,9.01,11.02,8.58,7.90,12.20,16.12,20.21,19.88,86.77,0.00,0.00,59.55
Adani Energy Sol,539254,ADANIENSOL,Power Generation And Supply,1003.60,109.00,11.01,10.82,81.10,77.28,,7.45,8.15,0.00,0.00,0.00,0.00,0.00,9.88,10.19,11.07,10.42,11.95,11.70,1.60,36.01,40.69,322851.00,0.00,36.20,37.27,36.08,2.46,2.40,112.30,45.81,64.89,89.88,99906.75,23909.87,7055.28,,-3.14,-3.33,1.27,111950.81
Adani Enterp.,512599,ADANIENT,Trading,3177.95,109.98,7.64,8.33,156.02,154.09,233.93,14.01,13.26,15.02,10.70,0.00,0.00,122.99,8.68,8.58,8.01,7.54,6.98,7.04,19.67,7.63,8.30,746605.00,8.10,48.36,110.62,129.33,2.00,1.87,130.95,22.16,72.87,104.56,113405.88,16139.57,7976.85,14461.27,-10.62,-5.24,3.63,362286.66
Adani Green,541450,ADANIGREEN,Power Generation And Supply,1781.00,,16.37,19.16,14.07,15.06,,1.44,0.18,0.00,,0.00,0.00,0.00,8.41,8.60,7.37,7.37,,11.50,20.97,70.11,,746294.00,0.00,95.10,174.56,134.42,1.32,1.55,457.98,577.92,577.92,577.92,172800.12,5810.31,,,40.61,-2.17,1.25,282116.21
Adani Ports,532921,ADANIPORTS,Miscellaneous,1483.00,207.01,16.07,15.82,149.83,125.30,52.00,1.19,1.40,0.93,1.77,0.00,0.00,1019.68,11.14,11.77,12.75,13.07,17.64,16.56,0.22,56.90,58.89,1098596.00,19.31,57.71,85.09,93.20,6.76,6.64,27.92,22.99,23.35,26.89,142710.25,78313.04,70329.52,38803.12,26.26,-0.74,-3.00,320348.59
Adani Power,533096,ADANIPOWER,Power Generation And Supply,718.50,287.19,39.21,47.81,34.00,16.80,19.93,6.50,9.38,9.52,7.99,0.00,0.00,3.09,21.39,16.57,13.99,12.22,26.13,33.69,35.48,31.04,29.43,1790675.00,0.02,106.37,164.80,130.68,8.47,14.14,11.17,15.50,14.91,14.91,32803.27,18590.45,15389.19,13957.54,81.91,4.37,-4.12,277121.05
Adani Total Gas,542066,ATGL,Miscellaneous,888.85,,23.66,21.23,17.58,13.37,,17.08,25.69,,,0.00,0.00,27.50,22.28,26.51,26.09,26.09,,,-1.98,26.17,,301530.00,4.85,27.39,22.32,17.58,14.17,11.71,223.32,152.64,152.64,170.20,105719.25,14154.56,,,-53.55,-5.59,2.77,97756.62
Adani Wilmar,543458,AWL,Solvent Extraction,333.85,,10.19,7.16,,,,7.42,6.31,,,0.00,9.87,0.00,14.64,18.28,18.28,18.28,,,,2.81,,1132258.00,0.00,13.25,14.91,15.95,3.58,2.73,104.18,104.18,104.18,104.18,,,,,9.09,,,43389.78
Adarsh Plant,526711,,Packaging,35.80,0.99,23.97,25.26,0.73,0.51,2.60,3.34,3.31,3.05,3.14,0.00,0.00,0.00,7.15,6.22,1.74,2.56,-11.95,-17.14,19.21,2.69,1.58,5189.00,0.00,70.16,112.71,111.55,2.33,2.92,81.14,88.14,85.87,85.87,5.95,4.03,8.17,8.89,109.21,0.00,0.00,35.47
ADC India,523411,,Telecommunications - Equipment,2090.00,0.46,18.64,23.47,93.20,87.33,79.59,4.84,7.90,6.78,5.80,0.00,0.00,2.53,30.49,23.49,21.55,19.83,15.13,16.52,19.51,9.75,8.39,4450.00,36.53,56.30,108.90,63.56,11.63,15.12,26.91,24.66,24.76,24.60,95.31,104.42,119.88,58.05,36.71,0.00,-0.01,961.40
Adcon Capital,539506,,Finance & Investments,0.86,33.10,1.29,1.20,0.11,0.11,,,,,,0.00,0.00,0.00,4.13,3.38,3.29,2.22,1.22,1.45,10.58,29.97,28.18,20023.00,0.00,191.54,13.04,0.00,2.66,3.13,105.00,112.50,112.50,105.00,83.74,133.06,161.86,,2595.27,0.00,0.00,17.05
Add-Shop E-Reta.,541865,,Trading,15.59,,21.03,19.65,5.26,3.30,,7.44,3.92,6.02,,0.00,0.00,0.00,37.84,34.93,31.37,34.68,,20.95,-27.70,11.28,,46889.00,0.00,133.33,147.82,106.17,17.22,20.48,9.01,13.39,13.39,14.24,100.05,26.70,,,154.60,0.00,0.00,44.14
Addi Industries,507852,,Textiles - Products,50.07,1.08,3.06,3.50,18.19,17.13,18.14,,,,2.82,,0.00,0.00,3.68,0.96,0.35,1.59,,,31.73,,,4047.00,0.00,0.00,,0.00,1.74,2.66,17.49,17.40,18.56,17.72,4.85,8.64,7.56,2.38,0.00,0.00,0.00,54.06
Addictive Learn,,LAWSIKHO,Miscellaneous,307.30,,,,,,,,,,,0.00,0.00,0.00,496.74,496.74,496.74,496.74,,,,14.71,,,0.00,0.17,0.54,,,20.27,0.12,0.12,0.12,0.12,,,,,-4.60,,,488.91
Adeshwar Meditex,543309,,Healthcare,27.00,,6.87,5.37,,,,2.69,3.17,,,0.00,0.00,0.00,8.82,10.39,11.61,11.61,,,-16.90,6.86,,164.00,0.00,144.84,150.82,134.63,2.92,2.38,20.48,20.48,20.48,20.48,,,,,189.36,0.00,0.00,38.96
ADF Foods,519183,ADFFOODS,Food - Processing - Indian,242.20,11.00,17.62,15.90,25.56,20.42,13.91,3.01,2.96,3.97,3.92,0.00,0.00,17.81,19.58,22.98,22.38,18.38,14.58,16.73,2.94,18.27,15.52,26383.00,37.85,71.32,64.07,69.25,14.47,12.25,33.03,30.71,31.58,32.09,1788.89,479.78,367.50,98.67,135.18,-0.45,6.99,2660.89
Adhbhut Infra.,539189,,Construction,29.07,,,,5.21,5.46,,,,,,0.00,0.00,0.00,43.95,21.71,14.39,10.21,,,,30.73,31.95,493.00,0.00,267.38,417.14,2068.33,0.42,1.07,39.47,39.84,39.47,39.47,214.61,132.39,58.91,,149.12,0.00,0.00,31.98
Adinath Exim Res,532056,,Finance & Investments,23.88,0.41,2.94,3.13,35.26,31.86,17.74,,,,,0.00,0.00,0.00,4.29,4.00,4.10,3.58,2.91,3.06,3.40,73.25,62.10,3382.00,0.00,0.00,0.00,0.00,2.85,3.04,17.79,17.26,15.92,14.29,2.46,3.40,7.63,5.04,51.41,0.00,0.00,10.31
Adinath Textiles,514113,,Textiles - Spinning - Synthetic / Blended,25.92,0.68,17.44,20.67,2.26,1.78,1.60,20.00,12.67,20.50,6.50,,0.00,0.00,22.32,17.05,7.16,10.71,11.07,7.23,20.93,,,26740.00,0.00,0.00,,172.64,8.68,11.96,32.77,25.48,31.41,31.64,2.13,1.67,3.44,1.43,0.00,0.00,0.00,17.66
Adit.Birla Money,532974,BIRLAMONEY,Finance & Investments,165.50,5.54,39.67,39.15,8.50,5.55,4.69,0.01,0.03,0.02,,0.00,0.00,0.00,11.11,11.78,12.00,11.92,36.13,40.19,-8.82,34.12,27.75,42860.00,0.00,50.92,291.99,239.74,2.44,2.69,13.26,19.50,17.08,15.75,231.12,265.46,175.34,73.68,-446.25,0.03,0.00,935.23
Aditya AMC,543374,ABSLAMC,Finance & Investments,647.45,,30.92,28.66,,,,,,,,0.00,0.00,297.66,37.61,41.48,44.08,44.08,,31.82,-6.25,60.49,,431871.00,49.45,8.14,9.40,6.66,27.98,26.03,18.59,18.59,18.59,18.59,,,,,-6.74,,,18652.99
Aditya Bir. Fas.,535755,ABFRL,Textiles - Products,318.45,,-13.76,-9.25,31.19,12.35,,1.26,2.04,,,0.00,1.72,0.00,2.87,2.57,2.57,2.57,,,,12.33,,257409.00,0.00,31.11,42.28,35.11,-3.05,-1.95,96.71,84.95,84.95,84.95,17058.38,18763.91,13051.00,843.51,31.51,5.59,-1.79,32357.76
Aditya Birla Cap,540691,ABCAPITAL,Finance & Investments,240.25,75.70,14.66,17.46,56.90,52.10,,,,,,0.00,0.00,0.00,9.78,9.18,9.08,9.32,,13.70,9.50,31.60,34.44,475283.00,0.00,7.72,8.45,9.01,1.53,1.97,17.90,21.25,21.25,18.61,28814.27,21397.65,,,-814.20,8.17,-4.43,62514.92
Aditya Consumer,540146,,Trading,85.97,0.00,0.05,-2.58,17.94,17.90,,6.35,5.44,5.12,6.13,0.00,0.00,0.00,0.50,2.37,6.72,7.91,4.48,3.79,,2.80,4.17,242.00,0.00,1.18,1.17,2.17,0.29,-1.45,138.13,106.14,121.05,108.86,25.61,108.29,46.02,,38.48,0.00,0.00,125.80
Aditya Ispat,513513,,Steel - Medium / Small,10.50,0.54,-2.00,-5.40,18.80,18.02,14.50,9.80,5.21,4.64,5.78,0.00,0.00,0.00,4.52,4.97,5.77,6.47,1.07,-0.12,,5.46,5.68,7857.00,0.00,119.98,88.11,97.40,-0.32,-1.12,11.35,8.95,9.68,10.52,2.62,3.58,2.41,1.52,150.20,0.00,0.00,5.61
Aditya Spinners,521141,,Textiles - Spinning - Synthetic / Blended,20.20,1.67,7.73,6.57,15.57,16.34,,4.42,9.19,8.02,10.33,0.00,0.00,0.00,8.50,7.09,7.17,7.57,6.85,6.97,-8.45,8.89,7.80,45944.00,0.00,14.15,32.12,26.20,4.72,4.11,8.32,7.71,7.50,6.96,10.06,6.36,14.90,,39.62,0.00,0.00,33.82
Aditya Vision,540205,,Trading,4500.00,0.00,37.65,36.52,41.09,27.87,,3.46,5.57,10.02,8.70,0.00,0.00,7.46,23.05,29.55,26.29,22.20,35.26,36.41,0.05,8.39,6.80,6596.00,16.50,0.09,0.18,0.19,9.00,10.45,28.51,29.09,30.10,27.09,219.10,74.22,25.47,,80.04,9.42,7.49,5789.82
Adjia Tech,543269,,Computers - Software - Medium / Small,45.49,,,-2.86,27.15,,,,,,,0.00,0.00,0.00,-2.53,8.91,8.91,8.91,,,,25.84,,135.00,0.00,270.12,149.32,,19.43,-2.64,7.30,8.41,8.41,8.41,3.61,,,,1599.86,0.00,0.00,4.00
Adline Chem Lab,524604,,Pharmaceuticals - Indian - Formulations,13.12,0.58,,,3.30,5.49,,4.14,2.29,2.23,4.47,0.00,0.00,0.00,-2.53,-17.31,-11.11,-6.49,,,,,,18670.00,0.00,34.53,91.11,135.81,-64.46,-91.96,38.74,75.67,50.48,38.74,2.98,4.09,9.65,,-113.45,0.00,0.00,7.68
Ador Fontech,530431,,Electrodes - Welding Equipment,144.10,3.50,14.06,16.82,31.13,28.19,25.08,2.87,3.89,3.70,3.10,0.00,0.00,14.00,23.60,19.91,18.01,17.69,12.28,12.71,11.76,12.02,10.99,13248.00,90.05,52.01,67.23,46.21,10.72,13.44,16.96,17.11,17.36,16.83,129.50,178.67,147.63,119.17,68.62,-4.67,-2.30,504.36
Ador Multi Prod.,523120,,Personal Care - Indian,34.45,,-36.68,-40.99,28.80,19.75,,2.94,2.88,4.52,,0.00,0.00,0.00,-48.44,-37.88,-32.43,-30.84,,-35.29,0.62,-37.03,,3919.00,0.00,31.21,35.48,65.68,-26.55,-34.20,22.76,14.36,16.46,18.17,40.40,12.87,5.57,3.01,53.17,0.00,0.00,16.10
Ador Welding,517041,ADORWELD,Electrodes - Welding Equipment,1405.85,1.36,14.40,17.82,174.60,183.03,150.02,5.36,6.67,6.62,5.87,0.00,6.69,14.96,23.58,17.82,16.34,15.37,11.85,12.86,14.52,9.20,8.80,19306.00,39.24,57.45,85.95,60.23,9.36,12.39,27.76,24.17,26.18,26.59,408.91,467.72,423.93,196.84,71.80,0.10,-4.11,1911.96
Adroit Info.,532172,ADROITINFO,Computers - Software - Medium / Small,18.42,4.37,12.36,15.91,1.26,1.26,3.86,,,,0.86,0.00,0.00,0.00,15.08,13.01,12.85,16.94,16.57,11.95,44.39,21.52,23.34,13555.00,0.00,173.58,248.65,323.41,7.25,8.89,25.80,22.25,18.69,22.06,28.06,55.30,202.86,17.96,127.01,0.00,0.00,39.92
Advait Infratech,543230,,Construction,1700.00,,23.16,27.20,29.65,,,8.36,8.49,,,0.00,0.00,0.32,30.07,23.32,23.32,23.32,,,,14.45,,508.00,3.20,125.75,113.09,184.84,7.62,9.82,49.80,47.07,47.07,47.07,26.47,,,,37.07,0.00,0.00,1735.31
Advance Lifes.,521048,,Textiles - Jute - Yarn / Products,45.99,0.62,-2.01,1.92,48.27,48.89,48.66,0.00,0.00,0.00,0.00,,,0.00,1.34,-0.48,0.79,1.59,-1.69,-2.97,17.46,,,6946.00,0.00,0.00,-36500.00,,-0.74,0.76,76.46,20.20,23.02,76.46,11.90,11.90,5.42,3.24,-23651.92,0.00,-0.01,28.63
Advance Meter.,534612,,Electric Equipment,38.49,1.61,-7.50,-3.85,61.38,66.57,89.07,0.38,1.23,3.66,1.56,0.00,0.00,0.00,-2.08,-2.32,-1.19,-1.70,-6.45,-5.95,,-23.33,-7.17,10264.00,0.00,138.51,272.88,87.09,-4.18,-2.81,,57.08,57.08,57.08,14.19,45.36,39.90,28.98,385.66,0.00,0.00,61.81
Advance Petroch.,506947,,Chemicals,288.00,0.09,13.93,16.48,25.33,22.22,17.56,2.09,1.80,1.98,3.70,0.00,0.00,0.00,14.37,12.97,12.22,11.78,10.36,12.04,0.65,6.23,6.38,2060.00,0.00,64.47,53.16,41.83,2.50,3.20,28.18,28.50,28.50,28.50,3.46,3.51,2.03,2.32,59.57,0.00,0.00,25.92
Advance Syntex,539982,,Textiles - Spinning - Synthetic / Blended,7.30,0.45,-11.25,-19.15,16.30,18.90,,1.37,2.30,3.54,3.95,0.00,0.00,0.00,-3.88,0.38,5.32,9.36,-1.29,-4.40,,4.15,9.79,866.00,0.00,2440.70,208.27,134.29,-3.10,-4.41,,13.20,12.48,9.55,11.56,25.41,19.75,,5828.04,0.00,0.00,8.10
Advanced Enzyme,540025,ADVENZYMES,Pharmaceuticals - Indian - Bulk Drugs & Formln,378.00,10.88,12.55,10.65,86.90,75.19,,1.39,1.28,1.38,1.13,53.69,0.00,10.29,14.15,17.31,19.37,22.75,15.07,13.50,-8.98,37.94,40.29,77537.00,9.72,62.08,62.75,51.09,11.49,9.42,29.65,28.69,27.85,28.08,3854.07,2038.71,4596.69,,193.45,6.61,-0.90,4226.99
Advani Hotels.,523269,ADVANIHOTR,Hotels,71.26,9.24,25.17,35.23,4.68,5.12,3.68,3.94,7.19,7.04,4.78,0.00,0.00,11.37,44.48,29.84,29.27,27.52,22.54,24.07,10.73,27.81,26.54,13901.00,86.00,5.09,5.05,17.76,15.90,23.38,21.15,30.38,25.38,22.07,262.69,314.62,262.69,165.67,-38.32,0.21,-0.06,658.70
Advik Capital,539773,,Finance & Investments,2.58,42.70,10.63,12.36,0.24,0.28,,1.77,2.44,0.71,2.78,0.00,0.00,0.00,12.35,8.34,6.73,5.13,8.30,9.43,48.31,1.76,1.87,23929.00,0.00,3.36,138.19,66.73,3.91,6.15,16.27,17.88,17.88,16.28,53.95,64.23,134.51,,17.00,0.00,0.00,110.47
Aegis Logistics,500003,AEGISLOG,Trading,873.00,33.40,14.21,15.92,55.17,48.71,12.79,67.43,171.08,182.96,161.13,0.00,0.00,115.09,15.82,15.05,16.11,17.73,15.39,14.83,-2.35,8.92,7.65,71850.00,31.96,40.09,8.94,14.85,8.49,9.64,26.70,32.79,33.76,30.73,10482.61,6786.88,6499.64,566.80,12.02,3.21,3.01,30642.30
Aeonx Digital,524594,,Trading,135.00,,-1.13,3.91,87.93,81.02,,27.82,10.57,5.82,,55.64,39.61,0.23,4.73,0.15,1.43,1.43,,-0.76,21.87,-8.26,,3937.00,13.78,202.37,208.21,65.34,0.34,2.88,25.92,20.88,21.42,26.38,34.43,25.30,41.77,8.51,351.53,2.47,0.00,62.10
Aeroflex,543972,AEROFLEX,Steel - Medium / Small,162.40,,24.25,26.95,,,,2.90,3.38,,,0.00,74.74,1.10,32.21,25.82,24.04,24.04,,,5.00,18.09,,,5.11,93.06,85.57,68.38,11.24,15.43,49.90,49.90,49.90,49.90,,,,,110.62,,,2100.19
Aerpace Indus,534733,,Trading,30.91,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,7133.00,,0.00,,,,,,,,,35.27,30.62,78.74,20.37,0.00,0.00,0.00,422.46
Aether Industri.,543534,AETHER,Chemicals,919.85,,,,,,,,,,,,,,12.98,12.98,12.98,12.98,,,,,,53456.00,0.00,129.47,,,,,89.96,89.96,89.96,89.96,,,,,278.58,,,12192.64
Affle India,542752,AFFLE,Computers - Software - Medium / Small,1357.35,,21.17,18.56,28.14,17.97,,,,,,52.30,0.00,0.00,21.45,29.23,42.42,42.42,,,-30.85,20.71,,364615.00,0.00,68.16,76.22,70.07,17.50,13.57,62.27,65.38,65.38,65.38,13917.39,,,,23.93,-3.46,7.72,19031.28
Affordable Robo.,541402,,Engineering,559.00,0.03,5.07,8.59,40.96,44.12,,0.01,0.02,1.43,1.96,0.00,0.00,0.00,10.29,7.69,13.63,19.97,9.86,8.26,-8.84,7.99,10.12,866.00,0.00,186.77,274.50,137.57,1.83,3.13,73.19,38.74,38.74,66.17,103.94,121.04,,,180.26,0.00,-1.43,628.65
AFLOAT Enterpris,543377,,Trading,12.00,,0.48,0.78,,,,,,,,0.00,0.00,0.00,2.20,1.49,21.19,21.19,,,,-2.54,,129.00,0.00,150.15,9.71,121.67,0.32,0.67,74.67,74.67,74.67,74.67,,,,,586.16,,,5.47
Agarwal Float,,AGARWALFT,Trading,65.15,,,13.25,,,,4.46,,,,0.00,0.00,0.00,15.20,14.10,14.10,14.10,,,,4.54,,301.00,0.00,71.59,113.09,,,5.74,33.98,33.98,33.98,33.98,,,,,136.54,,,47.19
Agarwal Fortune,530765,,Trading,23.25,0.35,-31.63,-31.22,1.74,2.22,4.39,-0.50,-1.60,,2.00,0.00,,0.00,-9.59,-9.21,-2.57,-2.95,-9.19,-7.75,-23.22,,,1650.00,0.00,22.13,40.56,,-15.13,-15.24,51.28,50.05,50.05,50.23,0.70,0.38,0.64,0.50,19.91,0.00,0.00,8.16
Agarwal Indl.,531921,AGARIND,Petrochemicals,1172.00,0.55,24.02,25.17,191.16,153.54,78.36,19.61,24.05,11.71,22.46,0.00,0.00,2.85,22.13,20.65,18.43,17.36,20.88,21.93,17.47,7.16,7.23,13925.00,4.10,39.18,54.46,77.69,12.07,13.09,10.68,11.36,10.59,8.93,162.91,163.06,616.79,75.06,35.50,6.32,0.17,1753.05
AGI Greenpac,500187,AGI,Packaging,703.75,7.23,11.95,15.58,190.67,173.84,198.57,1.49,3.00,2.22,2.24,0.00,0.00,30.22,13.80,11.30,9.46,9.56,8.99,9.43,75.42,19.76,17.05,44907.00,14.85,60.46,91.92,73.50,5.38,7.39,14.93,9.55,12.20,14.59,993.75,540.80,755.25,257.86,97.52,0.74,-2.06,4553.10
AGI Infra,539042,,Construction,853.95,,28.19,29.92,74.26,66.79,,0.14,0.09,0.65,,0.00,0.00,0.71,28.84,24.81,22.38,21.81,,27.35,8.05,26.73,,1434.00,1.97,4.18,20.36,54.87,5.49,6.44,14.09,9.55,9.55,9.99,101.83,64.06,145.08,,9.04,0.00,0.00,1043.27
Agio Paper,516020,,Paper,4.30,1.61,,,-13.51,4.69,-1.47,0.04,0.02,0.03,0.04,,,0.00,-2.17,-2.68,-3.19,-2.01,,,,,,8172.00,0.00,85.17,,,-5.39,-5.36,,0.44,,,2.87,4.11,2.98,3.72,-7750.17,0.00,0.00,6.94
Agni Green,,AGNI,Electric Equipment,52.35,,-0.49,-0.99,,,,5.62,3.84,,,0.00,1.12,0.00,3.07,3.46,3.46,4.26,,,,3.83,,360.00,0.00,270.14,186.95,276.32,-0.32,-0.66,182.31,182.31,182.31,182.31,,,,,384.88,,,102.26
Agri-Tech India,537292,AGRITECH,Miscellaneous,198.30,0.59,1.59,3.15,150.10,180.30,27.17,0.00,0.00,0.40,0.07,0.00,0.00,0.00,3.29,1.91,1.18,0.34,0.55,0.85,65.73,-291.94,-349.44,23558.00,0.00,0.00,0.00,0.00,1.38,2.63,34.16,10.91,16.44,42.46,18.32,29.76,22.72,4.31,128494.07,0.01,-0.03,117.80
Agro Phos India,,AGROPHOS,Fertilizers,47.47,0.29,5.57,3.59,20.54,18.95,,1.47,2.07,3.00,3.94,0.00,0.00,0.10,7.53,8.93,8.73,12.10,7.89,4.99,,2.74,3.87,21158.00,2.90,41.41,100.90,116.81,3.21,2.30,11.98,13.09,13.68,10.93,23.72,142.32,44.60,,139.93,0.00,-0.01,96.24
Agro Tech Foods.,500215,ATFL,Food - Processing - Indian,724.50,2.44,4.91,3.30,178.93,167.73,128.77,5.62,6.41,4.62,4.30,0.00,0.00,7.31,4.72,6.81,8.91,9.94,6.70,5.96,-28.38,6.00,6.87,18332.00,49.00,31.17,15.22,35.90,4.03,2.58,110.56,52.01,65.46,94.68,2030.08,1454.60,1316.67,1232.48,77.34,0.25,8.60,1765.58
AGS Transact,543451,AGSTRA,Computers - Hardware,79.87,,0.64,-8.08,,,,5.04,4.42,2.64,,0.00,0.00,2.37,7.76,10.07,11.06,11.06,,2.76,,22.53,,111310.00,0.00,174.01,167.84,89.54,0.19,-1.70,25.59,25.59,25.59,25.59,,,,,112.37,,,976.44
Ahasolar Technol,543941,,Trading,327.00,,36.25,35.17,,,,2.18,-1.38,,,0.00,0.00,0.00,60.10,46.59,46.59,46.59,,,,3.49,,,0.00,35.64,40.77,20.28,20.17,30.34,52.94,52.94,52.94,52.94,,,,,26.18,,,100.80
Ahimsa Industrie,,AHIMSA,Plastics Products,18.90,0.40,-3.17,-3.73,24.31,24.15,,2.75,3.81,13.67,6.88,0.00,0.00,0.00,-1.80,-0.39,1.89,4.55,1.06,-1.17,,3.62,5.60,76.00,0.00,104.62,102.93,155.01,-1.89,-2.49,30.49,20.36,20.46,65.79,10.84,13.14,14.23,,204.78,0.00,0.00,10.35
Ahlada Engineers,,AHLADA,Steel - Medium / Small,116.60,,6.95,6.36,92.11,85.32,,3.25,2.38,2.21,,0.00,0.00,1.09,10.00,10.25,13.38,13.81,,8.67,-7.80,17.04,,5483.00,23.49,135.86,120.80,146.11,4.13,3.85,21.40,16.57,16.57,17.82,118.23,120.42,,,155.13,0.00,-10.43,150.67
Ahluwalia Contr.,532811,AHLUCONT,Construction,1241.30,6.70,14.13,16.58,131.18,119.85,50.39,3.65,5.01,4.03,3.31,0.00,0.00,1.61,24.48,20.97,23.46,24.16,15.89,15.02,-0.99,9.48,10.50,11097.00,1.19,69.52,68.95,107.71,6.45,8.08,22.52,24.94,23.08,22.89,2004.27,2176.09,2101.74,254.34,45.84,1.41,-0.74,8315.15
Ahm. Steelcraft,522273,,Trading,105.30,0.41,-3.69,-4.68,62.46,60.65,60.48,,,66.09,,95.36,0.00,0.00,-5.01,-3.80,-1.87,-1.87,-1.83,-1.80,,-77.90,-42.63,2892.00,0.00,560.88,289.74,69.17,-3.65,-4.64,,7.59,6.59,5.88,5.93,6.18,7.80,6.59,684.71,0.00,0.00,43.07
AI Champ.Inds.,532806,,Textiles - Jute - Yarn / Products,56.90,2.74,-27.89,-40.16,22.33,25.49,35.44,0.26,0.43,0.39,1.19,21.10,0.00,0.00,-22.32,-14.24,-8.76,-5.62,-15.17,-19.46,,-28.20,-5.13,3194.00,0.00,91.15,87.18,43.02,-7.00,-9.81,8.47,12.84,11.57,10.13,31.61,43.64,74.72,42.78,1140.29,0.00,0.00,174.99
AIA Engineering,532683,AIAENG,Castings & Forgings,4224.55,9.43,16.63,17.62,449.99,392.42,220.91,1.86,1.89,2.24,2.44,77.97,0.00,145.22,21.64,20.09,19.93,21.86,16.87,16.28,4.57,24.25,24.65,37196.00,13.76,70.70,80.88,84.00,14.46,15.48,30.78,29.38,31.03,30.26,19361.15,16940.89,14976.66,5271.10,239.41,-0.83,1.02,39846.12
Aik Pipes & Poly,544072,,Plastics Products,128.50,,,32.19,,,,74.52,,,,0.00,0.00,0.00,27.03,22.80,22.80,22.80,,,,8.83,,,0.00,117.89,193.36,,,13.33,8.29,8.29,8.29,8.29,,,,,129.95,,,81.76
Aimco Pesticides,524288,,Pesticides / Agrochemicals - Indian,100.00,0.92,3.33,-1.28,42.58,40.34,3.90,2.38,2.76,3.54,11.29,0.00,0.00,1.05,3.83,10.74,18.05,42.10,12.96,7.46,,2.71,3.38,12000.00,-8.59,57.77,53.14,29.24,1.24,-0.40,21.81,19.17,17.96,17.51,85.24,122.75,86.87,12.01,28.93,-0.04,0.03,95.83
Aimtron,,AIMTRON,Electronics - Components,573.00,,,26.21,,,,,,,,0.00,,,22.12,22.12,22.12,22.12,,,,,,,0.00,36.71,89.49,,,7.86,12.29,12.29,12.29,12.29,,,,,96.89,,,1169.71
Aion-Tech Soluti,531439,GOLDTECH,Computers - Software - Medium / Small,145.05,1.88,-0.68,-0.63,23.37,23.78,36.60,,,,,21.40,0.00,0.00,1.29,1.00,1.01,0.12,-0.99,-0.35,-15.80,0.32,1.05,16866.00,0.00,85.68,74.15,77.39,-0.42,-0.32,416.82,20.25,41.00,335.31,16.25,22.91,21.22,6.86,126.07,0.00,-0.01,501.61
Airan,543811,AIRAN,Computers - Software - Medium / Small,31.88,,8.56,9.05,7.00,6.54,,,,,,0.00,0.00,0.00,10.96,10.24,9.45,9.45,,7.86,18.78,16.77,,42825.00,0.00,86.14,122.93,70.62,6.63,7.12,26.79,27.83,27.83,28.91,195.03,381.00,84.70,,148.33,0.00,0.00,398.57
