Name,BSE Code,NSE Code,Industry,Current Price,Sales latest quarter,Profit after tax latest quarter,YOY Quarterly sales growth,YOY Quarterly profit growth,Sales growth,Profit growth,Operating profit latest quarter,Other income latest quarter,EBIDT latest quarter,Depreciation latest quarter,EBIT latest quarter,Interest latest quarter,Profit before tax latest quarter,Tax latest quarter,Extraordinary items latest quarter,Net Profit latest quarter,GPM latest quarter,OPM latest quarter,NPM latest quarter,Equity Capital latest quarter,EPS latest quarter,Operating profit 2quarters back,Operating profit 3quarters back,Sales 2quarters back,Sales 3quarters back,Net profit 2quarters back,Net profit 3quarters back,Operating profit growth,Last result date,Expected quarterly sales growth,Expected quarterly sales,Expected quarterly operating profit,Expected quarterly net profit,Expected quarterly EPS,Sales preceding quarter,Operating profit preceding quarter,Other income preceding quarter,EBIDT preceding quarter,Depreciation preceding quarter,EBIT preceding quarter,Interest preceding quarter,Profit before tax preceding quarter,Tax preceding quarter,Profit after tax preceding quarter,Extraordinary items preceding quarter,Net Profit preceding quarter,OPM preceding quarter,NPM preceding quarter,Equity Capital preceding quarter,EPS preceding quarter,Market Capitalization
Thyrocare Tech.,539871,THYROCARE,Healthcare,679.90,141.23,19.23,13.15,93.66,7.72,28.78,33.59,2.81,36.40,10.41,25.99,0.94,25.05,5.82,0.00,19.23,68.81,23.78,13.62,52.95,3.63,36.63,33.12,136.29,123.61,20.29,16.73,16.32,202403.00,7.85,133.31,34.64,23.65,4.47,122.89,30.53,2.09,32.62,10.90,21.72,0.96,20.76,5.87,14.89,0.00,14.89,24.84,12.12,52.93,2.81,3600.26
Tiaan Consumer,540108,,Trading,2.90,0.01,-8.32,,-4060.00,-100.00,-900.95,-8.17,0.00,-8.17,0.00,-8.17,0.15,-8.32,0.00,0.00,-8.32,-32000.00,-81700.00,-83200.00,10.27,-8.10,-1.49,-0.06,0.00,0.00,-1.53,-0.10,-2041.67,202309.00,,,,,,0.00,-0.56,-0.75,-0.56,0.00,-0.56,0.00,-1.31,0.00,-0.56,-0.75,-1.31,,,10.27,-1.28,2.98
Tide Water Oil,590005,TIDEWATER,Chemicals,2328.25,486.82,42.92,3.60,24.73,4.17,24.82,47.24,12.26,59.50,3.77,55.73,0.28,55.45,12.53,0.00,42.92,39.29,9.70,8.82,3.40,24.63,41.57,38.53,474.18,473.74,35.22,31.19,18.81,202403.00,4.26,493.93,42.19,37.63,21.60,496.45,41.61,7.72,49.33,3.87,45.46,0.85,44.61,11.03,33.58,0.00,33.58,8.38,6.76,3.40,19.27,4056.75
Tierra Agrotech,543531,,Trading,60.00,7.49,-3.74,-9.87,76.49,11.70,67.35,-7.69,3.38,-4.31,0.57,-4.88,0.70,-5.58,-1.84,0.00,-3.74,18.96,-102.67,-49.93,55.93,-0.57,-4.44,7.44,11.85,43.54,-4.35,4.78,49.36,202403.00,13.06,49.23,-23.95,-26.36,-4.02,4.26,-8.65,1.72,-6.93,0.20,-7.13,0.83,-7.96,-2.06,-5.89,0.00,-5.89,-203.05,-138.26,55.93,-0.88,393.56
Tiger Logistics,536264,,Miscellaneous,37.20,92.71,4.03,51.88,82.35,-44.56,-44.33,4.67,1.74,6.41,0.27,6.14,0.32,5.82,1.80,0.00,4.03,100.00,5.04,4.35,10.57,0.38,4.03,2.56,53.58,42.02,3.22,2.10,-43.19,202403.00,-14.42,35.96,2.31,1.86,0.18,51.95,3.98,1.09,5.07,0.17,4.90,0.04,4.86,1.18,3.68,0.00,3.68,7.66,7.08,10.57,0.35,393.30
Tijaria Polypipe,533629,TIJARIA,Plastics Products,17.53,0.11,-0.71,-97.14,74.64,-98.92,69.21,-0.09,0.08,-0.01,0.70,-0.71,0.00,-0.71,0.00,0.00,-0.71,9.09,-81.82,-645.45,28.63,-0.25,-0.01,-0.19,0.00,0.04,-0.66,-0.85,92.94,202403.00,,,,,,0.00,-0.03,0.03,0.00,0.69,-0.69,0.00,-0.69,0.00,-0.69,0.00,-0.69,,,28.63,-0.24,50.16
TIL,505196,TIL,Engineering,314.15,31.43,34.82,98.17,240.23,52.66,46.53,-28.18,134.92,-27.03,1.68,-28.71,5.24,99.82,-68.77,133.77,168.59,32.71,-89.66,110.79,17.53,25.31,-11.57,-18.08,19.96,3.46,-20.35,0.95,-38.45,202403.00,405.57,17.49,-54.42,-63.02,-9.46,12.06,-18.26,140.47,-17.69,1.72,-19.41,2.19,118.30,13.59,-20.10,139.90,104.71,-151.41,-166.67,10.03,27.48,2092.31
Tilak Ventures,503663,,Finance & Investments,5.42,2.61,2.35,57.23,115.60,83.85,124.28,2.11,1.08,3.19,0.00,3.19,0.00,3.19,0.84,0.00,2.35,100.00,80.84,90.04,22.28,0.11,0.02,0.56,3.14,4.89,0.71,1.12,623.91,202403.00,1985.92,,,,,1.31,0.70,0.88,1.58,0.00,1.58,0.00,1.58,0.30,1.28,0.00,1.28,53.44,97.71,22.28,0.06,120.79
Tilaknagar Inds.,507205,TI,Breweries & Distilleries,248.30,358.78,39.52,0.37,20.89,19.72,98.19,48.23,-4.01,52.29,7.84,44.45,4.93,31.45,0.00,-8.07,31.45,48.50,13.44,11.02,192.73,1.63,47.42,38.40,354.39,304.10,37.04,25.75,35.13,202403.00,21.17,368.47,48.11,33.15,1.72,376.69,51.39,8.43,59.82,8.00,51.82,8.05,43.77,0.00,43.77,0.00,43.77,13.64,11.62,191.73,2.28,4787.34
Time Technoplast,532856,TIMETECHNO,Plastics Products,326.95,1394.32,92.35,16.94,45.27,16.39,42.34,186.15,11.00,197.15,39.61,157.54,24.57,132.97,38.71,0.00,94.26,27.72,13.35,6.76,22.69,4.07,166.86,147.24,1194.21,1079.32,71.46,57.06,19.70,202403.00,16.40,1256.35,173.03,104.10,4.49,1324.65,190.57,1.90,192.47,41.74,150.73,24.90,125.83,32.72,91.60,0.00,93.11,14.39,7.03,22.61,4.04,7419.46
Times Green Ener,543310,,Trading,75.00,27.63,0.04,,,59.19,14.63,0.40,0.00,0.06,0.01,0.05,0.00,0.05,0.02,0.00,0.22,11.48,4.92,3.28,1.00,1.32,,,,,,,16.92,202403.00,,,,,,5.10,0.35,,,,,,,,,,0.26,,,,1.56,12.48
Times Guaranty,511559,TIMESGTY,Finance & Investments,128.60,0.83,0.39,7.79,8.33,65.31,90.43,0.54,0.00,0.54,0.00,0.54,0.00,0.54,0.16,0.00,0.39,100.00,65.06,46.99,8.99,0.43,0.51,0.61,0.80,0.80,0.42,0.50,121.70,202403.00,52.98,1.22,0.90,0.90,1.00,0.81,0.68,0.00,0.68,0.00,0.68,0.00,0.68,0.19,0.49,0.00,0.49,83.95,60.49,9.00,0.54,115.62
Timescan Logist.,,TIMESCAN,Miscellaneous,62.50,105.75,0.41,,,-0.60,1.88,3.45,0.06,0.82,0.11,0.71,0.12,0.59,0.18,0.00,2.45,100.00,2.80,1.51,0.05,3.50,,,,,,,-8.91,202403.00,,,,,,96.18,2.07,,,,,,,,,,1.35,,,,1.93,43.66
Timex Group,500414,,Miscellaneous,151.95,92.06,7.08,10.50,-68.38,9.25,-55.21,9.69,1.48,11.17,0.91,10.26,0.88,9.38,2.30,0.00,7.08,40.60,10.53,7.69,10.10,0.70,16.10,7.32,126.36,106.29,11.00,4.25,-15.45,202403.00,9.36,116.24,8.36,6.46,0.64,94.20,-0.71,0.35,-0.36,0.88,-1.24,0.75,-1.99,-0.50,-1.49,0.00,-1.49,-0.75,-1.58,10.10,-0.15,1533.94
Timken India,522113,TIMKEN,Bearings,4292.65,897.77,141.43,11.87,35.33,3.67,0.46,198.69,10.75,209.44,21.78,187.66,1.11,186.55,45.12,0.00,141.43,40.71,22.13,15.75,75.22,18.80,135.51,135.73,681.98,717.58,93.05,90.14,2.15,202403.00,3.95,745.94,143.58,119.94,15.95,612.21,102.48,10.58,113.06,20.98,92.08,0.85,91.23,23.70,67.53,0.00,67.53,16.74,11.03,75.22,8.98,32288.78
Tinna Rubber,530475,,Miscellaneous,1873.15,109.85,15.66,51.06,131.66,22.88,90.50,22.39,1.33,23.72,1.90,21.82,1.97,19.85,4.20,0.00,15.66,45.85,20.38,14.26,17.13,9.14,12.99,11.70,79.69,80.47,7.62,7.05,68.42,202403.00,25.88,101.29,16.37,12.57,7.34,93.02,15.51,0.78,16.29,1.64,14.65,1.56,13.09,3.14,9.96,0.00,9.96,16.67,10.71,17.13,5.81,3208.61
Tinna Trade,541741,,Trading,375.70,88.57,-0.01,68.83,97.87,-16.58,104.35,1.18,0.11,1.29,0.03,1.26,1.19,0.07,0.09,0.00,-0.01,6.14,1.33,-0.01,8.56,-0.01,0.64,0.58,76.12,34.75,0.03,0.10,125.85,202403.00,37.89,47.92,0.73,-0.48,-0.12,45.92,0.90,0.19,1.09,0.03,1.06,0.98,0.08,0.08,0.00,0.00,0.00,1.96,0.00,8.56,0.00,1478.15
Tips Films,543614,TIPSFILMS,Entertainment / Electronic Media Software,565.45,60.14,4.64,89.96,70.59,26.35,-95.52,3.68,0.66,4.34,0.20,4.14,0.11,4.03,-0.60,0.00,4.64,10.72,6.12,7.72,4.32,10.73,-1.14,-1.79,4.46,0.66,-1.11,-1.83,-99.46,202403.00,64.82,1.09,-1.52,-1.72,-3.98,12.38,-0.62,0.30,-0.32,0.20,-0.52,0.09,-0.61,0.00,-0.61,0.00,-0.61,-5.01,-4.93,4.32,-1.41,244.43
Tips Industries,532375,TIPSINDLTD,Entertainment / Electronic Media Software,425.50,63.26,25.76,21.61,40.53,29.34,66.52,30.18,5.33,35.51,0.50,35.01,0.08,34.93,9.16,0.00,25.76,100.00,47.71,40.72,12.84,2.01,49.82,35.02,60.87,52.62,39.65,27.10,55.52,202403.00,30.40,68.62,45.31,44.55,3.47,64.83,43.42,3.44,46.86,0.44,46.42,0.07,46.35,11.70,34.65,0.00,34.65,66.98,53.45,12.84,2.70,5464.57
Tirth Plastic,526675,,Trading,37.80,0.00,-0.01,,,,100.00,-0.03,0.02,-0.01,0.00,-0.01,0.00,-0.01,0.00,0.00,-0.01,,,,4.45,,-0.01,-0.02,0.00,0.00,0.01,0.00,10.00,202403.00,,,,,,0.00,-0.01,0.02,0.01,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,,,4.45,,16.83
Tirupati Foam,540904,,Miscellaneous,93.11,27.43,0.52,12.88,52.94,2.30,10.53,2.12,0.22,2.34,0.50,1.84,1.13,0.71,0.19,0.00,0.52,21.51,7.73,1.90,4.50,1.18,2.19,2.28,24.02,23.39,0.48,0.48,-3.02,202403.00,2.95,24.08,2.18,0.58,1.32,29.16,2.41,0.10,2.51,0.50,2.01,1.19,0.82,0.20,0.61,0.00,0.61,8.26,2.09,4.44,1.38,41.03
Tirupati Forge,,TIRUPATIFL,Castings & Forgings,23.50,33.11,1.92,41.56,-10.28,19.53,-27.83,3.49,0.42,3.91,0.97,2.94,0.39,2.55,0.62,0.00,1.92,36.12,10.54,5.80,20.74,0.19,2.93,2.40,23.65,20.88,1.53,1.14,-12.34,202403.00,34.15,28.01,3.25,1.97,0.19,32.36,3.97,0.14,4.11,0.91,3.20,0.41,2.79,0.73,2.05,0.00,2.05,12.27,6.33,19.60,0.21,243.64
Tirupati Sarjan,531814,,Construction,14.34,72.01,0.89,31.43,286.96,23.37,29.93,3.01,1.11,4.12,0.56,3.56,1.71,1.85,0.95,0.00,0.89,6.65,4.18,1.24,16.50,0.27,3.55,3.22,41.64,25.53,0.99,0.76,8.94,202403.00,34.12,34.24,3.19,1.23,0.37,54.56,2.89,0.28,3.17,0.24,2.93,1.13,1.80,0.49,1.30,0.00,1.30,5.30,2.38,16.50,0.39,47.31
Tirupati Starch,524582,,Miscellaneous,245.00,82.48,0.43,-4.12,-89.20,-15.86,-68.49,6.80,0.13,6.93,2.37,4.56,3.52,1.04,0.61,0.00,0.43,30.92,8.24,0.52,9.59,0.45,3.92,4.12,61.60,75.25,0.04,0.55,-2.52,202403.00,-13.51,65.08,4.07,-1.10,-1.15,86.79,5.65,0.12,5.77,2.10,3.67,2.50,1.17,0.12,1.06,0.00,1.06,6.51,1.22,8.09,1.11,234.93
Tirupati Tyres,539040,,Trading,24.38,-0.11,-0.24,-210.00,-500.00,,-59.09,-0.21,0.00,-0.21,0.00,-0.21,0.00,-0.21,0.03,0.00,-0.24,,,,24.44,-0.10,0.03,0.06,0.09,0.11,0.03,0.06,271.43,202403.00,427.89,0.58,,,,0.32,0.25,0.00,0.25,0.00,0.25,0.00,0.25,0.00,0.25,0.00,0.25,78.12,78.12,24.44,0.10,59.59
Titaanium Ten,539985,,Textiles - Products,34.50,110.89,0.43,121.34,152.94,-17.61,-0.71,3.43,-0.01,2.88,0.52,2.36,1.80,0.55,0.12,-0.01,0.68,5.03,2.48,0.37,6.73,1.01,,,,,,,-1.60,202403.00,,,,,,80.62,3.34,,,,,,,,,,0.64,,,,0.95,23.21
Titagarh Rail,532966,TITAGARH,Engineering,1829.75,1052.41,81.13,8.03,69.02,38.63,129.66,117.86,12.49,132.53,6.99,125.54,15.83,107.53,28.58,-2.18,78.95,23.27,11.20,7.71,26.93,5.86,114.59,106.10,935.45,910.76,70.59,61.78,79.17,202403.00,47.62,1344.44,156.83,131.18,9.74,954.68,110.66,14.27,125.23,6.79,118.44,18.23,99.91,25.08,75.12,-0.30,74.82,11.59,7.87,25.43,5.56,24641.96
Titan Biotech,524717,,Pharmaceuticals - Indian - Bulk Drugs & Formln,600.00,39.92,4.84,8.36,4.31,13.94,12.56,7.07,0.48,7.55,0.84,6.71,0.34,6.37,1.53,0.00,4.84,54.18,17.71,12.12,8.26,5.86,8.72,7.89,43.43,34.75,6.03,5.41,16.09,202403.00,17.35,40.78,8.76,7.57,9.16,45.98,10.60,0.44,11.04,0.83,10.21,0.26,9.95,2.55,7.38,0.00,7.38,23.05,16.05,8.26,8.93,495.83
Titan Company,500114,TITAN,Diamond Cutting / Jewellery,3408.65,12494.00,771.00,20.60,5.62,25.90,7.50,1191.00,159.00,1350.00,158.00,1192.00,201.00,991.00,220.00,0.00,771.00,22.30,9.53,6.17,89.00,8.68,1411.00,1125.00,12529.00,11897.00,916.00,756.00,8.40,202403.00,26.20,15014.27,1506.73,1131.17,12.74,14164.00,1565.00,136.00,1701.00,154.00,1547.00,169.00,1378.00,325.00,1053.00,0.00,1053.00,11.05,7.43,89.00,11.86,302615.24
Titan Intech,521005,,Computers - Software - Medium / Small,44.00,13.48,1.90,284.05,146.75,199.05,221.71,3.38,0.00,3.38,1.11,2.27,0.03,2.24,0.34,0.00,1.90,100.00,25.07,14.09,11.55,1.03,2.14,1.74,10.66,7.64,1.25,0.78,224.03,202403.00,389.40,37.39,8.46,5.52,2.35,12.26,2.74,0.00,2.74,0.75,1.99,0.00,1.99,0.30,1.69,0.00,1.69,22.35,13.78,10.99,0.96,103.62
Titan Securities,530045,,Finance & Investments,41.57,2.03,1.54,2437.50,-36.63,105.28,-26.60,-0.37,0.25,-0.12,0.00,-0.12,0.00,-0.12,-0.03,0.00,1.54,-12.32,-18.23,75.86,25.02,0.62,0.57,0.07,1.82,0.33,3.07,2.61,53.73,202403.00,777.46,,,,,2.82,0.78,0.00,0.78,0.01,0.77,0.00,0.77,0.20,2.85,0.00,2.85,27.66,101.06,25.02,1.14,104.01
TMT (I),522171,,Engineering,3.75,0.04,-0.10,,92.70,,56.96,-0.10,0.00,-0.10,0.00,-0.10,0.00,-0.10,0.00,0.00,-0.10,100.00,-250.00,-250.00,4.95,-0.20,-0.07,-0.09,0.00,0.00,-0.07,-0.09,52.50,202403.00,,,,,,0.00,-0.08,0.00,-0.08,0.00,-0.08,0.00,-0.08,0.00,-0.08,0.00,-0.08,,,4.95,-0.16,1.86
Tokyo Finance,531644,,Finance & Investments,25.21,0.19,0.23,5.56,2400.00,11.43,808.33,0.10,0.00,0.10,0.00,0.10,0.00,0.10,-0.13,0.00,0.23,100.00,52.63,121.05,6.94,0.33,0.07,0.05,0.20,0.18,0.07,0.74,100.00,202403.00,8.52,0.20,0.07,0.07,0.10,0.20,0.08,0.00,0.08,0.00,0.08,0.00,0.08,0.03,0.05,0.00,0.05,40.00,25.00,6.94,0.07,17.57
Tokyo Plast Intl,500418,TOKYOPLAST,Plastics Products,118.35,16.96,-0.06,-13.78,-110.34,-12.13,308.33,1.07,0.00,1.07,0.63,0.44,0.37,0.07,0.13,0.00,-0.06,56.49,6.31,-0.35,9.50,-0.06,1.97,1.01,18.96,14.57,0.83,0.06,-1.71,202403.00,-11.81,12.85,0.96,0.04,0.04,15.87,1.13,0.11,1.24,0.71,0.53,0.34,0.19,0.01,0.18,0.00,0.18,7.12,1.13,9.50,0.19,112.43
Torrent Pharma.,500420,TORNTPHARM,Pharmaceuticals - Indian - Formulations,2801.75,2745.00,449.00,10.20,56.45,11.52,30.97,883.00,31.00,914.00,203.00,711.00,80.00,631.00,182.00,0.00,449.00,75.26,32.17,16.36,169.23,13.27,825.00,791.00,2660.00,2591.00,386.00,378.00,18.51,202403.00,11.58,2890.97,898.98,599.51,17.71,2732.00,869.00,55.00,836.00,213.00,623.00,80.00,631.00,188.00,381.22,88.00,443.00,31.81,13.95,169.00,13.09,94819.68
Torrent Power,532779,TORNTPOWER,Power Generation And Supply,1483.90,6528.58,430.24,8.13,-4.19,5.80,-10.65,1108.93,96.87,1205.80,355.02,850.78,233.47,617.31,170.27,0.00,447.04,25.32,16.99,6.85,480.62,8.95,1221.41,1184.78,6960.92,7327.62,542.55,532.28,-4.79,202403.00,6.04,7770.35,1287.79,657.13,13.16,6366.09,1044.06,53.56,1097.62,348.78,748.84,235.49,513.35,139.22,359.83,0.00,374.13,16.40,5.88,480.62,7.49,71318.72
Total Transport,,TOTAL,Miscellaneous,120.00,148.29,-0.63,31.04,25.88,-17.31,-76.05,1.46,0.80,2.26,1.15,1.11,1.82,-0.71,-0.04,0.00,-0.67,100.00,0.98,-0.45,16.13,-0.39,1.09,2.64,111.46,113.78,-0.20,1.33,-51.57,202403.00,-9.72,102.72,1.81,-0.78,-0.46,114.57,1.90,1.28,3.18,0.99,2.19,0.81,1.38,0.58,0.78,0.00,0.80,1.66,0.70,16.13,0.48,193.52
Touchwood Enter.,,TOUCHWOOD,Miscellaneous,148.15,20.93,1.45,-7.72,27.19,-9.26,38.17,1.69,0.42,2.11,0.11,2.00,0.03,1.97,0.52,0.00,1.45,100.00,8.07,6.93,11.08,1.31,1.18,0.35,3.78,1.49,0.86,0.17,11.76,202403.00,3.94,1.55,0.34,0.26,0.23,6.52,1.37,0.11,1.48,0.09,1.39,0.02,1.37,0.22,1.14,0.00,1.14,21.01,17.48,11.08,1.03,164.16
Tour. Fin. Corp.,526650,TFCILTD,Finance - Term-Lending Institutions,206.30,57.62,20.40,-4.03,-18.04,4.49,3.71,50.43,0.03,50.46,0.28,50.18,25.51,24.67,4.27,0.00,20.40,100.00,87.52,35.40,90.37,2.26,50.20,52.61,57.80,59.16,18.75,24.37,6.80,202403.00,6.57,63.05,56.02,30.16,3.26,67.27,61.88,0.09,61.97,0.27,61.70,25.61,36.09,8.50,27.59,0.00,27.59,91.99,41.01,90.37,3.05,1910.25
Toyam Sports,538607,,Miscellaneous,3.55,3.26,0.39,358.73,110.37,723.60,139.69,1.39,0.79,2.18,0.05,2.13,0.00,2.13,0.06,0.00,2.08,99.69,42.64,63.80,56.53,0.01,1.20,-0.45,1.94,3.04,1.20,-0.47,163.41,202403.00,17474.52,,,,,19.68,5.64,0.00,5.64,0.00,5.64,0.00,5.64,0.00,3.62,0.00,5.64,28.66,28.66,56.53,0.08,201.03
TPI India,500421,,Packaging,18.69,7.12,-0.40,53.45,-11.11,11.50,-109.50,0.03,0.21,0.13,0.09,0.04,0.44,-0.29,0.00,0.11,-0.29,26.26,0.42,-5.62,4.30,-0.07,-0.19,0.33,5.32,5.23,-0.62,2.00,-70.15,202403.00,19.36,6.24,0.17,-0.34,-0.08,6.07,0.03,-0.04,0.05,0.07,-0.02,0.39,-0.47,0.00,-0.41,-0.06,-0.47,0.49,-6.75,4.30,-0.11,80.29
TPL Plastech,526582,TPLPLASTEH,Packaging,89.00,82.73,6.07,14.76,59.32,15.64,31.37,9.76,0.47,10.23,1.20,9.03,1.32,7.71,1.63,0.00,6.07,21.32,11.80,7.34,15.60,0.78,8.73,7.63,78.42,69.10,4.26,3.65,21.46,202403.00,15.73,79.97,9.07,6.29,0.81,82.66,9.93,0.00,9.93,1.36,8.57,1.41,7.16,1.28,5.88,0.00,5.88,12.01,7.11,15.60,0.75,694.21
Tracxn Technolo.,543638,TRACXN,Computers - Software - Medium / Small,90.36,20.32,1.43,-0.10,-94.16,5.97,-76.52,0.67,1.26,1.93,0.04,1.89,0.00,1.89,0.47,0.00,1.43,100.00,3.30,7.04,10.35,0.14,2.04,0.01,21.49,19.82,2.17,0.69,59.58,202403.00,6.18,21.04,0.76,0.72,0.07,21.14,1.86,1.08,2.94,0.04,2.90,0.00,2.90,0.67,2.22,0.00,2.22,8.80,10.50,10.23,0.22,940.71
Tradewell Hold,531203,,Finance & Investments,66.11,30.99,2.30,8754.29,738.89,2944.23,717.50,2.97,0.00,2.97,0.02,2.95,0.02,2.93,0.62,0.00,2.30,100.00,9.58,7.42,3.00,7.66,0.26,-0.23,0.43,0.09,0.23,-0.26,959.46,202403.00,8655.97,,,,,-0.17,-0.38,0.00,-0.38,0.02,-0.40,0.01,-0.41,0.00,-0.40,0.00,-0.40,,,3.00,-1.33,19.83
Trans Freight,513063,,Packaging,30.10,0.00,0.33,,-49.23,-100.00,,-0.12,0.45,0.33,0.00,0.33,0.00,0.33,0.00,0.00,0.33,,,,7.28,0.45,-0.06,-0.11,0.00,0.00,0.30,0.23,59.82,202403.00,,,,,,0.00,-0.16,0.43,0.27,0.00,0.27,0.00,0.27,0.05,0.22,0.00,0.22,,,7.28,0.30,21.91
Trans India,523752,,Trading,30.00,9.98,1.15,-22.09,-39.47,139.41,-16.10,1.22,0.82,2.04,0.00,2.04,0.57,1.47,0.32,0.00,1.15,15.23,12.22,11.52,35.53,0.32,-0.01,0.29,29.67,12.73,0.71,0.34,15.52,202403.00,392.23,62.66,1.92,1.34,0.38,25.37,-0.17,0.90,0.73,0.00,0.73,0.39,0.34,0.09,0.26,0.00,0.26,-0.67,1.02,28.13,0.08,106.58
Transchem,500422,,Miscellaneous,38.00,0.41,1.25,,204.88,,281.82,-0.45,2.16,1.71,0.00,1.71,0.00,1.71,0.46,0.00,1.25,2.44,-109.76,304.88,12.24,1.02,-0.39,-0.40,0.00,0.00,0.97,0.85,-0.58,202403.00,,,,,,0.00,-0.50,2.02,1.52,0.00,1.52,0.00,1.52,0.39,1.14,0.00,1.14,,,12.24,0.93,46.51
Transcorp Intl.,532410,,Finance & Investments,36.79,361.27,-2.86,-45.64,-766.67,-25.80,-62.50,-1.69,0.38,-1.31,0.41,-1.72,0.69,-2.41,0.45,0.00,-2.86,3.54,-0.47,-0.79,6.37,-0.90,1.05,1.02,597.61,642.53,0.38,0.59,-73.86,202403.00,-23.82,489.50,0.30,-0.79,-0.25,541.22,1.00,2.10,3.10,0.41,2.69,0.58,2.11,0.16,1.96,0.00,1.96,0.18,0.36,6.37,0.62,117.20
Transgene Biotek,526139,,Miscellaneous,8.89,0.05,-0.27,,81.63,283.33,89.02,-0.27,0.05,-0.22,0.02,-0.24,0.03,-0.27,0.00,0.00,-0.27,100.00,-540.00,-540.00,75.77,-0.04,-0.12,-0.13,0.05,0.10,-0.13,-0.14,1.61,202403.00,,,,,,0.05,-0.11,0.04,-0.07,0.02,-0.09,0.03,-0.12,0.00,-0.12,0.00,-0.12,-220.00,-240.00,75.77,-0.02,67.36
Transglobe Foods,519367,,Food - Processing - Indian,167.45,0.00,-0.05,-100.00,-145.45,-100.00,-1350.00,-0.04,0.00,-0.04,0.00,-0.04,0.01,-0.05,0.00,0.00,-0.05,,,,0.42,-3.45,-0.04,-0.03,0.00,0.00,-0.05,-0.15,-566.67,202403.00,,,,,,0.00,-0.04,0.00,-0.04,0.00,-0.04,0.01,-0.05,0.00,-0.05,0.00,-0.05,,,0.42,-3.45,2.43
TransIndia Real,543955,TREL,Miscellaneous,46.66,20.08,8.46,-31.58,209.73,-28.98,21.42,9.60,209.17,16.47,3.89,12.58,1.26,213.62,54.62,202.30,159.00,100.00,47.81,42.13,49.14,6.47,15.69,13.34,24.88,26.31,78.51,6.11,-27.78,202403.00,-27.03,19.20,10.35,5.83,0.24,25.55,15.43,-1.86,28.31,3.98,24.33,1.46,8.13,1.32,17.40,-14.74,6.81,60.39,68.10,49.14,0.28,1146.40
Transpact Enter.,542765,,Trading,264.00,0.00,,,,-100.00,-28.57,-0.03,,,,,,,,,-0.06,,,,,-1.55,,,,,,,-100.00,202403.00,,,,,,0.00,-0.03,,,,,,,,,,-0.03,,,,-0.78,10.21
Transpek Inds.,506687,,Chemicals,1771.90,148.21,5.64,-26.90,-74.79,-29.90,-54.88,18.77,4.79,23.56,11.33,12.23,3.49,8.74,3.10,0.00,5.64,48.74,12.66,3.81,5.59,10.10,13.36,22.51,120.94,162.16,2.99,15.85,-45.40,202403.00,-28.87,115.35,16.15,5.09,9.11,148.32,27.68,4.63,32.31,8.66,23.65,3.69,19.96,5.88,14.08,0.00,14.08,18.66,9.49,5.59,25.21,989.70
Transport Corp.,532349,TCI,Miscellaneous,914.00,1078.90,104.26,10.17,23.47,6.39,10.08,109.40,34.20,146.00,33.40,112.60,4.10,106.10,2.80,-2.40,103.30,100.00,10.14,9.78,15.50,13.13,100.40,100.80,993.50,949.80,87.80,83.20,-3.50,202403.00,6.45,1011.03,104.56,68.12,8.66,1002.00,99.90,27.70,127.60,33.10,94.50,3.50,91.00,10.80,79.40,0.00,80.20,9.97,8.00,15.50,10.22,7105.81
Transteel Seatin,,TRANSTEEL,Miscellaneous,67.40,43.00,,,,24.87,22.93,11.35,,,,,,,,,6.94,,,,,3.44,,,,,,,23.94,202403.00,,,,,,31.26,8.21,,,,,,,,,,4.18,,,,3.12,136.00
Transvoy Logist.,543754,,Miscellaneous,125.50,21.21,0.64,-51.53,0.00,116.35,-73.02,0.52,0.03,0.99,0.10,0.89,0.06,0.83,0.20,0.00,-0.11,77.37,50.53,33.68,2.66,-0.41,,,,,,,53.85,202403.00,,,,,,7.11,0.88,0.30,0.19,0.07,0.12,0.11,0.01,0.01,-0.01,0.00,0.28,-0.98,-0.09,,1.05,33.42
Transwar.Fin.,532812,TFL,Finance & Investments,24.47,5.12,2.73,166.67,145.50,20.32,108.87,2.82,1.21,4.03,0.13,3.90,1.18,2.72,-0.01,0.00,2.73,100.00,55.08,53.32,48.89,0.56,-0.13,-0.07,3.25,2.69,-0.50,-1.07,176.77,202403.00,62.22,4.36,0.33,-1.00,-0.20,3.03,0.08,0.87,0.95,0.12,0.83,1.19,-0.36,0.00,-0.36,0.00,-0.36,2.64,-11.88,48.84,-0.07,119.60
Transwind Infra.,,TRANSWIND,Engineering - Turnkey Services,22.00,9.42,0.01,-47.37,104.35,-38.77,10.00,0.30,0.30,0.32,0.11,0.21,0.20,0.01,0.00,0.00,0.38,16.43,0.48,0.24,6.69,0.57,,,,,,,-34.74,202403.00,,,,,,5.38,0.33,0.07,0.47,0.15,0.32,0.19,0.13,0.04,0.10,0.00,0.16,10.36,2.59,,0.24,14.72
Tranway Technol.,542923,,Computers - Software - Medium / Small,8.03,2.22,,,,-42.79,-155.88,0.09,,,,,,,,,0.00,,,,,0.00,,,,,,,-104.41,202403.00,,,,,,2.42,-0.12,,,,,,,,,,-0.18,,,,-0.17,8.51
