Name,BSE Code,NSE Code,Industry,Current Price,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Market Capitalization
Lucent Industrie,539682,,Miscellaneous,123.65,5.00,15.00,0.00,-0.64,0.00,3.90,19.37,0.00,0.00,0.00,0.00,0.00,18.36,1.00,0.01,0.00,0.00,0.00,19.37,0.99,0.00,0.00,0.00,10.00,0.00,0.00,0.00,1.50,3.90,0.02,0.00,0.00,0.00,2.09,14.68,5.21,1.01,3.52,0.00,0.00,0.00,0.00,0.18,0.26,185.48
Ludlow Jute,526179,,Textiles - Jute - Yarn / Products,85.80,120.15,10.80,0.00,154.35,105.10,15.60,365.50,304.98,0.00,124.57,189.65,2.87,0.15,169.22,180.57,0.00,0.00,13.73,365.50,92.82,0.33,124.05,34.09,10.00,0.85,0.00,60.52,1.08,120.70,108.54,180.41,304.98,12.08,96.18,78.97,58.54,14.04,99.16,74.52,45.32,9.07,161.38,151.13,141.67,92.41
Luharuka Media,512048,,Finance & Investments,4.61,0.88,9.37,0.00,6.07,0.00,0.00,16.57,0.00,0.00,0.00,0.00,0.00,0.00,1.29,0.25,0.00,0.00,0.00,16.57,1.04,0.00,0.00,0.02,1.00,1.25,0.00,0.00,9.37,0.00,6.63,0.00,0.00,0.00,7.76,5.29,3.72,0.92,1.30,0.87,0.56,0.65,0.00,0.01,0.02,43.22
Lumax Auto Tech.,532796,LUMAXTECH,Auto Ancillaries,585.00,809.91,13.63,0.00,775.98,525.11,139.02,2598.81,1396.68,0.00,368.38,1013.88,35.85,405.82,1317.82,1110.51,0.00,0.00,13.94,2598.81,584.69,129.62,248.82,585.43,2.00,75.10,49.62,485.82,6.82,664.13,307.27,1028.30,1396.68,12.86,146.58,143.46,79.95,2.34,98.40,69.74,35.22,51.89,380.72,307.46,248.18,3987.25
Lumax Industries,517206,LUMAXIND,Auto Ancillaries,2801.30,722.59,9.35,0.00,662.20,317.24,113.28,2601.00,1163.02,0.00,414.23,968.33,177.71,178.86,1213.58,1518.95,0.00,0.00,64.41,2601.00,145.72,125.58,581.54,347.83,10.00,46.52,70.45,698.08,0.93,430.52,91.56,748.79,1163.02,42.98,11.41,-109.62,-108.29,,338.13,139.68,92.40,,627.14,549.45,418.71,2619.22
Lupin,500257,LUPIN,Pharmaceuticals - Indian - Bulk Drugs & Formln,1603.55,2921.77,91.14,0.00,14199.15,0.00,4541.52,23997.18,18077.42,0.00,9722.18,9055.16,595.67,1074.63,13447.65,8501.50,0.00,0.00,393.72,23997.18,7712.64,251.86,4953.90,4692.05,2.00,1202.54,15.25,2958.11,45.50,4541.52,7073.78,8355.24,18077.42,1237.99,8027.74,7194.06,6022.54,3696.87,5129.08,8496.07,7966.09,653.74,7880.76,11086.71,11032.93,73108.43
Lux Industries,539542,LUXIND,Textiles - Composite,1424.00,210.88,6.26,2.00,1560.41,207.91,57.88,2189.35,377.47,0.00,89.58,343.03,3.09,206.00,1824.51,601.96,0.00,93.05,52.64,2189.35,1410.09,0.00,644.33,723.63,2.00,52.67,3.82,336.34,3.01,265.79,1265.35,287.89,377.47,49.82,856.86,459.03,,,134.84,180.89,,,199.47,132.38,,4282.20
LWS Knitwear,531402,,Trading,49.76,19.48,5.06,0.00,7.13,9.29,6.68,43.17,1.31,0.00,1.01,0.39,0.00,0.00,37.51,17.06,0.00,0.00,0.00,43.17,26.01,0.00,14.84,17.72,10.00,0.41,0.00,10.75,0.51,15.97,16.30,0.30,1.31,0.00,3.28,4.80,5.76,-0.13,0.55,0.60,4.91,0.79,0.50,0.69,0.20,25.18
Lyka Labs,500259,LYKALABS,Pharmaceuticals - Indian - Bulk Drugs & Formln,108.50,58.66,33.09,1.08,35.06,4.01,70.02,156.72,157.96,0.00,89.87,58.78,21.97,0.09,50.65,37.64,0.00,0.00,23.90,156.72,27.50,2.08,9.57,26.99,10.00,5.95,0.97,12.10,3.07,74.03,20.36,68.10,157.96,16.23,-9.67,-33.45,-52.43,,162.63,95.53,125.63,,98.19,107.73,132.90,359.03
Lykis,530689,,Trading,57.48,88.78,19.93,0.00,11.56,123.61,19.99,141.27,8.31,0.00,3.24,4.53,0.00,0.83,133.01,105.75,0.00,0.00,0.51,141.27,112.39,4.16,9.85,96.68,10.00,7.02,0.79,11.43,1.94,143.60,164.64,5.08,8.31,0.00,46.58,47.25,94.33,46.96,51.34,42.91,85.90,45.49,3.22,13.00,12.98,111.38
Lynx Machinery,505320,,Miscellaneous,125.50,9.17,0.60,0.00,-1.61,0.00,1.31,8.68,0.12,0.00,0.06,0.05,0.00,0.00,7.81,0.52,0.00,0.00,0.00,8.68,7.29,0.00,0.00,0.24,10.00,0.34,0.00,0.00,0.06,1.31,-0.64,0.06,0.12,0.00,-0.58,-0.34,0.18,-0.55,0.53,0.00,0.00,0.08,0.58,0.60,0.56,7.53
Lypsa Gems,534532,LYPSAGEMS,Trading,5.69,0.00,29.48,0.00,2.22,0.00,6.00,75.50,6.59,0.00,3.44,2.91,0.00,0.00,72.59,43.46,0.00,0.00,0.00,75.50,29.13,0.00,0.86,71.24,10.00,0.45,0.00,6.14,2.95,6.00,67.03,3.15,6.59,0.00,116.87,157.61,110.28,50.95,20.60,26.54,23.96,21.12,3.69,4.68,5.40,16.77
M & M,500520,M&M,Automobiles - Passenger Cars,2864.35,106625.52,557.38,0.00,65633.17,47246.27,45000.58,236300.73,52089.81,0.00,24949.83,32707.38,3461.33,35208.10,98265.64,75545.65,4847.39,45788.02,7053.04,236300.73,58811.90,3422.29,18590.47,7459.40,5.00,12012.75,0.00,25665.64,124.35,92246.85,40817.07,27139.98,52089.81,3968.58,15844.94,15230.50,14376.27,12586.74,80624.83,70848.30,48761.91,35166.79,21379.68,28982.74,20989.01,356190.23
M & M Fin. Serv.,532720,M&MFIN,Finance & Investments,304.60,98319.13,246.88,0.00,19686.37,64322.42,17106.14,123715.79,1608.52,0.00,737.92,1113.40,0.00,9598.46,5233.49,5236.30,10064.11,0.00,2166.60,123715.79,-2.81,0.00,0.00,173.35,2.00,3455.01,0.00,1679.02,123.56,81428.56,1991.76,870.60,1608.52,2.64,418.77,-2769.15,9644.60,6662.04,65100.95,58801.62,40643.76,25892.93,399.04,201.45,133.39,37636.01
M B Agro Prod.,,MBAPL,Fertilizers,231.32,286.55,43.81,0.00,304.55,321.72,0.93,794.67,300.40,0.00,97.25,196.81,31.59,0.00,516.68,336.07,0.00,0.00,0.38,794.67,423.07,0.10,202.95,232.44,10.00,10.60,16.10,68.95,8.76,322.65,464.27,203.15,300.40,0.00,63.05,37.19,25.16,11.90,70.32,26.47,33.56,9.67,85.14,92.51,93.95,2026.99
M E T S,538401,,Healthcare,170.05,5.35,5.51,0.00,25.02,0.00,4.79,57.27,11.42,0.00,2.96,8.44,3.48,0.00,45.05,25.31,0.00,0.00,0.00,57.27,25.05,0.00,5.53,15.72,10.00,23.02,0.17,3.63,0.55,4.79,23.06,8.46,11.42,0.00,16.80,8.68,7.42,5.25,2.10,2.56,3.88,3.53,7.89,8.22,8.44,93.72
M K Exim India,538890,,Trading,72.76,0.62,40.37,0.00,41.11,0.07,2.36,83.59,9.17,0.00,2.23,9.88,0.00,1.12,72.16,1.97,0.00,0.00,0.00,83.59,70.69,0.00,6.00,14.34,10.00,22.85,4.13,0.15,4.04,2.43,60.00,6.94,9.17,0.00,36.30,21.07,19.78,16.93,2.83,3.69,4.26,2.13,1.70,2.08,2.31,293.71
M K Proteins,543919,MKPL,Solvent Extraction,12.48,20.08,37.54,0.00,23.54,44.52,0.00,96.25,11.47,0.00,9.12,2.77,5.90,0.00,85.84,33.96,0.00,0.00,0.00,96.25,70.99,0.99,79.27,3.57,1.00,0.09,0.40,11.49,37.50,44.52,91.77,2.36,11.47,0.00,50.80,38.22,27.05,23.12,25.13,26.16,30.77,27.92,2.45,4.39,6.98,468.45
M Lakhamsi Ind,512153,,Trading,3.76,0.00,6.16,,1.79,,,54.37,,,,0.15,0.00,2.38,49.69,46.41,,,,54.37,3.28,0.00,10.24,31.51,10.00,0.70,,22.46,0.61,0.00,3.62,0.19,,0.00,,,,,,,,,,,,2.24
M M Forgings,522241,MMFL,Castings & Forgings,1244.55,925.28,24.14,0.00,792.19,885.45,39.83,1995.93,1600.35,0.00,782.82,817.53,112.07,41.27,868.46,740.50,0.00,0.50,0.00,1995.93,666.21,0.00,322.48,316.34,10.00,209.24,0.00,163.39,2.41,755.90,547.54,718.61,1430.08,61.11,309.56,365.32,166.96,118.31,532.34,687.84,223.58,151.08,617.51,588.06,319.94,3004.45
M M Rubber,509196,,Miscellaneous,98.16,7.41,1.25,0.00,16.66,1.26,1.28,32.28,23.43,9.06,3.93,21.87,0.00,0.00,9.96,8.68,0.00,0.00,0.00,32.28,6.65,0.00,6.28,2.83,2.00,0.47,0.01,1.90,0.62,2.54,5.14,19.50,23.43,0.00,4.89,3.55,3.91,3.71,3.74,5.29,4.79,4.61,11.73,8.59,9.01,61.16
M P Agro Inds.,506543,,Fertilizers,20.33,0.00,5.80,0.00,0.08,0.00,0.00,5.96,0.01,0.00,0.01,0.00,0.00,3.88,1.93,0.08,3.86,0.00,0.00,5.96,1.85,0.00,0.00,0.00,10.00,1.09,0.00,0.08,0.58,0.00,1.82,0.00,0.01,0.00,0.98,1.53,0.65,0.88,0.00,0.00,0.00,0.23,0.00,0.00,0.00,11.80
M R P L,500109,MRPL,Refineries,214.90,12687.04,1752.66,0.00,11529.85,7883.46,9055.58,35430.03,28706.69,0.00,8310.93,20432.39,721.41,48.33,12727.76,12365.82,0.00,0.00,2348.72,35430.03,3925.76,235.29,8306.03,3860.14,10.00,38.61,0.00,7203.59,175.26,16939.04,4194.09,20395.76,28706.69,474.81,4321.01,319.95,405.67,1428.81,24062.41,15617.68,15476.89,9839.87,19596.44,20002.38,20618.42,37663.35
M T N L,500108,MTNL,Telecommunications - Service Provider,41.82,30141.28,630.00,0.00,-24274.10,6797.82,21553.13,10717.34,28947.35,0.00,23980.18,4332.88,85.80,3.51,5390.98,9766.21,0.00,0.00,8389.32,10717.34,1692.91,113.46,5.78,512.42,10.00,108.43,319.53,1077.98,63.00,28350.95,2217.20,4967.17,28947.35,59.49,2938.19,1834.09,2275.25,-892.10,25600.27,19737.16,15201.19,14216.41,6252.59,7466.42,8759.49,2634.66
M.V.K. Agro,,MVKAGRO,Sugar,42.60,147.48,,,64.96,,,282.18,,,,74.76,0.00,14.36,191.21,156.74,,,,282.18,138.61,0.00,100.61,1.35,10.00,54.45,,34.27,0.50,,,,,,,,,,,,,,,,,66.00
Maagh Advertisin,543624,,Miscellaneous,13.28,0.00,3.28,0.00,0.51,0.00,0.00,25.22,2.73,0.00,0.00,4.09,0.00,3.58,15.40,1.77,0.00,0.00,0.00,25.22,13.63,0.00,0.00,8.60,1.00,0.67,0.00,3.01,4.10,0.00,9.93,2.73,2.73,0.00,-2.33,,,,0.00,,,,2.93,,,298.82
Maan Aluminium,532906,MAANALU,Aluminium and Aluminium Products,143.55,32.60,27.04,0.00,136.04,51.72,4.39,225.09,69.00,0.00,18.13,53.98,1.58,4.51,148.32,58.14,0.00,0.00,13.82,225.09,121.86,0.68,39.77,89.31,5.00,0.67,1.70,21.29,5.40,56.11,135.29,50.86,69.00,0.85,101.21,71.45,78.05,25.69,73.15,52.97,68.05,19.42,37.22,27.13,21.47,776.40
Mac Charles(I),507836,,Power Generation And Supply,455.00,827.44,13.10,0.00,162.20,531.98,0.00,1021.07,318.73,0.00,13.32,526.98,0.00,19.95,367.36,17.28,0.00,0.00,3.17,1021.07,350.15,0.00,0.00,1.64,10.00,338.04,0.00,1.80,1.31,531.98,267.86,305.41,318.73,0.00,21.02,-182.66,34.04,33.83,119.87,166.73,40.00,2.82,161.26,203.26,177.80,596.05
Mac Hotels,541973,,Hotels,38.50,1.73,3.00,0.00,-2.76,2.08,0.45,7.66,9.00,0.00,3.85,4.95,0.00,0.02,2.22,5.84,0.00,0.00,0.00,7.66,-3.47,0.00,0.66,0.94,10.00,0.53,0.00,3.36,0.30,2.53,-3.10,5.15,9.00,0.00,-1.17,0.45,0.48,-1.29,2.46,1.79,1.88,1.78,4.82,4.38,4.52,11.55
Macfos,543787,,Trading,761.00,8.18,8.84,,18.49,,,50.16,,,,6.11,0.00,0.00,38.15,20.15,,,,50.16,23.98,0.00,24.39,3.48,10.00,0.68,,7.75,,,,,,,,,,,,,,,,,,716.62
Machhar Industri,543934,,Miscellaneous,368.10,1.14,0.74,0.00,11.34,0.77,0.37,14.97,11.33,0.00,3.45,7.88,0.00,0.64,5.88,1.67,0.00,0.00,0.00,14.97,4.61,0.00,0.40,1.73,10.00,2.59,0.00,0.69,0.07,1.77,4.41,8.07,11.02,0.00,,,,,,,,,,,,27.27
Machino Plastics,523248,,Auto Ancillaries,230.00,88.34,6.14,0.00,48.45,65.43,22.11,204.28,357.84,9.78,260.60,100.14,0.00,1.25,101.13,119.94,0.00,0.00,0.25,204.28,42.36,0.05,34.19,49.37,10.00,0.30,6.16,41.76,0.61,87.54,40.05,97.23,357.84,0.00,36.26,18.57,31.67,-0.48,102.24,114.33,111.93,51.99,117.50,141.01,132.20,141.22
Macpower CNC,,MACPOWER,Engineering,1420.35,0.48,10.00,0.00,109.11,0.00,0.41,186.30,58.70,0.00,15.13,47.16,2.71,3.05,135.62,63.89,0.00,0.00,0.00,186.30,71.86,0.48,90.45,21.80,10.00,12.86,7.20,43.30,1.00,0.41,50.06,43.57,58.70,0.09,12.97,50.44,3.12,3.82,0.22,0.25,4.01,9.24,37.48,5.93,2.95,1420.94
Macro Intl.,512600,,Pharmaceuticals - Indian - Bulk Drugs & Formln,54.75,0.31,9.85,0.00,13.49,0.00,0.00,36.61,0.08,0.00,0.07,0.69,0.00,0.00,26.73,13.01,0.00,0.00,0.00,36.61,13.77,0.00,1.06,15.82,10.00,6.08,0.00,11.52,0.40,0.00,1.38,0.01,0.08,0.00,-0.01,5.05,5.11,5.19,0.00,0.00,0.00,0.00,0.05,0.08,0.10,53.82
Macrotech Devel.,543287,LODHA,Construction,1516.65,7697.60,994.50,9.50,16474.80,9039.10,11.70,47225.20,3735.00,433.30,1907.50,1173.00,0.00,2500.30,44557.60,27427.40,0.00,34.60,224.10,47225.20,22844.60,17.70,33993.00,799.90,10.00,2634.80,7351.20,2531.40,96.36,9050.80,18649.80,1827.50,3735.00,0.00,15988.24,23500.96,14486.41,,18192.89,25640.56,16182.91,,1946.29,2138.82,1753.35,150898.23
Madhav Copper,,MCL,Mining / Minerals / Metals,36.83,13.42,13.57,0.00,27.45,0.35,0.69,63.79,13.44,0.00,2.24,9.89,2.93,0.02,50.63,19.60,0.00,0.00,0.00,63.79,40.98,0.00,30.72,5.14,5.00,0.27,1.20,7.70,2.71,1.04,26.49,11.20,13.44,2.61,30.43,10.48,12.55,1.84,2.95,11.92,11.09,3.97,15.30,12.10,3.84,99.98
Madhav Infra,539894,,Construction,11.00,153.48,26.96,7.56,161.53,140.87,58.86,500.75,239.26,0.00,107.62,127.24,3.28,21.24,328.35,182.11,0.00,0.00,232.39,500.75,184.88,0.00,95.88,98.65,1.00,50.54,4.58,130.17,26.96,199.73,196.27,131.64,239.26,7.10,188.75,136.73,76.76,,252.20,293.03,433.62,,184.85,207.70,398.91,296.53
Madhav Marbles,515093,MADHAV,Miscellaneous,48.20,15.07,8.95,0.00,116.02,9.61,0.00,142.49,109.28,0.00,78.98,27.59,2.81,0.20,61.85,18.44,0.12,0.00,44.54,142.49,56.68,0.00,27.74,14.81,10.00,0.97,0.81,3.25,0.89,9.61,55.31,30.30,109.28,2.82,61.05,61.20,,,11.36,19.09,,,33.53,42.38,,43.13
Madhucon Project,531497,MADHUCON,Construction,12.09,3813.37,7.40,0.00,-1510.13,2988.84,1021.78,4212.53,550.74,0.00,498.12,168.74,87.09,0.55,2283.50,4238.44,0.00,0.00,274.91,4212.53,283.13,0.00,2.09,35.72,1.00,39.09,303.15,368.84,7.38,4010.62,-483.72,52.61,550.74,231.58,-933.52,-1865.53,-1663.79,-476.54,4240.69,7069.50,6747.96,5954.12,749.19,4336.19,4791.43,89.23
Madhur Inds,519279,,Food - Processing - Indian,7.13,0.01,4.09,0.00,0.88,0.00,0.20,7.66,5.19,0.00,4.64,0.50,0.00,0.00,5.90,2.67,0.00,0.00,0.07,7.66,3.23,0.00,0.05,3.86,10.00,1.43,0.30,2.23,0.41,0.20,3.68,0.55,5.19,0.00,4.27,4.09,4.63,3.84,0.10,0.06,0.99,0.34,0.71,0.93,1.15,2.92
Madhusudan Inds.,515059,,Miscellaneous,64.29,0.00,2.69,0.00,25.59,0.00,0.00,32.02,2.75,0.00,0.85,1.80,0.00,18.99,16.20,0.23,0.00,0.00,1.40,32.02,15.97,0.00,0.00,0.00,5.00,10.09,0.00,0.00,0.54,0.00,9.97,1.90,2.75,0.00,7.71,6.54,5.87,4.90,0.00,0.00,0.00,0.00,2.02,2.23,2.50,34.58
Madhusudan Masa,,MADHUSUDAN,Food - Processing - Indian,159.15,52.14,5.00,0.00,33.15,21.21,20.96,105.25,9.53,0.00,5.48,12.20,0.00,0.00,90.33,50.81,0.00,0.00,0.00,105.25,83.50,0.00,42.48,35.79,10.00,0.40,0.25,3.39,0.50,42.17,43.44,4.05,9.53,5.64,16.17,,,,9.66,,,,4.63,,,205.30
Madhusudan Sec.,511000,,Finance & Investments,32.48,0.00,8.70,0.00,147.85,0.00,0.00,167.99,0.00,0.00,0.00,0.00,0.00,112.83,0.01,11.44,0.00,0.00,0.00,167.99,-11.43,0.00,0.00,0.00,10.00,0.01,0.00,0.00,0.87,0.00,-1.72,0.00,0.00,0.00,-1.54,-1.10,-0.87,-0.15,0.00,0.00,0.00,0.35,0.00,0.00,0.00,34.42
Madhuveer Com,531910,,Miscellaneous,123.30,6.57,9.48,0.00,8.81,0.00,0.00,40.05,0.14,0.00,0.05,12.57,1.70,7.28,11.72,2.04,0.00,0.00,2.56,40.05,9.68,0.00,0.00,5.08,10.00,1.45,0.00,0.56,0.95,0.00,5.81,0.09,0.14,0.00,5.70,5.26,5.31,,0.09,0.09,0.09,,0.10,0.12,0.12,116.89
Madhya Prad. Tod,,MPTODAY,Entertainment / Electronic Media Software,35.15,1.92,4.57,0.00,36.84,3.93,0.00,46.59,14.45,0.00,8.27,5.61,0.00,0.69,22.65,4.69,0.00,0.00,0.00,46.59,19.88,0.00,2.78,13.73,10.00,4.79,0.00,0.20,0.46,3.93,17.39,6.18,14.45,0.00,12.59,20.43,1.29,-1.89,6.48,8.00,2.84,0.00,7.69,7.85,4.26,16.06
Madras Fertilize,590134,MADRASFERT,Fertilizers,110.80,1583.24,162.14,0.00,-351.86,118.84,1375.25,2007.49,350.63,0.00,158.87,204.12,21.02,454.77,1286.31,2041.25,0.00,0.00,531.73,2007.49,828.30,0.00,206.25,321.31,10.00,563.55,23.76,283.14,16.11,1494.09,754.14,191.76,350.63,13.40,288.18,724.08,484.25,48.25,1377.98,1651.59,1253.56,789.90,190.45,147.62,183.18,1784.99
Mafatlal Inds.,500264,,Textiles - Composite,208.10,82.13,14.30,0.00,800.08,93.60,0.76,1806.29,181.09,0.00,86.28,85.60,0.00,631.47,1048.59,942.05,0.00,0.00,60.40,1806.29,161.31,0.46,79.92,638.13,2.00,267.70,23.19,765.65,7.04,113.07,58.31,97.65,170.46,0.00,82.08,173.29,258.03,218.57,150.49,233.60,224.25,105.02,138.19,297.95,213.44,1495.27
Mafia Trends,543613,,Trading,15.64,1.72,4.43,0.00,3.14,1.57,0.38,14.91,0.22,0.00,0.18,0.03,0.00,0.00,14.71,7.34,0.00,0.00,0.00,14.91,9.09,0.00,9.48,0.17,10.00,2.66,0.01,4.83,0.44,1.95,8.88,0.04,0.22,0.00,3.92,3.99,,,2.63,2.37,,,0.03,0.08,,6.93
Magadh Sugar,540650,MAGADSUGAR,Sugar,769.80,637.07,14.09,0.00,731.52,535.26,47.39,1611.07,924.47,0.00,134.66,791.70,4.56,0.01,800.30,741.76,0.00,0.00,50.49,1611.07,623.13,0.27,749.71,35.15,10.00,1.07,2.09,151.70,1.41,582.65,482.41,789.82,924.47,2.39,468.48,311.46,193.89,,632.25,538.73,462.46,,690.73,656.72,649.29,1084.76
Magellanic Cloud,538891,,Computers - Software - Medium / Small,604.05,278.85,116.88,0.00,289.69,230.32,48.53,799.48,549.47,0.00,109.08,440.38,22.17,0.00,330.45,181.33,0.00,0.00,4.15,799.48,227.87,23.68,11.81,235.06,10.00,16.68,0.11,38.15,11.69,215.73,83.85,429.10,498.32,1.49,56.67,40.00,23.48,,80.41,10.94,6.56,,72.45,18.44,18.13,7060.08
Magenta Life,544188,,Miscellaneous,44.02,4.53,1.54,0.00,3.67,3.96,0.57,12.51,2.80,0.00,0.95,1.85,0.00,0.00,8.57,6.56,0.00,0.00,0.00,12.51,5.80,0.00,6.75,1.41,10.00,0.34,0.00,2.48,0.14,7.57,6.57,2.03,2.78,0.00,,,,,,,,,,,,30.25
Magna Electrocas,517449,,Castings & Forgings,464.05,0.09,4.23,0.00,104.15,0.00,0.15,128.43,73.92,0.00,33.52,43.09,1.20,1.44,73.43,18.02,0.00,0.00,0.57,128.43,55.50,0.09,10.75,36.41,10.00,22.57,0.00,8.12,0.42,0.15,51.23,40.40,73.92,0.92,39.63,38.71,21.46,14.71,0.13,0.00,4.89,19.51,31.30,33.34,38.66,196.39
Magnum Ventures,532896,MAGNUM,Paper,50.00,198.60,58.89,10.77,622.06,89.00,88.56,1135.44,1220.45,546.82,290.33,927.34,14.25,0.00,187.85,74.77,0.00,0.00,0.00,1135.44,125.08,41.05,41.88,64.91,10.00,47.47,4.44,38.79,4.98,177.56,47.23,930.12,1220.45,0.00,61.44,61.67,61.15,89.56,290.37,286.40,290.37,377.30,206.08,208.14,209.60,294.43
Magnus Retail,517320,,Miscellaneous,6.49,1.60,3.38,0.00,-4.93,0.00,1.29,0.43,0.02,0.00,0.02,0.00,0.00,0.00,0.41,0.38,0.00,0.00,0.00,0.43,0.03,0.00,0.00,0.37,10.00,0.01,0.00,0.00,0.34,1.29,-0.01,0.00,0.02,0.00,-0.01,-0.01,0.00,0.02,0.87,1.19,0.82,0.74,0.00,0.00,0.00,2.19
Magson Retail,,MAGSON,Trading,100.10,0.77,5.74,0.00,16.54,0.51,2.71,31.33,6.54,0.00,1.73,4.91,0.00,0.00,25.50,6.28,0.00,0.00,0.00,31.33,19.92,0.00,8.20,2.66,10.00,8.96,0.54,2.11,0.57,3.22,6.85,4.81,6.54,0.00,3.61,,,,3.87,,,,2.86,,,78.58
Mah. Corporation,505523,,Trading,0.74,0.00,62.36,0.00,-0.57,0.00,0.00,61.87,0.74,0.00,0.09,0.45,0.00,0.80,53.68,0.09,0.00,0.00,0.00,61.87,53.59,0.00,1.55,4.23,1.00,1.01,0.00,0.00,17.97,0.00,22.61,0.65,0.74,0.00,9.53,9.25,8.52,7.64,0.53,0.00,0.00,0.00,0.00,0.00,0.00,45.94
Mah. Scooters,500266,MAHSCOOTER,Finance & Investments,8888.00,0.00,11.43,0.00,27005.30,0.00,0.00,29393.91,35.98,0.00,25.92,10.06,0.00,29362.15,21.70,11.64,49.19,0.00,5.05,29393.91,10.06,0.00,3.66,1.77,10.00,5.75,0.53,0.14,1.14,0.00,11.12,11.98,35.84,0.00,64.87,6.67,26.59,-17.48,0.00,0.00,0.00,0.00,14.28,14.69,7.05,10159.01
Mah. Seamless,500265,MAHSEAMLES,Steel - Medium / Small,659.90,0.00,67.00,0.00,5663.70,244.19,0.00,6588.50,3703.04,4.09,1495.56,1949.76,2.65,2098.14,3614.35,430.73,0.00,0.00,798.84,6588.50,3183.62,0.00,1576.12,518.98,5.00,56.27,45.33,292.53,13.40,244.19,2170.32,2015.68,3703.04,14.33,1146.89,1922.80,865.89,863.25,921.55,1058.72,639.96,138.10,2268.33,1173.44,1095.02,8842.10
Maha Rashtra Apx,523384,MAHAPEXLTD,Finance & Investments,168.80,0.18,14.12,0.00,446.73,0.00,0.39,548.71,8.91,0.00,6.06,2.77,0.00,519.25,16.94,54.85,0.00,5.87,0.35,548.71,-37.73,0.00,0.00,0.21,10.00,0.78,0.00,0.29,1.42,0.39,-84.43,2.85,8.91,0.00,-98.20,-96.71,-104.36,-99.96,0.32,5.93,5.94,3.21,2.92,2.90,3.03,238.85
Mahaan Foods,519612,,Food - Processing - Indian,52.95,0.00,3.50,0.00,15.98,0.00,0.00,19.90,1.91,0.00,1.77,0.10,0.00,0.00,19.80,0.41,0.00,0.00,0.00,19.90,19.39,0.00,0.00,0.00,10.00,18.24,0.08,0.07,0.35,0.00,18.69,0.15,1.91,0.00,11.30,9.71,4.15,10.20,0.00,0.00,0.00,0.07,0.25,0.35,0.59,18.54
Mahalaxmi Rubtec,514450,MHLXMIRU,Textiles - Processing,200.50,16.03,10.62,0.00,42.27,37.95,6.26,82.23,146.90,0.00,86.21,29.06,0.83,0.24,50.90,24.35,0.00,0.00,18.19,82.23,39.62,0.00,16.42,9.48,10.00,21.90,0.94,5.66,1.06,44.21,66.66,60.69,146.90,0.35,69.12,51.13,36.82,22.89,38.33,34.64,36.22,49.96,66.45,68.10,60.76,212.93
Mahalaxmi Seam.,513460,,Steel - Medium / Small,10.11,1.54,5.28,0.00,-6.01,1.24,0.76,3.15,21.24,0.00,18.39,2.42,0.00,0.00,0.64,2.01,0.00,0.00,0.00,3.15,-0.84,0.00,0.00,0.04,10.00,0.59,0.00,0.24,0.53,2.00,-0.30,2.85,21.24,0.00,-0.69,-1.04,0.80,1.17,4.90,6.32,4.76,5.86,3.69,4.80,5.88,5.34
Mahamaya Steel,513554,MAHASTEEL,Steel - Medium / Small,106.45,40.84,16.43,9.83,124.82,27.12,6.27,233.12,106.70,0.00,41.43,68.54,0.00,25.98,111.80,65.24,0.00,0.00,14.57,233.12,68.50,0.00,87.34,14.63,10.00,1.43,12.90,13.86,1.64,33.39,66.71,65.27,106.70,0.00,91.93,91.49,67.94,,56.30,71.37,94.03,,60.63,65.72,73.83,174.95
Mahan Industries,531515,,Finance & Investments,2.16,3.47,36.00,0.00,-32.95,0.00,0.00,6.59,0.26,0.00,0.20,0.06,0.00,0.00,6.42,0.07,0.00,0.00,0.00,6.59,6.35,0.00,0.18,2.27,10.00,0.02,0.00,0.05,3.60,0.00,-1.01,0.06,0.26,0.00,1.80,-1.76,1.41,14.24,0.00,0.00,3.06,11.21,0.06,0.07,0.07,7.77
Mahanagar Gas,539957,MGL,Miscellaneous,1643.70,139.26,98.78,0.00,5044.09,0.00,114.61,7225.99,4183.49,0.00,1157.79,3542.96,774.29,1635.96,1861.00,1669.96,592.61,0.00,36.16,7225.99,214.17,139.26,39.84,280.61,10.00,398.47,27.07,334.19,9.88,114.61,-844.00,3025.70,4183.49,708.62,-364.82,-301.12,-301.76,-310.71,74.10,0.00,2.70,7.98,2169.32,1763.41,1304.75,16236.11
