Name,BSE Code,NSE Code,Industry,Current Price,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Market Capitalization
ACI Infocom,517356,,Computers - Software - Medium / Small,2.44,28.99,34.27,149.67,87.88,,5.43,747.31,1300.00,200.00,16.90,28.99,,149.67,0.47,0.00,6.97,4.67,0.00,1.01,0.00,0.32,-0.19,0.00,57.59,33.51,216.88,0.66,2.11,0.00,0.53,6.28,0.73,476.21,0.63,6.28,4.51,192.57,26.96
Acknit Indus.,530043,,Textiles - Products,312.00,0.43,-61.99,8.91,1.53,5.82,0.87,44.45,53.50,47.74,78.81,0.43,5.82,11.03,-0.33,6.85,136.36,-1.20,0.78,1.83,5.33,290.32,-63.20,0.01,72.03,15.55,90.19,0.84,0.89,5.33,405.03,-10.97,11.88,13.42,326.93,-11.12,4.15,30.89,94.84
Acme Resources,539391,,Finance & Investments,33.10,8.71,-35.99,33.11,17.89,10.43,2.99,184.76,-191.14,-52.82,127.28,8.71,10.43,33.11,0.39,6.87,18.12,-1.71,0.09,1.12,0.00,30.32,-13.45,0.01,20.36,56.72,50.39,0.43,1.46,0.00,27.18,-82.59,6.47,32.89,7.03,-82.73,2.46,-59.17,85.21
Acrow India,513149,,Diversified - Medium / Small,760.00,,-184.86,53.44,35.85,,1.42,,-47.22,,23.28,,,79.72,-0.05,0.00,22.00,-1.08,0.01,0.99,0.00,215.36,-0.41,0.00,46.38,19.58,26.67,0.80,-5.23,0.00,361.16,-55.61,-0.98,99.67,307.83,-59.32,5.65,256.00,48.64
Action Const.Eq.,532762,ACE,Engineering,1460.00,5.97,92.29,35.97,1.38,19.73,1.25,12.10,11.57,10.99,1229.84,5.97,19.73,37.80,0.07,0.01,975.64,17.42,0.04,1.53,3.63,663.49,0.36,0.00,80.74,13.86,207.27,0.86,7.36,3.63,253.05,40.12,29.97,750.09,29.59,40.11,15.85,176.62,17386.19
Active Clothing,541144,,Textiles - Products,98.05,0.72,58.45,11.20,1.35,1.73,3.23,46.81,38.14,-28.31,69.20,0.72,1.73,17.03,-0.35,17.67,156.95,1.74,1.25,2.88,0.00,35.23,-56.45,0.00,54.79,31.93,131.80,0.68,1.18,0.00,56.08,7.32,7.57,68.55,64.14,7.32,3.26,113.50,152.09
AD Manum Finance,511359,,Finance & Investments,79.40,5.40,-159.51,5.72,5.81,8.15,0.16,20.49,184.03,105.26,70.86,5.40,8.15,5.75,0.17,0.97,2.62,-0.51,0.11,1.06,0.00,95.69,-11.72,0.01,68.49,18.56,98.25,0.81,1.28,0.00,147.73,41.94,10.44,6.56,3.01,41.94,3.11,14.56,59.55
Adani Energy Sol,539254,ADANIENSOL,Power Generation And Supply,1003.10,6.74,-815.98,23.74,0.95,1.59,7.98,18.70,9.49,3.16,12641.55,6.74,1.59,33.30,-0.18,31.00,45028.19,-0.28,3.12,4.45,0.00,199.78,-33.25,0.02,56.22,19.75,46.22,0.80,1.93,0.00,161.23,18.53,9.88,946.16,27.84,18.53,3.96,309.58,111895.03
Adani Enterp.,512599,ADANIENT,Trading,3176.05,3.76,-56.51,32.49,0.80,2.17,2.41,-1.36,-82.14,16.49,39076.09,3.76,2.17,42.47,-0.08,19.58,99843.67,-6.39,1.82,3.86,4.57,342.59,-17.67,0.02,64.55,15.17,48.27,0.85,4.04,4.57,468.15,35.11,8.68,957.23,-11.53,35.11,4.74,655.24,362070.06
Adani Green,541450,ADANIGREEN,Power Generation And Supply,1780.00,30.58,-53.58,38.21,0.47,1.39,6.19,93.09,21.09,9.35,7496.00,30.58,1.39,48.68,-0.15,51.47,77294.00,-7.44,8.67,10.34,0.00,112.44,-19.93,0.02,70.99,18.13,118.26,0.82,5.20,0.00,85.99,36.56,8.41,8403.13,54.19,36.56,5.72,1645.99,281957.81
Adani Ports,532921,ADANIPORTS,Miscellaneous,1483.10,11.99,55.35,21.19,1.02,4.83,2.13,33.83,-8.76,-0.34,52778.24,11.99,4.83,27.43,-0.02,6.07,95119.03,5.67,0.95,2.17,15.98,664.49,-13.23,0.02,84.86,8.53,109.48,0.91,2.45,15.98,454.32,21.33,11.14,218.77,41.83,21.33,5.71,137.12,320370.19
Adani Power,533096,ADANIPOWER,Power Generation And Supply,720.05,5.52,35.37,10.85,1.60,7.14,0.15,34.36,-0.03,2.87,43145.03,5.52,7.14,12.61,0.00,1.65,81242.82,10.47,0.84,2.06,0.07,450.64,-10.40,0.02,73.27,19.70,205.49,0.80,2.44,0.07,368.68,19.60,21.39,85.51,44.86,19.60,7.13,101.46,277718.88
Adani Total Gas,542066,ATGL,Miscellaneous,888.60,21.84,-761.74,84.82,0.57,9.04,6.44,-4.05,-4.91,0.94,3580.32,21.84,9.04,98.12,0.02,2.33,4495.23,-2.70,0.46,1.71,4.12,94.28,-1.23,0.00,49.68,29.47,70.25,0.71,10.61,4.12,66.67,102.32,22.28,3997.71,-1.65,102.32,25.63,581.86,97729.13
Adani Wilmar,543458,AWL,Solvent Extraction,333.85,0.85,11560.52,30.72,1.22,1.39,-17.28,9.34,-21.97,3.19,8315.99,0.85,1.39,41.43,0.06,17.76,10585.81,0.03,0.34,2.45,0.00,43.10,0.05,0.08,35.10,21.02,16.81,0.79,4.74,0.00,40.49,150.18,14.64,1437.86,36.82,150.18,7.16,276.81,43389.78
Adarsh Plant,526711,,Packaging,34.00,1.81,48.78,49.97,1.71,3.33,3.41,27.94,43.75,0.18,1.46,1.81,3.33,54.26,-0.08,9.22,5.75,11.53,3.11,5.74,0.00,3.03,-12.73,0.00,86.93,6.80,94.29,0.93,5.76,0.00,4.05,66.00,7.15,1587.21,5.26,66.06,9.31,146.48,33.69
ADC India,523411,,Telecommunications - Equipment,2098.00,5.40,124.79,32.88,2.98,926.00,1.62,35.86,8.78,4.85,70.85,5.40,926.00,33.13,0.07,0.00,66.89,12.59,0.04,1.29,11.12,749.08,4.31,0.04,87.82,8.58,209.81,0.91,12.43,11.12,394.81,49.67,30.49,635.10,139.35,49.67,19.19,139.06,965.08
Adcon Capital,539506,,Finance & Investments,0.86,10.15,-1.84,16.17,61.80,,0.26,1954.17,69.23,-12.20,33.00,10.15,,16.17,-0.93,0.00,32.83,-29.43,0.00,0.96,0.00,1.03,0.41,0.01,9.09,70.95,32.31,0.29,-0.24,0.00,1.38,-10.03,4.13,9.10,1.66,-10.03,3.52,77.50,17.05
Add-Shop E-Reta.,541865,,Trading,15.59,0.22,-1.96,7.35,7.55,6.95,0.47,54.60,-377.38,2.44,110.03,0.22,6.95,7.86,-1.20,4.04,116.97,-19.56,0.12,1.26,0.00,136.33,-26.33,0.02,2.00,64.53,3.86,0.35,-0.26,0.00,31.24,-1.54,37.84,5.58,39.18,-1.54,4.64,-6.31,44.14
Addi Industries,507852,,Textiles - Products,50.07,,4.16,-0.51,252.88,317.50,0.20,,169.51,,77.38,,317.50,-0.52,1.01,0.01,65.05,17.13,0.01,0.99,0.00,49.80,104.66,1.11,49.14,29.16,66.01,0.71,-2.15,0.00,83.52,-6.18,3.68,8.11,55.98,-6.18,3.70,24.46,54.06
Addictive Learn,,LAWSIKHO,Miscellaneous,307.30,7.64,-555.24,34.98,5.15,,,65.31,-25.40,6.49,51.75,7.64,,44.88,0.03,0.00,60.94,-39.64,0.00,4.70,0.00,417.79,0.35,0.00,67.88,15.58,63.89,0.84,9.84,0.00,62.67,26.83,496.74,540.56,26.27,26.85,12.73,,488.91
Adeshwar Meditex,543309,,Healthcare,27.00,0.49,23.52,9.73,2.06,2.45,-8.35,52.87,75.34,-27.39,34.91,0.49,2.45,10.97,-0.15,6.91,45.75,3.35,0.40,2.04,0.00,19.93,-30.78,0.05,49.15,25.00,47.54,0.75,1.64,0.00,27.53,10.13,8.82,21.71,29.32,10.15,4.02,,38.96
ADF Foods,519183,ADFFOODS,Food - Processing - Indian,242.20,5.11,102.23,22.41,6.67,42.91,1.53,58.63,31.17,18.50,441.14,5.11,42.91,25.89,0.10,0.10,492.52,5.62,0.04,1.22,75.87,135.83,1.91,0.02,75.86,7.72,35.65,0.92,4.82,75.87,78.69,38.11,19.58,217.98,27.76,38.10,10.96,106.27,2660.89
Adhbhut Infra.,539189,,Construction,29.07,12.49,259.27,14.51,3.54,5.28,0.78,106.25,133.33,66.67,-6.13,12.49,5.28,26.06,-0.07,3.29,31.32,-17.37,-0.47,-5.27,0.00,,-7.57,0.01,7.99,92.01,,0.08,26.11,0.00,,103.15,43.95,,2.47,103.16,1.63,456.86,31.98
Adinath Exim Res,532056,,Finance & Investments,23.88,10.01,83.26,13.91,9.00,,2.29,7.77,15.38,4.00,19.48,10.01,,13.91,0.42,0.00,0.09,0.67,0.00,0.97,0.00,21.63,0.00,0.00,35.02,37.97,49.25,0.62,-0.77,0.00,36.27,-93.35,4.29,9.76,0.19,-93.73,2.33,68.73,10.31
Adinath Textiles,514113,,Textiles - Spinning - Synthetic / Blended,25.92,,-13.73,23.59,1.59,17.00,1.47,,-11.76,,2.89,,17.00,25.68,-0.06,0.02,1.21,-48.34,0.00,1.36,0.00,7.14,1.13,0.01,31.19,18.75,11.68,0.81,-1.17,0.00,8.20,-11.91,22.32,224.18,0.88,-11.93,8.48,117.73,17.66
Adit.Birla Money,532974,BIRLAMONEY,Finance & Investments,165.50,2.40,-3.41,8.53,1.87,1.75,0.45,120.94,8.65,12.59,162.71,2.40,1.75,8.96,-0.55,26.40,508.17,-21.31,8.69,10.69,0.00,92.23,-56.10,0.78,85.80,9.76,188.83,0.90,-0.53,0.00,77.93,-2.11,11.11,101.72,83.52,-2.11,1.52,56.82,935.23
Aditya AMC,543374,ABSLAMC,Finance & Investments,647.10,13.78,34.51,17.78,0.91,180.07,2.02,-1.09,-0.46,7.06,3168.88,13.78,180.07,18.38,0.26,0.10,98.06,18.59,0.10,0.99,49.84,351.55,-1.18,0.01,80.65,9.46,77.26,0.91,2.77,49.84,258.92,27.22,37.61,139.88,-0.51,27.22,11.12,89.47,18642.90
Aditya Bir. Fas.,535755,ABFRL,Textiles - Products,318.10,2.31,80.96,24.26,1.01,0.05,,21.03,-147.54,-18.24,4033.78,2.31,0.05,865.88,-0.16,-12.84,14980.55,3.38,2.36,4.86,0.00,,-28.03,0.02,87.95,5.12,64.86,0.95,2.76,0.00,,24.10,2.87,,28.96,24.10,3.35,-140.79,32322.20
Aditya Birla Cap,540691,ABCAPITAL,Finance & Investments,240.40,1.81,-3.47,13.65,0.46,1.60,0.57,-144.79,69.42,24.32,26817.26,1.81,1.60,13.86,-1.17,32.03,-48213.14,-14.68,4.20,7.69,0.00,186.96,-174.56,0.05,92.88,2.65,55.10,0.97,-0.51,0.00,172.53,-2.60,9.78,43.41,-192.00,-2.60,0.66,50.23,62553.95
Aditya Consumer,540146,,Trading,85.97,1.35,25.60,-944.23,1.74,-3.08,,18.62,-2118.75,1.42,24.52,1.35,-3.08,-51.15,0.15,-2.05,31.39,13.13,0.26,1.70,0.00,,2.03,0.07,35.44,42.21,66.93,0.58,1.89,0.00,,22.18,0.50,,11.90,22.23,8.55,133.83,125.80
Aditya Ispat,513513,,Steel - Medium / Small,10.50,0.09,11.81,21.39,0.97,0.11,,30.66,,58.72,8.55,0.09,0.11,121.66,-4.76,-14.49,42.08,1.08,3.88,5.72,0.00,,-594.30,0.03,51.27,19.23,33.42,0.81,0.21,0.00,,1.09,4.52,,35.20,1.08,2.33,-2.41,5.61
Aditya Spinners,521141,,Textiles - Spinning - Synthetic / Blended,20.50,0.56,13.02,8.24,0.86,2.15,1.20,9.88,2383.33,-21.71,48.96,0.56,2.15,14.38,0.06,8.53,62.72,3.96,0.32,1.49,0.00,16.12,-45.80,0.00,21.50,35.94,18.16,0.64,0.48,0.00,27.04,3.88,8.50,12.74,3.62,3.89,2.90,23.03,34.32
Aditya Vision,540205,,Trading,4500.00,3.32,-454.70,34.55,2.80,3.75,1.11,29.61,-64.59,-9.10,486.71,3.32,3.75,41.34,-0.03,4.13,769.23,-1.88,0.65,1.53,14.96,2006.75,-3.84,0.01,85.31,10.00,182.04,0.90,27.14,14.96,716.67,-948.53,23.05,891.16,400.14,-946.05,14.61,737.56,5789.82
Adjia Tech,543269,,Computers - Software - Medium / Small,45.49,12.12,-1228.23,14.70,9.08,,,309.09,433.33,100.00,2.21,12.12,,49.63,-0.11,0.71,2.23,-0.15,0.02,1.03,0.00,47.15,0.50,0.02,100.00,0.00,77.35,1.00,-2.19,0.00,21.19,409.41,-2.53,103.42,11.33,400.00,4.83,,4.00
Adline Chem Lab,524604,,Pharmaceuticals - Indian - Formulations,13.12,,114.14,-60.80,0.03,,,,,,-1.71,,,-60.80,-1.11,-9.87,0.02,-28.37,-0.87,-0.03,0.00,,-18.75,0.01,21.65,54.71,50.11,0.45,-0.27,0.00,,-380.48,-2.53,,0.03,-384.00,235.58,-192.00,7.68
Ador Fontech,530431,,Electrodes - Welding Equipment,143.60,2.39,29.90,13.12,4.84,,1.23,47.35,46.86,12.26,132.25,2.39,,14.48,0.23,0.00,126.74,12.98,0.07,1.19,88.46,71.43,7.22,0.09,61.13,15.38,40.03,0.85,2.34,88.46,75.94,26.00,23.60,81.20,28.43,26.00,8.98,67.10,502.61
Ador Multi Prod.,523120,,Personal Care - Indian,34.45,2.39,-2.78,-7.56,1.57,-9.46,,22.59,1514.29,-29.31,11.03,2.39,-9.46,-6.05,-0.98,0.00,4.85,-82.81,0.00,1.22,0.00,,0.43,0.00,22.83,34.51,18.47,0.65,-0.24,0.00,,-29.98,-48.44,,3.23,-29.81,5.06,-14.12,16.10
Ador Welding,517041,ADORWELD,Electrodes - Welding Equipment,1405.85,2.16,264.94,18.97,2.16,22.28,1.41,24.47,36.28,11.36,362.38,2.16,22.28,21.81,0.04,0.70,369.23,1.93,0.26,1.34,39.82,755.08,-4.72,0.00,51.32,20.57,37.56,0.79,4.59,39.82,527.85,55.42,23.58,160.02,159.00,55.42,9.61,102.41,1911.96
Adroit Info.,532172,ADROITINFO,Computers - Software - Medium / Small,18.42,1.61,-28.94,7.38,2.60,16.88,0.36,50.44,16.56,8.90,35.34,1.61,16.88,10.30,0.00,1.15,32.93,-11.11,0.10,1.16,0.00,6.85,-4.48,0.04,50.90,26.17,58.11,0.74,5.13,0.00,9.01,-58.04,15.08,37.53,2.31,-23.21,3.48,21.81,39.92
Advait Infratech,543230,,Construction,1700.00,8.31,-329.45,44.90,1.29,5.26,1.38,38.74,-5.98,-17.85,73.44,8.31,5.26,48.16,0.00,2.70,123.51,-5.48,0.81,2.14,0.00,566.97,-0.93,0.02,84.64,12.82,427.38,0.87,48.64,0.00,186.42,-166.73,30.07,1872.51,79.32,-166.86,16.60,240.02,1735.31
Advance Lifes.,521048,,Textiles - Jute - Yarn / Products,45.99,,237.62,21.13,2.55,1.31,2.23,,0.00,,26.41,,1.31,21.13,-1.47,191.86,24.51,0.17,1.53,2.80,0.00,10.70,-140.62,0.00,52.45,29.03,82.21,0.71,-3.40,0.00,17.94,-35.64,1.34,41.07,39.50,-35.79,1.75,318.11,28.63
Advance Meter.,534612,,Electric Equipment,38.49,3.74,619.69,16.56,4.24,-1.16,,302.06,-723.91,-21.63,99.18,3.74,-1.16,-55.04,0.67,-6.36,110.55,0.09,0.16,1.21,0.00,,-1.71,0.37,32.43,40.44,48.32,0.60,1.22,0.00,,221.32,-2.08,,30.99,220.75,2.63,-21.54,61.81
Advance Petroch.,506947,,Chemicals,288.00,0.74,65.34,18.12,1.05,1.35,7.92,19.10,560.00,40.90,3.74,0.74,1.35,28.78,-0.11,40.77,12.48,3.39,2.40,5.13,0.00,79.32,-32.14,0.02,62.43,27.30,165.93,0.73,1.28,0.00,47.81,23.56,14.37,816.49,74.67,23.56,4.14,112.70,25.92
Advance Syntex,539982,,Textiles - Spinning - Synthetic / Blended,7.30,10.80,3.00,-38.84,1.51,-29.20,,4426.67,-1111.36,-60.00,6.00,10.80,-29.20,-27.93,-3.35,-5.26,35.88,6.26,5.45,7.62,0.00,,-403.46,0.01,56.64,24.35,72.58,0.76,0.36,0.00,,1.14,-3.88,,29.91,1.14,1.38,-73.64,8.10
Advanced Enzyme,540025,ADVENZYMES,Pharmaceuticals - Indian - Bulk Drugs & Formln,377.75,6.77,42.66,17.12,7.61,70.27,5.61,116.67,-29.72,-1.94,1324.13,6.77,70.27,20.05,0.22,0.35,1418.72,7.24,0.04,1.11,9.23,163.29,2.15,0.03,68.71,11.15,38.04,0.89,2.39,9.23,178.22,29.87,14.15,93.85,65.10,29.88,7.03,111.49,4224.20
Advani Hotels.,523269,ADVANIHOTR,Hotels,71.26,6.25,32.20,17.10,2.56,280.08,1.55,33.00,13.75,0.87,71.89,6.25,280.08,18.78,0.15,0.06,79.28,29.57,0.19,1.32,103.71,28.41,2.30,0.02,61.05,22.25,81.32,0.78,3.14,103.71,21.74,22.53,44.48,241.47,3.77,22.54,14.13,62.20,658.70
Advik Capital,539773,,Finance & Investments,2.58,0.13,-2.31,11.02,1.91,2.19,0.14,1.07,-297.92,52.57,112.64,0.13,2.19,11.37,-1.39,12.37,11.61,-29.25,0.71,1.54,0.00,6.35,-71.52,0.01,27.76,40.69,35.79,0.59,-0.31,0.00,2.99,-2.12,12.35,17.20,0.21,-2.12,6.07,-125.53,110.47
Aegis Logistics,500003,AEGISLOG,Trading,872.70,4.35,-366.67,28.64,2.55,8.34,2.66,27.34,55.89,-1.93,3894.35,4.35,8.34,32.65,0.02,3.97,6763.02,-1.28,0.73,1.93,27.75,322.54,-3.51,0.05,93.49,4.52,211.68,0.95,6.51,27.75,201.20,46.73,15.82,428.76,54.89,46.73,8.45,156.05,30631.77
Aeonx Digital,524594,,Trading,135.00,1.81,-465.75,13.01,5.66,5.87,1.51,133.52,725.00,12.88,47.81,1.81,5.87,17.06,0.27,0.35,48.11,-0.29,0.21,1.20,0.00,70.24,1.69,0.14,38.05,37.62,58.82,0.62,8.97,0.00,117.80,-17.69,4.73,42.50,99.59,-17.69,4.53,58.04,62.10
Aeroflex,543972,AEROFLEX,Steel - Medium / Small,162.75,6.62,276.16,30.22,3.46,22.78,1.18,62.61,11.04,6.33,293.25,6.62,22.78,33.37,0.08,0.00,287.40,3.37,0.00,1.00,7.74,64.86,5.01,0.03,58.25,17.55,42.26,0.82,7.78,7.74,40.59,47.92,32.21,362.30,15.39,47.93,12.09,209.22,2104.72
Aerpace Indus,534733,,Trading,30.91,,,,,-11.23,,,,,,,-11.23,,,,,,,,0.00,,,,100.00,0.00,1121.74,1.00,,0.00,,,0.00,,,,,,422.46
Aether Industri.,543534,AETHER,Chemicals,919.25,20.37,-37.91,68.89,4.51,15.47,,198.04,-108.20,-24.35,2063.32,20.37,15.47,89.63,,2.22,2270.36,-18.34,0.09,0.92,0.00,112.13,2.99,0.03,42.12,19.08,20.71,0.81,,0.00,147.64,-740.54,12.98,778.13,89.34,-740.26,10.35,11282.12,12184.69
Affle India,542752,AFFLE,Computers - Software - Medium / Small,1359.60,10.34,127.58,43.17,3.07,18.32,1.47,78.01,13.89,1.51,2498.04,10.34,18.32,52.10,0.09,0.61,2680.11,7.03,0.08,1.06,0.00,836.88,5.49,0.05,91.52,2.47,37.59,0.98,8.45,0.00,291.53,72.68,21.45,488.52,102.54,72.68,11.79,217.89,19062.83
Affordable Robo.,541402,,Engineering,559.00,4.19,-714.16,52.27,1.54,3.54,89.29,54.93,321.64,151.86,104.47,4.19,3.54,58.05,0.00,7.61,111.20,-0.96,0.44,2.90,0.00,161.24,-7.03,0.00,33.85,34.33,36.51,0.66,24.68,0.00,106.75,-311.48,10.29,616.30,73.61,-312.76,6.60,,628.65
AFLOAT Enterpris,543377,,Trading,12.00,2.89,-4.08,60.56,85.67,,21.58,268.78,-176.92,-100.00,5.11,2.89,,68.13,-0.26,0.00,5.09,-26.64,0.00,1.07,0.00,2.43,0.55,0.01,51.52,25.00,54.84,0.75,-0.95,0.00,4.07,-14.15,2.20,195.09,11.04,-14.03,4.67,,5.47
Agarwal Float,,AGARWALFT,Trading,65.15,0.60,-30.86,38.26,2.19,1.18,,35.93,-177.27,-12.88,15.44,0.60,1.18,41.17,-0.44,69.63,28.65,-6.28,0.86,1.78,0.00,14.63,-26.64,0.01,80.78,10.51,97.42,0.89,-1.47,0.00,11.22,-57.91,15.20,760.01,39.38,-58.26,7.09,,47.19
Agarwal Fortune,530765,,Trading,23.25,1.11,-34.38,82.40,2.08,,-2.56,7.59,0.00,-14.08,0.47,1.11,,82.40,-0.10,1.20,0.59,-45.51,472.90,1.68,0.00,1.75,-2717.52,0.02,34.15,47.93,91.36,0.52,-2.68,0.00,2.93,-67.81,-9.59,1417.74,1.60,-68.00,21.04,816.00,8.16
Agarwal Indl.,531921,AGARIND,Petrochemicals,1174.15,0.83,-35.63,11.55,1.23,7.16,0.31,13.32,37.57,59.05,511.02,0.83,7.16,13.90,0.00,3.30,872.23,-6.90,0.72,1.83,4.11,1587.15,-17.51,0.03,88.26,6.07,94.41,0.94,1.62,4.11,749.19,15.69,22.13,55.44,188.73,15.64,5.78,46.21,1756.27
AGI Greenpac,500187,AGI,Packaging,703.10,1.88,48.20,8.17,1.55,4.91,0.22,22.66,-3.78,0.42,1814.61,1.88,4.91,11.25,0.19,2.45,2570.83,3.96,0.39,1.78,15.45,557.84,-7.76,0.07,27.11,35.44,25.65,0.65,1.04,15.45,495.13,7.73,13.80,45.07,84.79,7.73,4.26,70.44,4548.89
AGI Infra,539042,,Construction,852.80,3.56,17.41,12.76,1.03,10.02,0.49,36.33,-37.40,9.67,224.65,3.56,10.02,14.79,0.16,2.64,357.41,20.47,0.71,4.09,0.00,886.78,-5.59,0.07,54.63,24.20,62.44,0.76,1.27,0.00,420.02,16.93,28.84,92.55,87.05,16.95,2.45,111.55,1041.87
Agio Paper,516020,,Paper,4.30,23.13,-17.60,-293.29,0.03,-0.16,,-2090.00,18.18,50.00,3.01,23.13,-0.16,-136.87,-2.17,-12.68,16.42,-1.12,4.56,7.92,0.00,,-196.25,0.01,30.36,44.44,53.57,0.56,-1.19,0.00,,-49.45,-2.17,,-3.89,-49.57,0.32,-38.56,6.94
Agni Green,,AGNI,Electric Equipment,52.35,2.90,1177.88,45.72,2.03,1.31,-9.21,68.56,125.00,47.34,30.84,2.90,1.31,50.50,0.00,23.29,27.89,0.22,0.51,1.47,0.00,14.07,-12.68,0.03,49.77,38.19,157.88,0.62,-30.53,0.00,8.31,-5104.13,3.07,893.45,12.40,-5113.00,5.84,,102.26
Agri-Tech India,537292,AGRITECH,Miscellaneous,198.30,736.25,-11.59,12.01,64.01,,0.19,56706.25,-83.53,,101.25,736.25,,12.02,-0.22,0.00,101.38,-10.03,0.41,1.10,0.00,149.53,-34.27,0.00,61.14,24.33,102.35,0.76,-1.11,0.00,250.77,-10.98,3.29,14.02,153.78,-11.05,4.59,84.14,117.80
Agro Phos India,,AGROPHOS,Fertilizers,47.37,0.90,-100.17,-60.81,1.40,-1.11,,44.36,54.20,-72.52,46.92,0.90,-1.11,-32.91,-0.10,-5.46,71.89,-1.24,0.61,2.43,0.00,,-29.31,0.02,44.05,27.95,43.98,0.72,1.72,0.00,,34.10,7.53,,23.41,34.06,3.81,-35.97,96.04
Agro Tech Foods.,500215,ATFL,Food - Processing - Indian,727.35,2.33,-100.55,50.47,2.23,5.04,-8.86,23.61,-41.27,-7.47,500.25,2.33,5.04,124.08,0.04,4.03,528.68,-3.24,0.11,1.28,70.23,83.76,-2.41,0.01,18.61,33.27,12.86,0.67,4.42,70.23,140.46,28.35,4.72,743.80,73.50,28.31,7.09,-14771.08,1772.53
AGS Transact,543451,AGSTRA,Computers - Hardware,79.87,0.66,4.29,8.40,1.10,0.15,,41.92,71.07,-6.57,461.67,0.66,0.15,88.58,0.11,-13.98,1363.01,13.61,2.45,4.74,0.00,,-104.19,0.11,35.43,36.99,47.50,0.63,0.22,0.00,,2.80,7.76,,50.40,2.80,2.15,-219.42,976.44
Ahasolar Technol,543941,,Trading,327.00,2.40,-77.78,268.25,7.44,6.00,78.87,19.60,205.19,126.22,14.90,2.40,6.00,1609.50,0.05,0.00,10.16,-32.75,0.00,1.31,0.00,62.08,0.48,0.00,27.27,50.29,61.08,0.50,-25.52,0.00,12.20,-71.39,60.10,16152.56,26.58,-70.99,13.44,,100.80
Ahimsa Industrie,,AHIMSA,Plastics Products,18.90,0.71,7.41,204.50,3.26,-2.92,,63.99,-132.14,24.19,12.76,0.71,-2.92,-17.53,0.28,-2.30,14.24,8.36,0.17,1.46,0.00,,-18.74,0.02,100.00,0.00,119.77,1.00,0.53,0.00,,8.74,-1.80,,16.93,8.70,3.49,,10.35
Ahlada Engineers,,AHLADA,Steel - Medium / Small,116.60,0.58,12.72,5.20,1.75,5.25,2.91,39.78,146.62,175.59,137.50,0.58,5.25,7.71,0.15,3.15,180.57,6.99,0.50,1.55,0.00,107.35,-44.03,0.01,33.83,30.33,28.63,0.70,0.59,0.00,159.04,-752.07,10.00,12.03,80.04,-753.35,3.93,22.97,150.67
Ahluwalia Contr.,532811,AHLUCONT,Construction,1242.60,2.16,65.49,18.02,2.17,7.43,2.45,37.98,182.76,13.36,1599.95,2.16,7.43,21.39,0.16,0.28,1808.14,8.50,1.02,1.78,0.89,624.42,-10.22,0.08,81.38,10.54,106.09,0.89,3.35,0.89,548.36,32.34,24.48,186.88,218.55,32.33,7.00,143.86,8323.86
Ahm. Steelcraft,522273,,Trading,105.30,55.94,74.87,-15.59,16.71,-128.50,,693.51,-941.67,-66.67,23.11,55.94,-128.50,-14.86,0.40,0.00,5.34,2.40,0.00,1.07,0.00,,11.33,0.08,100.00,0.00,485.00,1.00,-3.01,0.00,,-100.40,-5.01,,13.02,-100.16,4.26,-34.46,43.07
AI Champ.Inds.,532806,,Textiles - Jute - Yarn / Products,56.90,3.95,19.42,-5.87,2.35,-28.07,,260.88,-651.14,-54.89,41.00,3.95,-28.07,-5.57,-0.42,-1.05,183.36,8.47,3.59,6.28,0.00,,-83.76,0.02,67.85,19.29,101.77,0.81,-1.33,0.00,,-6.03,-22.32,,37.50,-6.02,1.65,-4.26,174.99
AIA Engineering,532683,AIAENG,Castings & Forgings,4222.85,8.21,99.23,24.58,8.01,53.43,1.87,117.59,-6.94,-1.62,6657.74,8.21,53.43,26.21,0.13,0.41,6910.16,6.02,0.14,1.06,13.29,1306.64,-0.91,0.02,73.38,8.79,36.19,0.91,5.30,13.29,1382.79,44.11,21.64,209.90,605.27,44.12,11.98,152.91,39830.09
Aik Pipes & Poly,544072,,Plastics Products,128.50,2.19,-16.14,18.49,3.04,8.09,,60.02,,,21.92,2.19,8.09,19.76,-0.15,1.50,26.60,-26.82,0.23,1.07,0.00,197.19,-5.64,0.01,57.45,15.57,33.16,0.84,-2.65,0.00,64.45,-7.88,27.03,89.69,34.95,-7.83,7.41,80.16,81.76
Aimco Pesticides,524288,,Pesticides / Agrochemicals - Indian,100.00,0.46,800.00,-17.26,1.00,-4.05,,8.07,-150.33,-16.86,35.02,0.46,-4.05,-10.36,0.04,-1.86,48.14,0.21,0.54,4.22,0.00,,-15.73,0.03,19.64,31.03,12.36,0.69,1.30,0.00,,13.52,3.83,,17.43,13.50,2.64,-25.02,95.83
