Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Price to Earning,Dividend yield,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Earnings yield,Pledged percentage,Industry PE,Enterprise Value,Number of equity shares,Book value,Inventory turnover ratio,Quick ratio,Exports percentage,Piotroski score,G Factor,Asset Turnover Ratio,Financial leverage,Number of Shareholders,Unpledged promoter holding,Return on invested capital,Debtor days,Industry PBV,Credit rating,Working Capital Days,Earning Power,Graham Number,Cash Conversion Cycle,Days Payable Outstanding,Days Receivable Outstanding,Days Inventory Outstanding,Public holding,FII holding,Change in FII holding,Change in DII holding,DII holding,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter
Ceejay Finance,530789,,Finance & Investments,217.00,74.86,11.40,0.55,1.08,6.57,0.48,9.89,59.03,11.55,0.00,23.18,106.41,0.34,201.51,,0.63,0.00,3.00,4.00,0.21,1.44,2750.00,59.03,162.37,0.00,1.78,,-44.77,11.64,293.84,0.00,,0.00,,40.98,0.00,0.00,0.00,0.00,183.51,14.06,7.67,11.34,2904.00
Ceenik Exports,531119,,Textiles - Products,745.00,249.59,437.84,0.14,25.66,1.58,1.40,6.04,61.84,1.00,0.00,30.63,263.15,0.34,29.01,,0.61,0.00,4.00,2.00,0.00,3.71,1435.00,61.84,15.07,,5.02,,,5.74,33.33,,,,,38.16,0.00,0.00,0.00,0.00,27.31,3.84,-1.95,-5.84,1147.00
Ceeta Industries,514171,,Food - Processing - Indian,34.00,49.30,,0.00,2.02,-4.07,0.54,-6.32,71.91,-2.12,0.00,38.34,62.45,1.45,16.92,2.69,0.79,0.00,4.00,4.00,0.30,1.60,20048.00,71.91,-3.09,5.91,3.49,,235.98,-3.43,,111.15,29.23,5.91,134.47,27.86,0.00,0.00,0.00,0.23,18.00,-2.31,-4.23,-5.35,20103.00
Ceinsys Tech,538734,,Computers - Software - Medium / Small,535.00,874.15,24.97,0.39,3.73,10.96,0.04,16.19,55.36,6.45,14.65,34.11,854.10,1.63,143.27,12.08,2.60,0.00,8.00,3.00,0.79,1.36,11596.00,47.25,20.08,143.31,3.70,,169.99,16.67,262.77,-459.11,610.15,143.31,7.73,44.65,0.00,-0.05,0.00,0.00,128.50,15.78,10.08,17.07,11401.00
Celebrity Fash.,532695,CELEBRITY,Textiles - Products,19.33,109.31,60.75,0.00,3.22,1.11,1.98,5.93,35.32,6.75,70.93,31.14,172.89,5.66,6.01,3.12,0.77,92.17,4.00,1.00,2.12,4.76,20400.00,10.27,12.19,59.35,2.37,,63.71,8.03,6.63,100.84,22.91,59.35,64.40,49.15,15.53,3.90,0.00,0.00,4.94,12.78,3.40,29.51,20378.00
Cell Point,,CELLPOINT,Trading,34.55,64.56,38.19,0.00,0.90,1.80,0.68,8.42,73.06,8.34,0.00,60.14,101.34,1.87,38.60,5.88,0.26,0.00,2.00,4.00,3.42,4.68,2314.00,73.06,8.77,0.15,5.58,,35.97,6.31,28.03,47.28,14.99,0.15,62.12,26.94,0.00,0.00,0.00,0.00,,26.10,7.60,40.25,2460.00
Cella Space,532701,,Miscellaneous,12.37,24.92,67.36,0.00,,0.86,,,58.50,4.94,0.00,34.07,82.52,2.02,-10.31,,0.27,0.00,6.00,0.00,0.18,-2.06,7367.00,58.50,10.07,17.36,3.20,,30.96,9.73,,17.36,,17.36,,41.49,0.00,0.00,0.00,0.00,-10.44,10.77,2.59,,7457.00
Cellecor Gadgets,,CELLECOR,Trading,310.00,650.00,40.41,0.00,7.23,22.98,0.83,116.51,51.54,4.10,0.00,60.14,720.29,2.10,42.89,8.08,0.96,0.00,4.00,4.00,7.15,5.07,1065.00,51.54,62.56,5.21,5.58,,24.15,15.66,86.06,28.56,21.80,5.21,45.15,43.78,0.77,-3.64,-2.14,3.91,,66.54,17.01,99.50,2020.00
Cello World,544012,CELLO,Trading,881.90,18716.64,56.51,0.00,16.29,20.24,0.32,44.57,78.06,2.51,0.00,34.16,19022.29,21.22,54.15,2.13,1.56,0.00,6.00,3.00,1.14,1.53,132505.00,78.06,24.38,111.42,3.16,,190.15,24.22,137.86,233.78,55.49,111.42,177.86,5.07,4.43,1.41,-0.31,12.44,,48.13,19.80,125.45,151407.00
Cenlub Industrie,522251,,Engineering,394.95,184.16,20.53,0.00,3.29,12.78,0.07,17.39,51.26,6.71,0.00,43.13,184.37,0.47,119.90,5.31,0.71,0.00,8.00,7.00,1.02,1.26,8532.00,51.26,37.16,48.69,5.46,,18.37,16.25,227.81,63.33,70.78,48.69,85.42,48.73,0.00,0.00,0.00,0.00,101.29,18.81,10.89,15.18,7830.00
Centenial Surgic,531380,,Healthcare,114.15,41.66,36.87,0.00,1.29,1.55,0.00,3.57,46.89,9.13,0.00,42.74,40.98,0.36,88.29,0.43,0.69,0.00,7.00,2.00,0.70,2.26,1072.00,46.89,7.36,134.05,5.67,,226.67,4.73,78.44,526.86,516.91,134.05,909.72,53.12,0.00,0.00,0.00,0.00,85.19,8.03,1.39,2.91,1016.00
Central Bank,532885,CENTRALBK,Banks - Public Sector,62.67,54403.47,20.27,0.00,1.67,0.63,12.53,8.71,93.08,5.23,0.00,9.46,422349.33,868.09,37.29,,5.09,0.00,5.00,6.00,0.07,13.20,643550.00,93.08,5.29,0.00,1.18,,27.90,4.93,50.78,0.00,,0.00,,3.95,0.17,0.10,0.01,2.80,33.66,4.29,0.43,5.92,529591.00
Centrum Capital,501150,CENTRUM,Finance & Investments,39.13,1627.94,,0.00,3.70,-0.50,24.45,-14.19,38.49,7.87,32.29,23.18,11608.42,41.60,10.59,,0.21,0.00,6.00,4.00,0.15,33.05,43633.00,26.06,9.21,7.05,1.78,,-756.25,5.25,,7.05,,7.05,0.00,57.12,0.67,-0.15,0.00,0.00,14.26,6.00,-1.51,-23.60,41655.00
Centum Electron,517544,CENTUM,Electronics - Components,1649.00,2126.70,,0.23,10.45,-0.74,1.11,-3.82,58.79,2.08,0.00,81.92,2281.39,1.29,157.72,1.82,0.63,0.00,5.00,2.00,1.02,5.25,23497.00,58.79,-3.73,76.28,10.27,,41.42,4.45,,131.58,165.15,76.28,220.45,33.15,0.37,-0.01,0.44,7.69,163.54,7.65,0.67,3.23,25466.00
Century Enka,500280,CENTENKA,Textiles - Manmade,580.30,1267.95,27.65,1.71,0.90,2.77,0.04,3.41,24.86,5.04,0.00,26.24,1316.05,2.19,625.91,5.31,3.02,0.00,6.00,4.00,1.05,1.21,41079.00,24.86,3.46,41.22,1.98,,132.25,3.91,543.84,85.92,40.89,41.22,85.58,65.96,2.91,-0.04,0.00,6.27,604.94,8.42,5.36,6.55,42429.00
Century Extrus.,500083,CENTEXT,Aluminium and Aluminium Products,20.58,164.64,22.73,0.00,2.25,4.96,0.66,10.48,52.04,10.25,13.54,23.13,196.58,8.00,9.13,7.95,0.95,0.00,6.00,7.00,2.57,2.00,38593.00,44.99,12.53,34.40,2.36,,61.60,12.51,13.83,48.56,36.09,34.40,50.25,47.82,0.14,-0.22,0.00,0.00,8.14,17.67,5.15,11.17,52256.00
Century Plyboard,532548,CENTURYPLY,Miscellaneous,753.75,16746.28,51.45,0.13,7.59,10.38,0.35,15.77,72.59,2.66,0.00,34.70,17450.18,22.22,99.54,3.47,0.58,0.00,3.00,4.00,1.24,1.42,71157.00,72.59,13.05,39.15,3.14,,64.54,13.23,181.37,103.62,51.31,39.15,115.78,6.61,6.28,0.83,-0.24,14.51,86.15,27.05,16.01,22.78,65541.00
Century Textiles,500040,CENTURYTEX,Paper,2316.95,25879.32,101.40,0.22,6.51,3.22,0.63,6.49,50.21,1.74,0.00,8.71,27979.51,11.17,356.23,0.77,0.37,0.00,5.00,4.00,0.48,2.38,69463.00,50.21,2.24,13.39,1.10,,181.61,4.62,190.42,565.97,103.95,13.39,656.53,24.68,7.46,1.04,-0.85,16.54,347.97,6.32,2.19,4.65,68301.00
Cera Sanitary.,532443,CERA,Ceramics - Tiles / Sanitaryware,8649.90,11249.96,47.00,0.70,8.41,13.75,0.03,19.05,54.48,2.83,0.00,56.36,11255.93,1.30,1032.25,2.49,0.74,0.00,5.00,4.00,1.08,1.30,34804.00,54.48,38.14,39.27,1.55,,48.42,17.52,2066.65,112.34,75.32,39.27,148.38,16.98,21.93,1.30,-1.77,6.61,898.98,25.78,13.79,19.55,34878.00
Cerebra Integr.,532413,CEREBRAINT,Computers - Hardware,6.63,80.36,,0.00,0.37,-9.50,0.18,-15.11,0.84,-30.99,0.00,115.53,118.38,12.12,17.50,1.24,1.15,0.00,3.00,4.00,0.14,1.77,39538.00,0.84,-31.66,849.30,4.42,,632.54,-10.40,,656.36,429.70,849.30,236.76,99.09,0.01,0.00,0.00,0.00,21.49,3.36,0.66,1.05,39696.00
CESC,500084,CESC,Power Generation And Supply,160.80,21315.15,15.51,2.81,1.86,3.86,1.27,12.31,52.11,8.74,0.00,38.17,33148.15,132.56,86.34,11.35,0.84,0.00,7.00,2.00,0.41,3.27,363776.00,52.11,9.85,53.84,2.52,,14.82,7.85,142.01,53.84,,53.84,,13.83,12.91,0.96,-0.32,21.12,82.31,11.39,3.61,12.24,327212.00
CFF Fluid,543920,,Engineering,880.00,1713.73,100.30,0.06,13.61,19.27,0.19,68.39,73.30,1.67,0.00,92.06,1719.94,1.95,64.67,1.47,2.40,0.00,4.00,3.00,1.21,3.55,2558.00,73.30,26.67,27.77,12.36,,145.68,16.39,113.00,214.14,62.30,27.77,248.67,26.62,0.00,-0.07,0.08,0.08,,34.34,14.03,50.95,1720.00
CG Power & Ind,500093,CGPOWER,Electric Equipment,711.50,108674.47,127.17,0.21,36.02,16.68,0.01,35.55,58.11,1.07,0.00,58.82,107837.50,152.79,19.76,8.60,1.35,0.00,5.00,3.00,1.57,1.70,258587.00,58.11,34.88,69.60,8.34,,35.30,20.25,64.45,21.37,97.58,69.60,49.35,16.61,15.18,-0.87,0.94,10.09,11.72,61.65,20.72,66.05,200497.00
CG-VAK Software,531489,,Computers - Software - Medium / Small,320.65,161.90,17.54,0.31,2.60,13.82,0.06,15.93,53.87,8.58,0.00,34.11,149.91,0.51,123.74,,6.44,0.00,7.00,3.00,1.18,1.07,8406.00,53.87,16.92,56.53,3.70,,70.32,18.09,225.57,56.53,,56.53,,46.12,0.00,0.00,0.00,0.00,105.78,31.57,20.68,25.06,8136.00
Chalet Hotels,542399,CHALET,Hotels,805.55,17569.11,63.17,0.00,8.96,5.20,1.62,16.40,67.52,2.29,31.93,47.22,20442.02,21.81,90.10,0.38,0.18,0.00,7.00,4.00,0.26,2.89,61467.00,45.96,10.41,14.21,4.25,,-16.02,8.11,165.67,1085.72,662.59,14.21,1734.11,4.23,6.84,3.75,0.70,21.42,75.21,9.22,3.34,10.90,51812.00
Challani Capital,530747,,Finance & Investments,16.59,24.89,48.79,0.00,4.41,8.67,0.00,9.43,74.95,2.16,0.00,23.18,24.83,1.50,3.77,,36.75,,3.00,2.00,0.14,1.04,2228.00,74.95,29.31,0.00,1.78,,602.47,8.93,5.37,0.00,,0.00,,25.05,0.00,0.00,0.00,0.00,3.44,12.97,12.89,14.98,2149.00
Chaman Metallics,,CMNL,Steel - Sponge Iron,68.05,164.24,13.12,0.00,1.83,10.75,1.44,16.29,73.60,6.05,0.00,17.94,293.52,2.41,37.14,9.32,1.06,0.00,4.00,5.00,1.62,1.52,1457.00,73.60,16.30,20.41,1.88,,60.51,7.46,65.84,31.74,27.83,20.41,39.17,26.40,0.00,0.00,0.00,0.00,31.85,31.62,17.89,29.62,1168.00
Chamanlal Setia,530307,CLSEL,Food - Processing - Indian,206.30,1067.26,9.23,0.48,1.50,12.76,0.25,17.49,73.86,14.09,0.00,38.34,1175.03,5.17,138.01,2.30,1.56,0.00,3.00,4.00,1.50,1.27,33298.00,73.86,13.90,53.75,3.49,,181.69,16.53,263.46,224.51,2.55,53.75,173.31,24.37,1.77,-0.11,-0.28,0.00,117.61,26.18,16.35,23.12,26631.00
Chambal Brewer,512301,,Trading,10.54,7.89,,0.00,6.58,-8.57,0.00,-8.62,16.08,-2.63,0.00,34.16,7.83,0.75,1.60,,7.00,,2.00,4.00,0.00,2.04,5761.00,16.08,-300.00,,3.16,,,-17.21,,,,,,83.93,0.00,0.00,0.00,0.00,4.90,-2.59,-2.59,-2.59,4567.00
Chambal Fert.,500085,CHAMBLFERT,Fertilizers,520.00,20833.93,16.34,1.45,2.87,10.51,0.26,17.79,60.70,9.34,25.16,32.06,22574.97,40.07,181.54,8.30,1.39,0.00,8.00,4.00,1.48,1.67,248360.00,45.43,15.16,3.89,2.11,,53.51,17.90,360.65,19.32,26.58,3.89,42.01,17.25,15.00,1.61,-2.28,7.07,169.82,16.05,7.71,14.92,238371.00
Chandni Machines,542627,,Trading,56.77,18.32,10.59,0.00,2.08,11.76,0.04,21.82,46.50,15.53,0.00,34.16,15.94,0.32,27.27,39.42,0.98,0.00,8.00,6.00,11.28,1.67,3832.00,46.50,30.65,7.19,3.16,,0.62,14.40,57.35,8.92,4.98,7.19,6.71,53.51,0.00,0.00,0.00,0.00,21.91,6.86,2.50,5.08,3778.00
Chandra Bhagat,542934,,Trading,79.00,59.61,38.96,0.00,2.05,2.53,0.57,5.57,68.77,5.14,0.00,34.16,71.07,0.75,38.45,7.15,1.26,48.12,6.00,4.00,3.65,2.20,151.00,68.77,5.16,13.50,3.16,,66.65,3.59,41.88,59.09,5.44,13.50,51.02,29.02,1.33,0.00,0.00,0.89,36.42,7.13,1.37,3.36,134.00
Chandra Pr. Intl,530309,,Trading,24.43,45.18,57.93,0.82,0.97,0.66,1.22,1.67,54.34,7.91,0.00,34.16,81.95,1.85,25.39,29.46,0.91,0.00,2.00,3.00,7.22,2.52,8543.00,54.34,3.40,19.33,3.16,,31.50,4.56,15.52,28.31,11.06,19.33,20.04,45.65,0.00,0.00,0.00,0.00,25.16,19.43,9.46,18.71,7577.00
Chandrima Mercan,540829,,Trading,19.46,4.30,2.53,0.00,0.09,3.59,0.07,7.18,0.00,23.10,0.00,60.14,7.56,0.22,215.66,121.31,0.62,0.00,7.00,3.00,0.41,0.99,2476.00,0.00,6.15,149.28,5.58,,-99.01,2.39,75.53,149.28,,149.28,0.00,100.00,0.00,0.00,0.00,0.00,-1.63,1.01,0.10,,2342.00
Charms Industrie,531327,,Finance & Investments,7.10,2.92,,0.00,17.15,-20.00,2.50,-56.52,24.37,-4.11,0.00,23.18,3.16,0.41,0.41,6.40,0.59,0.00,5.00,6.00,0.60,4.06,3494.00,24.37,-54.17,18.72,1.78,,28.08,-19.12,,18.72,,18.72,0.00,75.64,0.00,0.00,0.00,0.00,0.73,-28.28,-23.73,-37.84,3359.00
Chart.Logistics,531977,,Miscellaneous,10.90,108.27,161.63,0.00,2.41,0.84,0.46,1.50,44.47,3.05,0.00,38.47,126.15,9.93,4.52,0.00,1.32,0.00,7.00,3.00,0.90,1.78,27002.00,44.47,7.59,133.13,3.17,,136.44,5.27,2.62,133.13,,133.13,,55.53,0.00,0.00,0.00,0.00,4.46,4.08,0.18,0.36,27999.00
Charter. Capital,511696,,Finance & Investments,246.75,74.28,13.68,0.00,0.45,3.65,0.00,3.78,74.37,10.90,0.00,23.18,60.70,0.30,540.78,0.00,61.46,0.00,7.00,5.00,0.05,0.91,627.00,74.37,33.98,0.00,1.78,,125.28,3.78,468.38,0.00,,0.00,,25.62,0.00,0.00,0.00,0.00,413.93,0.46,0.31,0.32,617.00
Chatha Foods,544151,,Food - Processing - Indian,106.80,240.27,38.93,0.00,4.15,12.00,0.14,28.37,59.80,4.38,0.00,38.34,220.22,2.25,25.68,10.40,2.01,0.00,5.00,3.00,2.60,2.36,642.00,59.80,20.16,26.16,3.49,,12.85,11.27,39.81,17.67,43.58,26.16,35.08,18.32,3.45,,,18.43,,14.75,5.31,12.91,
Chavda Infra Ltd,,CHAVDA,Construction,168.90,416.44,22.20,0.00,4.51,12.16,0.94,61.71,73.00,6.49,0.00,36.76,500.34,2.47,37.49,3.04,0.73,0.00,4.00,4.00,1.57,5.07,1717.00,73.00,28.57,62.55,3.11,,71.31,12.86,80.11,59.14,123.40,62.55,120.00,25.52,1.04,-4.21,-1.15,0.44,,28.39,9.16,49.43,1472.00
CHD Chemicals,539800,,Trading,7.05,7.13,27.43,0.00,0.54,1.05,0.48,1.97,27.49,6.80,0.00,34.16,13.04,1.01,13.18,2.60,3.64,0.00,9.00,3.00,0.65,1.86,8505.00,27.49,3.31,386.36,3.16,,416.05,3.81,8.73,425.60,79.04,386.36,118.28,72.32,0.00,0.00,0.00,0.20,12.92,1.67,0.21,0.53,8409.00
Checkpoint Trend,531099,,Trading,9.01,4.93,164.33,0.00,9.30,3.77,0.00,5.83,0.00,0.41,0.00,34.16,4.92,0.55,0.97,,2.15,0.00,5.00,1.00,1.42,1.50,1981.00,0.00,3.77,229.34,3.16,,145.35,2.15,1.09,229.34,,229.34,,100.00,0.00,0.00,0.00,0.00,0.91,-12.90,-10.60,-14.68,1722.00
Chembond Chem.,530871,CHEMBOND,Chemicals,646.25,869.11,19.63,0.47,2.41,10.44,0.02,12.97,67.55,7.57,0.00,39.79,835.56,1.34,268.78,7.20,2.67,0.00,8.00,3.00,1.09,1.17,10145.00,67.55,15.13,95.04,3.67,,107.68,13.66,446.88,63.52,81.16,95.04,49.64,30.32,0.94,-0.16,0.20,1.18,239.34,10.89,6.49,7.89,9818.00
Chemcon Special.,543233,CHEMCON,Chemicals,261.90,959.34,49.98,1.53,2.00,3.49,0.09,4.11,74.46,3.67,17.34,39.79,831.50,3.66,130.06,2.69,4.58,0.00,5.00,2.00,0.49,1.15,79108.00,61.55,4.55,111.90,3.67,,220.32,5.46,123.82,207.73,23.21,111.90,119.05,25.01,0.25,0.20,-0.01,0.27,124.86,15.39,10.39,12.49,81367.00
Chemcrux Enterp.,540395,,Chemicals,236.55,350.31,41.51,0.86,4.83,8.16,0.37,12.17,72.92,3.28,0.00,39.79,371.58,1.48,48.80,2.77,3.23,19.89,5.00,2.00,0.76,1.43,30946.00,72.92,12.14,71.17,3.67,,168.89,11.16,79.10,87.35,82.43,71.17,98.61,27.09,0.00,0.00,0.00,0.00,44.84,27.75,15.64,23.24,32159.00
Chemfab Alka.,541269,CHEMFAB,Chemicals,611.40,869.81,28.99,0.21,2.22,6.58,0.05,7.93,72.88,5.07,0.00,39.79,866.04,1.42,276.17,12.97,0.85,0.24,5.00,4.00,0.72,1.16,12624.00,72.88,16.50,23.66,3.67,,-21.32,8.74,361.92,-19.53,100.75,23.66,57.56,26.65,0.35,0.06,0.00,0.07,256.18,28.16,17.91,20.71,11745.00
Chemo Pharma Lab,506365,,Pharmaceuticals - Indian - Bulk Drugs,66.00,9.90,8.25,0.00,0.77,9.74,0.00,9.84,27.89,43.27,0.00,32.00,3.79,0.15,85.33,,34.72,,5.00,4.00,0.00,0.96,6262.00,27.89,19.70,,3.40,,,12.60,123.94,,,,,71.94,0.00,0.00,0.00,0.17,77.33,0.78,0.43,0.43,6254.00
Chemplast Sanmar,543336,CHEMPLASTS,Chemicals,543.40,8591.64,,0.00,5.05,-2.67,0.91,-8.90,54.99,-0.49,0.00,39.79,9337.96,15.81,107.56,4.47,0.51,0.00,1.00,3.00,0.66,3.49,85649.00,54.99,-0.85,17.68,3.67,,-92.99,-0.75,,-140.97,235.29,17.68,76.64,6.02,10.83,-0.34,0.64,28.15,117.54,14.86,3.72,11.93,90184.00
Chemtech Indust.,537326,,Engineering,191.10,279.72,67.40,0.00,8.01,10.45,0.14,17.67,47.65,1.91,0.00,43.13,267.15,1.46,23.86,4.63,2.72,0.00,6.00,2.00,0.79,1.14,2771.00,47.65,14.15,68.74,5.46,,94.22,10.17,39.02,83.33,89.66,68.74,104.26,52.34,0.00,0.00,0.00,0.00,10.47,15.88,8.57,22.22,2286.00
Chennai Ferrous,539011,,Trading,120.45,43.44,15.58,0.00,0.90,2.62,0.00,5.98,68.09,10.26,0.00,34.16,42.17,0.36,133.28,3.35,1.66,0.00,6.00,5.00,1.34,2.22,7191.00,68.09,6.74,9.19,3.16,,20.19,6.62,152.35,9.19,,9.19,0.00,31.52,0.00,0.00,0.00,0.00,125.54,7.55,3.17,7.48,7449.00
Chennai Meena,523489,,Healthcare,36.74,27.44,,0.00,,-1.90,88.58,,55.78,2.86,0.00,42.74,35.07,0.75,-0.44,16.36,0.61,0.00,3.00,4.00,1.69,-68.64,8556.00,55.78,9.34,6.12,5.67,,-68.13,4.47,,-23.99,51.61,6.12,21.50,44.09,0.00,0.00,0.00,0.14,0.16,21.36,4.15,,8554.00
Cheviot Company,526817,CHEVIOT,Textiles - Jute - Yarn / Products,1473.25,886.44,12.78,0.35,1.40,10.66,0.01,11.58,74.83,9.73,0.00,17.70,892.42,0.60,1040.04,2.45,2.28,0.00,6.00,2.00,0.71,1.04,14968.00,74.83,18.84,23.80,2.70,,129.86,12.53,1642.77,161.96,15.10,23.80,153.26,24.73,0.27,0.00,0.00,0.15,952.00,12.70,8.95,9.76,15437.00
CHL,532992,,Hotels,34.02,186.49,19.58,0.00,,2.83,,,72.84,10.43,0.00,47.22,412.20,5.48,-12.88,1.28,0.28,0.00,7.00,4.00,0.37,-4.76,1924.00,72.84,13.46,16.47,4.25,,-334.86,12.63,,115.91,189.23,16.47,288.67,27.17,0.00,0.00,0.00,0.00,-22.18,9.09,-2.23,,1872.00
Choice Intl.,531358,CHOICEIN,Finance & Investments,389.40,7763.83,60.25,0.00,12.29,8.98,0.72,23.25,58.20,2.84,11.45,23.18,7833.22,19.94,31.67,0.00,1.56,0.00,4.00,5.00,0.52,2.31,18310.00,51.54,18.23,91.14,1.78,,170.86,12.25,67.86,91.14,,91.14,,29.51,12.22,-0.41,0.01,0.07,23.98,15.78,5.77,13.54,18887.00
Choksi Imaging,530427,,Photographic And Allied Products,66.33,25.87,,0.00,1.72,-2.63,0.00,-3.01,63.44,-4.61,0.00,,21.03,0.39,38.62,0.70,6.59,0.00,7.00,3.00,0.07,1.16,3100.00,63.44,-3.24,51.73,0.49,,988.66,-5.72,,419.25,0.00,51.73,367.52,36.55,0.00,0.00,0.00,0.00,39.79,-2.79,-2.63,-3.05,3055.00
Choksi Laborator,526546,,Miscellaneous,55.00,38.31,34.51,0.00,1.72,1.82,1.34,5.12,31.48,6.94,0.00,34.07,67.44,0.70,31.90,11.93,0.75,0.00,6.00,3.00,0.60,2.75,4187.00,31.48,6.12,103.33,3.20,,68.13,7.55,33.82,-405.67,560.33,103.33,51.33,68.52,0.00,0.00,0.00,0.00,30.31,9.16,2.63,8.41,3909.00
Chola Financial,504973,CHOLAHLDNG,Finance & Investments,1510.95,28372.25,16.00,0.04,2.79,2.50,13.09,19.80,47.37,9.23,0.02,23.18,157837.77,18.78,545.42,,0.58,0.00,5.00,6.00,0.17,15.03,32532.00,47.36,10.73,3.03,1.78,,-149.57,8.17,1076.29,3.03,,3.03,,13.15,13.78,0.91,-0.72,25.24,407.96,9.78,2.46,18.30,43358.00
Cholaman.Inv.&Fn,511243,CHOLAFIN,Finance & Investments,1429.55,120109.63,35.12,0.14,6.14,2.53,6.86,20.15,50.35,5.55,0.00,23.18,250190.78,84.02,233.26,,2.31,0.00,2.00,5.00,0.14,6.90,155055.00,50.35,10.42,4.08,1.78,,-20.55,8.84,462.27,4.08,,4.08,,6.61,26.00,1.27,-1.34,17.05,174.54,9.72,2.72,20.41,140636.00
Chordia Food,519475,,Miscellaneous,87.50,35.25,44.06,0.00,2.41,4.88,0.03,5.66,72.34,3.20,0.00,34.07,34.08,0.40,36.35,,4.99,0.00,8.00,2.00,0.20,1.13,3534.00,72.34,5.49,99.44,3.20,,248.61,6.61,40.44,99.44,,99.44,,27.66,0.00,0.00,0.00,0.00,34.35,2.47,1.09,1.27,3509.00
Chothani Foods,540681,,Trading,30.10,31.18,222.71,0.00,2.03,1.09,0.05,2.06,28.96,1.54,0.00,34.16,29.14,1.04,14.85,1.54,3.44,0.00,3.00,2.00,0.62,1.88,135.00,28.96,3.70,295.65,3.16,,340.36,2.43,6.72,304.38,228.60,295.65,237.33,71.04,0.00,0.00,0.00,0.00,13.20,4.98,1.08,1.93,124.00
Chowgule Steam,501833,,Shipping,30.02,109.00,31.41,0.00,2.51,7.23,0.00,8.78,72.05,3.76,0.00,26.89,108.84,3.63,11.91,,3.58,,8.00,2.00,0.09,1.11,20085.00,72.05,23.02,59.79,1.92,,1002.19,7.71,23.38,59.79,,59.79,,27.89,0.00,0.00,0.00,0.06,9.87,0.22,0.82,0.98,20050.00
Chrome Silicon,513005,,Mining / Minerals / Metals,43.45,71.22,,0.00,0.62,-9.92,0.19,-21.45,40.36,-29.74,12.91,19.15,89.86,1.64,69.05,2.72,0.68,0.00,3.00,4.00,0.36,2.21,6582.00,35.15,-15.05,4.06,3.52,,131.43,-10.69,19.95,421.97,356.80,4.06,774.70,59.60,0.00,0.00,0.00,0.01,72.23,0.47,1.03,2.33,6450.00
CIAN Agro,519477,,Solvent Extraction,42.70,119.50,23.66,0.00,1.32,1.08,1.19,5.85,67.67,10.29,44.33,21.13,226.02,2.80,32.00,0.82,0.53,0.00,8.00,4.00,0.37,5.20,6903.00,37.67,10.64,81.93,2.46,,200.36,5.12,36.05,189.40,321.37,81.93,428.84,32.15,0.07,0.00,0.00,0.12,29.73,9.89,0.09,0.46,6674.00
Cian Healthcare,542678,,Pharmaceuticals - Indian - Bulk Drugs & Formln,23.00,57.49,229.96,0.00,1.00,0.16,0.96,0.43,27.11,5.05,47.77,34.70,112.00,2.50,23.10,0.84,0.47,0.00,4.00,0.00,0.38,2.79,880.00,14.16,6.87,155.17,3.58,,231.13,3.62,7.21,268.45,321.78,155.17,435.06,72.90,0.00,0.00,0.00,0.00,23.00,6.91,1.19,3.44,672.00
CIE Automotive,532756,CIEINDIA,Castings & Forgings,596.45,22627.06,28.02,0.84,3.82,11.44,0.14,20.31,65.70,5.35,0.00,32.30,23243.75,37.94,157.84,4.50,0.39,0.00,7.00,4.00,0.94,1.64,134185.00,65.70,16.38,24.90,3.65,,-10.02,12.25,317.46,-32.44,143.75,24.90,86.41,11.03,5.11,-0.52,2.14,18.12,134.41,14.65,-0.86,-1.65,136385.00
Cigniti Tech.,534758,CIGNITITEC,Computers - Software - Medium / Small,1373.35,3749.28,22.65,0.22,5.08,17.88,0.08,24.95,32.77,6.22,0.00,34.11,3646.05,2.73,270.35,,3.67,0.00,6.00,4.00,1.96,1.25,23339.00,32.77,21.14,64.08,3.70,,103.81,22.32,607.43,64.08,,64.08,,61.08,6.06,0.02,0.02,0.09,209.81,38.15,21.81,32.09,21302.00
CIL Nova Petro.,533407,,Textiles - Manmade,30.00,81.30,,0.00,0.92,-3.21,0.20,-3.68,74.51,-3.38,20.22,26.24,96.26,2.71,32.75,0.00,0.23,,3.00,2.00,0.00,1.14,6588.00,59.45,-5.21,,1.98,,,-2.92,14.84,,,,,13.62,11.87,0.12,0.00,0.00,32.44,-1.41,-1.19,-1.62,6564.00
Cil Securities,530829,,Finance & Investments,50.06,25.03,8.69,0.00,0.86,5.87,0.00,10.33,75.00,24.48,0.00,17.68,17.43,0.50,58.64,,1.80,0.00,5.00,6.00,0.21,1.67,2410.00,75.00,12.74,138.65,2.85,,547.67,7.04,87.18,138.65,,138.65,,25.00,0.00,0.00,0.00,0.00,52.86,13.41,5.77,10.26,2201.00
Cindrella Fin.,531283,,Finance & Investments,12.70,5.28,14.67,0.00,0.82,5.62,0.00,5.74,30.21,4.55,0.00,23.18,5.28,0.42,15.55,,521.00,0.00,4.00,6.00,0.03,0.99,2847.00,30.21,3.08,0.00,1.78,,9038.10,3.63,17.40,0.00,,0.00,,69.79,0.00,0.00,0.00,0.00,14.59,17.56,28.70,29.65,2885.00
